time,lx,ly,lz,sx,sy,sz,fx,fy,fz,ex,ey,ez
0.34037184715270996,-6.700583457946777,5.065345764160156,-3.086353063583374,-5.700583457946777,5.065345764160156,-5.086353063583374,-5.655343055725098,-0.4908888339996338,2.0397143363952637,-0.04524040222167969,5.55623459815979,-7.126067399978638
0.8377337455749512,-6.654733657836914,5.067970275878906,-3.0853357315063477,-5.654733657836914,5.067970275878906,-5.085335731506348,-5.658163547515869,-0.48308199644088745,2.0279746055603027,0.003429889678955078,5.551052272319794,-7.11331033706665
0.874443531036377,-6.616853713989258,5.084962368011475,-3.0766408443450928,-5.616853713989258,5.084962368011475,-5.076640844345093,-5.658163547515869,-0.48308199644088745,2.0279746055603027,0.04130983352661133,5.568044364452362,-7.1046154499053955
0.9914312362670898,-6.588771343231201,5.102811336517334,-3.073713779449463,-5.588771343231201,5.102811336517334,-5.073713779449463,-5.659475326538086,-0.4128530025482178,1.9645580053329468,0.07070398330688477,5.515664339065552,-7.03827178478241
1.0421159267425537,-6.588771343231201,5.102811336517334,-3.073713779449463,-5.588771343231201,5.102811336517334,-5.073713779449463,-5.659475326538086,-0.4128530025482178,1.9645580053329468,0.07070398330688477,5.515664339065552,-7.03827178478241
1.190021276473999,-6.562394618988037,5.117940902709961,-3.0714988708496094,-5.562394618988037,5.117940902709961,-5.071498870849609,-5.660289287567139,-0.21012374758720398,1.8355488777160645,0.09789466857910156,5.328064650297165,-6.907047748565674
1.234081506729126,-6.562394618988037,5.117940902709961,-3.0714988708496094,-5.562394618988037,5.117940902709961,-5.071498870849609,-5.660289287567139,-0.21012374758720398,1.8355488777160645,0.09789466857910156,5.328064650297165,-6.907047748565674
1.3427250385284424,-6.5484490394592285,5.127574920654297,-3.065977096557617,-5.5484490394592285,5.127574920654297,-5.065977096557617,-5.660289287567139,-0.21012374758720398,1.8355488777160645,0.11184024810791016,5.337698668241501,-6.901525974273682
1.45164155960083,-6.5484490394592285,5.127574920654297,-3.065977096557617,-5.5484490394592285,5.127574920654297,-5.065977096557617,-5.656609535217285,0.14941512048244476,1.6367300748825073,0.10816049575805664,4.978159800171852,-6.7027071714401245
1.5037436485290527,-6.5484490394592285,5.127574920654297,-3.065977096557617,-5.5484490394592285,5.127574920654297,-5.065977096557617,-5.656609535217285,0.14941512048244476,1.6367300748825073,0.10816049575805664,4.978159800171852,-6.7027071714401245
1.560272455215454,-6.5484490394592285,5.127574920654297,-3.065977096557617,-5.5484490394592285,5.127574920654297,-5.065977096557617,-5.656609535217285,0.14941512048244476,1.6367300748825073,0.10816049575805664,4.978159800171852,-6.7027071714401245
1.6796996593475342,-6.525542259216309,5.140456199645996,-3.0506787300109863,-5.525542259216309,5.140456199645996,-5.050678730010986,-5.656609535217285,0.14941512048244476,1.6367300748825073,0.13106727600097656,4.991041079163551,-6.687408804893494
1.72983717918396,-6.525542259216309,5.140456199645996,-3.0506787300109863,-5.525542259216309,5.140456199645996,-5.050678730010986,-5.645608901977539,0.631740152835846,1.3684452772140503,0.12006664276123047,4.50871604681015,-6.419124007225037
1.7809052467346191,-6.525542259216309,5.140456199645996,-3.0506787300109863,-5.525542259216309,5.140456199645996,-5.050678730010986,-5.645608901977539,0.631740152835846,1.3684452772140503,0.12006664276123047,4.50871604681015,-6.419124007225037
1.8386762142181396,-6.496171474456787,5.162003993988037,-3.019868850708008,-5.496171474456787,5.162003993988037,-5.019868850708008,-5.645608901977539,0.631740152835846,1.3684452772140503,0.14943742752075195,4.530263841152191,-6.388314127922058
1.8880841732025146,-6.496171474456787,5.162003993988037,-3.019868850708008,-5.496171474456787,5.162003993988037,-5.019868850708008,-5.645608901977539,0.631740152835846,1.3684452772140503,0.14943742752075195,4.530263841152191,-6.388314127922058
2.0112802982330322,-6.483611106872559,5.171578884124756,-3.0052571296691895,-5.483611106872559,5.171578884124756,-5.0052571296691895,-5.629275321960449,1.1775784492492676,1.0316318273544312,0.14566421508789062,3.9940004348754883,-6.036888957023621
2.116183042526245,-6.483611106872559,5.171578884124756,-3.0052571296691895,-5.483611106872559,5.171578884124756,-5.0052571296691895,-5.629275321960449,1.1775784492492676,1.0316318273544312,0.14566421508789062,3.9940004348754883,-6.036888957023621
2.2517619132995605,-6.483611106872559,5.171578884124756,-3.0052571296691895,-5.483611106872559,5.171578884124756,-5.0052571296691895,-5.610326290130615,1.744483470916748,0.6221734285354614,0.12671518325805664,3.427095413208008,-5.627430558204651
2.379807710647583,-6.4652581214904785,5.181556701660156,-2.976543426513672,-5.4652581214904785,5.181556701660156,-4.976543426513672,-5.610326290130615,1.744483470916748,0.6221734285354614,0.14506816864013672,3.437073230743408,-5.598716855049133
2.4920215606689453,-6.4652581214904785,5.181556701660156,-2.976543426513672,-5.4652581214904785,5.181556701660156,-4.976543426513672,-5.590302467346191,2.3049819469451904,0.08649306744337082,0.1250443458557129,2.876574754714966,-5.063036493957043
2.5960354804992676,-6.458285808563232,5.168046474456787,-2.9514529705047607,-5.458285808563232,5.168046474456787,-4.951452970504761,-5.590302467346191,2.3049819469451904,0.08649306744337082,0.13201665878295898,2.8630645275115967,-5.037946037948132
