t,x,y,z,vx,vy,vz,yaw,yaw_rate,x_sp,y_sp,z_sp,ex_L,ey_L
0.00000,-4.019073,0.030955,3.022604,-0.008993,-0.052003,-0.030328,2.650942,0.040960,-4.019073,0.030955,3.022604,0.000000,0.000000
0.02000,-4.019073,0.030955,3.022604,-0.008993,-0.052003,-0.030328,2.650942,0.040960,-4.018945,-0.001044,3.022604,0.000128,-0.032000
0.04000,-4.019073,0.030955,3.022604,-0.008993,-0.052003,-0.030328,2.650942,0.040960,-4.018561,-0.033042,3.022604,0.000512,-0.063997
0.06000,-4.019073,0.030955,3.022604,-0.008993,-0.052003,-0.030328,2.650942,0.040960,-4.017921,-0.065036,3.022604,0.001152,-0.095991
0.08000,-4.019073,0.030955,3.022604,-0.008993,-0.052003,-0.030328,2.650942,0.040960,-4.017025,-0.097023,3.022604,0.002048,-0.127978
0.10000,-4.019073,0.030955,3.022604,-0.008993,-0.052003,-0.030328,2.650942,0.040960,-4.015873,-0.129002,3.022604,0.003200,-0.159957
0.12000,-4.019073,0.030955,3.022604,-0.008993,-0.052003,-0.030328,2.650942,0.040960,-4.014465,-0.160971,3.022604,0.004607,-0.191926
0.14000,-4.019073,0.030955,3.022604,-0.008993,-0.052003,-0.030328,2.650942,0.040960,-4.012802,-0.192928,3.022604,0.006270,-0.223883
0.16000,-4.019073,0.030955,3.022604,-0.008993,-0.052003,-0.030328,2.643847,0.002751,-4.010883,-0.224870,3.022604,0.008189,-0.255825
0.18000,-4.019073,0.030955,3.022604,-0.008993,-0.052003,-0.030328,2.643847,0.002751,-4.008709,-0.256796,3.022604,0.010364,-0.287751
0.20000,-4.022831,0.027318,3.013415,0.013280,-0.008396,-0.021230,2.643847,0.002751,-4.006279,-0.288704,3.022604,0.016552,-0.316022
0.22000,-4.022831,0.027318,3.013415,0.013280,-0.008396,-0.021230,2.643847,0.002751,-4.003595,-0.320591,3.022604,0.019236,-0.347909
