timestamp_unix,t,leader_phase,lx,ly,lz,lvx,lvy,lvz,l_yaw,l_yawrate,lx_sp,ly_sp,l_lat,l_lon,l_alt,sx,sy,sz,svx,svy,svz,s_yaw,s_yawrate,s_lat,s_lon,s_alt,xd,yd,zd,ex,ey,ez,err_xy,err_z,e_yaw,dist_xy,dist_z,ff_x,ff_y,vx_p,vy_p,vz_p,vx_i,vy_i,vz_i,vx_d,vy_d,vz_d,vx_cmd,vy_cmd,vz_cmd,yaw_rate_cmd
1779678104.105973,0.0000,circle,0.0000,0.0000,4.0926,-0.0100,-0.0100,-0.0009,-1.5778,-0.0010,0.0000,0.0000,19.59423420,-99.22808660,4.093,-2.0015,0.0210,5.0913,-0.0100,-0.0100,0.0006,-1.5778,-0.0008,19.59421620,-99.22808640,5.091,-2.0000,0.0141,5.0926,0.0016,-0.0069,0.0013,0.0070,0.0013,-0.0000,2.0016,0.9987,0.0000,0.0020,0.0008,-0.0034,0.0007,0.0000,-0.0000,0.0000,0.0000,0.0000,-0.0000,0.0008,-0.0014,0.0007,-0.0001
1779678104.252824,0.1560,circle,0.0000,0.0000,4.0926,-0.0100,-0.0100,-0.0009,-1.5778,-0.0010,0.0001,-0.0240,19.59423420,-99.22808660,4.093,-2.0015,0.0210,5.0913,-0.0100,-0.0100,0.0006,-1.5778,-0.0008,19.59421620,-99.22808640,5.091,-2.0000,0.0141,5.0926,0.0016,-0.0069,0.0013,0.0070,0.0013,-0.0000,2.0016,0.9987,0.0000,0.0020,0.0008,-0.0034,0.0007,0.0000,-0.0000,0.0000,0.0000,0.0000,-0.0000,0.0008,-0.0014,0.0007,-0.0000
1779678104.252824,0.1560,circle,0.0000,0.0000,4.0926,-0.0100,-0.0100,-0.0009,-1.5778,-0.0010,0.0001,-0.0240,19.59423420,-99.22808660,4.093,-2.0015,0.0210,5.0913,-0.0100,-0.0100,0.0006,-1.5778,-0.0008,19.59421620,-99.22808640,5.091,-2.0000,0.0141,5.0926,0.0016,-0.0069,0.0013,0.0070,0.0013,-0.0000,2.0016,0.9987,0.0000,0.0020,0.0008,-0.0034,0.0007,0.0000,-0.0000,0.0000,0.0000,0.0000,-0.0000,0.0008,-0.0014,0.0007,-0.0000
1779678104.254829,0.1560,circle,0.0000,0.0000,4.0926,-0.0100,-0.0100,-0.0009,-1.5778,-0.0010,0.0002,-0.0360,19.59423420,-99.22808660,4.093,-2.0015,0.0210,5.0913,-0.0100,-0.0100,0.0006,-1.5778,-0.0008,19.59421620,-99.22808640,5.091,-2.0000,0.0141,5.0926,0.0016,-0.0069,0.0013,0.0070,0.0013,-0.0000,2.0016,0.9987,0.0000,0.0020,0.0008,-0.0034,0.0007,0.0000,-0.0000,0.0000,0.0000,0.0000,-0.0000,0.0008,-0.0014,0.0007,-0.0000
1779678104.299553,0.2030,circle,0.0000,0.0000,4.0929,-0.0100,-0.0100,-0.0004,-1.5762,0.0278,0.0024,-0.1200,19.59423420,-99.22808660,4.093,-2.0015,0.0210,5.0913,-0.0100,-0.0100,0.0007,-1.5779,-0.0010,19.59421620,-99.22808640,5.091,-2.0000,0.0108,5.0929,0.0015,-0.0101,0.0016,0.0103,0.0016,0.0017,2.0016,0.9984,-0.0003,-0.0556,0.0008,-0.0051,0.0008,0.0000,-0.0000,0.0000,0.0000,0.0000,-0.0000,0.0005,-0.0607,0.0008,0.0042
1779678104.347252,0.2500,circle,0.0000,0.0000,4.0929,-0.0100,-0.0100,-0.0004,-1.5762,0.0278,0.0035,-0.1439,19.59423420,-99.22808660,4.093,-2.0015,0.0210,5.0912,-0.0100,-0.0100,0.0008,-1.5779,-0.0008,19.59421620,-99.22808640,5.091,-2.0000,0.0108,5.0929,0.0015,-0.0101,0.0016,0.0103,0.0016,0.0017,2.0016,0.9984,-0.0003,-0.0556,0.0008,-0.0051,0.0008,0.0000,-0.0000,0.0000,0.0000,0.0000,-0.0000,0.0005,-0.0607,0.0008,0.0042
1779678104.397797,0.2960,circle,0.0000,0.0000,4.0929,-0.0100,-0.0100,-0.0004,-1.5762,0.0278,0.0047,-0.1679,19.59423420,-99.22808660,4.093,-2.0015,0.0210,5.0912,-0.0100,-0.0100,0.0006,-1.5779,-0.0005,19.59421620,-99.22808640,5.091,-2.0000,0.0108,5.0929,0.0015,-0.0101,0.0016,0.0103,0.0016,0.0017,2.0016,0.9984,-0.0003,-0.0556,0.0008,-0.0051,0.0008,0.0000,-0.0000,0.0000,0.0000,0.0000,-0.0000,0.0005,-0.0607,0.0008,0.0042
1779678104.453729,0.3430,circle,0.0000,0.0000,4.0929,-0.0100,-0.0100,-0.0004,-1.5762,0.0278,0.0069,-0.2038,19.59423420,-99.22808660,4.093,-2.0015,0.0210,5.0912,-0.0100,-0.0200,0.0006,-1.5779,0.0002,19.59421620,-99.22808640,5.091,-2.0000,0.0108,5.0929,0.0015,-0.0101,0.0017,0.0103,0.0017,0.0017,2.0016,0.9983,-0.0003,-0.0556,0.0008,-0.0051,0.0008,0.0000,-0.0000,0.0000,0.0000,0.0000,-0.0000,0.0005,-0.0607,0.0008,0.0041
1779678104.511497,0.4060,circle,0.0000,0.0000,4.0929,-0.0100,-0.0100,-0.0004,-1.5762,0.0278,0.0096,-0.2397,19.59423420,-99.22808660,4.093,-2.0015,0.0210,5.0912,-0.0100,-0.0200,0.0007,-1.5777,0.0018,19.59421620,-99.22808640,5.091,-2.0000,0.0108,5.0929,0.0015,-0.0101,0.0017,0.0103,0.0017,0.0015,2.0016,0.9983,-0.0003,-0.0556,0.0008,-0.0051,0.0008,0.0000,-0.0000,0.0000,0.0000,0.0000,-0.0000,0.0005,-0.0607,0.0008,0.0038
1779678104.564216,0.4680,circle,0.0000,-0.0105,4.0934,-0.0100,-0.0600,-0.0001,-1.5473,0.2077,0.0127,-0.2756,19.59423420,-99.22808670,4.093,-2.0015,0.0210,5.0912,-0.0100,-0.0300,0.0010,-1.5775,0.0034,19.59421620,-99.22808640,5.091,-1.9994,-0.0574,5.0934,0.0021,-0.0784,0.0022,0.0784,0.0022,0.0302,2.0018,0.9978,0.0098,-0.4153,0.0010,-0.0392,0.0011,0.0000,-0.0000,0.0000,0.0000,-0.0000,-0.0000,0.0108,-0.4545,0.0011,0.0446
