timestamp_unix,t,phase,lx,ly,lz,l_yaw,sx,sy,sz,s_yaw
1780124967.742368,0.0000,init,0.0000,0.0000,0.0085,-0.0449,0.0000,0.0000,0.0000,-0.0327
1780124967.855793,0.1100,init,0.0000,0.0000,0.0085,-0.0449,0.0000,0.0000,0.0731,-0.0327
1780124967.968476,0.2190,init,0.0000,0.0000,0.0085,-0.0449,0.0000,0.0000,0.0731,-0.0327
1780124968.081819,0.3440,init,-3.9585,-0.0524,0.0085,-0.0449,-4.9482,-0.0314,0.0731,-0.0327
1780124968.187394,0.4380,init,-3.9585,-0.0524,0.0085,-0.0449,-4.9482,-0.0314,0.0731,-0.0327
1780124968.299180,0.5470,init,-3.9585,-0.0524,0.0085,-0.0449,-4.9482,-0.0314,0.0731,-0.0327
1780124968.404931,0.6570,init,-3.9585,-0.0524,0.0085,-0.0449,-4.9482,-0.0314,0.0731,-0.0327
1780124968.511502,0.7660,init,-3.9585,-0.0524,0.0085,-0.0449,-4.9482,-0.0314,0.0731,-0.0327
1780124968.626355,0.8750,init,-3.9585,-0.0524,0.0085,-0.0449,-4.9482,-0.0314,0.0732,-0.0327
1780124968.735683,0.9850,init,-3.9585,-0.0524,0.0085,-0.0449,-4.9482,-0.0314,0.0732,-0.0327
1780124968.854722,1.1100,init,-3.9585,-0.0524,0.0085,-0.0449,-4.9482,-0.0314,0.0732,-0.0327
1780124968.973504,1.2350,init,-3.9585,-0.0524,0.0085,-0.0449,-4.9482,-0.0314,0.0732,-0.0327
1780124969.090782,1.3440,init,-3.9585,-0.0524,0.0085,-0.0449,-4.9482,-0.0314,0.0732,-0.0327
1780124969.282838,1.5320,init,-3.9585,-0.0524,0.0085,-0.0449,-4.9482,-0.0314,0.0732,-0.0327
1780124969.435012,1.6880,init,-3.9585,-0.0524,0.0085,-0.0449,-4.9482,-0.0314,0.0733,-0.0327
1780124969.538502,1.7970,init,-3.9585,-0.0524,0.0084,-0.0449,-4.9482,-0.0314,0.0733,-0.0327
1780124969.650585,1.9070,init,-3.9585,-0.0524,0.0084,-0.0449,-4.9482,-0.0314,0.0733,-0.0327
1780124969.754982,2.0160,init,-3.9585,-0.0524,0.0084,-0.0449,-4.9482,-0.0314,0.0733,-0.0327
1780124969.868345,2.1250,init,-3.9585,-0.0524,0.0084,-0.0449,-4.9482,-0.0314,0.0733,-0.0327
1780124969.971353,2.2190,init,-3.9585,-0.0524,0.0084,-0.0449,-4.9482,-0.0314,0.0733,-0.0327
1780124970.079196,2.3290,init,-3.9585,-0.0524,0.0084,-0.0449,-4.9482,-0.0314,0.0733,-0.0327
1780124970.233614,2.4850,init,-3.9585,-0.0524,0.0084,-0.0449,-4.9482,-0.0314,0.0733,-0.0327
1780124970.348489,2.6100,init,-3.9585,-0.0524,0.0084,-0.0449,-4.9482,-0.0314,0.0733,-0.0327
1780124970.454364,2.7040,init,-3.9585,-0.0524,0.0084,-0.0449,-4.9482,-0.0314,0.0733,-0.0327
1780124970.563698,2.8130,init,-3.9585,-0.0524,0.0084,-0.0449,-4.9482,-0.0314,0.0733,-0.0327
1780124970.668860,2.9220,init,-3.9585,-0.0524,0.0084,-0.0449,-4.9482,-0.0314,0.0733,-0.0327
1780124970.781567,3.0320,init,-3.9585,-0.0524,0.0084,-0.0449,-4.9482,-0.0314,0.0734,-0.0327
1780124970.943899,3.2040,init,-3.9585,-0.0524,0.0084,-0.0449,-4.9482,-0.0314,0.0734,-0.0327
1780124971.053783,3.3130,init,-3.9585,-0.0524,0.0084,-0.0449,-4.9482,-0.0314,0.0734,-0.0327
1780124971.167704,3.4220,init,-3.9585,-0.0524,0.0084,-0.0449,-4.9482,-0.0314,0.0734,-0.0327
1780124971.270129,3.5320,init,-3.9585,-0.0524,0.0084,-0.0449,-4.9482,-0.0314,0.0734,-0.0327
1780124971.387359,3.6410,init,-3.9585,-0.0524,0.0084,-0.0449,-4.9482,-0.0314,0.0734,-0.0327
1780124971.505085,3.7660,init,-3.9585,-0.0524,0.0083,-0.0449,-4.9482,-0.0314,0.0734,-0.0327
1780124971.620171,3.8750,init,-3.9585,-0.0524,0.0083,-0.0449,-4.9482,-0.0314,0.0734,-0.0327
1780124971.741243,4.0000,init,-3.9585,-0.0524,0.0083,-0.0449,-4.9482,-0.0314,0.0734,-0.0327
1780124971.884002,4.1410,init,-3.9585,-0.0524,0.0083,-0.0448,-4.9482,-0.0314,0.0734,-0.0327
1780124971.991143,4.2500,init,-3.9585,-0.0524,0.0083,-0.0448,-4.9482,-0.0314,0.0734,-0.0327
1780124972.100137,4.3600,init,-3.9585,-0.0524,0.0083,-0.0448,-4.9482,-0.0314,0.0734,-0.0327
1780124972.204679,4.4540,init,-3.9585,-0.0524,0.0083,-0.0448,-4.9482,-0.0314,0.0734,-0.0327
1780124972.313012,4.5630,init,-3.9585,-0.0524,0.0084,-0.0448,-4.9482,-0.0314,0.0734,-0.0327
1780124972.424076,4.6720,init,-3.9585,-0.0524,0.0084,-0.0448,-4.9482,-0.0314,0.0734,-0.0327
1780124972.650920,4.9070,init,-3.9585,-0.0524,0.0084,-0.0448,-4.9482,-0.0314,0.0734,-0.0327
1780124972.758899,5.0160,init,-3.9585,-0.0524,0.0084,-0.0448,-4.9482,-0.0314,0.0734,-0.0327
1780124972.866018,5.1250,init,-3.9585,-0.0524,0.0084,-0.0448,-4.9482,-0.0314,0.0734,-0.0327
1780124972.975330,5.2350,init,-3.9585,-0.0524,0.0084,-0.0448,-4.9482,-0.0314,0.0734,-0.0327
1780124973.085460,5.3440,init,-3.9585,-0.0524,0.0084,-0.0448,-4.9482,-0.0314,0.0734,-0.0327
1780124973.198074,5.4540,init,-3.9585,-0.0524,0.0084,-0.0448,-4.9482,-0.0314,0.0734,-0.0327
1780124973.364911,5.6250,init,-3.9585,-0.0524,0.0084,-0.0448,-4.9482,-0.0314,0.0734,-0.0327
1780124973.478072,5.7350,init,-3.9585,-0.0524,0.0085,-0.0448,-4.9482,-0.0314,0.0734,-0.0327
1780124973.588119,5.8440,init,-3.9585,-0.0524,0.0085,-0.0448,-4.9482,-0.0314,0.0734,-0.0327
1780124973.702175,5.9540,init,-3.9585,-0.0524,0.0085,-0.0448,-4.9482,-0.0314,0.0734,-0.0327
1780124973.812288,6.0630,init,-3.9585,-0.0524,0.0085,-0.0448,-4.9482,-0.0314,0.0734,-0.0327
1780124973.920844,6.1720,init,-3.9585,-0.0524,0.0085,-0.0448,-4.9482,-0.0314,0.0734,-0.0327
1780124974.029984,6.2820,init,-3.9585,-0.0524,0.0085,-0.0448,-4.9482,-0.0314,0.0734,-0.0327
1780124974.133658,6.3910,init,-3.9585,-0.0524,0.0085,-0.0448,-4.9482,-0.0314,0.0734,-0.0327
1780124974.234937,6.4850,init,-3.9585,-0.0524,0.0085,-0.0448,-4.9482,-0.0314,0.0734,-0.0327
1780124974.343802,6.5940,init,-3.9585,-0.0524,0.0085,-0.0448,-4.9482,-0.0314,0.0735,-0.0326
1780124974.456825,6.7190,init,-3.9585,-0.0524,0.0085,-0.0448,-4.9482,-0.0314,0.0735,-0.0326
1780124974.567209,6.8290,init,-3.9585,-0.0524,0.0085,-0.0448,-4.9482,-0.0314,0.0735,-0.0326
1780124974.671255,6.9220,init,-3.9585,-0.0524,0.0085,-0.0448,-4.9482,-0.0314,0.0735,-0.0326
1780124974.782129,7.0320,init,-3.9585,-0.0524,0.0085,-0.0448,-4.9482,-0.0314,0.0735,-0.0326
1780124975.127282,7.3750,init,-3.9585,-0.0524,0.0085,-0.0448,-4.9482,-0.0314,0.0735,-0.0326
1780124975.230777,7.4850,init,-3.9585,-0.0524,0.0086,-0.0448,-4.9482,-0.0314,0.0736,-0.0326
1780124975.341549,7.5940,init,-3.9585,-0.0524,0.0086,-0.0448,-4.9482,-0.0314,0.0736,-0.0326
1780124975.450953,7.7040,init,-3.9585,-0.0524,0.0086,-0.0448,-4.9482,-0.0314,0.0736,-0.0326
1780124975.557163,7.8130,init,-3.9585,-0.0524,0.0086,-0.0448,-4.9482,-0.0314,0.0736,-0.0326
1780124975.671759,7.9220,init,-3.9585,-0.0524,0.0086,-0.0448,-4.9482,-0.0314,0.0737,-0.0326
1780124975.963989,8.2190,init,-3.9585,-0.0524,0.0086,-0.0448,-4.9482,-0.0314,0.0737,-0.0326
1780124976.076482,8.3290,init,-3.9585,-0.0524,0.0086,-0.0448,-4.9482,-0.0314,0.0737,-0.0326
1780124976.185513,8.4380,init,-3.9585,-0.0524,0.0086,-0.0448,-4.9482,-0.0314,0.0738,-0.0326
1780124976.293793,8.5470,init,-3.9585,-0.0524,0.0086,-0.0448,-4.9482,-0.0314,0.0738,-0.0326
1780124976.403667,8.6570,init,-3.9585,-0.0524,0.0086,-0.0448,-4.9482,-0.0314,0.0738,-0.0326
1780124976.511544,8.7660,init,-3.9585,-0.0524,0.0086,-0.0448,-4.9482,-0.0314,0.0738,-0.0326
1780124976.618412,8.8750,init,-3.9585,-0.0524,0.0086,-0.0448,-4.9482,-0.0314,0.0738,-0.0326
1780124976.726656,8.9850,init,-3.9585,-0.0524,0.0086,-0.0448,-4.9482,-0.0314,0.0738,-0.0326
1780124976.836868,9.0940,init,-3.9585,-0.0524,0.0086,-0.0448,-4.9482,-0.0314,0.0738,-0.0326
1780124976.942397,9.2040,init,-3.9585,-0.0524,0.0086,-0.0448,-4.9482,-0.0314,0.0738,-0.0326
1780124977.051521,9.3130,init,-3.9585,-0.0524,0.0086,-0.0448,-4.9482,-0.0314,0.0738,-0.0326
1780124977.153662,9.4070,init,-3.9585,-0.0524,0.0086,-0.0447,-4.9482,-0.0314,0.0738,-0.0326
1780124977.265646,9.5160,init,-3.9585,-0.0524,0.0086,-0.0447,-4.9482,-0.0314,0.0738,-0.0326
1780124977.370474,9.6250,init,-3.9585,-0.0524,0.0086,-0.0447,-4.9482,-0.0314,0.0738,-0.0326
1780124977.487648,9.7500,init,-3.9585,-0.0524,0.0085,-0.0447,-4.9482,-0.0314,0.0739,-0.0326
1780124977.600257,9.8600,init,-3.9585,-0.0524,0.0085,-0.0447,-4.9482,-0.0314,0.0739,-0.0326
1780124977.703986,9.9540,init,-3.9585,-0.0524,0.0086,-0.0447,-4.9482,-0.0314,0.0739,-0.0326
1780124977.817784,10.0790,init,-3.9585,-0.0524,0.0086,-0.0447,-4.9482,-0.0314,0.0739,-0.0326
1780124977.932303,10.1880,init,-3.9585,-0.0524,0.0085,-0.0447,-4.9482,-0.0314,0.0739,-0.0326
1780124978.032696,10.2820,init,-3.9585,-0.0524,0.0085,-0.0447,-4.9482,-0.0314,0.0739,-0.0326
1780124978.140606,10.3910,init,-3.9585,-0.0524,0.0085,-0.0447,-4.9482,-0.0314,0.0739,-0.0326
1780124978.246382,10.5000,init,-3.9585,-0.0524,0.0085,-0.0447,-4.9482,-0.0314,0.0738,-0.0326
1780124978.356433,10.6100,init,-3.9585,-0.0524,0.0085,-0.0447,-4.9482,-0.0314,0.0738,-0.0326
1780124978.470147,10.7190,init,-3.9585,-0.0524,0.0085,-0.0447,-4.9482,-0.0314,0.0738,-0.0326
1780124978.587882,10.8440,init,-3.9585,-0.0524,0.0085,-0.0447,-4.9482,-0.0314,0.0738,-0.0326
1780124978.706491,10.9690,init,-3.9585,-0.0524,0.0085,-0.0447,-4.9482,-0.0314,0.0738,-0.0326
1780124978.830729,11.0790,init,-3.9585,-0.0524,0.0085,-0.0447,-4.9482,-0.0314,0.0738,-0.0326
1780124978.940200,11.1880,init,-3.9585,-0.0524,0.0085,-0.0447,-4.9482,-0.0314,0.0738,-0.0326
1780124979.048044,11.2970,init,-3.9585,-0.0524,0.0085,-0.0447,-4.9482,-0.0314,0.0738,-0.0326
1780124979.157343,11.4070,init,-3.9585,-0.0524,0.0085,-0.0447,-4.9482,-0.0314,0.0738,-0.0326
1780124979.264920,11.5160,init,-3.9585,-0.0524,0.0085,-0.0447,-4.9482,-0.0314,0.0738,-0.0326
1780124979.366809,11.6250,init,-3.9585,-0.0524,0.0085,-0.0447,-4.9482,-0.0314,0.0738,-0.0326
1780124979.485026,11.7350,init,-3.9585,-0.0524,0.0085,-0.0447,-4.9482,-0.0314,0.0738,-0.0326
1780124979.588202,11.8440,init,-3.9585,-0.0524,0.0085,-0.0447,-4.9482,-0.0314,0.0738,-0.0326
1780124979.699404,11.9540,init,-3.9585,-0.0524,0.0085,-0.0447,-4.9482,-0.0314,0.0738,-0.0326
1780124979.803449,12.0630,init,-3.9585,-0.0524,0.0085,-0.0447,-4.9482,-0.0314,0.0738,-0.0326
1780124979.913761,12.1720,init,-3.9585,-0.0524,0.0085,-0.0447,-4.9482,-0.0314,0.0738,-0.0326
1780124980.017627,12.2660,init,-3.9585,-0.0524,0.0085,-0.0447,-4.9482,-0.0314,0.0738,-0.0326
1780124980.120842,12.3750,init,-3.9585,-0.0524,0.0085,-0.0447,-4.9482,-0.0314,0.0738,-0.0326
1780124980.240859,12.5000,init,-3.9585,-0.0524,0.0085,-0.0447,-4.9482,-0.0314,0.0738,-0.0326
1780124980.353736,12.6100,init,-3.9585,-0.0524,0.0085,-0.0447,-4.9482,-0.0314,0.0738,-0.0326
1780124980.466516,12.7190,init,-3.9585,-0.0524,0.0085,-0.0447,-4.9482,-0.0314,0.0737,-0.0326
1780124980.573525,12.8290,init,-3.9585,-0.0524,0.0085,-0.0447,-4.9482,-0.0314,0.0737,-0.0326
1780124980.686814,12.9380,init,-3.9585,-0.0524,0.0085,-0.0447,-4.9482,-0.0314,0.0737,-0.0326
1780124980.843569,13.0940,init,-3.9585,-0.0524,0.0085,-0.0447,-4.9482,-0.0314,0.0737,-0.0326
1780124981.049868,13.2970,init,-3.9585,-0.0524,0.0085,-0.0447,-4.9482,-0.0314,0.0736,-0.0326
1780124981.155718,13.4070,init,-3.9585,-0.0524,0.0085,-0.0447,-4.9482,-0.0314,0.0736,-0.0326
1780124981.264243,13.5160,init,-3.9585,-0.0524,0.0085,-0.0447,-4.9482,-0.0314,0.0736,-0.0326
1780124981.372639,13.6250,init,-3.9585,-0.0524,0.0085,-0.0447,-4.9482,-0.0314,0.0736,-0.0326
1780124981.487031,13.7350,init,-3.9585,-0.0524,0.0085,-0.0447,-4.9482,-0.0314,0.0736,-0.0326
1780124981.588115,13.8440,init,-3.9585,-0.0524,0.0085,-0.0447,-4.9482,-0.0314,0.0736,-0.0326
1780124981.704878,13.9540,init,-3.9585,-0.0524,0.0084,-0.0447,-4.9482,-0.0314,0.0735,-0.0326
1780124981.974605,14.2350,init,-3.9585,-0.0524,0.0084,-0.0447,-4.9482,-0.0314,0.0735,-0.0326
1780124982.085497,14.3440,init,-3.9585,-0.0524,0.0084,-0.0447,-4.9482,-0.0314,0.0735,-0.0326
1780124982.198549,14.4540,init,-3.9585,-0.0524,0.0084,-0.0446,-4.9482,-0.0314,0.0735,-0.0326
1780124982.305696,14.5630,init,-3.9585,-0.0524,0.0084,-0.0446,-4.9482,-0.0314,0.0735,-0.0326
1780124982.414987,14.6720,init,-3.9585,-0.0524,0.0084,-0.0446,-4.9482,-0.0314,0.0735,-0.0326
1780124982.521724,14.7820,init,-3.9585,-0.0524,0.0084,-0.0446,-4.9482,-0.0314,0.0735,-0.0326
1780124982.830136,15.0790,init,-3.9585,-0.0524,0.0084,-0.0446,-4.9482,-0.0314,0.0735,-0.0326
1780124982.966596,15.2190,init,-3.9585,-0.0524,0.0084,-0.0446,-4.9482,-0.0314,0.0735,-0.0326
1780124983.066926,15.3290,init,-3.9585,-0.0524,0.0084,-0.0446,-4.9482,-0.0314,0.0735,-0.0326
1780124983.179203,15.4380,init,-3.9585,-0.0524,0.0084,-0.0446,-4.9482,-0.0314,0.0735,-0.0326
1780124983.284124,15.5320,init,-3.9585,-0.0524,0.0084,-0.0446,-4.9482,-0.0314,0.0735,-0.0326
1780124983.397626,15.6570,init,-3.9585,-0.0524,0.0084,-0.0446,-4.9482,-0.0314,0.0734,-0.0326
1780124983.626103,15.8750,init,-3.9585,-0.0524,0.0084,-0.0446,-4.9482,-0.0314,0.0734,-0.0326
1780124983.745964,16.0000,init,-3.9585,-0.0524,0.0084,-0.0446,-4.9482,-0.0314,0.0734,-0.0326
1780124983.848510,16.1100,init,-3.9585,-0.0524,0.0084,-0.0446,-4.9482,-0.0314,0.0734,-0.0326
1780124983.957533,16.2190,init,-3.9585,-0.0524,0.0084,-0.0446,-4.9482,-0.0314,0.0734,-0.0326
1780124984.065006,16.3130,init,-3.9585,-0.0524,0.0084,-0.0446,-4.9482,-0.0314,0.0734,-0.0326
1780124984.166841,16.4220,init,-3.9585,-0.0524,0.0084,-0.0446,-4.9482,-0.0314,0.0734,-0.0326
1780124984.277538,16.5320,init,-3.9585,-0.0524,0.0084,-0.0446,-4.9482,-0.0314,0.0734,-0.0326
1780124984.517074,16.7660,init,-3.9585,-0.0524,0.0084,-0.0446,-4.9482,-0.0314,0.0733,-0.0326
1780124984.627884,16.8750,init,-3.9585,-0.0524,0.0084,-0.0446,-4.9482,-0.0314,0.0733,-0.0326
1780124984.738088,17.0000,init,-3.9585,-0.0524,0.0084,-0.0446,-4.9482,-0.0314,0.0733,-0.0326
1780124984.846304,17.0940,init,-3.9585,-0.0524,0.0084,-0.0446,-4.9482,-0.0314,0.0733,-0.0326
1780124984.956577,17.2190,init,-3.9585,-0.0524,0.0084,-0.0446,-4.9482,-0.0314,0.0733,-0.0326
1780124985.077516,17.3290,init,-3.9585,-0.0524,0.0084,-0.0446,-4.9482,-0.0314,0.0733,-0.0326
1780124985.233719,17.4850,init,-3.9585,-0.0524,0.0084,-0.0446,-4.9482,-0.0314,0.0733,-0.0326
