t,x,y,z,vx,vy,vz,yaw,yaw_rate
0.00000,-3.983600,0.086657,2.999849,-0.016055,-0.021028,0.000867,-1.581901,-0.000341
0.02000,-3.983431,0.086634,2.999824,-0.015957,-0.020820,0.000851,-1.581885,-0.000141
0.04000,-3.983305,0.086576,2.999801,-0.015892,-0.020618,0.000777,-1.581862,0.000514
0.06000,-3.983346,0.086230,2.999775,-0.015739,-0.020186,0.000521,-1.581791,0.002806
0.08000,-3.983346,0.086230,2.999775,-0.015739,-0.020186,0.000521,-1.581652,0.006537
0.10000,-3.983453,0.086002,2.999763,-0.015630,-0.020127,0.000374,-1.581652,0.006537
0.12000,-3.983573,0.085570,2.999714,-0.015137,-0.020585,-0.000004,-1.580907,0.022083
0.14000,-3.983573,0.085570,2.999714,-0.015137,-0.020585,-0.000004,-1.580907,0.022083
0.16000,-3.983409,0.085248,2.999638,-0.014226,-0.023040,-0.000417,-1.579116,0.051686
0.18000,-3.983374,0.084982,2.999607,-0.013729,-0.025421,-0.000514,-1.577654,0.071610
0.20000,-3.983374,0.084982,2.999607,-0.013729,-0.025421,-0.000514,-1.577654,0.071610
0.22000,-3.983025,0.084416,2.999521,-0.012393,-0.032917,-0.000783,-1.573280,0.120522
0.24000,-3.982747,0.084053,2.999468,-0.011598,-0.038183,-0.000920,-1.570278,0.148486
0.26000,-3.982500,0.083537,2.999416,-0.010780,-0.044571,-0.001038,-1.566677,0.178333
0.28000,-3.982489,0.082715,2.999376,-0.010052,-0.052168,-0.001060,-1.562461,0.209195
0.30000,-3.982489,0.082715,2.999376,-0.010052,-0.052168,-0.001060,-1.562461,0.209195
0.32000,-3.982269,0.081848,2.999316,-0.009182,-0.060792,-0.001173,-1.552138,0.271770
0.34000,-3.982253,0.080657,2.999275,-0.008388,-0.070546,-0.001176,-1.546042,0.302849
0.36000,-3.981677,0.077927,2.999171,-0.006259,-0.092923,-0.001303,-1.539336,0.333206
0.38000,-3.981677,0.077927,2.999171,-0.006259,-0.092923,-0.001303,-1.539336,0.333206
0.40000,-3.981456,0.076142,2.999131,-0.005152,-0.105502,-0.001445,-1.524235,0.388724
0.42000,-3.980915,0.074264,2.999079,-0.003779,-0.118813,-0.001497,-1.515915,0.413570
0.44000,-3.980684,0.071916,2.999038,-0.002546,-0.133049,-0.001496,-1.515915,0.413570
0.46000,-3.980169,0.069419,2.998989,-0.001065,-0.147899,-0.001508,-1.497969,0.456030
0.48000,-3.979674,0.066586,2.998941,0.000450,-0.163334,-0.001501,-1.497969,0.456030
0.50000,-3.978925,0.059767,2.998845,0.003495,-0.196028,-0.001522,-1.478663,0.486991
0.52000,-3.978925,0.059767,2.998845,0.003495,-0.196028,-0.001522,-1.468601,0.499788
0.54000,-3.978134,0.051532,2.998755,0.006961,-0.231096,-0.001373,-1.458306,0.511319
0.56000,-3.977450,0.047055,2.998713,0.009076,-0.249440,-0.001357,-1.447798,0.521686
0.58000,-3.977450,0.047055,2.998713,0.009076,-0.249440,-0.001357,-1.447798,0.521686
0.60000,-3.977450,0.047055,2.998713,0.009076,-0.249440,-0.001357,-1.437103,0.530836
0.62000,-3.976036,0.036972,2.998631,0.013752,-0.287664,-0.001247,-1.426258,0.538050
0.64000,-3.975443,0.031219,2.998599,0.016163,-0.307534,-0.001190,-1.404310,0.545788
0.66000,-3.974544,0.025234,2.998560,0.018893,-0.327703,-0.001096,-1.404310,0.545788
0.68000,-3.974544,0.025234,2.998560,0.018893,-0.327703,-0.001096,-1.393274,0.547195
0.70000,-3.973639,0.018806,2.998524,0.021766,-0.348282,-0.001013,-1.382237,0.547177
0.72000,-3.971981,0.004467,2.998458,0.027819,-0.390681,-0.000789,-1.371219,0.545957
0.74000,-3.970157,-0.011659,2.998403,0.034477,-0.434208,-0.000622,-1.349360,0.539704
0.76000,-3.970157,-0.011659,2.998403,0.034477,-0.434208,-0.000622,-1.338585,0.534066
0.78000,-3.968935,-0.020126,2.998382,0.038190,-0.456049,-0.000492,-1.338585,0.534066
0.80000,-3.968935,-0.020126,2.998382,0.038190,-0.456049,-0.000492,-1.338585,0.534066
0.82000,-3.965138,-0.048289,2.998343,0.050088,-0.521895,-0.000062,-1.307250,0.508245
0.84000,-3.963588,-0.058434,2.998335,0.054397,-0.543720,0.000137,-1.297230,0.497146
0.86000,-3.963588,-0.058434,2.998335,0.054397,-0.543720,0.000137,-1.297230,0.497146
0.88000,-3.961998,-0.069059,2.998331,0.058794,-0.565336,0.000289,-1.287468,0.484748
0.90000,-3.961998,-0.069059,2.998331,0.058794,-0.565336,0.000289,-1.287468,0.484748
0.92000,-3.960565,-0.080362,2.998331,0.063152,-0.587004,0.000496,-1.268749,0.457450
0.94000,-3.958855,-0.091914,2.998329,0.067757,-0.608467,0.000631,-1.259798,0.444341
0.96000,-3.955428,-0.116567,2.998340,0.077119,-0.650983,0.000903,-1.251131,0.430907
0.98000,-3.951386,-0.142430,2.998372,0.086979,-0.691819,0.001298,-1.226852,0.387967
1.00000,-3.949041,-0.155705,2.998389,0.092271,-0.711809,0.001411,-1.226852,0.387967
1.02000,-3.946886,-0.169782,2.998414,0.097507,-0.731901,0.001499,-1.219262,0.376606
1.04000,-3.946886,-0.169782,2.998414,0.097507,-0.731901,0.001499,-1.219262,0.376606
1.06000,-3.941841,-0.198560,2.998460,0.108816,-0.771284,0.001613,-1.204613,0.358822
1.08000,-3.941841,-0.198560,2.998460,0.108816,-0.771284,0.001613,-1.197484,0.352960
1.10000,-3.939404,-0.213893,2.998484,0.114582,-0.791128,0.001567,-1.197484,0.352960
1.12000,-3.936669,-0.229374,2.998503,0.120694,-0.810748,0.001626,-1.183426,0.346873
1.14000,-3.934016,-0.245531,2.998531,0.126864,-0.830422,0.001709,-1.183426,0.346873
1.16000,-3.927530,-0.280525,2.998586,0.140919,-0.871281,0.001813,-1.168626,0.344700
1.18000,-3.927530,-0.280525,2.998586,0.140919,-0.871281,0.001813,-1.161642,0.345618
1.20000,-3.924339,-0.297675,2.998615,0.147813,-0.890281,0.001813,-1.161642,0.345618
1.22000,-3.917044,-0.332365,2.998665,0.162412,-0.927055,0.001938,-1.147563,0.349668
1.24000,-3.909556,-0.369095,2.998727,0.177305,-0.962998,0.002001,-1.133303,0.354629
1.26000,-3.909556,-0.369095,2.998727,0.177305,-0.962998,0.002001,-1.133303,0.354629
1.28000,-3.905724,-0.388199,2.998780,0.184802,-0.980559,0.002012,-1.126105,0.357165
1.30000,-3.905724,-0.388199,2.998780,0.184802,-0.980559,0.002012,-1.126105,0.357165
1.32000,-3.901554,-0.407366,2.998846,0.192523,-0.997533,0.002128,-1.118863,0.359217
1.34000,-3.893018,-0.447104,2.998967,0.208061,-1.030534,0.002221,-1.104265,0.363236
1.36000,-3.893018,-0.447104,2.998967,0.208061,-1.030534,0.002221,-1.104265,0.363236
1.38000,-3.888294,-0.467120,2.999036,0.216143,-1.046202,0.002288,-1.096893,0.365729
1.40000,-3.878428,-0.508187,2.999210,0.232659,-1.076462,0.002314,-1.081924,0.372999
1.42000,-3.878428,-0.508187,2.999210,0.232659,-1.076462,0.002314,-1.081924,0.372999
1.44000,-3.868005,-0.550602,2.999374,0.249543,-1.105350,0.002247,-1.066604,0.382012
1.46000,-3.862464,-0.572115,2.999463,0.258207,-1.119170,0.002247,-1.058812,0.386378
1.48000,-3.862464,-0.572115,2.999463,0.258207,-1.119170,0.002247,-1.058812,0.386378
1.50000,-3.856998,-0.594287,2.999541,0.266767,-1.132825,0.002187,-1.042981,0.394680
1.52000,-3.851170,-0.616434,2.999648,0.275555,-1.145880,0.002225,-1.042981,0.394680
1.54000,-3.851170,-0.616434,2.999648,0.275555,-1.145880,0.002225,-1.042981,0.394680
1.56000,-3.839259,-0.661912,2.999818,0.293200,-1.171010,0.002092,-1.026878,0.401181
1.58000,-3.832831,-0.684670,2.999913,0.302264,-1.182621,0.002062,-1.018762,0.403051
1.60000,-3.826398,-0.707935,2.999991,0.311316,-1.194086,0.001994,-1.010598,0.404986
1.62000,-3.812501,-0.754341,3.000202,0.329964,-1.215220,0.001915,-0.994139,0.409225
1.64000,-3.805573,-0.778342,3.000270,0.339171,-1.225438,0.001836,-0.985873,0.410274
1.66000,-3.805573,-0.778342,3.000270,0.339171,-1.225438,0.001836,-0.985873,0.410274
1.68000,-3.798253,-0.802199,3.000361,0.348567,-1.235077,0.001673,-0.969307,0.411461
1.70000,-3.798253,-0.802199,3.000361,0.348567,-1.235077,0.001673,-0.969307,0.411461
1.72000,-3.783346,-0.850961,3.000528,0.367249,-1.253377,0.001527,-0.952752,0.410894
1.74000,-3.775557,-0.875515,3.000618,0.376734,-1.261886,0.001426,-0.952752,0.410894
1.76000,-3.759648,-0.925512,3.000753,0.395798,-1.278045,0.001193,-0.936203,0.411197
1.78000,-3.751121,-0.949987,3.000827,0.405610,-1.285135,0.001106,-0.919623,0.411602
1.80000,-3.742673,-0.975213,3.000880,0.415269,-1.292215,0.001032,-0.919623,0.411602
1.82000,-3.733822,-1.000101,3.000959,0.425122,-1.298591,0.000939,-0.911342,0.411059
1.84000,-3.725016,-1.025652,3.001006,0.434816,-1.304897,0.000877,-0.894885,0.407812
1.86000,-3.715832,-1.050907,3.001075,0.444681,-1.310619,0.000747,-0.894885,0.407812
1.88000,-3.715832,-1.050907,3.001075,0.444681,-1.310619,0.000747,-0.894885,0.407812
1.90000,-3.706489,-1.076350,3.001137,0.454541,-1.315995,0.000604,-0.886713,0.405809
1.92000,-3.706489,-1.076350,3.001137,0.454541,-1.315995,0.000604,-0.878598,0.403176
1.94000,-3.687452,-1.128085,3.001237,0.474198,-1.326104,0.000257,-0.870532,0.400914
1.96000,-3.667692,-1.180339,3.001316,0.494123,-1.335137,-0.000043,-0.854464,0.398971
1.98000,-3.657177,-1.205926,3.001361,0.504451,-1.338863,-0.000097,-0.846437,0.398785
2.00000,-3.657177,-1.205926,3.001361,0.504451,-1.338863,-0.000097,-0.846437,0.398785
2.02000,-3.635884,-1.258063,3.001435,0.525011,-1.345807,-0.000233,-0.830360,0.398870
2.04000,-3.625070,-1.284530,3.001454,0.535230,-1.349002,-0.000355,-0.822343,0.398236
2.06000,-3.625070,-1.284530,3.001454,0.535230,-1.349002,-0.000355,-0.822343,0.398236
2.08000,-3.602486,-1.336882,3.001525,0.555919,-1.354015,-0.000465,-0.806361,0.396253
2.10000,-3.602486,-1.336882,3.001525,0.555919,-1.354015,-0.000465,-0.806361,0.396253
2.12000,-3.579362,-1.390028,3.001575,0.576527,-1.358176,-0.000652,-0.790487,0.393583
2.14000,-3.579362,-1.390028,3.001575,0.576527,-1.358176,-0.000652,-0.782586,0.392779
2.16000,-3.555484,-1.443459,3.001608,0.597190,-1.361318,-0.000850,-0.774687,0.392463
2.18000,-3.544195,-1.467867,3.001613,0.606661,-1.362232,-0.000961,-0.767446,0.392179
2.20000,-3.544195,-1.467867,3.001613,0.606661,-1.362232,-0.000961,-0.759570,0.391188
