t,x,y,z,vx,vy,vz,yaw,yaw_rate,x_sp,y_sp,z_sp,ex_L,ey_L
0.00000,-5.052210,-0.213440,3.999020,0.011768,0.020710,-0.000042,-1.571477,0.001194,-5.052141,-0.213254,3.998998,0.000070,0.000186
0.02000,-5.052118,-0.213306,3.999029,0.011733,0.020732,-0.000079,-1.571464,0.001212,-5.052013,-0.245253,3.998998,0.000105,-0.031947
0.04000,-5.052152,-0.213418,3.999047,0.011508,0.020475,-0.000104,-1.571449,0.001220,-5.051629,-0.277251,3.998998,0.000523,-0.063833
0.06000,-5.052152,-0.213418,3.999047,0.011508,0.020475,-0.000104,-1.571449,0.001220,-5.050989,-0.309245,3.998998,0.001163,-0.095827
0.08000,-5.052053,-0.213309,3.999070,0.011133,0.019556,-0.000108,-1.571345,0.003979,-5.050093,-0.341232,3.998998,0.001960,-0.127923
0.10000,-5.052042,-0.213336,3.999086,0.010863,0.018468,-0.000080,-1.571181,0.008310,-5.048941,-0.373211,3.998998,0.003100,-0.159875
0.12000,-5.052042,-0.213336,3.999086,0.010863,0.018468,-0.000080,-1.570866,0.015609,-5.047534,-0.405180,3.998998,0.004508,-0.191844
0.14000,-5.051923,-0.213170,3.999093,0.010651,0.016965,-0.000051,-1.570331,0.026254,-5.045870,-0.437137,3.998998,0.006052,-0.223967
0.16000,-5.051880,-0.213299,3.999113,0.010003,0.011458,-0.000105,-1.568320,0.058375,-5.043952,-0.469079,3.998998,0.007928,-0.255780
0.18000,-5.052047,-0.213778,3.999127,0.009531,0.007310,-0.000114,-1.568320,0.058375,-5.041777,-0.501005,3.998998,0.010270,-0.287227
0.20000,-5.052190,-0.214287,3.999140,0.009112,0.002404,-0.000160,-1.566758,0.077427,-5.039348,-0.532913,3.998998,0.012842,-0.318626
0.22000,-5.052190,-0.214287,3.999140,0.009112,0.002404,-0.000160,-1.564780,0.097949,-5.036663,-0.564800,3.998998,0.015527,-0.350513
0.24000,-5.052164,-0.214576,3.999144,0.008843,-0.003167,-0.000140,-1.564780,0.097949,-5.033723,-0.596664,3.998998,0.018441,-0.382088
0.26000,-5.052278,-0.215235,3.999154,0.008522,-0.009943,-0.000175,-1.562328,0.121421,-5.030528,-0.628504,3.998998,0.021749,-0.413269
0.28000,-5.052278,-0.215235,3.999154,0.008522,-0.009943,-0.000175,-1.559343,0.147927,-5.027079,-0.660318,3.998998,0.025199,-0.445083
0.30000,-5.052389,-0.217693,3.999170,0.008215,-0.036484,-0.000319,-1.551602,0.207801,-5.023375,-0.692103,3.998998,0.029013,-0.474410
0.32000,-5.052389,-0.217693,3.999170,0.008215,-0.036484,-0.000319,-1.546797,0.239084,-5.019417,-0.723857,3.998998,0.032971,-0.506164
0.34000,-5.052351,-0.220136,3.999172,0.008570,-0.058965,-0.000438,-1.535425,0.297334,-5.015206,-0.755578,3.998998,0.037145,-0.535443
0.36000,-5.052375,-0.221799,3.999168,0.008844,-0.071539,-0.000550,-1.535425,0.297334,-5.010740,-0.787265,3.998998,0.041635,-0.565466
0.38000,-5.052375,-0.221799,3.999168,0.008844,-0.071539,-0.000550,-1.528896,0.325091,-5.006022,-0.818915,3.998998,0.046353,-0.597117
