timestamp_unix,t,drone,label,tx,ty,tz,x,y,z,ex,ey,ez,dist_xy,dist_z,speed,in_zone
1780173555.065521,0.0000,follower,SEGUIDOR prepos,-5.0000,0.0000,2.0000,-7.6280,-1.8961,1.9573,2.6280,1.8961,0.0427,3.2406,0.0427,0.0141,0
1780173555.120057,0.0620,follower,SEGUIDOR prepos,-5.0000,0.0000,2.0000,-7.6280,-1.8961,1.9573,2.6280,1.8961,0.0427,3.2406,0.0427,0.0141,0
1780173555.158733,0.0930,follower,SEGUIDOR prepos,-5.0000,0.0000,2.0000,-7.6280,-1.8961,1.9573,2.6280,1.8961,0.0427,3.2406,0.0427,0.0141,0
1780173555.216354,0.1560,follower,SEGUIDOR prepos,-5.0000,0.0000,2.0000,-7.6280,-1.8961,1.9573,2.6280,1.8961,0.0427,3.2406,0.0427,0.0141,0
1780173555.260982,0.2030,follower,SEGUIDOR prepos,-5.0000,0.0000,2.0000,-7.6280,-1.8961,1.9580,2.6280,1.8961,0.0420,3.2406,0.0420,0.0200,0
1780173555.308472,0.2500,follower,SEGUIDOR prepos,-5.0000,0.0000,2.0000,-7.6280,-1.8961,1.9580,2.6280,1.8961,0.0420,3.2406,0.0420,0.0200,0
1780173555.359198,0.2960,follower,SEGUIDOR prepos,-5.0000,0.0000,2.0000,-7.6280,-1.8961,1.9580,2.6280,1.8961,0.0420,3.2406,0.0420,0.0200,0
1780173555.413927,0.3430,follower,SEGUIDOR prepos,-5.0000,0.0000,2.0000,-7.6280,-1.8961,1.9580,2.6280,1.8961,0.0420,3.2406,0.0420,0.0200,0
1780173555.471714,0.4060,follower,SEGUIDOR prepos,-5.0000,0.0000,2.0000,-7.6280,-1.8961,1.9580,2.6280,1.8961,0.0420,3.2406,0.0420,0.0200,0
1780173555.516678,0.4530,follower,SEGUIDOR prepos,-5.0000,0.0000,2.0000,-7.6057,-1.8961,1.9693,2.6057,1.8961,0.0307,3.2226,0.0307,0.2267,0
1780173555.564155,0.5000,follower,SEGUIDOR prepos,-5.0000,0.0000,2.0000,-7.6057,-1.8961,1.9693,2.6057,1.8961,0.0307,3.2226,0.0307,0.2267,0
1780173555.615018,0.5460,follower,SEGUIDOR prepos,-5.0000,0.0000,2.0000,-7.6057,-1.8961,1.9693,2.6057,1.8961,0.0307,3.2226,0.0307,0.2267,0
1780173555.669628,0.6090,follower,SEGUIDOR prepos,-5.0000,0.0000,2.0000,-7.6057,-1.8961,1.9693,2.6057,1.8961,0.0307,3.2226,0.0307,0.2267,0
1780173555.711509,0.6400,follower,SEGUIDOR prepos,-5.0000,0.0000,2.0000,-7.6057,-1.8961,1.9693,2.6057,1.8961,0.0307,3.2226,0.0307,0.2267,0
1780173555.773082,0.7030,follower,SEGUIDOR prepos,-5.0000,0.0000,2.0000,-7.5057,-1.8227,1.9860,2.5057,1.8227,0.0140,3.0985,0.0140,0.7920,0
1780173555.821008,0.7500,follower,SEGUIDOR prepos,-5.0000,0.0000,2.0000,-7.5057,-1.8227,1.9860,2.5057,1.8227,0.0140,3.0985,0.0140,0.7920,0
