time,lx,ly,lz,lvx,lvy,lvz,l_yaw,l_yawrate,sx,sy,sz,svx,svy,svz,s_yaw,s_yawrate,xd,yd,zd,ex,ey,ez,e_yaw,ff_x,ff_y,ff_z,vx_p,vy_p,vz_p,vx_i,vy_i,vz_i,vx_d,vy_d,vz_d,vx_cmd,vy_cmd,vz_cmd,yaw_rate_cmd
0.0500,-3.9836,0.086657,2.999849,-0.016055,-0.021028,0.000867,-1.581901,-0.000341,-4.024225234985352,2.239320755004883,2.998596668243408,0.012290988117456436,0.019006982445716858,-0.00015223457012325525,-1.613114356994629,0.000392513582482934,-3.9613911100400068,2.086533687500193,2.999849,0.0628341249453448,-0.15278706750468984,0.0012523317565920067,0.031213356994628908,0.0006819579504375657,-7.5732314763577164e-06,0.0,0.0314170624726724,-0.07639353375234492,0.0006261658782960033,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.03209902042310996,-0.07640110698382128,0.0006261658782960033,0.024897334237454834
0.1000,-3.983319350000042,0.08645489999964553,2.9997918999999733,-0.015838449999843258,-0.020466799999557434,0.0006873999997377395,-1.5818371499999273,0.0013162000023480504,-4.024209022521973,2.239396095275879,2.998500347137451,0.012509922496974468,0.01906566508114338,-0.0001457441394450143,-1.6130974292755127,0.0014645399060100317,-3.9612381522118754,2.086333001460892,2.9997918999999733,0.0629708703100973,-0.15306309381498684,0.0012915528625221384,0.03126027927558539,-0.002632239561839107,2.9063272580633096e-05,0.0,0.03148543515504865,-0.07653154690749342,0.0006457764312610692,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.02885319559320954,-0.07650248363491279,0.0006457764312610692,0.024993389430102115
0.1500,-3.9834208999999077,0.08607040000019642,2.9997666000000103,-0.015662700000093902,-0.020144700000050825,0.0004181000001266366,-1.581652,0.006537,-4.02405309677124,2.2396230697631836,2.9984469413757324,0.013170802965760231,0.018172988668084145,-9.674795001046732e-05,-1.613054633140564,0.00270717847160995,-3.9617099800184428,2.0859525555167555,2.9997666000000103,0.06234311675279747,-0.15367051424642808,0.001319658624277853,0.03140263314056391,-0.013073229650611747,0.00014192428391883634,0.0,0.031171558376398734,-0.07683525712321404,0.0006598293121389265,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.018098328725786986,-0.0766933328392952,0.0006598293121389265,0.025505088665290134
0.2000,-3.9834335999999464,0.08529629999989505,2.999649399999975,-0.014362649999703048,-0.02267175000080024,-0.0003550500001346226,-1.5793846499994162,0.04724555000964947,-4.024182319641113,2.2393198013305664,2.99839186668396,0.014091267250478268,0.015683304518461227,-1.1251081559748854e-05,-1.6126974821090698,0.008909596130251884,-3.9662571647463514,2.085222541157798,2.999649399999975,0.05792515489476191,-0.15409726017276837,0.0012575333160151914,0.033312832109653634,-0.094487615242236,0.0008115101307612378,0.0,0.028962577447380955,-0.07704863008638418,0.0006287666580075957,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.06552503779485505,-0.07623711995562295,0.0006287666580075957,0.030483861075662668
0.2500,-3.983374,0.084982,2.999607,-0.013729,-0.025421,-0.000514,-1.577654,0.07161,-4.02421760559082,2.2387354373931885,2.9983105659484863,0.015985149890184402,0.009970025159418583,0.00010622647096170112,-1.6122134923934937,0.014022031798958778,-3.9696587610896983,2.084934972502512,2.999607,0.05455884450112203,-0.15380046489067656,0.0012964340515138062,0.03455949239349376,-0.14321663236090487,0.0009821482583667115,0.0,0.027279422250561014,-0.07690023244533828,0.0006482170257569031,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.11593721011034386,-0.07591808418697157,0.0006482170257569031,0.033406390734899136
0.3000,-3.9826235,0.08379500000000001,2.999442,-0.011189000000000001,-0.041377,-0.000979,-1.5684775,0.16340949999999999,-4.023950099945068,2.238055944442749,2.9982292652130127,0.01693296805024147,0.002922267885878682,0.00019160723604727536,-1.6110676527023315,0.022441638633608818,-3.9872611494337162,2.0837896230447046,2.999442,0.036688950511352125,-0.15426632139804441,0.0012127347869874683,0.042590152702331574,-0.3268181213544236,-0.0007578359751388646,0.0,0.018344475255676063,-0.07713316069902221,0.0006063673934937341,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.30847364609874756,-0.07789099667416108,0.0006063673934937341,0.04816890829850438
0.3500,-3.982345999999739,0.08215144999897049,2.9993369999999286,-0.00948649999896693,-0.05777360001024045,-0.0011334500001341802,-1.555751049987742,0.2498687500743038,-4.023663520812988,2.2375528812408447,2.9981884956359863,0.015059282071888447,-0.0019221848342567682,0.0002928708854597062,-1.6099971532821655,0.028535472229123116,-4.012435418408834,2.081925093914652,2.9993369999999286,0.011228102404154505,-0.15562778732619265,0.0011485043639423154,0.054246103294423476,-0.49968094083674724,-0.0075184053683432775,0.0,0.005614051202077253,-0.07781389366309632,0.0005742521819711577,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.49406688963467,-0.0853322990314396,0.0005742521819711577,0.06553021042005686
0.4000,-3.9821378000004963,0.08011100000235183,2.9992542000000895,-0.007962200001834079,-0.0750213999807228,-0.0012013999998905928,-1.544700800005777,0.30892039997384824,-4.023855209350586,2.236405611038208,2.9981484413146973,0.010012633167207241,-0.0070292288437485695,0.00045575512922368944,-1.6079145669937134,0.03848128765821457,-4.034322930300093,2.079430062127158,2.9992542000000895,-0.01046772094950743,-0.15697554891105003,0.0011057586853921997,0.06321376698793646,-0.6176304443469343,-0.01612105132483895,0.0,-0.005233860474753715,-0.07848777445552502,0.0005528793426960998,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.622864304821688,-0.09460882578036398,0.0005528793426960998,0.07761492482191254
0.4500,-3.9808918999997633,0.07402919999759458,2.999074899999958,-0.0036556999987368464,-0.12023660001458415,-0.0014968999999989757,-1.515915,0.41357,-4.024661064147949,2.234422445297241,2.9980921745300293,-0.006023771595209837,-0.014337814413011074,0.000603434513323009,-1.6061174869537354,0.04732274264097214,-4.090599461766016,2.0710179958828654,2.999074899999958,-0.06593839761806652,-0.16340444941437582,0.0009827254699286136,0.09020248695373545,-0.8258946563142714,-0.04537175631966897,0.0,-0.03296919880903326,-0.08170222470718791,0.0004913627349643068,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.8588638551233047,-0.12707398102685688,0.0004913627349643068,0.10878671529889114
0.5000,-3.9807070999997256,0.0721507999972119,2.999042099999951,-0.002669299998535891,-0.13162540001690434,-0.0014960999999988126,-1.515915,0.41357,-4.0257344245910645,2.233096122741699,2.9980592727661133,-0.024234918877482414,-0.018824640661478043,0.00045164403854869306,-1.6026763916015625,0.062307387590408325,-4.090414661765978,2.0691395958824828,2.999042099999951,-0.06468023717491356,-0.16395652685921647,0.000982827233837913,0.08676139160156258,-0.8258946563142714,-0.04537175631966897,0.0,-0.03234011858745678,-0.08197826342960823,0.0004914136169189565,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.8582347749017282,-0.1273500197492772,0.0004914136169189565,0.10453537452220923
