t,x,y,z,vx,vy,vz,yaw,yaw_rate,x_sp,y_sp,z_sp,ex_L,ey_L
0.00000,-4.049490,0.413235,3.001000,0.013161,-0.010617,-0.001043,3.098355,0.000742,-4.049490,0.413235,3.001000,0.000000,0.000000
0.02000,-4.049490,0.413235,3.001000,0.013161,-0.010617,-0.001043,3.098355,0.000742,-4.047690,0.293253,3.001000,0.001800,-0.119982
0.04000,-4.049490,0.413235,3.001000,0.013161,-0.010617,-0.001043,3.098355,0.000742,-4.042292,0.173379,3.001000,0.007198,-0.239856
0.06000,-4.049490,0.413235,3.001000,0.013161,-0.010617,-0.001043,3.098355,0.000742,-4.033301,0.053721,3.001000,0.016189,-0.359514
0.08000,-4.049490,0.413235,3.001000,0.013161,-0.010617,-0.001043,3.098355,0.000742,-4.020725,-0.065614,3.001000,0.028765,-0.478849
0.10000,-4.049490,0.413235,3.001000,0.013161,-0.010617,-0.001043,3.098355,0.000742,-4.004574,-0.184517,3.001000,0.044916,-0.597753
0.12000,-4.049490,0.413235,3.001000,0.013161,-0.010617,-0.001043,3.098355,0.000742,-3.984865,-0.302883,3.001000,0.064625,-0.716118
0.14000,-4.049490,0.413235,3.001000,0.013161,-0.010617,-0.001043,3.098355,0.000742,-3.961614,-0.420605,3.001000,0.087876,-0.833840
0.16000,-4.049490,0.413235,3.001000,0.013161,-0.010617,-0.001043,3.098355,0.000742,-3.934842,-0.537575,3.001000,0.114648,-0.950811
0.18000,-4.049490,0.413235,3.001000,0.013161,-0.010617,-0.001043,3.098355,0.000742,-3.904574,-0.653691,3.001000,0.144916,-1.066926
0.20000,-4.049490,0.413235,3.001000,0.013161,-0.010617,-0.001043,3.120602,0.319509,-3.870836,-0.768846,3.001000,0.178654,-1.182081
0.22000,-4.049490,0.413235,3.001000,0.013161,-0.010617,-0.001043,3.120602,0.319509,-3.833659,-0.882937,3.001000,0.215831,-1.296172
0.24000,-4.049577,0.411584,3.001066,0.011780,-0.043083,-0.000310,3.120602,0.319509,-3.793077,-0.995862,3.001000,0.256500,-1.407446
0.26000,-4.049577,0.411584,3.001066,0.011780,-0.043083,-0.000310,3.120602,0.319509,-3.749126,-1.107519,3.001000,0.300451,-1.519102
0.28000,-4.049577,0.411584,3.001066,0.011780,-0.043083,-0.000310,3.120602,0.319509,-3.701846,-1.217807,3.001000,0.347731,-1.629390
0.30000,-4.049577,0.411584,3.001066,0.011780,-0.043083,-0.000310,3.120602,0.319509,-3.651278,-1.326627,3.001000,0.398299,-1.738211
0.32000,-4.049577,0.411584,3.001066,0.011780,-0.043083,-0.000310,3.120602,0.319509,-3.597470,-1.433882,3.001000,0.452108,-1.845465
0.34000,-4.049577,0.411584,3.001066,0.011780,-0.043083,-0.000310,3.120602,0.319509,-3.540468,-1.539474,3.001000,0.509109,-1.951058
0.36000,-4.049577,0.411584,3.001066,0.011780,-0.043083,-0.000310,3.120602,0.319509,-3.480325,-1.643309,3.001000,0.569253,-2.054893
0.38000,-4.049577,0.411584,3.001066,0.011780,-0.043083,-0.000310,3.120602,0.319509,-3.417094,-1.745293,3.001000,0.632483,-2.156877
0.40000,-4.049577,0.411584,3.001066,0.011780,-0.043083,-0.000310,3.120602,0.319509,-3.350832,-1.845335,3.001000,0.698745,-2.256919
0.42000,-4.049577,0.411584,3.001066,0.011780,-0.043083,-0.000310,3.120602,0.319509,-3.281600,-1.943344,3.001000,0.767977,-2.354928
0.44000,-4.049577,0.411584,3.001066,0.011780,-0.043083,-0.000310,3.120602,0.319509,-3.209459,-2.039232,3.001000,0.840118,-2.450816
0.46000,-4.049577,0.411584,3.001066,0.011780,-0.043083,-0.000310,-2.929189,1.381611,-3.134474,-2.132914,3.001000,0.915103,-2.544497
0.48000,-4.049577,0.411584,3.001066,0.011780,-0.043083,-0.000310,-2.929189,1.381611,-3.056713,-2.224304,3.001000,0.992864,-2.635887
0.50000,-4.046784,0.372898,3.000729,0.049655,-0.338272,-0.003137,-2.929189,1.381611,-2.976245,-2.313320,3.001000,1.070538,-2.686218
0.52000,-4.046784,0.372898,3.000729,0.049655,-0.338272,-0.003137,-2.929189,1.381611,-2.893144,-2.399883,3.001000,1.153640,-2.772780
0.54000,-4.046784,0.372898,3.000729,0.049655,-0.338272,-0.003137,-2.929189,1.381611,-2.807484,-2.483914,3.001000,1.239300,-2.856811
0.56000,-4.046784,0.372898,3.000729,0.049655,-0.338272,-0.003137,-2.929189,1.381611,-2.719341,-2.565337,3.001000,1.327443,-2.938235
0.58000,-4.046784,0.372898,3.000729,0.049655,-0.338272,-0.003137,-2.929189,1.381611,-2.628796,-2.644081,3.001000,1.417988,-3.016978
0.60000,-4.046784,0.372898,3.000729,0.049655,-0.338272,-0.003137,-2.929189,1.381611,-2.535930,-2.720073,3.001000,1.510854,-3.092970
0.62000,-4.046784,0.372898,3.000729,0.049655,-0.338272,-0.003137,-2.929189,1.381611,-2.440826,-2.793245,3.001000,1.605958,-3.166142
0.64000,-4.046784,0.372898,3.000729,0.049655,-0.338272,-0.003137,-2.929189,1.381611,-2.343570,-2.863531,3.001000,1.703214,-3.236429
0.66000,-4.046784,0.372898,3.000729,0.049655,-0.338272,-0.003137,-2.929189,1.381611,-2.244249,-2.930869,3.001000,1.802535,-3.303767
0.68000,-4.046784,0.372898,3.000729,0.049655,-0.338272,-0.003137,-2.929189,1.381611,-2.142954,-2.995197,3.001000,1.903830,-3.368095
