timestamp_unix,t,phase,event,lx,ly,lz,l_yaw,sx,sy,sz,s_yaw
1780173482.425394,0.0000,init,,0.0000,0.0000,0.0000,0.0217,0.0000,0.0000,0.0000,0.0000
1780173482.531702,0.1090,init,,0.0000,0.0000,1.9606,0.0217,-7.6169,-1.9065,-0.0351,-0.0189
1780173482.635818,0.2190,init,,0.0000,0.0000,1.9606,0.0217,-7.6169,-1.9065,-0.0351,-0.0189
1780173482.748208,0.3280,init,,-7.3500,-1.3513,1.9604,0.0218,-7.6169,-1.9065,-0.0350,-0.0189
1780173482.862963,0.4370,init,,-7.3500,-1.3513,1.9604,0.0218,-7.6169,-1.9065,-0.0350,-0.0189
1780173482.978185,0.5470,init,,-7.3500,-1.3513,1.9603,0.0218,-7.6169,-1.9065,-0.0350,-0.0189
1780173483.088336,0.6560,init,,-7.3500,-1.3513,1.9603,0.0218,-7.6169,-1.9065,-0.0350,-0.0189
1780173483.195276,0.7660,takeoff_L,,-7.3500,-1.3513,1.9603,0.0218,-7.6169,-1.9065,-0.0350,-0.0189
1780173483.299902,0.8750,takeoff_L,,-7.3500,-1.3513,1.9603,0.0218,-7.6169,-1.9065,-0.0350,-0.0189
1780173483.410722,0.9840,takeoff_L,,-7.3500,-1.3513,1.9603,0.0218,-7.6169,-1.9065,-0.0350,-0.0189
1780173483.515692,1.0940,takeoff_L,,-7.3500,-1.3513,1.9600,0.0218,-7.6169,-1.9065,-0.0350,-0.0189
1780173483.626191,1.2030,takeoff_L,,-7.3500,-1.3513,1.9600,0.0218,-7.6169,-1.9065,-0.0350,-0.0189
1780173483.740846,1.3120,takeoff_L,,-7.3500,-1.3513,1.9599,0.0217,-7.6169,-1.9065,-0.0350,-0.0189
1780173483.848154,1.4220,takeoff_L,,-7.3500,-1.3513,1.9599,0.0217,-7.6169,-1.9065,-0.0350,-0.0189
1780173483.953440,1.5310,takeoff_L,,-7.3500,-1.3513,1.9599,0.0218,-7.6169,-1.9065,-0.0350,-0.0189
1780173484.060946,1.6410,takeoff_L,,-7.3500,-1.3513,1.9599,0.0218,-7.6169,-1.9065,-0.0350,-0.0189
1780173484.173256,1.7500,takeoff_L,,-7.3500,-1.3513,1.9599,0.0217,-7.6169,-1.9065,-0.0350,-0.0189
1780173484.284639,1.8590,takeoff_L,,-7.3500,-1.3513,1.9598,0.0217,-7.6169,-1.9065,-0.0350,-0.0189
1780173484.395769,1.9690,takeoff_L,,-7.3500,-1.3513,1.9598,0.0218,-7.6169,-1.9065,-0.0350,-0.0189
1780173484.499918,2.0780,takeoff_L,,-7.3500,-1.3513,1.9598,0.0218,-7.6169,-1.9065,-0.0350,-0.0189
1780173484.610941,2.1870,takeoff_L,,-7.3500,-1.3513,1.9598,0.0218,-7.6169,-1.9065,-0.0350,-0.0189
1780173484.716183,2.2970,takeoff_L,,-7.3500,-1.3513,1.9597,0.0218,-7.6169,-1.9065,-0.0350,-0.0189
1780173484.824519,2.4060,takeoff_L,,-7.3500,-1.3513,1.9597,0.0218,-7.6169,-1.9065,-0.0350,-0.0189
1780173484.940452,2.5160,takeoff_L,,-7.3500,-1.3513,1.9596,0.0217,-7.6169,-1.9065,-0.0350,-0.0189
1780173485.044628,2.6250,takeoff_L,,-7.3500,-1.3513,1.9596,0.0217,-7.6169,-1.9065,-0.0350,-0.0189
1780173485.149531,2.7190,takeoff_L,,-7.3500,-1.3513,1.9596,0.0216,-7.6169,-1.9065,-0.0350,-0.0189
1780173485.258387,2.8280,takeoff_L,,-7.3500,-1.3513,1.9596,0.0216,-7.6169,-1.9065,-0.0350,-0.0189
1780173485.369072,2.9370,takeoff_L,,-7.3500,-1.3513,1.9596,0.0216,-7.6169,-1.9065,-0.0350,-0.0189
1780173485.479273,3.0470,takeoff_L,,-7.3500,-1.3513,1.9596,0.0217,-7.6169,-1.9065,-0.0350,-0.0189
1780173485.589675,3.1720,takeoff_L,,-7.3500,-1.3513,1.9596,0.0217,-7.6169,-1.9065,-0.0350,-0.0189
1780173485.700639,3.2810,takeoff_L,,-7.3500,-1.3513,1.9596,0.0217,-7.6169,-1.9065,-0.0350,-0.0189
1780173485.812266,3.3910,takeoff_L,,-7.3500,-1.3513,1.9596,0.0217,-7.6169,-1.9065,-0.0349,-0.0189
1780173485.923351,3.5000,takeoff_L,,-7.3500,-1.3513,1.9596,0.0218,-7.6169,-1.9065,-0.0349,-0.0189
1780173486.034621,3.6090,takeoff_L,,-7.3500,-1.3513,1.9596,0.0218,-7.6169,-1.9065,-0.0349,-0.0189
1780173486.140388,3.7190,takeoff_L,,-7.3500,-1.3513,1.9596,0.0217,-7.6169,-1.9065,-0.0349,-0.0189
1780173486.247567,3.8280,takeoff_L,,-7.3500,-1.3513,1.9596,0.0217,-7.6169,-1.9065,-0.0349,-0.0189
1780173486.353898,3.9220,takeoff_L,,-7.3500,-1.3513,1.9596,0.0217,-7.6169,-1.9065,-0.0349,-0.0189
1780173486.467205,4.0470,takeoff_L,,-7.3500,-1.3513,1.9595,0.0219,-7.6169,-1.9065,-0.0349,-0.0189
1780173486.576095,4.1560,takeoff_L,,-7.3500,-1.3513,1.9595,0.0219,-7.6169,-1.9065,-0.0349,-0.0189
1780173486.686591,4.2660,takeoff_L,,-7.3500,-1.3513,1.9594,0.0218,-7.6169,-1.9065,-0.0349,-0.0189
1780173486.798419,4.3750,takeoff_L,,-7.3500,-1.3513,1.9594,0.0218,-7.6169,-1.9065,-0.0349,-0.0189
