timestamp_unix,t,phase,lx,ly,lz,l_yaw,sx,sy,sz,s_yaw
1780166582.790135,0.0000,init,0.0000,0.0000,-0.1460,-0.0222,0.0000,0.0000,0.0000,-0.0188
1780166582.902008,0.1250,init,-3.9585,-0.0314,-0.1460,-0.0223,0.0000,0.0000,-0.2083,-0.0188
1780166583.005548,0.2190,init,-3.9585,-0.0314,-0.1460,-0.0223,0.0000,0.0000,-0.2083,-0.0188
1780166583.111128,0.3280,init,-3.9585,-0.0314,-0.1460,-0.0223,-5.9823,-0.0419,-0.2083,-0.0189
1780166583.228321,0.4380,init,-3.9585,-0.0314,-0.1460,-0.0223,-5.9823,-0.0419,-0.2083,-0.0189
1780166583.342762,0.5630,init,-3.9585,-0.0314,-0.1460,-0.0223,-5.9823,-0.0419,-0.2083,-0.0190
1780166583.453864,0.6720,init,-3.9585,-0.0314,-0.1460,-0.0224,-5.9823,-0.0419,-0.2083,-0.0190
1780166583.566039,0.7820,init,-3.9585,-0.0314,-0.1460,-0.0224,-5.9823,-0.0419,-0.2083,-0.0191
1780166583.666746,0.8750,init,-3.9585,-0.0314,-0.1460,-0.0225,-5.9823,-0.0419,-0.2083,-0.0191
1780166583.769303,0.9850,init,-3.9585,-0.0314,-0.1461,-0.0225,-5.9823,-0.0419,-0.2083,-0.0191
1780166583.880373,1.0940,init,-3.9585,-0.0314,-0.1461,-0.0225,-5.9823,-0.0419,-0.2082,-0.0192
1780166583.982497,1.2030,init,-3.9585,-0.0314,-0.1461,-0.0226,-5.9823,-0.0419,-0.2082,-0.0192
1780166584.087642,1.2970,init,-3.9585,-0.0314,-0.1461,-0.0226,-5.9823,-0.0419,-0.2082,-0.0192
1780166584.198116,1.4220,init,-3.9585,-0.0314,-0.1461,-0.0226,-5.9823,-0.0419,-0.2082,-0.0192
1780166584.301193,1.5160,init,-3.9585,-0.0314,-0.1461,-0.0226,-5.9823,-0.0419,-0.2082,-0.0193
1780166584.412050,1.6250,init,-3.9585,-0.0314,-0.1461,-0.0227,-5.9823,-0.0419,-0.2082,-0.0193
1780166584.517108,1.7350,init,-3.9585,-0.0314,-0.1461,-0.0227,-5.9823,-0.0419,-0.2082,-0.0193
1780166584.633091,1.8440,init,-3.9585,-0.0314,-0.1461,-0.0227,-5.9823,-0.0419,-0.2082,-0.0194
1780166584.737124,1.9530,init,-3.9585,-0.0314,-0.1461,-0.0228,-5.9823,-0.0419,-0.2082,-0.0194
1780166584.843120,2.0630,init,-3.9585,-0.0314,-0.1461,-0.0228,-5.9823,-0.0419,-0.2081,-0.0195
1780166584.953758,2.1720,init,-3.9585,-0.0314,-0.1461,-0.0229,-5.9823,-0.0419,-0.2081,-0.0195
1780166585.063179,2.2820,init,-3.9585,-0.0314,-0.1461,-0.0229,-5.9823,-0.0419,-0.2081,-0.0196
1780166585.177549,2.3910,init,-3.9585,-0.0314,-0.1461,-0.0229,-5.9823,-0.0419,-0.2081,-0.0196
1780166585.288544,2.5000,init,-3.9585,-0.0314,-0.1461,-0.0229,-5.9823,-0.0419,-0.2081,-0.0197
1780166585.390450,2.6100,init,-3.9585,-0.0314,-0.1461,-0.0229,-5.9823,-0.0419,-0.2081,-0.0197
1780166585.492410,2.7030,init,-3.9585,-0.0314,-0.1460,-0.0230,-5.9823,-0.0419,-0.2081,-0.0197
1780166585.594111,2.8130,init,-3.9585,-0.0314,-0.1460,-0.0230,-5.9823,-0.0419,-0.2081,-0.0197
1780166585.708269,2.9220,init,-3.9585,-0.0314,-0.1460,-0.0231,-5.9823,-0.0419,-0.2081,-0.0197
1780166585.820161,3.0320,init,-3.9585,-0.0314,-0.1460,-0.0231,-5.9823,-0.0419,-0.2081,-0.0198
1780166585.931583,3.1410,init,-3.9585,-0.0314,-0.1460,-0.0231,-5.9823,-0.0419,-0.2081,-0.0198
1780166586.042381,3.2660,init,-3.9585,-0.0314,-0.1460,-0.0231,-5.9823,-0.0419,-0.2081,-0.0198
1780166586.158027,3.3750,init,-3.9585,-0.0314,-0.1460,-0.0232,-5.9823,-0.0419,-0.2081,-0.0199
1780166586.263499,3.4850,init,-3.9585,-0.0314,-0.1460,-0.0232,-5.9823,-0.0419,-0.2081,-0.0199
