timestamp_unix,t,leader_phase,lx,ly,lz,lvx,lvy,lvz,l_yaw,l_yawrate,lx_sp,ly_sp,sx,sy,sz,svx,svy,svz,s_yaw,s_yawrate,xd,yd,zd,ex,ey,ez,err_xy,err_z,e_yaw,dist_xy,dist_z,ff_x,ff_y,vx_p,vy_p,vz_p,vx_i,vy_i,vz_i,vx_d,vy_d,vz_d,vx_cmd,vy_cmd,vz_cmd,yaw_rate_cmd
1779480485.642334,0.0000,circle,3.0021,0.0378,4.0007,0.0178,0.0193,-0.0002,-1.5712,0.0004,3.0021,0.0378,2.9911,-1.9140,5.0001,0.0131,0.0162,0.0001,-1.5729,0.0008,1.0021,0.0387,5.0007,-1.9890,1.9526,0.0006,2.7873,0.0006,0.0017,1.9518,0.9994,-0.0000,-0.0008,-0.9945,0.9763,0.0003,-0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,-0.9945,0.9755,0.0003,0.0013
1779480485.728208,0.0930,circle,3.0021,0.0378,4.0007,0.0178,0.0193,-0.0002,-1.5712,0.0004,3.0021,0.0258,2.9911,-1.9140,5.0001,0.0131,0.0162,0.0001,-1.5729,0.0007,1.0021,0.0387,5.0007,-1.9890,1.9526,0.0006,2.7873,0.0006,0.0017,1.9518,0.9994,-0.0000,-0.0008,-0.9945,0.9763,0.0003,-0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,-0.9945,0.9755,0.0003,0.0013
1779480485.738078,0.0930,circle,3.0021,0.0381,4.0005,0.0175,0.0194,-0.0003,-1.5712,0.0007,3.0027,-0.0222,2.9910,-1.9141,5.0001,0.0119,0.0170,-0.0003,-1.5729,0.0009,1.0021,0.0390,5.0005,-1.9889,1.9531,0.0004,2.7875,0.0004,0.0017,1.9522,0.9996,-0.0000,-0.0014,-0.9945,0.9765,0.0002,-0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,-0.9945,0.9751,0.0002,0.0013
1779480485.795635,0.1560,circle,3.0021,0.0381,4.0005,0.0175,0.0194,-0.0003,-1.5712,0.0007,3.0033,-0.0462,2.9909,-1.9141,5.0000,0.0083,0.0204,-0.0002,-1.5729,0.0010,1.0021,0.0390,5.0005,-1.9888,1.9531,0.0004,2.7874,0.0004,0.0017,1.9522,0.9996,-0.0000,-0.0014,-0.9944,0.9765,0.0002,-0.0000,0.0000,0.0000,0.0000,-0.0000,-0.0000,-0.9944,0.9751,0.0002,0.0013
1779480485.844227,0.2030,circle,3.0021,0.0381,4.0005,0.0175,0.0194,-0.0003,-1.5712,0.0007,3.0040,-0.0701,2.9903,-1.9136,4.9999,-0.0044,0.0327,-0.0004,-1.5733,0.0013,1.0021,0.0390,5.0005,-1.9882,1.9525,0.0005,2.7866,0.0005,0.0020,1.9517,0.9995,-0.0000,-0.0014,-0.9941,0.9763,0.0003,-0.0000,0.0000,0.0000,0.0000,-0.0000,0.0000,-0.9941,0.9749,0.0003,0.0015
1779480485.891886,0.2500,circle,3.0021,0.0381,4.0005,0.0175,0.0194,-0.0003,-1.5712,0.0007,3.0055,-0.1061,2.9886,-1.9118,4.9998,-0.0287,0.0566,-0.0008,-1.5741,0.0018,1.0021,0.0390,5.0005,-1.9865,1.9508,0.0006,2.7842,0.0006,0.0028,1.9499,0.9994,-0.0000,-0.0014,-0.9932,0.9754,0.0003,-0.0000,0.0000,0.0000,0.0000,-0.0000,0.0000,-0.9932,0.9740,0.0003,0.0022
1779480485.948004,0.3120,circle,3.0014,0.0364,3.9999,0.0128,-0.0009,-0.0003,-1.5641,0.0859,3.0075,-0.1421,2.9874,-1.9111,4.9998,-0.0400,0.0674,-0.0009,-1.5750,0.0020,1.0014,0.0231,4.9999,-1.9859,1.9341,0.0002,2.7721,0.0002,0.0109,1.9476,0.9998,0.0011,-0.1719,-0.9930,0.9671,0.0001,-0.0000,0.0000,0.0000,0.0000,-0.0000,0.0000,-0.9918,0.7952,0.0001,0.0171
1779480485.986631,0.3430,circle,3.0014,0.0364,3.9999,0.0128,-0.0009,-0.0003,-1.5641,0.0859,3.0090,-0.1660,2.9826,-1.9068,4.9996,-0.0831,0.1095,-0.0018,-1.5769,0.0024,1.0014,0.0231,4.9999,-1.9812,1.9299,0.0003,2.7658,0.0003,0.0128,1.9434,0.9997,0.0011,-0.1719,-0.9906,0.9649,0.0002,-0.0000,0.0000,0.0000,0.0000,-0.0000,0.0000,-0.9894,0.7931,0.0002,0.0186
1779480486.045255,0.4060,circle,3.0014,0.0364,3.9999,0.0128,-0.0009,-0.0003,-1.5641,0.0859,3.0117,-0.2019,2.9780,-1.9022,4.9995,-0.1199,0.1455,-0.0024,-1.5784,0.0037,1.0014,0.0231,4.9999,-1.9766,1.9253,0.0004,2.7593,0.0004,0.0142,1.9388,0.9996,0.0011,-0.1719,-0.9883,0.9626,0.0002,-0.0000,0.0000,0.0000,0.0000,-0.0000,0.0000,-0.9871,0.7908,0.0002,0.0196
1779480486.089576,0.4530,circle,3.0014,0.0364,3.9999,0.0128,-0.0009,-0.0003,-1.5641,0.0859,3.0137,-0.2258,2.9637,-1.8881,4.9992,-0.2144,0.2324,-0.0033,-1.5797,0.0077,1.0014,0.0231,4.9999,-1.9622,1.9111,0.0008,2.7391,0.0008,0.0156,1.9249,0.9992,0.0011,-0.1719,-0.9811,0.9556,0.0004,-0.0000,0.0000,0.0000,0.0000,-0.0000,0.0000,-0.9800,0.7837,0.0004,0.0203
1779480486.136924,0.5000,circle,3.0014,0.0364,3.9999,0.0128,-0.0009,-0.0003,-1.5641,0.0859,3.0159,-0.2497,2.9585,-1.8836,4.9991,-0.2419,0.2557,-0.0034,-1.5797,0.0112,1.0014,0.0231,4.9999,-1.9571,1.9067,0.0009,2.7323,0.0009,0.0156,1.9205,0.9991,0.0011,-0.1719,-0.9785,0.9533,0.0004,-0.0000,0.0000,0.0000,0.0000,-0.0000,0.0000,-0.9774,0.7815,0.0004,0.0199
1779480486.190725,0.5470,circle,3.0014,0.0364,3.9999,0.0128,-0.0009,-0.0003,-1.5172,0.2592,3.0196,-0.2855,2.9401,-1.8670,4.9988,-0.3272,0.3256,-0.0025,-1.5789,0.0150,1.0042,-0.0706,4.9999,-1.9359,1.7964,0.0011,2.6410,0.0011,0.0616,1.9045,0.9989,0.0277,-0.5176,-0.9679,0.8982,0.0006,-0.0000,0.0000,0.0000,0.0000,-0.0000,0.0000,-0.9402,0.3806,0.0006,0.0737
1779480486.244441,0.6090,circle,2.9998,0.0229,3.9993,0.0102,-0.0767,0.0002,-1.5172,0.2592,3.0223,-0.3094,2.9171,-1.8460,4.9987,-0.4113,0.3915,-0.0008,-1.5765,0.0204,1.0026,-0.0842,4.9993,-1.9145,1.7619,0.0006,2.6018,0.0006,0.0593,1.8708,0.9994,0.0277,-0.5176,-0.9572,0.8809,0.0003,-0.0000,0.0000,0.0000,0.0000,-0.0000,0.0000,-0.9295,0.3634,0.0003,0.0713
1779480486.286560,0.6400,circle,2.9998,0.0229,3.9993,0.0102,-0.0767,0.0002,-1.5172,0.2592,3.0266,-0.3451,2.9082,-1.8382,4.9987,-0.4381,0.4119,-0.0002,-1.5741,0.0257,1.0026,-0.0842,4.9993,-1.9056,1.7541,0.0006,2.5900,0.0006,0.0569,1.8634,0.9994,0.0277,-0.5176,-0.9528,0.8770,0.0003,-0.0000,0.0000,0.0000,0.0000,-0.0000,0.0000,-0.9250,0.3595,0.0003,0.0689
1779480486.346840,0.7030,circle,2.9998,0.0229,3.9993,0.0102,-0.0767,0.0002,-1.5172,0.2592,3.0314,-0.3808,2.8786,-1.8131,4.9987,-0.5136,0.4650,0.0019,-1.5710,0.0347,1.0026,-0.0842,4.9993,-1.8760,1.7289,0.0006,2.5512,0.0006,0.0537,1.8400,0.9994,0.0277,-0.5176,-0.9380,0.8645,0.0003,-0.0000,0.0000,0.0000,0.0000,-0.0000,-0.0000,-0.9103,0.3469,0.0003,0.0654
1779480486.395511,0.7500,circle,2.9998,0.0229,3.9993,0.0102,-0.0767,0.0002,-1.5172,0.2592,3.0349,-0.4045,2.8786,-1.8131,4.9987,-0.5136,0.4650,0.0019,-1.5691,0.0402,1.0026,-0.0842,4.9993,-1.8760,1.7289,0.0006,2.5512,0.0006,0.0519,1.8400,0.9994,0.0277,-0.5176,-0.9380,0.8645,0.0003,-0.0000,0.0000,0.0000,0.0000,-0.0000,-0.0000,-0.9103,0.3469,0.0003,0.0634
1779480486.446775,0.8120,circle,2.9998,0.0229,3.9993,0.0102,-0.0767,0.0002,-1.5172,0.2592,3.0404,-0.4401,2.8786,-1.8131,4.9987,-0.5136,0.4650,0.0019,-1.5691,0.0402,1.0026,-0.0842,4.9993,-1.8760,1.7289,0.0006,2.5512,0.0006,0.0519,1.8400,0.9994,0.0277,-0.5176,-0.9380,0.8645,0.0003,-0.0000,0.0000,0.0000,0.0000,-0.0000,-0.0000,-0.9103,0.3469,0.0003,0.0634
1779480486.485797,0.8430,circle,2.9998,0.0229,3.9993,0.0102,-0.0767,0.0002,-1.5172,0.2592,3.0443,-0.4638,2.8786,-1.8131,4.9987,-0.5136,0.4650,0.0019,-1.5691,0.0402,1.0026,-0.0842,4.9993,-1.8760,1.7289,0.0006,2.5512,0.0006,0.0519,1.8400,0.9994,0.0277,-0.5176,-0.9380,0.8645,0.0003,-0.0000,0.0000,0.0000,0.0000,-0.0000,-0.0000,-0.9103,0.3469,0.0003,0.0634
1779480486.547509,0.9060,circle,2.9998,0.0229,3.9993,0.0102,-0.0767,0.0002,-1.4479,0.2713,3.0506,-0.4993,2.8566,-1.7948,4.9988,-0.5593,0.4923,0.0030,-1.5671,0.0458,1.0149,-0.2224,4.9993,-1.8417,1.5724,0.0005,2.4217,0.0005,0.1192,1.8233,0.9995,0.0665,-0.5385,-0.9209,0.7862,0.0003,-0.0000,0.0000,0.0000,0.0000,-0.0000,-0.0000,-0.8543,0.2477,0.0003,0.1179
1779480486.592169,0.9530,circle,2.9987,-0.0124,3.9987,0.0155,-0.1784,0.0010,-1.4479,0.2713,3.0550,-0.5229,2.8077,-1.7554,4.9991,-0.6384,0.5240,0.0046,-1.5579,0.0678,1.0138,-0.2576,4.9987,-1.7939,1.4978,-0.0004,2.3369,0.0004,0.1100,1.7535,1.0004,0.0665,-0.5385,-0.8969,0.7489,-0.0002,-0.0000,0.0000,0.0000,0.0000,-0.0000,-0.0000,-0.8304,0.2103,-0.0002,0.1084
1779480486.640316,1.0000,circle,2.9987,-0.0124,3.9987,0.0155,-0.1784,0.0010,-1.4479,0.2713,3.0619,-0.5582,2.7533,-1.7154,4.9994,-0.6985,0.5249,0.0051,-1.5462,0.0885,1.0138,-0.2576,4.9987,-1.7395,1.4577,-0.0007,2.2696,0.0007,0.0983,1.7206,1.0007,0.0665,-0.5385,-0.8698,0.7289,-0.0003,-0.0000,0.0000,0.0000,0.0000,-0.0000,-0.0000,-0.8032,0.1903,-0.0003,0.0969
1779480486.690776,1.0470,circle,2.9987,-0.0124,3.9987,0.0155,-0.1784,0.0010,-1.4479,0.2713,3.0668,-0.5817,2.6652,-1.6571,4.9999,-0.7564,0.4943,0.0042,-1.5358,0.0966,1.0138,-0.2576,4.9987,-1.6514,1.3995,-0.0012,2.1647,0.0012,0.0879,1.6783,1.0012,0.0665,-0.5385,-0.8257,0.6998,-0.0006,-0.0000,0.0000,0.0000,0.0000,-0.0000,-0.0000,-0.7592,0.1612,-0.0006,0.0878
1779480486.744331,1.1090,circle,3.0004,-0.0732,3.9984,0.0299,-0.2945,0.0019,-1.3814,0.2420,3.0744,-0.6169,2.6346,-1.6387,5.0000,-0.7695,0.4811,0.0037,-1.5317,0.0979,1.0361,-0.4498,4.9984,-1.5984,1.1889,-0.0016,1.9921,0.0016,0.1503,1.6076,1.0016,0.0912,-0.4754,-0.7992,0.5944,-0.0008,-0.0000,0.0000,0.0000,0.0000,-0.0000,-0.0000,-0.7081,0.1190,-0.0008,0.1347
1779480486.785675,1.1400,circle,3.0004,-0.0732,3.9984,0.0299,-0.2945,0.0019,-1.3814,0.2420,3.0797,-0.6403,2.5877,-1.6120,5.0002,-0.7828,0.4577,0.0029,-1.5253,0.1015,1.0361,-0.4498,4.9984,-1.5516,1.1622,-0.0018,1.9386,0.0018,0.1439,1.5932,1.0018,0.0912,-0.4754,-0.7758,0.5811,-0.0009,-0.0000,0.0000,0.0000,0.0000,-0.0000,-0.0000,-0.6847,0.1057,-0.0009,0.1292
1779480486.848161,1.2030,circle,3.0004,-0.0732,3.9984,0.0299,-0.2945,0.0019,-1.3814,0.2420,3.0852,-0.6636,2.5713,-1.6032,5.0002,-0.7852,0.4482,0.0026,-1.5207,0.1073,1.0361,-0.4498,4.9984,-1.5352,1.1534,-0.0018,1.9202,0.0018,0.1394,1.5890,1.0018,0.0912,-0.4754,-0.7676,0.5767,-0.0009,-0.0000,0.0000,0.0000,0.0000,-0.0000,-0.0000,-0.6764,0.1013,-0.0009,0.1250
1779480486.896564,1.2650,circle,3.0004,-0.0732,3.9984,0.0299,-0.2945,0.0019,-1.3814,0.2420,3.0939,-0.6986,2.5240,-1.5787,5.0004,-0.7853,0.4174,0.0019,-1.5161,0.1153,1.0361,-0.4498,4.9984,-1.4879,1.1288,-0.0020,1.8676,0.0020,0.1347,1.5790,1.0020,0.0912,-0.4754,-0.7439,0.5644,-0.0010,-0.0000,0.0000,0.0000,0.0000,-0.0000,0.0000,-0.6528,0.0890,-0.0010,0.1204
1779480486.934204,1.2970,circle,3.0004,-0.0732,3.9984,0.0299,-0.2945,0.0019,-1.3814,0.2420,3.0999,-0.7218,2.4771,-1.5557,5.0005,-0.7768,0.3832,0.0011,-1.5086,0.1274,1.0361,-0.4498,4.9984,-1.4409,1.1059,-0.0021,1.8164,0.0021,0.1272,1.5722,1.0021,0.0912,-0.4754,-0.7205,0.5530,-0.0010,-0.0000,0.0000,-0.0000,0.0000,-0.0000,0.0000,-0.6293,0.0775,-0.0010,0.1133
1779480486.989739,1.3430,circle,3.0004,-0.0732,3.9984,0.0299,-0.2945,0.0019,-1.3301,0.1781,3.1092,-0.7566,2.4459,-1.5420,5.0005,-0.7679,0.3596,0.0006,-1.5033,0.1340,1.0580,-0.5500,4.9984,-1.3879,0.9919,-0.0021,1.7059,0.0021,0.1732,1.5699,1.0021,0.0849,-0.3459,-0.6940,0.4960,-0.0011,-0.0000,0.0000,-0.0000,0.0000,-0.0000,0.0000,-0.6090,0.1501,-0.0011,0.1430
1779480487.047240,1.4060,circle,3.0055,-0.1606,3.9985,0.0492,-0.3938,0.0024,-1.3301,0.1781,3.1189,-0.7912,2.4306,-1.5352,5.0005,-0.7626,0.3479,0.0004,-1.4978,0.1388,1.0631,-0.6374,4.9985,-1.3674,0.8978,-0.0020,1.6358,0.0020,0.1677,1.4900,1.0020,0.0849,-0.3459,-0.6837,0.4489,-0.0010,-0.0000,0.0000,-0.0000,0.0000,-0.0000,0.0000,-0.5988,0.1030,-0.0010,0.1381
1779480487.091569,1.4530,circle,3.0055,-0.1606,3.9985,0.0492,-0.3938,0.0024,-1.3301,0.1781,3.1257,-0.8143,2.4001,-1.5229,5.0006,-0.7511,0.3247,0.0001,-1.4950,0.1403,1.0631,-0.6374,4.9985,-1.3369,0.8855,-0.0020,1.6036,0.0020,0.1649,1.4908,1.0020,0.0849,-0.3459,-0.6685,0.4428,-0.0010,-0.0000,0.0000,-0.0000,0.0000,-0.0000,0.0000,-0.5836,0.0969,-0.0010,0.1357
1779480487.140390,1.5000,circle,3.0055,-0.1606,3.9985,0.0492,-0.3938,0.0024,-1.3301,0.1781,3.1326,-0.8373,2.3408,-1.5000,5.0006,-0.7254,0.2840,-0.0005,-1.4804,0.1478,1.0631,-0.6374,4.9985,-1.2777,0.8626,-0.0020,1.5416,0.0020,0.1503,1.4953,1.0020,0.0849,-0.3459,-0.6388,0.4313,-0.0010,-0.0000,0.0000,-0.0000,0.0000,-0.0000,0.0000,-0.5539,0.0854,-0.0010,0.1233
1779480487.190984,1.5470,circle,3.0055,-0.1606,3.9985,0.0492,-0.3938,0.0024,-1.3301,0.1781,3.1433,-0.8716,2.2833,-1.4799,5.0005,-0.6986,0.2508,-0.0008,-1.4713,0.1511,1.0631,-0.6374,4.9985,-1.2202,0.8425,-0.0020,1.4828,0.0020,0.1412,1.5040,1.0020,0.0849,-0.3459,-0.6101,0.4213,-0.0010,-0.0000,0.0000,-0.0000,0.0000,-0.0000,0.0000,-0.5252,0.0754,-0.0010,0.1157
1779480487.244896,1.6090,circle,3.0161,-0.2709,3.9991,0.0734,-0.4725,0.0024,-1.2857,0.1844,3.1544,-0.9059,2.2553,-1.4709,5.0005,-0.6851,0.2364,-0.0010,-1.4652,0.1512,1.0968,-0.8335,4.9991,-1.1585,0.6374,-0.0014,1.3223,0.0014,0.1795,1.4208,1.0014,0.1037,-0.3538,-0.5792,0.3187,-0.0007,-0.0000,0.0000,-0.0000,0.0000,-0.0000,0.0000,-0.4755,-0.0351,-0.0007,0.1470
1779480487.286582,1.6400,circle,3.0161,-0.2709,3.9991,0.0734,-0.4725,0.0024,-1.2857,0.1844,3.1620,-0.9286,2.2416,-1.4664,5.0005,-0.6782,0.2297,-0.0011,-1.4592,0.1493,1.0968,-0.8335,4.9991,-1.1448,0.6329,-0.0014,1.3081,0.0014,0.1735,1.4244,1.0014,0.1037,-0.3538,-0.5724,0.3165,-0.0007,-0.0000,0.0000,-0.0000,0.0000,-0.0000,0.0000,-0.4687,-0.0374,-0.0007,0.1423
1779480487.347203,1.7030,circle,3.0161,-0.2709,3.9991,0.0734,-0.4725,0.0024,-1.2857,0.1844,3.1738,-0.9626,2.1748,-1.4461,5.0004,-0.6422,0.1961,-0.0014,-1.4476,0.1463,1.0968,-0.8335,4.9991,-1.0780,0.6126,-0.0013,1.2399,0.0013,0.1619,1.4452,1.0013,0.1037,-0.3538,-0.5390,0.3063,-0.0006,-0.0000,0.0000,-0.0000,0.0000,-0.0000,0.0000,-0.4353,-0.0475,-0.0006,0.1333
1779480487.394402,1.7500,circle,3.0161,-0.2709,3.9991,0.0734,-0.4725,0.0024,-1.2857,0.1844,3.1819,-0.9852,2.1488,-1.4390,5.0004,-0.6272,0.1809,-0.0015,-1.4418,0.1458,1.0968,-0.8335,4.9991,-1.0520,0.6056,-0.0013,1.2138,0.0013,0.1561,1.4549,1.0013,0.1037,-0.3538,-0.5260,0.3028,-0.0006,-0.0000,0.0000,-0.0000,0.0000,-0.0000,0.0000,-0.4223,-0.0510,-0.0006,0.1288
