timestamp_unix,t,wp_idx,wp_phase,lx,ly,lz,lvx,lvy,lvz,l_yaw,l_yawrate,lx_sp,ly_sp,lz_sp,sx,sy,sz,svx,svy,svz,s_yaw,s_yawrate,xd,yd,zd,ex,ey,ez,err_xy,err_z,e_yaw,dist_xy,dist_z,ff_x,ff_y,vx_p,vy_p,vz_p,vx_i,vy_i,vz_i,vx_d,vy_d,vz_d,vx_cmd,vy_cmd,vz_cmd,yaw_rate_cmd
1779480148.425211,0.0000,0,transit,0.0135,0.0125,4.0000,-0.0131,-0.0143,0.0001,-1.5707,-0.0007,0.0000,0.0000,0.0000,-1.9352,0.3086,2.4577,-0.0158,-0.0184,0.0006,-1.6039,-0.0010,0.0133,2.0125,5.0000,1.9485,1.7040,2.5422,2.5885,2.5422,0.0333,1.9711,1.5422,0.0014,0.0000,0.9742,0.8520,1.2711,0.0000,0.0000,0.0000,0.0006,0.0008,-0.0001,0.9762,0.8528,1.0000,0.0266
1779480148.508756,0.0940,0,transit,0.0137,0.0126,4.0000,-0.0139,-0.0136,-0.0003,-1.5706,-0.0001,0.0131,0.0194,3.9990,-1.9351,0.3087,2.4577,-0.0154,-0.0180,0.0018,-1.6039,0.0011,0.0132,2.0126,5.0000,1.9483,1.7040,2.5424,2.5883,2.5424,0.0334,1.9712,1.5424,0.0002,0.0000,0.9742,0.8520,1.2712,0.0000,0.0000,0.0000,0.0003,0.0009,-0.0004,0.9746,0.8529,1.0000,0.0266
1779480148.515311,0.0940,0,transit,0.0137,0.0126,4.0000,-0.0139,-0.0136,-0.0003,-1.5706,-0.0001,0.0131,0.0194,3.9990,-1.9352,0.3086,2.4577,-0.0147,-0.0174,0.0039,-1.6039,0.0011,0.0132,2.0126,5.0000,1.9484,1.7040,2.5423,2.5884,2.5423,0.0334,1.9712,1.5423,0.0002,0.0000,0.9742,0.8520,1.2712,0.0000,0.0000,0.0000,0.0002,0.0008,-0.0008,0.9745,0.8528,1.0000,0.0266
1779480148.571940,0.1570,0,transit,0.0137,0.0126,4.0000,-0.0139,-0.0136,-0.0003,-1.5706,-0.0001,0.0131,0.0194,3.9990,-1.9349,0.3089,2.4581,-0.0082,-0.0117,0.0185,-1.6034,0.0077,0.0132,2.0126,5.0000,1.9481,1.7037,2.5419,2.5880,2.5419,0.0329,1.9710,1.5419,0.0002,0.0000,0.9740,0.8519,1.2709,0.0000,0.0000,0.0000,-0.0012,-0.0004,-0.0038,0.9730,0.8515,1.0000,0.0255
1779480148.620312,0.2040,0,transit,0.0137,0.0126,4.0000,-0.0139,-0.0136,-0.0003,-1.5706,-0.0001,0.0131,0.0194,3.9990,-1.9345,0.3092,2.4591,0.0016,-0.0032,0.0361,-1.6027,0.0134,0.0132,2.0126,5.0000,1.9477,1.7034,2.5409,2.5875,2.5409,0.0321,1.9706,1.5409,0.0002,0.0000,0.9738,0.8517,1.2705,0.0000,0.0000,0.0000,-0.0031,-0.0021,-0.0073,0.9709,0.8496,1.0000,0.0243
1779480148.666752,0.2500,0,transit,0.0137,0.0126,4.0000,-0.0139,-0.0136,-0.0003,-1.5706,-0.0001,0.0131,0.0194,3.9990,-1.9341,0.3095,2.4599,0.0086,0.0030,0.0474,-1.6021,0.0163,0.0132,2.0126,5.0000,1.9473,1.7031,2.5401,2.5870,2.5401,0.0316,1.9703,1.5401,0.0002,0.0000,0.9736,0.8515,1.2701,0.0000,0.0000,0.0000,-0.0045,-0.0033,-0.0095,0.9693,0.8482,1.0000,0.0236
1779480148.718311,0.2970,0,transit,0.0137,0.0126,4.0000,-0.0139,-0.0136,-0.0003,-1.5705,-0.0009,0.0131,0.0194,3.9990,-1.9301,0.3129,2.4661,0.0538,0.0425,0.1070,-1.5987,0.0271,0.0131,2.0126,5.0000,1.9432,1.6998,2.5339,2.5817,2.5339,0.0282,1.9668,1.5339,0.0017,0.0000,0.9716,0.8499,1.2670,0.0000,0.0000,0.0000,-0.0135,-0.0112,-0.0214,0.9598,0.8387,1.0000,0.0197
1779480148.773915,0.3600,0,transit,0.0141,0.0136,3.9998,-0.0103,-0.0076,-0.0016,-1.5705,-0.0009,0.0131,0.0194,3.9990,-1.9238,0.3181,2.4743,0.1071,0.0890,0.1593,-1.5948,0.0329,0.0136,2.0136,4.9998,1.9374,1.6954,2.5255,2.5745,2.5255,0.0243,1.9618,1.5255,0.0017,0.0000,0.9687,0.8477,1.2628,0.0000,0.0000,0.0000,-0.0235,-0.0193,-0.0322,0.9469,0.8284,1.0000,0.0161
1779480148.816406,0.3910,0,transit,0.0141,0.0136,3.9998,-0.0103,-0.0076,-0.0016,-1.5705,-0.0009,0.0131,0.0194,3.9990,-1.9179,0.3232,2.4816,0.1518,0.1281,0.1963,-1.5918,0.0350,0.0136,2.0136,4.9998,1.9315,1.6904,2.5182,2.5668,2.5182,0.0213,1.9567,1.5182,0.0017,0.0000,0.9657,0.8452,1.2591,0.0000,0.0000,0.0000,-0.0324,-0.0271,-0.0396,0.9350,0.8181,1.0000,0.0134
1779480148.877713,0.4540,0,transit,0.0141,0.0136,3.9998,-0.0103,-0.0076,-0.0016,-1.5705,-0.0009,0.0131,0.0194,3.9990,-1.9051,0.3340,2.4954,0.2316,0.1979,0.2549,-1.5875,0.0354,0.0136,2.0136,4.9998,1.9187,1.6796,2.5044,2.5500,2.5044,0.0170,1.9458,1.5044,0.0017,0.0000,0.9593,0.8398,1.2522,0.0000,0.0000,0.0000,-0.0484,-0.0411,-0.0513,0.9127,0.7987,1.0000,0.0099
