timestamp_unix,t,phase,event,lx,ly,lz,l_yaw,sx,sy,sz,s_yaw
1780342335.715275,0.0000,init,,0.0000,0.0000,-0.0353,0.0150,0.0000,0.0000,0.0000,0.0000
1780342335.822425,0.1090,init,,0.0000,0.0000,-0.0353,0.0150,0.0000,0.9428,0.0000,0.0046
1780342335.949863,0.2340,init,,0.0000,0.0000,-0.0353,0.0150,0.0000,0.9428,-0.0350,0.0046
1780342336.061162,0.3440,init,,0.0000,0.0000,-0.0353,0.0150,0.0000,0.9428,-0.0350,0.0046
1780342336.189732,0.4690,init,,0.0000,0.0000,-0.0353,0.0150,0.0000,0.9428,-0.0350,0.0046
1780342336.299459,0.5780,init,,0.0000,0.0000,-0.0353,0.0150,0.0000,0.9428,-0.0350,0.0046
1780342336.400697,0.6880,init,,0.0000,0.0000,-0.0353,0.0150,0.0000,0.9428,-0.0350,0.0047
1780342336.510559,0.7970,init,,0.0000,0.0000,-0.0353,0.0150,0.0000,0.9428,-0.0350,0.0047
1780342336.622104,0.9060,init,,0.0000,0.0000,-0.0353,0.0150,0.0000,0.9428,-0.0350,0.0047
1780342336.726530,1.0000,takeoff_L,,0.0000,0.0000,-0.0353,0.0150,0.0000,0.9428,-0.0350,0.0047
1780342336.838498,1.1250,takeoff_L,,0.0000,0.0000,-0.0353,0.0150,0.0000,0.9428,-0.0350,0.0047
1780342336.942218,1.2190,takeoff_L,,0.0000,0.0000,-0.0353,0.0150,0.0000,0.9428,-0.0350,0.0047
1780342337.048827,1.3280,takeoff_L,,0.0000,0.0000,-0.0353,0.0150,0.0000,0.9428,-0.0350,0.0048
1780342337.155344,1.4380,takeoff_L,,0.0000,0.0000,-0.0353,0.0150,0.0000,0.9428,-0.0350,0.0048
1780342337.266446,1.5470,takeoff_L,,0.0000,0.0000,-0.0353,0.0150,0.0000,0.9428,-0.0350,0.0048
1780342337.370164,1.6560,takeoff_L,,0.0000,0.0000,-0.0353,0.0150,0.0000,0.9428,-0.0351,0.0048
1780342337.483054,1.7660,takeoff_L,,0.0000,0.0000,-0.0353,0.0149,0.0000,0.9428,-0.0351,0.0048
1780342337.614197,1.8910,takeoff_L,,0.0000,0.0000,-0.0353,0.0149,0.0000,0.9428,-0.0351,0.0048
1780342337.716495,2.0000,takeoff_L,,0.0000,0.0000,-0.0353,0.0149,0.0000,0.9428,-0.0351,0.0048
1780342337.821867,2.1090,takeoff_L,,0.0000,0.0000,-0.0353,0.0149,0.0000,0.9428,-0.0351,0.0048
1780342337.936063,2.2190,takeoff_L,,0.0000,0.0000,-0.0353,0.0149,0.0000,0.9428,-0.0351,0.0048
1780342338.040003,2.3280,takeoff_L,,0.0000,0.0000,-0.0353,0.0149,0.0000,0.9428,-0.0351,0.0048
1780342338.149903,2.4380,takeoff_L,,0.0000,0.0000,-0.0353,0.0149,0.0000,0.9428,-0.0350,0.0049
1780342338.263616,2.5470,takeoff_L,,0.0000,0.0000,-0.0353,0.0149,0.0000,0.9428,-0.0350,0.0049
1780342338.380280,2.6560,takeoff_L,,0.0000,0.0000,-0.0353,0.0149,0.0000,0.9428,-0.0350,0.0049
1780342338.484247,2.7660,takeoff_L,,0.0000,0.0000,-0.0353,0.0149,0.0000,0.9428,-0.0350,0.0049
1780342338.597733,2.8750,takeoff_L,,0.0000,0.0000,-0.0353,0.0149,0.0000,0.9428,-0.0350,0.0049
1780342338.713463,3.0000,takeoff_L,,0.0000,0.0000,-0.0353,0.0149,0.0000,0.9428,-0.0350,0.0049
1780342338.832098,3.1090,takeoff_L,,0.0000,0.0000,-0.0353,0.0149,0.0000,0.9428,-0.0351,0.0050
1780342338.933366,3.2190,takeoff_L,,0.0000,0.0000,-0.0353,0.0149,0.0000,0.9428,-0.0351,0.0050
1780342339.048655,3.3280,takeoff_L,,0.0000,0.0000,-0.0353,0.0149,0.0000,0.9428,-0.0351,0.0050
1780342339.164587,3.4530,takeoff_L,,0.0000,0.0000,-0.0353,0.0149,0.0000,0.9428,-0.0351,0.0050
1780342339.282233,3.5630,takeoff_L,,0.0000,0.0000,-0.0352,0.0149,0.0000,0.9428,-0.0351,0.0050
1780342339.386165,3.6720,takeoff_L,,0.0000,0.0000,-0.0352,0.0149,0.0000,0.9428,-0.0351,0.0050
1780342339.502826,3.7810,takeoff_L,,0.0000,0.0000,-0.0352,0.0149,0.0000,0.9428,-0.0351,0.0050
