t,x,y,z,vx,vy,vz,yaw,yaw_rate,x_sp,y_sp,z_sp,ex_L,ey_L
0.00000,-2.973423,-0.400366,5.958051,-0.022380,-0.016601,-0.000859,-1.589824,-0.000741,-2.973423,-0.400366,5.958051,0.000000,0.000000
0.02000,-2.973423,-0.400366,5.958051,-0.022380,-0.016601,-0.000859,-1.589824,-0.000741,-2.973295,-0.432365,5.958051,0.000000,-0.032000
0.04000,-2.973423,-0.400366,5.958051,-0.022380,-0.016601,-0.000859,-1.589824,-0.000741,-2.972911,-0.464363,5.958051,0.000000,-0.064000
0.06000,-2.973423,-0.400366,5.958051,-0.022380,-0.016601,-0.000859,-1.589824,-0.000741,-2.972272,-0.496356,5.958051,0.000000,-0.096000
0.08000,-2.973423,-0.400366,5.958051,-0.022380,-0.016601,-0.000859,-1.589824,-0.000741,-2.971376,-0.528344,5.958051,0.000000,-0.128000
0.10000,-2.973423,-0.400366,5.958051,-0.022380,-0.016601,-0.000859,-1.589824,-0.000741,-2.970224,-0.560323,5.958051,0.000000,-0.160000
0.12000,-2.973423,-0.400366,5.958051,-0.022380,-0.016601,-0.000859,-1.589824,-0.000741,-2.968816,-0.592292,5.958051,0.000000,-0.192000
0.14000,-2.973423,-0.400366,5.958051,-0.022380,-0.016601,-0.000859,-1.589824,-0.000741,-2.967153,-0.624248,5.958051,0.000000,-0.224000
0.16000,-2.973423,-0.400366,5.958051,-0.022380,-0.016601,-0.000859,-1.589824,-0.000741,-2.965234,-0.656191,5.958051,0.000000,-0.256000
0.18000,-2.973423,-0.400366,5.958051,-0.022380,-0.016601,-0.000859,-1.581393,0.126079,-2.963060,-0.688117,5.958051,0.000000,-0.288000
0.20000,-2.973423,-0.400366,5.958051,-0.022380,-0.016601,-0.000859,-1.581393,0.126079,-2.960630,-0.720024,5.958051,0.000000,-0.320000
0.22000,-2.973597,-0.400935,5.957983,-0.018803,-0.029167,-0.000668,-1.581393,0.126079,-2.957945,-0.751911,5.958051,0.000173,-0.351431
0.24000,-2.973597,-0.400935,5.957983,-0.018803,-0.029167,-0.000668,-1.581393,0.126079,-2.955006,-0.783776,5.958051,0.000173,-0.383431
0.26000,-2.973597,-0.400935,5.957983,-0.018803,-0.029167,-0.000668,-1.581393,0.126079,-2.951811,-0.815616,5.958051,0.000173,-0.415431
0.28000,-2.973597,-0.400935,5.957983,-0.018803,-0.029167,-0.000668,-1.581393,0.126079,-2.948362,-0.847430,5.958051,0.000173,-0.447431
0.30000,-2.973597,-0.400935,5.957983,-0.018803,-0.029167,-0.000668,-1.581393,0.126079,-2.944658,-0.879214,5.958051,0.000173,-0.479431
0.32000,-2.973597,-0.400935,5.957983,-0.018803,-0.029167,-0.000668,-1.581393,0.126079,-2.940700,-0.910969,5.958051,0.000173,-0.511431
0.34000,-2.973597,-0.400935,5.957983,-0.018803,-0.029167,-0.000668,-1.581393,0.126079,-2.936488,-0.942690,5.958051,0.000173,-0.543431
0.36000,-2.973597,-0.400935,5.957983,-0.018803,-0.029167,-0.000668,-1.581393,0.126079,-2.932023,-0.974377,5.958051,0.000173,-0.575431
0.38000,-2.973597,-0.400935,5.957983,-0.018803,-0.029167,-0.000668,-1.581393,0.126079,-2.927304,-1.006027,5.958051,0.000173,-0.607431
0.40000,-2.973597,-0.400935,5.957983,-0.018803,-0.029167,-0.000668,-1.581393,0.126079,-2.922333,-1.037638,5.958051,0.000173,-0.639431
0.42000,-2.973597,-0.400935,5.957983,-0.018803,-0.029167,-0.000668,-1.581393,0.126079,-2.917108,-1.069209,5.958051,0.000173,-0.671431
0.44000,-2.973597,-0.400935,5.957983,-0.018803,-0.029167,-0.000668,-1.581393,0.126079,-2.911631,-1.100737,5.958051,0.000173,-0.703431
0.46000,-2.973597,-0.400935,5.957983,-0.018803,-0.029167,-0.000668,-1.498458,0.485975,-2.905902,-1.132220,5.958051,0.000173,-0.735431
0.48000,-2.971471,-0.417791,5.957959,-0.004414,-0.162664,-0.000755,-1.498458,0.485975,-2.899922,-1.163656,5.958051,-0.001915,-0.750567
0.50000,-2.971471,-0.417791,5.957959,-0.004414,-0.162664,-0.000755,-1.498458,0.485975,-2.893690,-1.195043,5.958051,-0.001915,-0.782567
0.52000,-2.971471,-0.417791,5.957959,-0.004414,-0.162664,-0.000755,-1.498458,0.485975,-2.887207,-1.226379,5.958051,-0.001915,-0.814567
0.54000,-2.971471,-0.417791,5.957959,-0.004414,-0.162664,-0.000755,-1.498458,0.485975,-2.880474,-1.257663,5.958051,-0.001915,-0.846567
0.56000,-2.971471,-0.417791,5.957959,-0.004414,-0.162664,-0.000755,-1.498458,0.485975,-2.873490,-1.288891,5.958051,-0.001915,-0.878567
0.58000,-2.971471,-0.417791,5.957959,-0.004414,-0.162664,-0.000755,-1.498458,0.485975,-2.866257,-1.320063,5.958051,-0.001915,-0.910567
0.60000,-2.971471,-0.417791,5.957959,-0.004414,-0.162664,-0.000755,-1.498458,0.485975,-2.858775,-1.351176,5.958051,-0.001915,-0.942567
0.62000,-2.971471,-0.417791,5.957959,-0.004414,-0.162664,-0.000755,-1.498458,0.485975,-2.851045,-1.382228,5.958051,-0.001915,-0.974567
0.64000,-2.971471,-0.417791,5.957959,-0.004414,-0.162664,-0.000755,-1.498458,0.485975,-2.843066,-1.413217,5.958051,-0.001915,-1.006567
0.66000,-2.971471,-0.417791,5.957959,-0.004414,-0.162664,-0.000755,-1.498458,0.485975,-2.834839,-1.444142,5.958051,-0.001915,-1.038567
0.68000,-2.971471,-0.417791,5.957959,-0.004414,-0.162664,-0.000755,-1.498458,0.485975,-2.826366,-1.474999,5.958051,-0.001915,-1.070567
0.70000,-2.971471,-0.417791,5.957959,-0.004414,-0.162664,-0.000755,-1.360592,0.547322,-2.817645,-1.505788,5.958051,-0.001915,-1.102567
