t,x,y,z,vx,vy,vz,yaw,yaw_rate,x_sp,y_sp,z_sp,ex_L,ey_L
0.00000,-4.956732,0.213651,3.999872,0.017710,0.023378,-0.000807,-1.584323,0.000750,-4.956584,0.213616,3.999882,0.000148,-0.000035
0.02000,-4.956732,0.213651,3.999872,0.017710,0.023378,-0.000807,-1.584323,0.000750,-4.956456,0.181616,3.999882,0.000276,-0.032035
0.04000,-4.956774,0.213802,3.999846,0.017448,0.023093,-0.000955,-1.584255,0.003028,-4.956072,0.149619,3.999882,0.000701,-0.064183
0.06000,-4.956731,0.214034,3.999818,0.017013,0.021865,-0.000903,-1.583801,0.015041,-4.955433,0.117625,3.999882,0.001298,-0.096409
0.08000,-4.956731,0.214034,3.999818,0.017013,0.021865,-0.000903,-1.583801,0.015041,-4.954537,0.085638,3.999882,0.002194,-0.128396
0.10000,-4.956788,0.214109,3.999786,0.016338,0.018664,-0.000760,-1.582486,0.039198,-4.953385,0.053659,3.999882,0.003403,-0.160451
0.12000,-4.956788,0.214109,3.999786,0.016338,0.018664,-0.000760,-1.582486,0.039198,-4.951977,0.021690,3.999882,0.004810,-0.192419
0.14000,-4.956622,0.214297,3.999772,0.016060,0.016171,-0.000687,-1.581356,0.055695,-4.950314,-0.010267,3.999882,0.006308,-0.224564
0.16000,-4.956622,0.214297,3.999772,0.016060,0.016171,-0.000687,-1.581356,0.055695,-4.948395,-0.042209,3.999882,0.008226,-0.256506
0.18000,-4.956772,0.214109,3.999763,0.015575,0.012706,-0.000655,-1.577869,0.097284,-4.946221,-0.074135,3.999882,0.010551,-0.288244
0.20000,-4.956769,0.214012,3.999754,0.015224,0.008414,-0.000573,-1.575411,0.121990,-4.943791,-0.106043,3.999882,0.012977,-0.320055
0.22000,-4.957262,0.213027,3.999738,0.014233,-0.003172,-0.000570,-1.572433,0.147972,-4.941106,-0.137930,3.999882,0.016156,-0.350957
0.24000,-4.957220,0.212653,3.999728,0.013939,-0.009996,-0.000590,-1.568937,0.173954,-4.938167,-0.169794,3.999882,0.019053,-0.382448
0.26000,-4.957329,0.211279,3.999707,0.013469,-0.026193,-0.000569,-1.560424,0.224565,-4.934972,-0.201634,3.999882,0.022357,-0.412913
0.28000,-4.957448,0.210272,3.999695,0.013318,-0.035799,-0.000488,-1.555369,0.251563,-4.931523,-0.233448,3.999882,0.025925,-0.443720
0.30000,-4.957448,0.210272,3.999695,0.013318,-0.035799,-0.000488,-1.555369,0.251563,-4.927819,-0.265233,3.999882,0.029629,-0.475505
0.32000,-4.957448,0.210272,3.999695,0.013318,-0.035799,-0.000488,-1.555369,0.251563,-4.923861,-0.296987,3.999882,0.033587,-0.507259
0.34000,-4.957448,0.210272,3.999695,0.013318,-0.035799,-0.000488,-1.555369,0.251563,-4.919649,-0.328709,3.999882,0.037799,-0.538981
0.36000,-4.957448,0.210272,3.999695,0.013318,-0.035799,-0.000488,-1.555369,0.251563,-4.915184,-0.360395,3.999882,0.042264,-0.570667
0.38000,-4.957448,0.210272,3.999695,0.013318,-0.035799,-0.000488,-1.555369,0.251563,-4.910465,-0.392045,3.999882,0.046983,-0.602317
0.40000,-4.957448,0.210272,3.999695,0.013318,-0.035799,-0.000488,-1.555369,0.251563,-4.905494,-0.423657,3.999882,0.051954,-0.633929
0.42000,-4.957448,0.210272,3.999695,0.013318,-0.035799,-0.000488,-1.555369,0.251563,-4.900269,-0.455227,3.999882,0.057179,-0.665499
0.44000,-4.957448,0.210272,3.999695,0.013318,-0.035799,-0.000488,-1.555369,0.251563,-4.894792,-0.486755,3.999882,0.062656,-0.697027
0.46000,-4.957448,0.210272,3.999695,0.013318,-0.035799,-0.000488,-1.555369,0.251563,-4.889063,-0.518238,3.999882,0.068385,-0.728510
0.48000,-4.957448,0.210272,3.999695,0.013318,-0.035799,-0.000488,-1.555369,0.251563,-4.883083,-0.549674,3.999882,0.074365,-0.759946
0.50000,-4.957448,0.210272,3.999695,0.013318,-0.035799,-0.000488,-1.549753,0.279539,-4.876851,-0.581061,3.999882,0.080597,-0.791333
0.52000,-4.957448,0.210272,3.999695,0.013318,-0.035799,-0.000488,-1.549753,0.279539,-4.870368,-0.612398,3.999882,0.087080,-0.822670
0.54000,-4.957424,0.207905,3.999670,0.013466,-0.057685,-0.000564,-1.543578,0.307430,-4.863635,-0.643681,3.999882,0.093789,-0.851586
0.56000,-4.957905,0.202003,3.999622,0.014104,-0.096841,-0.000607,-1.513995,0.399333,-4.856651,-0.674910,3.999882,0.101254,-0.876913
0.58000,-4.957905,0.202003,3.999622,0.014104,-0.096841,-0.000607,-1.513995,0.399333,-4.849418,-0.706082,3.999882,0.108487,-0.908085
0.60000,-4.957905,0.202003,3.999622,0.014104,-0.096841,-0.000607,-1.513995,0.399333,-4.841936,-0.737195,3.999882,0.115969,-0.939198
0.62000,-4.957905,0.202003,3.999622,0.014104,-0.096841,-0.000607,-1.513995,0.399333,-4.834206,-0.768247,3.999882,0.123700,-0.970250
0.64000,-4.958065,0.190653,3.999545,0.016286,-0.153249,-0.000388,-1.488805,0.423842,-4.826227,-0.799236,3.999882,0.131838,-0.989889
0.66000,-4.957892,0.179378,3.999470,0.018478,-0.194095,-0.000141,-1.456093,0.392548,-4.818000,-0.830160,3.999882,0.139892,-1.009538
0.68000,-4.957892,0.179378,3.999470,0.018478,-0.194095,-0.000141,-1.456093,0.392548,-4.809526,-0.861018,3.999882,0.148365,-1.040395
0.70000,-4.957892,0.179378,3.999470,0.018478,-0.194095,-0.000141,-1.456093,0.392548,-4.800806,-0.891807,3.999882,0.157086,-1.071184
0.72000,-4.957892,0.179378,3.999470,0.018478,-0.194095,-0.000141,-1.456093,0.392548,-4.791840,-0.922525,3.999882,0.166052,-1.101902
0.74000,-4.957449,0.150179,3.999373,0.022790,-0.264613,0.000406,-1.422850,0.283958,-4.782628,-0.953170,3.999882,0.174821,-1.103349
0.76000,-4.957449,0.150179,3.999373,0.022790,-0.264613,0.000406,-1.422850,0.283958,-4.773172,-0.983741,3.999882,0.184278,-1.133920
0.78000,-4.956975,0.138938,3.999342,0.024356,-0.284423,0.000490,-1.413126,0.232717,-4.763471,-1.014235,3.999882,0.193504,-1.153173
0.80000,-4.956975,0.138938,3.999342,0.024356,-0.284423,0.000490,-1.408996,0.208341,-4.753526,-1.044650,3.999882,0.203448,-1.183588
0.82000,-4.956751,0.133013,3.999319,0.025183,-0.293995,0.000575,-1.405267,0.187535,-4.743339,-1.074985,3.999882,0.213413,-1.207998
0.84000,-4.956363,0.126976,3.999316,0.026198,-0.303642,0.000631,-1.405267,0.187535,-4.732909,-1.105238,3.999882,0.223454,-1.232213
0.86000,-4.955760,0.114308,3.999295,0.028528,-0.324262,0.000643,-1.398508,0.165190,-4.722237,-1.135406,3.999882,0.233523,-1.249714
0.88000,-4.955760,0.114308,3.999295,0.028528,-0.324262,0.000643,-1.395136,0.167057,-4.711325,-1.165487,3.999882,0.244436,-1.279796
0.90000,-4.955198,0.100793,3.999234,0.031758,-0.348529,0.000409,-1.391495,0.179398,-4.700172,-1.195481,3.999882,0.255026,-1.296274
0.92000,-4.955198,0.100793,3.999234,0.031758,-0.348529,0.000409,-1.391495,0.179398,-4.688779,-1.225384,3.999882,0.266419,-1.326177
0.94000,-4.955198,0.100793,3.999234,0.031758,-0.348529,0.000409,-1.387361,0.202935,-4.677148,-1.255195,3.999882,0.278050,-1.355989
0.96000,-4.953588,0.078525,3.999176,0.039930,-0.395618,-0.000116,-1.376680,0.284834,-4.665279,-1.284913,3.999882,0.288309,-1.363438
