timestamp_unix,t,drone,label,tx,ty,tz,x,y,z,ex,ey,ez,dist_xy,dist_z,speed,in_zone
1780337057.526883,0.0160,follower,SEGUIDOR prepos,-5.0000,0.0000,4.0000,-45.2675,0.9428,2.9580,40.2675,-0.9428,1.0420,40.2785,1.0420,0.0100,0
1780337057.561774,0.0470,follower,SEGUIDOR prepos,-5.0000,0.0000,4.0000,-45.2675,0.9428,2.9580,40.2675,-0.9428,1.0420,40.2785,1.0420,0.0100,0
1780337057.615231,0.0940,follower,SEGUIDOR prepos,-5.0000,0.0000,4.0000,-45.2675,0.9428,2.9580,40.2675,-0.9428,1.0420,40.2785,1.0420,0.0100,0
1780337057.671685,0.1570,follower,SEGUIDOR prepos,-5.0000,0.0000,4.0000,-45.2675,0.9428,2.9583,40.2675,-0.9428,1.0417,40.2785,1.0417,0.0100,0
1780337057.715400,0.2040,follower,SEGUIDOR prepos,-5.0000,0.0000,4.0000,-45.2675,0.9428,2.9598,40.2675,-0.9428,1.0402,40.2785,1.0402,0.0141,0
1780337057.761853,0.2500,follower,SEGUIDOR prepos,-5.0000,0.0000,4.0000,-45.2675,0.9428,2.9618,40.2675,-0.9428,1.0382,40.2785,1.0382,0.0510,0
1780337057.812352,0.2970,follower,SEGUIDOR prepos,-5.0000,0.0000,4.0000,-45.2563,0.9428,2.9648,40.2563,-0.9428,1.0352,40.2674,1.0352,0.0608,0
1780337057.865961,0.3440,follower,SEGUIDOR prepos,-5.0000,0.0000,4.0000,-45.2563,0.9428,2.9710,40.2563,-0.9428,1.0290,40.2674,1.0290,0.1200,0
1780337057.922600,0.4070,follower,SEGUIDOR prepos,-5.0000,0.0000,4.0000,-45.2452,0.9428,2.9791,40.2452,-0.9428,1.0209,40.2563,1.0209,0.2000,0
1780337057.966083,0.4540,follower,SEGUIDOR prepos,-5.0000,0.0000,4.0000,-45.2341,0.9428,2.9853,40.2341,-0.9428,1.0147,40.2451,1.0147,0.2700,0
1780337058.012485,0.5000,follower,SEGUIDOR prepos,-5.0000,0.0000,4.0000,-45.2119,0.9428,2.9923,40.2119,-0.9428,1.0077,40.2229,1.0077,0.3900,0
1780337058.063061,0.5470,follower,SEGUIDOR prepos,-5.0000,0.0000,4.0000,-45.1896,0.9428,3.0038,40.1896,-0.9428,0.9962,40.2007,0.9962,0.4700,0
1780337058.116596,0.5940,follower,SEGUIDOR prepos,-5.0000,0.0000,4.0000,-45.1563,0.9428,3.0164,40.1563,-0.9428,0.9836,40.1673,0.9836,0.6200,0
1780337058.172875,0.6570,follower,SEGUIDOR prepos,-5.0000,0.0000,4.0000,-45.1118,0.9428,3.0296,40.1118,-0.9428,0.9704,40.1229,0.9704,0.7800,0
1780337058.216556,0.7040,follower,SEGUIDOR prepos,-5.0000,0.0000,4.0000,-45.0784,0.9428,3.0389,40.0784,-0.9428,0.9611,40.0895,0.9611,0.8900,0
1780337058.263024,0.7500,follower,SEGUIDOR prepos,-5.0000,0.0000,4.0000,-45.0339,0.9428,3.0486,40.0339,-0.9428,0.9514,40.0450,0.9514,1.0000,0
1780337058.314114,0.7970,follower,SEGUIDOR prepos,-5.0000,0.0000,4.0000,-44.9672,0.9428,3.0634,39.9672,-0.9428,0.9366,39.9783,0.9366,1.1700,0
1780337058.367687,0.8440,follower,SEGUIDOR prepos,-5.0000,0.0000,4.0000,-44.9228,0.9428,3.0685,39.9228,-0.9428,0.9315,39.9339,0.9315,1.2702,0
