t,x,y,z,vx,vy,vz,yaw,yaw_rate,x_sp,y_sp,z_sp,ex_L,ey_L
0.00000,-4.014016,0.012391,2.997881,0.015049,0.022305,0.001484,-1.582109,0.000237,-4.014016,0.012391,2.997881,0.000000,0.000000
0.02000,-4.014016,0.012391,2.997881,0.015049,0.022305,0.001484,-1.582109,0.000237,-4.013888,-0.019609,2.997881,0.000128,-0.032000
0.04000,-4.014016,0.012391,2.997881,0.015049,0.022305,0.001484,-1.582109,0.000237,-4.013504,-0.051607,2.997881,0.000512,-0.063997
0.06000,-4.014016,0.012391,2.997881,0.015049,0.022305,0.001484,-1.582109,0.000237,-4.012864,-0.083600,2.997881,0.001152,-0.095991
0.08000,-4.014016,0.012391,2.997881,0.015049,0.022305,0.001484,-1.582109,0.000237,-4.011968,-0.115588,2.997881,0.002048,-0.127978
0.10000,-4.014016,0.012391,2.997881,0.015049,0.022305,0.001484,-1.582109,0.000237,-4.010817,-0.147567,2.997881,0.003200,-0.159957
0.12000,-4.014016,0.012391,2.997881,0.015049,0.022305,0.001484,-1.582109,0.000237,-4.009409,-0.179536,2.997881,0.004607,-0.191926
0.14000,-4.014016,0.012391,2.997881,0.015049,0.022305,0.001484,-1.582109,0.000237,-4.007746,-0.211492,2.997881,0.006270,-0.223883
0.16000,-4.014016,0.012391,2.997881,0.015049,0.022305,0.001484,-1.582109,0.000237,-4.005827,-0.243435,2.997881,0.008189,-0.255825
0.18000,-4.014016,0.012391,2.997881,0.015049,0.022305,0.001484,-1.582109,0.000237,-4.003653,-0.275361,2.997881,0.010364,-0.287751
0.20000,-4.014016,0.012391,2.997881,0.015049,0.022305,0.001484,-1.582109,0.000237,-4.001223,-0.307268,2.997881,0.012793,-0.319659
0.22000,-4.014016,0.012391,2.997881,0.015049,0.022305,0.001484,-1.573184,0.123730,-3.998538,-0.339155,2.997881,0.015478,-0.351546
0.24000,-4.015366,0.012247,2.997694,0.013240,0.000586,-0.000639,-1.573184,0.123730,-3.995598,-0.371020,2.997881,0.019768,-0.383267
0.26000,-4.015366,0.012247,2.997694,0.013240,0.000586,-0.000639,-1.573184,0.123730,-3.992404,-0.402860,2.997881,0.022962,-0.415107
0.28000,-4.015366,0.012247,2.997694,0.013240,0.000586,-0.000639,-1.573184,0.123730,-3.988954,-0.434673,2.997881,0.026412,-0.446920
0.30000,-4.015366,0.012247,2.997694,0.013240,0.000586,-0.000639,-1.573184,0.123730,-3.985251,-0.466458,2.997881,0.030115,-0.478705
0.32000,-4.015366,0.012247,2.997694,0.013240,0.000586,-0.000639,-1.573184,0.123730,-3.981293,-0.498213,2.997881,0.034073,-0.510460
0.34000,-4.015366,0.012247,2.997694,0.013240,0.000586,-0.000639,-1.573184,0.123730,-3.977081,-0.529934,2.997881,0.038285,-0.542181
0.36000,-4.015366,0.012247,2.997694,0.013240,0.000586,-0.000639,-1.573184,0.123730,-3.972616,-0.561621,2.997881,0.042750,-0.573868
0.38000,-4.015366,0.012247,2.997694,0.013240,0.000586,-0.000639,-1.573184,0.123730,-3.967897,-0.593271,2.997881,0.047469,-0.605518
0.40000,-4.015366,0.012247,2.997694,0.013240,0.000586,-0.000639,-1.573184,0.123730,-3.962925,-0.624882,2.997881,0.052441,-0.637129
