t,x,y,z,vx,vy,vz,yaw,yaw_rate,x_sp,y_sp,z_sp,ex_L,ey_L
0.00000,2.245219,-1.132488,0.807456,0.100941,-0.003906,-0.036769,-3.056471,-0.045511,2.245219,-1.132488,0.807456,0.000000,0.000000
0.02000,2.245219,-1.132488,0.807456,0.100941,-0.003906,-0.036769,-3.056471,-0.045511,2.245235,-1.140488,0.807456,0.000016,-0.008000
0.04000,2.245219,-1.132488,0.807456,0.100941,-0.003906,-0.036769,-3.056471,-0.045511,2.245283,-1.148488,0.807456,0.000064,-0.016000
0.06000,2.245219,-1.132488,0.807456,0.100941,-0.003906,-0.036769,-3.056471,-0.045511,2.245363,-1.156487,0.807456,0.000144,-0.023999
0.08000,2.245219,-1.132488,0.807456,0.100941,-0.003906,-0.036769,-3.056471,-0.045511,2.245475,-1.164486,0.807456,0.000256,-0.031999
0.10000,2.245219,-1.132488,0.807456,0.100941,-0.003906,-0.036769,-3.050847,-0.052541,2.245619,-1.172485,0.807456,0.000400,-0.039997
0.12000,2.245219,-1.132488,0.807456,0.100941,-0.003906,-0.036769,-3.050847,-0.052541,2.245795,-1.180483,0.807456,0.000576,-0.047995
0.14000,2.245219,-1.132488,0.807456,0.100941,-0.003906,-0.036769,-3.050847,-0.052541,2.246003,-1.188480,0.807456,0.000784,-0.055993
0.16000,2.245219,-1.132488,0.807456,0.100941,-0.003906,-0.036769,-3.050847,-0.052541,2.246243,-1.196477,0.807456,0.001024,-0.063989
0.18000,2.245219,-1.132488,0.807456,0.100941,-0.003906,-0.036769,-3.050847,-0.052541,2.246515,-1.204472,0.807456,0.001296,-0.071984
0.20000,2.245219,-1.132488,0.807456,0.100941,-0.003906,-0.036769,-3.050847,-0.052541,2.246819,-1.212466,0.807456,0.001600,-0.079979
0.22000,2.245219,-1.132488,0.807456,0.100941,-0.003906,-0.036769,-3.050847,-0.052541,2.247155,-1.220459,0.807456,0.001936,-0.087972
0.24000,2.253857,-1.135073,0.797032,0.046468,-0.010658,-0.089268,-3.050847,-0.052541,2.247523,-1.228451,0.807456,-0.006334,-0.093378
0.26000,2.253857,-1.135073,0.797032,0.046468,-0.010658,-0.089268,-3.050847,-0.052541,2.247923,-1.236441,0.807456,-0.005934,-0.101368
0.28000,2.253857,-1.135073,0.797032,0.046468,-0.010658,-0.089268,-3.050847,-0.052541,2.248355,-1.244429,0.807456,-0.005502,-0.109356
0.30000,2.253857,-1.135073,0.797032,0.046468,-0.010658,-0.089268,-3.050847,-0.052541,2.248818,-1.252416,0.807456,-0.005039,-0.117343
0.32000,2.253857,-1.135073,0.797032,0.046468,-0.010658,-0.089268,-3.050847,-0.052541,2.249314,-1.260400,0.807456,-0.004543,-0.125327
0.34000,2.253857,-1.135073,0.797032,0.046468,-0.010658,-0.089268,-3.050847,-0.052541,2.249842,-1.268383,0.807456,-0.004015,-0.133310
0.36000,2.253857,-1.135073,0.797032,0.046468,-0.010658,-0.089268,-3.050847,-0.052541,2.250401,-1.276363,0.807456,-0.003456,-0.141290
0.38000,2.253857,-1.135073,0.797032,0.046468,-0.010658,-0.089268,-3.050847,-0.052541,2.250993,-1.284341,0.807456,-0.002864,-0.149268
0.40000,2.253857,-1.135073,0.797032,0.046468,-0.010658,-0.089268,-3.050847,-0.052541,2.251616,-1.292317,0.807456,-0.002241,-0.157244
0.42000,2.253857,-1.135073,0.797032,0.046468,-0.010658,-0.089268,-3.039981,0.061206,2.252271,-1.300290,0.807456,-0.001586,-0.165217
0.44000,2.253857,-1.135073,0.797032,0.046468,-0.010658,-0.089268,-3.039981,0.061206,2.252958,-1.308261,0.807456,-0.000898,-0.173188
