timestamp_unix,t,leader_phase,lx,ly,lz,lvx,lvy,lvz,l_yaw,l_yawrate,lx_sp,ly_sp,l_lat,l_lon,l_alt,sx,sy,sz,svx,svy,svz,s_yaw,s_yawrate,s_lat,s_lon,s_alt,xd,yd,zd,ex,ey,ez,err_xy,err_z,e_yaw,dist_xy,dist_z,ff_x,ff_y,vx_p,vy_p,vz_p,vx_i,vy_i,vz_i,vx_d,vy_d,vz_d,vx_cmd,vy_cmd,vz_cmd,yaw_rate_cmd
1780337086.231004,0.0000,circle,-3.9919,-0.0314,3.9986,0.0100,0.0200,0.0013,-1.5709,0.0004,-3.9919,-0.0314,19.59484570,-99.22727650,3.999,-4.9927,-0.0210,4.0001,-0.0100,0.0100,-0.0001,-0.0002,0.0007,19.59483670,-99.22727640,4.000,-4.9919,-0.0314,4.9986,0.0008,-0.0104,0.9985,0.0104,0.9985,-1.5707,1.0008,0.0015,-0.0000,-0.0004,0.0004,-0.0052,0.4993,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,0.0004,-0.0056,0.4993,-1.0000
1780337086.282297,0.0470,circle,-3.9919,-0.0314,3.9986,0.0100,0.0200,0.0013,-1.5709,0.0004,-3.9999,-0.0320,19.59484570,-99.22727650,3.999,-4.9927,-0.0210,4.0001,-0.0100,0.0100,-0.0001,-0.0002,0.0007,19.59483670,-99.22727640,4.000,-4.9919,-0.0314,4.9986,0.0008,-0.0104,0.9985,0.0104,0.9985,-1.5707,1.0008,0.0015,-0.0000,-0.0004,0.0004,-0.0052,0.4993,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,0.0004,-0.0056,0.4993,-1.0000
1780337086.391451,0.1560,circle,-3.9919,-0.0314,3.9986,0.0100,0.0200,0.0013,-1.5709,0.0004,-3.9995,-0.0640,19.59484570,-99.22727650,3.999,-4.9927,-0.0210,4.0001,-0.0100,0.0100,-0.0001,-0.0002,0.0007,19.59483670,-99.22727640,4.000,-4.9919,-0.0314,4.9986,0.0008,-0.0104,0.9985,0.0104,0.9985,-1.5707,1.0008,0.0015,-0.0000,-0.0004,0.0004,-0.0052,0.4993,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,0.0004,-0.0056,0.4993,-1.0000
1780337086.396994,0.1720,circle,-3.9919,-0.0314,3.9986,0.0100,0.0200,0.0013,-1.5709,0.0027,-3.9995,-0.0640,19.59484570,-99.22727650,3.999,-4.9927,-0.0210,4.0001,-0.0100,0.0100,-0.0001,-0.0002,0.0007,19.59483670,-99.22727640,4.000,-4.9919,-0.0313,4.9986,0.0008,-0.0104,0.9985,0.0104,0.9985,-1.5707,1.0008,0.0015,-0.0000,-0.0027,0.0004,-0.0052,0.4993,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,0.0004,-0.0079,0.4993,-1.0000
1780337086.430302,0.2030,circle,-3.9919,-0.0314,3.9986,0.0100,0.0200,0.0009,-1.5709,0.0027,-3.9974,-0.1440,19.59484570,-99.22727650,3.999,-4.9815,-0.0210,4.0001,-0.0100,0.0100,-0.0001,-0.0088,-0.1592,19.59483680,-99.22727640,4.000,-4.9919,-0.0313,4.9986,-0.0104,-0.0104,0.9985,0.0147,0.9985,-1.5620,0.9897,0.0015,-0.0000,-0.0027,-0.0052,-0.0052,0.4992,-0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,-0.0052,-0.0079,0.4992,-1.0000
1780337086.480237,0.2500,circle,-3.9919,-0.0314,3.9986,0.0100,0.0200,0.0009,-1.5709,0.0027,-3.9961,-0.1759,19.59484570,-99.22727650,3.999,-4.9815,-0.0210,4.0020,-0.0100,0.0100,0.0371,-0.0088,-0.1592,19.59483680,-99.22727640,4.002,-4.9919,-0.0313,4.9986,-0.0104,-0.0104,0.9966,0.0147,0.9966,-1.5620,0.9897,0.0034,-0.0000,-0.0027,-0.0052,-0.0052,0.4983,-0.0000,-0.0000,0.0000,0.0000,0.0000,-0.0000,-0.0052,-0.0079,0.4983,-1.0000
1780337086.531894,0.2970,circle,-3.9919,-0.0314,3.9986,0.0100,0.0200,0.0009,-1.5709,0.0027,-3.9928,-0.2399,19.59484570,-99.22727650,3.999,-4.9815,-0.0210,4.0020,-0.0100,0.0100,0.0371,-0.0088,-0.1592,19.59483680,-99.22727640,4.002,-4.9919,-0.0313,4.9986,-0.0104,-0.0104,0.9966,0.0147,0.9966,-1.5620,0.9897,0.0034,-0.0000,-0.0027,-0.0052,-0.0052,0.4983,-0.0000,-0.0000,0.0000,0.0000,0.0000,-0.0000,-0.0052,-0.0079,0.4983,-1.0000
1780337086.585648,0.3600,circle,-4.0030,-0.0314,3.9986,0.0000,0.0000,0.0009,-1.5577,0.1253,-3.9908,-0.2718,19.59484560,-99.22727650,3.999,-4.9815,-0.0210,4.0020,-0.0100,0.0100,0.0371,-0.0088,-0.1592,19.59483680,-99.22727640,4.002,-5.0029,-0.0445,4.9986,-0.0214,-0.0236,0.9966,0.0318,0.9966,-1.5489,0.9786,0.0034,0.0016,-0.1253,-0.0107,-0.0118,0.4983,-0.0000,-0.0000,0.0000,0.0000,-0.0000,-0.0000,-0.0091,-0.1371,0.4983,-1.0000
1780337086.626159,0.3910,circle,-4.0030,-0.0314,3.9984,0.0000,0.0000,0.0008,-1.5577,0.1253,-3.9885,-0.3037,19.59484560,-99.22727650,3.998,-4.9815,-0.0210,4.0020,-0.0100,0.0100,0.0371,-0.0088,-0.1592,19.59483680,-99.22727640,4.002,-5.0029,-0.0445,4.9984,-0.0214,-0.0236,0.9965,0.0318,0.9965,-1.5489,0.9786,0.0035,0.0016,-0.1253,-0.0107,-0.0118,0.4982,-0.0000,-0.0000,0.0000,0.0000,-0.0000,-0.0000,-0.0091,-0.1371,0.4982,-1.0000
1780337086.699431,0.4690,circle,-4.0030,-0.0314,3.9984,0.0000,0.0000,0.0008,-1.5577,0.1253,-3.9845,-0.3515,19.59484560,-99.22727650,3.998,-4.9815,-0.0210,4.0020,-0.0100,0.0000,0.0371,-0.1900,-1.2214,19.59483680,-99.22727640,4.002,-5.0029,-0.0445,4.9984,-0.0214,-0.0236,0.9965,0.0318,0.9965,-1.3677,0.9786,0.0035,0.0016,-0.1253,-0.0107,-0.0118,0.4982,-0.0000,-0.0000,0.0000,0.0000,0.0000,-0.0000,-0.0091,-0.1371,0.4982,-0.9595
