timestamp_unix,t,drone,label,tx,ty,tz,x,y,z,ex,ey,ez,dist_xy,dist_z,speed,in_zone
1780340105.748500,0.0000,follower,SEGUIDOR prepos,-5.0000,0.0000,4.0000,-5.0371,0.0105,3.8411,0.0371,-0.0105,0.1589,0.0386,0.1589,0.0224,1
1780340105.799101,0.0470,follower,SEGUIDOR prepos,-5.0000,0.0000,4.0000,-5.0371,0.0105,3.8415,0.0371,-0.0105,0.1585,0.0386,0.1585,0.0224,1
1780340105.852634,0.1100,follower,SEGUIDOR prepos,-5.0000,0.0000,4.0000,-5.0371,0.0105,3.8417,0.0371,-0.0105,0.1583,0.0386,0.1583,0.0224,1
1780340105.893041,0.1410,follower,SEGUIDOR prepos,-5.0000,0.0000,4.0000,-5.0371,0.0105,3.8422,0.0371,-0.0105,0.1578,0.0386,0.1578,0.0141,1
1780340105.952456,0.2030,follower,SEGUIDOR prepos,-5.0000,0.0000,4.0000,-5.0371,0.0105,3.8431,0.0371,-0.0105,0.1569,0.0386,0.1569,0.0141,1
1780340106.000198,0.2500,follower,SEGUIDOR prepos,-5.0000,0.0000,4.0000,-5.0371,0.0105,3.8460,0.0371,-0.0105,0.1540,0.0386,0.1540,0.0100,1
1780340106.050811,0.3130,follower,SEGUIDOR prepos,-5.0000,0.0000,4.0000,-5.0371,0.0105,3.8476,0.0371,-0.0105,0.1524,0.0386,0.1524,0.0100,1
1780340106.089080,0.3440,follower,SEGUIDOR prepos,-5.0000,0.0000,4.0000,-5.0371,0.0105,3.8542,0.0371,-0.0105,0.1458,0.0386,0.1458,0.0100,1
1780340106.145577,0.4060,follower,SEGUIDOR prepos,-5.0000,0.0000,4.0000,-5.0371,0.0105,3.8634,0.0371,-0.0105,0.1366,0.0386,0.1366,0.0000,1
1780340106.189973,0.4380,follower,SEGUIDOR prepos,-5.0000,0.0000,4.0000,-5.0371,0.0105,3.8747,0.0371,-0.0105,0.1253,0.0386,0.1253,0.0000,1
1780340106.252453,0.5000,follower,SEGUIDOR prepos,-5.0000,0.0000,4.0000,-5.0371,0.0105,3.8829,0.0371,-0.0105,0.1171,0.0386,0.1171,0.0100,1
1780340106.303013,0.5630,follower,SEGUIDOR prepos,-5.0000,0.0000,4.0000,-5.0371,0.0105,3.8961,0.0371,-0.0105,0.1039,0.0386,0.1039,0.0100,1
1780340106.340294,0.5940,follower,SEGUIDOR prepos,-5.0000,0.0000,4.0000,-5.0371,0.0105,3.9055,0.0371,-0.0105,0.0945,0.0386,0.0945,0.0100,1
1780340106.396927,0.6560,follower,SEGUIDOR prepos,-5.0000,0.0000,4.0000,-5.0371,0.0105,3.9199,0.0371,-0.0105,0.0801,0.0386,0.0801,0.0100,1
1780340106.441635,0.7030,follower,SEGUIDOR prepos,-5.0000,0.0000,4.0000,-5.0371,0.0105,3.9293,0.0371,-0.0105,0.0707,0.0386,0.0707,0.0100,1
1780340106.489156,0.7500,follower,SEGUIDOR prepos,-5.0000,0.0000,4.0000,-5.0260,0.0000,3.9431,0.0260,0.0000,0.0569,0.0260,0.0569,0.0200,1
1780340106.539852,0.7970,follower,SEGUIDOR prepos,-5.0000,0.0000,4.0000,-5.0260,0.0000,3.9520,0.0260,0.0000,0.0480,0.0260,0.0480,0.0200,1
1780340106.593528,0.8440,follower,SEGUIDOR prepos,-5.0000,0.0000,4.0000,-5.0260,0.0000,3.9646,0.0260,0.0000,0.0354,0.0260,0.0354,0.0200,1
1780340106.650206,0.9060,follower,SEGUIDOR prepos,-5.0000,0.0000,4.0000,-5.0260,0.0000,3.9759,0.0260,0.0000,0.0241,0.0260,0.0241,0.0200,1
1780340106.694653,0.9530,follower,SEGUIDOR prepos,-5.0000,0.0000,4.0000,-5.0260,0.0000,3.9827,0.0260,0.0000,0.0173,0.0260,0.0173,0.0200,1
1780340106.742107,1.0000,follower,SEGUIDOR prepos,-5.0000,0.0000,4.0000,-5.0260,0.0000,3.9859,0.0260,0.0000,0.0141,0.0260,0.0141,0.0200,1
1780340106.792477,1.0470,follower,SEGUIDOR prepos,-5.0000,0.0000,4.0000,-5.0149,0.0000,3.9971,0.0149,0.0000,0.0029,0.0149,0.0029,0.0200,1
1780340106.845992,1.0940,follower,SEGUIDOR prepos,-5.0000,0.0000,4.0000,-5.0149,0.0000,4.0018,0.0149,0.0000,-0.0018,0.0149,0.0018,0.0200,1
1780340106.902748,1.1560,follower,SEGUIDOR prepos,-5.0000,0.0000,4.0000,-5.0149,0.0000,4.0078,0.0149,0.0000,-0.0078,0.0149,0.0078,0.0200,1
1780340106.947333,1.2030,follower,SEGUIDOR prepos,-5.0000,0.0000,4.0000,-5.0149,0.0000,4.0112,0.0149,0.0000,-0.0112,0.0149,0.0112,0.0200,1
1780340106.994972,1.2500,follower,SEGUIDOR prepos,-5.0000,0.0000,4.0000,-5.0149,0.0000,4.0140,0.0149,0.0000,-0.0140,0.0149,0.0140,0.0200,1
1780340107.045624,1.2970,follower,SEGUIDOR prepos,-5.0000,0.0000,4.0000,-5.0149,0.0000,4.0180,0.0149,0.0000,-0.0180,0.0149,0.0180,0.0100,1
1780340107.099324,1.3600,follower,SEGUIDOR prepos,-5.0000,0.0000,4.0000,-5.0149,0.0000,4.0180,0.0149,0.0000,-0.0180,0.0149,0.0180,0.0100,1
1780340107.139796,1.3910,follower,SEGUIDOR prepos,-5.0000,0.0000,4.0000,-5.0149,0.0000,4.0193,0.0149,0.0000,-0.0193,0.0149,0.0193,0.0100,1
1780340107.199233,1.4530,follower,SEGUIDOR prepos,-5.0000,0.0000,4.0000,-5.0038,0.0000,4.0206,0.0038,0.0000,-0.0206,0.0038,0.0206,0.0100,1
1780340107.246954,1.5000,follower,SEGUIDOR prepos,-5.0000,0.0000,4.0000,-5.0038,0.0000,4.0206,0.0038,0.0000,-0.0206,0.0038,0.0206,0.0100,1
1780340107.297423,1.5470,follower,SEGUIDOR prepos,-5.0000,0.0000,4.0000,-5.0038,-0.0105,4.0201,0.0038,0.0105,-0.0201,0.0111,0.0201,0.0100,1
1780340107.352886,1.6100,follower,SEGUIDOR prepos,-5.0000,0.0000,4.0000,-5.0038,-0.0105,4.0198,0.0038,0.0105,-0.0198,0.0111,0.0198,0.0100,1
