timestamp_unix,t,phase,lx,ly,lz,l_yaw,sx,sy,sz,s_yaw
1780122788.783146,0.0000,init,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1780122788.887619,0.0940,init,0.0000,0.0000,0.0000,0.0000,-5.0594,0.0419,0.0731,0.0332
1780122789.032279,0.2500,init,-4.0475,0.0629,-0.0025,0.0444,-5.0594,0.0419,0.0731,0.0332
1780122789.136799,0.3440,init,-4.0475,0.0629,-0.0025,0.0444,-5.0594,0.0419,0.0731,0.0332
1780122789.246063,0.4530,init,-4.0475,0.0629,-0.0025,0.0444,-5.0594,0.0419,0.0731,0.0332
1780122789.356172,0.5630,init,-4.0475,0.0629,-0.0025,0.0444,-5.0594,0.0419,0.0731,0.0332
1780122789.472430,0.6880,init,-4.0475,0.0629,-0.0025,0.0444,-5.0594,0.0419,0.0731,0.0332
1780122789.591218,0.7970,init,-4.0475,0.0629,-0.0025,0.0444,-5.0594,0.0419,0.0731,0.0332
1780122789.708902,0.9220,init,-4.0475,0.0629,-0.0025,0.0444,-5.0594,0.0419,0.0731,0.0332
1780122789.823919,1.0320,init,-4.0475,0.0629,-0.0025,0.0444,-5.0594,0.0419,0.0731,0.0332
1780122789.935621,1.1410,init,-4.0475,0.0629,-0.0026,0.0444,-5.0594,0.0419,0.0731,0.0332
1780122790.052951,1.2660,init,-4.0475,0.0629,-0.0026,0.0444,-5.0594,0.0419,0.0731,0.0331
1780122790.155045,1.3600,init,-4.0475,0.0629,-0.0026,0.0444,-5.0594,0.0419,0.0731,0.0331
1780122790.259771,1.4690,init,-4.0475,0.0629,-0.0026,0.0444,-5.0594,0.0419,0.0731,0.0331
1780122790.363799,1.5780,init,-4.0475,0.0629,-0.0026,0.0444,-5.0594,0.0419,0.0731,0.0331
1780122790.474067,1.6880,init,-4.0475,0.0629,-0.0026,0.0444,-5.0594,0.0419,0.0731,0.0331
1780122790.587297,1.7970,init,-4.0475,0.0629,-0.0026,0.0444,-5.0594,0.0419,0.0731,0.0331
1780122790.700001,1.9070,init,-4.0475,0.0629,-0.0026,0.0444,-5.0594,0.0419,0.0731,0.0331
1780122790.823785,2.0320,init,-4.0475,0.0629,-0.0026,0.0444,-5.0594,0.0419,0.0731,0.0331
1780122790.933074,2.1410,init,-4.0475,0.0629,-0.0026,0.0444,-5.0594,0.0419,0.0731,0.0331
1780122791.042728,2.2500,init,-4.0475,0.0629,-0.0026,0.0444,-5.0594,0.0419,0.0731,0.0331
1780122791.185710,2.3910,init,-4.0475,0.0629,-0.0026,0.0444,-5.0594,0.0419,0.0731,0.0331
1780122791.291715,2.5000,init,-4.0475,0.0629,-0.0025,0.0444,-5.0594,0.0419,0.0731,0.0331
1780122791.398675,2.6100,init,-4.0475,0.0629,-0.0025,0.0444,-5.0594,0.0419,0.0730,0.0331
1780122791.510815,2.7190,init,-4.0475,0.0629,-0.0025,0.0444,-5.0594,0.0419,0.0730,0.0331
1780122791.617212,2.8280,init,-4.0475,0.0629,-0.0025,0.0444,-5.0594,0.0419,0.0730,0.0331
1780122791.721093,2.9380,init,-4.0475,0.0629,-0.0025,0.0444,-5.0594,0.0419,0.0730,0.0331
1780122791.951742,3.1570,init,-4.0475,0.0629,-0.0025,0.0444,-5.0594,0.0419,0.0731,0.0331
1780122792.058085,3.2660,init,-4.0475,0.0629,-0.0025,0.0444,-5.0594,0.0419,0.0731,0.0331
1780122792.171449,3.3750,init,-4.0475,0.0629,-0.0025,0.0444,-5.0594,0.0419,0.0731,0.0331
1780122792.351253,3.5630,init,-4.0475,0.0629,-0.0025,0.0444,-5.0594,0.0419,0.0731,0.0331
1780122792.482691,3.6880,init,-4.0475,0.0629,-0.0025,0.0444,-5.0594,0.0419,0.0731,0.0331
1780122792.596332,3.8130,init,-4.0475,0.0629,-0.0025,0.0444,-5.0594,0.0419,0.0732,0.0331
1780122792.711485,3.9220,init,-4.0475,0.0629,-0.0025,0.0444,-5.0594,0.0419,0.0732,0.0331
1780122792.815324,4.0320,init,-4.0475,0.0629,-0.0025,0.0444,-5.0594,0.0419,0.0732,0.0331
1780122792.926878,4.1410,init,-4.0475,0.0629,-0.0025,0.0444,-5.0594,0.0419,0.0732,0.0331
1780122793.030854,4.2350,init,-4.0475,0.0629,-0.0025,0.0444,-5.0594,0.0419,0.0732,0.0331
1780122793.141454,4.3600,takeoff_L,-4.0475,0.0629,-0.0025,0.0444,-5.0594,0.0419,0.0732,0.0331
1780122793.254774,4.4690,takeoff_L,-4.0475,0.0629,-0.0025,0.0444,-5.0594,0.0419,0.0732,0.0331
1780122793.364155,4.5780,takeoff_L,-4.0475,0.0629,-0.0025,0.0444,-5.0594,0.0419,0.0733,0.0331
1780122793.473773,4.6880,takeoff_L,-4.0475,0.0629,-0.0025,0.0444,-5.0594,0.0419,0.0733,0.0331
1780122793.584138,4.7970,takeoff_L,-4.0475,0.0629,-0.0025,0.0444,-5.0594,0.0419,0.0733,0.0331
1780122793.695279,4.9070,takeoff_L,-4.0475,0.0629,-0.0025,0.0444,-5.0594,0.0419,0.0733,0.0331
1780122793.810058,5.0160,takeoff_L,-4.0475,0.0629,-0.0025,0.0444,-5.0594,0.0419,0.0733,0.0331
1780122793.924445,5.1410,takeoff_L,-4.0475,0.0629,-0.0025,0.0444,-5.0594,0.0419,0.0733,0.0331
1780122794.036583,5.2500,takeoff_L,-4.0475,0.0629,-0.0025,0.0443,-5.0594,0.0419,0.0733,0.0331
1780122794.138362,5.3440,takeoff_L,-4.0475,0.0629,-0.0025,0.0443,-5.0594,0.0419,0.0733,0.0331
1780122794.249578,5.4530,takeoff_L,-4.0475,0.0629,-0.0025,0.0443,-5.0594,0.0419,0.0733,0.0331
1780122794.417820,5.6250,takeoff_L,-4.0475,0.0629,-0.0025,0.0443,-5.0594,0.0419,0.0733,0.0331
1780122794.567482,5.7820,takeoff_L,-4.0475,0.0629,-0.0024,0.0443,-5.0594,0.0419,0.0734,0.0331
1780122794.683350,5.8910,takeoff_L,-4.0475,0.0629,-0.0024,0.0443,-5.0594,0.0419,0.0734,0.0331
1780122794.806988,6.0160,takeoff_L,-4.0475,0.0629,-0.0024,0.0443,-5.0594,0.0419,0.0734,0.0331
1780122794.926607,6.1410,takeoff_L,-4.0475,0.0629,-0.0024,0.0443,-5.0594,0.0419,0.0734,0.0331
1780122795.036304,6.2500,takeoff_L,-4.0475,0.0629,-0.0024,0.0443,-5.0594,0.0419,0.0734,0.0331
1780122795.145297,6.3600,takeoff_L,-4.0475,0.0629,-0.0024,0.0443,-5.0594,0.0419,0.0734,0.0331
1780122795.257598,6.4690,takeoff_L,-4.0475,0.0629,-0.0024,0.0443,-5.0594,0.0419,0.0734,0.0331
1780122795.479813,6.6880,takeoff_L,-4.0475,0.0629,-0.0024,0.0443,-5.0594,0.0419,0.0734,0.0331
1780122795.620777,6.8280,takeoff_L,-4.0475,0.0629,-0.0024,0.0443,-5.0594,0.0419,0.0734,0.0331
1780122795.732334,6.9380,takeoff_L,-4.0475,0.0629,-0.0024,0.0443,-5.0594,0.0419,0.0734,0.0331
1780122795.845691,7.0630,takeoff_L,-4.0475,0.0629,-0.0024,0.0443,-5.0594,0.0419,0.0734,0.0331
1780122795.952807,7.1570,takeoff_L,-4.0475,0.0629,-0.0024,0.0443,-5.0594,0.0419,0.0734,0.0331
1780122796.059414,7.2660,takeoff_L,-4.0475,0.0629,-0.0024,0.0443,-5.0594,0.0419,0.0734,0.0331
1780122796.173543,7.3910,takeoff_L,-4.0475,0.0629,-0.0024,0.0443,-5.0594,0.0419,0.0734,0.0331
