timestamp_unix,t,leader_phase,lx,ly,lz,lvx,lvy,lvz,l_yaw,l_yawrate,lx_sp,ly_sp,sx,sy,sz,svx,svy,svz,s_yaw,s_yawrate,xd,yd,zd,ex,ey,ez,err_xy,err_z,e_yaw,dist_xy,dist_z,ff_x,ff_y,vx_p,vy_p,vz_p,vx_i,vy_i,vz_i,vx_d,vy_d,vz_d,vx_cmd,vy_cmd,vz_cmd,yaw_rate_cmd
1779482127.592936,0.0000,circle,2.9860,0.0403,3.9997,0.0165,0.0195,0.0009,-1.5781,0.0011,2.9860,0.0403,0.9956,0.1120,5.0005,0.0200,0.0168,-0.0006,-1.6036,0.0003,0.9860,0.0548,4.9997,-0.0095,-0.0571,-0.0008,0.0579,0.0008,0.0256,1.9917,1.0008,-0.0000,-0.0023,-0.0048,-0.0286,-0.0004,-0.0000,-0.0000,-0.0000,-0.0000,0.0000,0.0000,-0.0048,-0.0308,-0.0004,0.0205
1779482127.644463,0.0630,circle,2.9862,0.0405,3.9997,0.0166,0.0195,0.0008,-1.5780,0.0015,2.9861,0.0163,0.9958,0.1116,5.0004,0.0200,0.0168,-0.0006,-1.6036,0.0008,0.9862,0.0550,4.9997,-0.0095,-0.0566,-0.0008,0.0574,0.0008,0.0256,1.9917,1.0008,-0.0000,-0.0029,-0.0048,-0.0283,-0.0004,-0.0000,-0.0000,-0.0000,-0.0000,0.0000,0.0000,-0.0048,-0.0312,-0.0004,0.0206
1779482127.767234,0.1720,circle,2.9858,0.0400,3.9995,0.0145,0.0153,-0.0002,-1.5763,0.0281,2.9861,0.0163,0.9958,0.1116,5.0004,0.0200,0.0168,-0.0006,-1.6036,0.0017,0.9858,0.0511,4.9995,-0.0099,-0.0605,-0.0009,0.0613,0.0009,0.0273,1.9913,1.0009,-0.0003,-0.0562,-0.0050,-0.0302,-0.0005,-0.0000,-0.0000,-0.0000,-0.0000,-0.0000,0.0000,-0.0053,-0.0864,-0.0005,0.0245
1779482127.767891,0.1720,circle,2.9858,0.0400,3.9995,0.0145,0.0153,-0.0002,-1.5763,0.0281,2.9861,0.0163,0.9960,0.1105,5.0003,0.0196,0.0140,-0.0007,-1.6030,0.0104,0.9858,0.0511,4.9995,-0.0101,-0.0594,-0.0008,0.0602,0.0008,0.0267,1.9911,1.0008,-0.0003,-0.0562,-0.0051,-0.0297,-0.0004,-0.0000,-0.0000,-0.0000,-0.0000,0.0000,0.0000,-0.0054,-0.0858,-0.0004,0.0231
1779482127.796730,0.2040,circle,2.9858,0.0400,3.9995,0.0136,0.0129,-0.0005,-1.5748,0.0399,2.9884,-0.0797,0.9958,0.1099,5.0003,0.0194,0.0130,-0.0007,-1.6028,0.0125,0.9858,0.0480,4.9995,-0.0100,-0.0619,-0.0008,0.0627,0.0008,0.0279,1.9913,1.0008,-0.0003,-0.0797,-0.0050,-0.0309,-0.0004,-0.0000,-0.0000,-0.0000,-0.0000,-0.0000,0.0000,-0.0053,-0.1107,-0.0004,0.0251
1779482127.843258,0.2500,circle,2.9858,0.0398,3.9994,0.0126,0.0091,-0.0008,-1.5727,0.0568,2.9894,-0.1037,0.9959,0.1092,5.0002,0.0190,0.0092,-0.0006,-1.6018,0.0191,0.9858,0.0437,4.9994,-0.0101,-0.0655,-0.0008,0.0663,0.0008,0.0290,1.9911,1.0008,-0.0002,-0.1137,-0.0050,-0.0327,-0.0004,-0.0000,-0.0000,-0.0000,-0.0000,-0.0000,-0.0000,-0.0053,-0.1464,-0.0004,0.0270
1779482127.893871,0.2970,circle,2.9857,0.0394,3.9993,0.0117,0.0035,-0.0009,-1.5696,0.0844,2.9914,-0.1396,0.9958,0.1083,5.0002,0.0185,0.0049,-0.0007,-1.6009,0.0234,0.9857,0.0371,4.9993,-0.0101,-0.0712,-0.0009,0.0719,0.0009,0.0313,1.9911,1.0009,0.0002,-0.1687,-0.0050,-0.0356,-0.0004,-0.0000,-0.0000,-0.0000,-0.0000,-0.0000,-0.0000,-0.0048,-0.2044,-0.0004,0.0311
1779482127.947511,0.3600,circle,2.9852,0.0382,3.9992,0.0105,-0.0046,-0.0010,-1.5652,0.1186,2.9929,-0.1636,0.9960,0.1077,5.0001,0.0182,-0.0007,-0.0006,-1.5999,0.0276,0.9852,0.0270,4.9992,-0.0108,-0.0807,-0.0009,0.0814,0.0009,0.0347,1.9904,1.0009,0.0013,-0.2372,-0.0054,-0.0403,-0.0005,-0.0000,-0.0000,-0.0000,-0.0000,-0.0000,-0.0000,-0.0041,-0.2776,-0.0005,0.0368
1779482127.993194,0.4070,circle,2.9849,0.0371,3.9991,0.0098,-0.0141,-0.0011,-1.5559,0.1726,2.9947,-0.1875,0.9962,0.1074,5.0001,0.0181,-0.0043,-0.0006,-1.5987,0.0317,0.9851,0.0072,4.9991,-0.0111,-0.1002,-0.0010,0.1008,0.0010,0.0428,1.9900,1.0010,0.0052,-0.3451,-0.0055,-0.0501,-0.0005,-0.0000,-0.0000,-0.0000,-0.0000,-0.0000,-0.0000,-0.0004,-0.3952,-0.0005,0.0483
1779482128.050836,0.4690,circle,2.9846,0.0346,3.9990,0.0091,-0.0315,-0.0012,-1.5479,0.2058,2.9976,-0.2234,0.9957,0.1047,5.0001,0.0172,-0.0192,-0.0007,-1.5966,0.0378,0.9851,-0.0111,4.9990,-0.0106,-0.1158,-0.0011,0.1163,0.0011,0.0486,1.9901,1.0011,0.0094,-0.4114,-0.0053,-0.0579,-0.0005,-0.0000,-0.0000,-0.0000,-0.0000,-0.0000,-0.0000,0.0041,-0.4694,-0.0005,0.0557
1779482128.082373,0.5000,circle,2.9844,0.0313,3.9989,0.0089,-0.0516,-0.0012,-1.5338,0.2480,2.9998,-0.2473,0.9956,0.1013,5.0000,0.0167,-0.0410,-0.0006,-1.5940,0.0450,0.9858,-0.0426,4.9989,-0.0098,-0.1440,-0.0011,0.1443,0.0011,0.0602,1.9901,1.0011,0.0183,-0.4956,-0.0049,-0.0720,-0.0006,-0.0000,-0.0000,-0.0000,-0.0000,-0.0000,-0.0000,0.0135,-0.5676,-0.0006,0.0685
1779482128.133001,0.5470,circle,2.9838,0.0262,3.9987,0.0090,-0.0741,-0.0010,-1.5177,0.2769,3.0035,-0.2831,0.9956,0.0968,5.0000,0.0168,-0.0704,-0.0006,-1.5911,0.0531,0.9866,-0.0799,4.9987,-0.0091,-0.1767,-0.0012,0.1769,0.0012,0.0734,1.9894,1.0012,0.0294,-0.5530,-0.0045,-0.0884,-0.0006,-0.0000,-0.0000,-0.0000,-0.0000,-0.0000,-0.0000,0.0249,-0.6413,-0.0006,0.0811
1779482128.190825,0.5940,circle,2.9835,0.0242,3.9987,0.0091,-0.0819,-0.0010,-1.5120,0.2834,3.0076,-0.3189,0.9953,0.0897,4.9999,0.0170,-0.1079,-0.0009,-1.5888,0.0598,0.9870,-0.0933,4.9987,-0.0083,-0.1830,-0.0012,0.1832,0.0012,0.0768,1.9893,1.0012,0.0333,-0.5658,-0.0041,-0.0915,-0.0006,-0.0000,-0.0000,-0.0000,-0.0000,0.0000,-0.0000,0.0292,-0.6573,-0.0006,0.0838
