timestamp_unix,t,leader_phase,lx,ly,lz,lvx,lvy,lvz,l_yaw,l_yawrate,lx_sp,ly_sp,l_lat,l_lon,l_alt,sx,sy,sz,svx,svy,svz,s_yaw,s_yawrate,s_lat,s_lon,s_alt,xd,yd,zd,ex,ey,ez,err_xy,err_z,e_yaw,dist_xy,dist_z,ff_x,ff_y,vx_p,vy_p,vz_p,vx_i,vy_i,vz_i,vx_d,vy_d,vz_d,vx_cmd,vy_cmd,vz_cmd,yaw_rate_cmd
1780122058.497136,0.0000,circle,-4.0253,-0.0210,1.9998,0.0200,0.0200,0.0003,-1.5708,0.0007,-4.0253,-0.0210,19.59419790,-99.22808730,2.000,-4.9927,0.0000,2.0081,-0.0100,0.0100,0.0017,-0.0001,0.0003,19.59418920,-99.22808710,2.008,-5.0253,-0.0209,2.9998,-0.0326,-0.0209,0.9917,0.0387,0.9917,-1.5707,0.9676,0.0083,-0.0000,-0.0007,-0.0163,-0.0105,0.4958,-0.0000,-0.0000,0.0000,0.0000,0.0000,-0.0000,-0.0163,-0.0112,0.4958,-1.0000
1780122058.547945,0.0630,circle,-4.0253,-0.0210,1.9998,0.0200,0.0200,0.0002,-1.5708,0.0003,-3.9999,-0.0320,19.59419790,-99.22808730,2.000,-4.9927,0.0000,2.0081,-0.0100,0.0100,0.0017,-0.0001,0.0003,19.59418920,-99.22808710,2.008,-5.0253,-0.0209,2.9998,-0.0326,-0.0209,0.9917,0.0387,0.9917,-1.5707,0.9676,0.0083,-0.0000,-0.0003,-0.0163,-0.0105,0.4958,-0.0000,-0.0000,0.0000,0.0000,0.0000,-0.0000,-0.0163,-0.0108,0.4958,-1.0000
1780122058.597142,0.1100,circle,-4.0253,-0.0210,1.9998,0.0100,0.0200,0.0001,-1.5708,0.0025,-3.9995,-0.0640,19.59419790,-99.22808730,2.000,-4.9927,0.0000,2.0081,-0.0100,0.0100,0.0030,-0.0002,-0.0027,19.59418920,-99.22808710,2.008,-5.0253,-0.0210,2.9998,-0.0326,-0.0210,0.9917,0.0388,0.9917,-1.5705,0.9676,0.0083,0.0000,-0.0025,-0.0163,-0.0105,0.4958,-0.0000,-0.0000,0.0000,0.0000,0.0000,-0.0000,-0.0163,-0.0130,0.4958,-1.0000
1780122058.685737,0.1880,circle,-4.0253,-0.0210,1.9998,0.0100,0.0100,-0.0000,-1.5692,0.0292,-3.9992,-0.0800,19.59419790,-99.22808730,2.000,-4.9927,0.0000,2.0081,-0.0100,0.0100,0.0030,-0.0005,-0.0095,19.59418920,-99.22808710,2.008,-5.0253,-0.0226,2.9998,-0.0326,-0.0226,0.9917,0.0397,0.9917,-1.5687,0.9676,0.0083,0.0000,-0.0292,-0.0163,-0.0113,0.4958,-0.0000,-0.0000,0.0000,0.0000,0.0000,-0.0000,-0.0163,-0.0404,0.4958,-1.0000
1780122058.686738,0.2040,circle,-4.0253,-0.0210,1.9998,0.0100,0.0100,-0.0000,-1.5692,0.0292,-3.9992,-0.0800,19.59419790,-99.22808730,2.000,-4.9927,0.0000,2.0081,-0.0100,0.0100,0.0030,-0.0005,-0.0095,19.59418920,-99.22808710,2.008,-5.0253,-0.0226,2.9998,-0.0326,-0.0226,0.9917,0.0397,0.9917,-1.5687,0.9676,0.0083,0.0000,-0.0292,-0.0163,-0.0113,0.4958,-0.0000,-0.0000,0.0000,0.0000,0.0000,-0.0000,-0.0163,-0.0404,0.4958,-1.0000
1780122058.737741,0.2500,circle,-4.0253,-0.0210,1.9998,0.0100,0.0100,-0.0000,-1.5675,0.0444,-3.9984,-0.1120,19.59419790,-99.22808730,2.000,-4.9927,0.0000,2.0088,-0.0100,0.0100,0.0207,-0.0057,-0.1108,19.59418920,-99.22808710,2.009,-5.0253,-0.0242,2.9998,-0.0326,-0.0242,0.9909,0.0406,0.9909,-1.5619,0.9676,0.0091,0.0001,-0.0444,-0.0163,-0.0121,0.4955,-0.0000,-0.0000,0.0000,0.0000,0.0000,-0.0000,-0.0162,-0.0565,0.4955,-1.0000
1780122058.787900,0.2970,circle,-4.0253,-0.0210,1.9998,0.0100,0.0000,-0.0001,-1.5639,0.0688,-3.9937,-0.2239,19.59419790,-99.22808730,2.000,-4.9927,0.0000,2.0157,-0.0100,0.0000,0.0951,-0.0360,-0.4559,19.59418920,-99.22808710,2.016,-5.0252,-0.0278,2.9998,-0.0326,-0.0278,0.9841,0.0428,0.9841,-1.5279,0.9676,0.0159,0.0005,-0.0688,-0.0163,-0.0139,0.4920,-0.0000,-0.0000,0.0000,0.0000,0.0000,-0.0000,-0.0158,-0.0828,0.4920,-1.0000
1780122058.848899,0.3600,circle,-4.0253,-0.0210,1.9997,0.0100,-0.0100,-0.0001,-1.5585,0.1038,-3.9908,-0.2718,19.59419790,-99.22808730,2.000,-4.9927,0.0000,2.0203,-0.0100,0.0000,0.1291,-0.0602,-0.6482,19.59418920,-99.22808710,2.020,-5.0252,-0.0333,2.9997,-0.0325,-0.0333,0.9795,0.0465,0.9795,-1.4983,0.9676,0.0205,0.0013,-0.1038,-0.0163,-0.0166,0.4897,-0.0000,-0.0000,0.0000,0.0000,-0.0000,-0.0000,-0.0150,-0.1204,0.4897,-1.0000
1780122058.889826,0.4070,circle,-4.0253,-0.0210,1.9997,0.0100,-0.0100,-0.0001,-1.5533,0.1372,-3.9885,-0.3037,19.59419790,-99.22808730,2.000,-4.9927,0.0000,2.0298,-0.0100,0.0000,0.1838,-0.1112,-0.9381,19.59418920,-99.22808710,2.030,-5.0251,-0.0384,2.9997,-0.0325,-0.0384,0.9699,0.0503,0.9699,-1.4422,0.9676,0.0301,0.0024,-0.1372,-0.0162,-0.0192,0.4849,-0.0000,-0.0000,0.0000,0.0000,-0.0000,-0.0000,-0.0138,-0.1564,0.4849,-1.0000
1780122058.933854,0.4380,circle,-4.0253,-0.0210,1.9997,0.0100,-0.0300,-0.0002,-1.5468,0.1731,-3.9845,-0.3515,19.59419790,-99.22808730,2.000,-4.9927,0.0000,2.0337,-0.0100,-0.0100,0.2029,-0.1522,-1.1034,19.59418920,-99.22808710,2.034,-5.0250,-0.0450,2.9997,-0.0323,-0.0450,0.9660,0.0554,0.9660,-1.3946,0.9676,0.0340,0.0042,-0.1730,-0.0162,-0.0225,0.4830,-0.0000,-0.0000,0.0000,0.0000,-0.0000,-0.0000,-0.0120,-0.1955,0.4830,-0.9880
