timestamp_unix,t,leader_phase,lx,ly,lz,lvx,lvy,lvz,l_yaw,l_yawrate,lx_sp,ly_sp,sx,sy,sz,svx,svy,svz,s_yaw,s_yawrate,xd,yd,zd,ex,ey,ez,err_xy,err_z,e_yaw,dist_xy,dist_z,ff_x,ff_y,vx_p,vy_p,vz_p,vx_i,vy_i,vz_i,vx_d,vy_d,vz_d,vx_cmd,vy_cmd,vz_cmd,yaw_rate_cmd
1779479277.007523,0.0000,circle,0.0326,0.1277,1.4574,0.0151,0.0142,-0.0012,-1.5783,0.0011,0.0326,0.1277,-1.4533,0.1964,2.4556,0.0114,0.0191,0.0006,-1.6121,0.0003,-1.9673,0.1427,2.4574,-0.5140,-0.0537,0.0018,0.5168,0.0018,0.0338,1.4875,0.9982,-0.0000,-0.0023,-0.2570,-0.0269,0.0009,-0.0000,-0.0000,0.0000,0.0000,-0.0000,-0.0000,-0.2570,-0.0291,0.0009,0.0271
1779479277.058585,0.0470,circle,0.0325,0.1272,1.4571,0.0154,0.0140,-0.0008,-1.5782,0.0012,0.0327,0.1037,-1.4534,0.1964,2.4555,0.0114,0.0191,0.0006,-1.6121,0.0004,-1.9674,0.1419,2.4571,-0.5140,-0.0545,0.0016,0.5169,0.0016,0.0339,1.4876,0.9984,-0.0000,-0.0024,-0.2570,-0.0272,0.0008,-0.0000,-0.0000,0.0000,0.0000,-0.0000,-0.0000,-0.2570,-0.0297,0.0008,0.0272
1779479277.111976,0.0940,circle,0.0325,0.1272,1.4571,0.0154,0.0140,-0.0008,-1.5782,0.0012,0.0332,0.0677,-1.4534,0.1967,2.4555,0.0095,0.0189,0.0004,-1.6119,0.0036,-1.9674,0.1419,2.4571,-0.5140,-0.0547,0.0016,0.5169,0.0016,0.0338,1.4876,0.9984,-0.0000,-0.0024,-0.2570,-0.0274,0.0008,-0.0000,-0.0000,0.0000,0.0000,-0.0000,-0.0000,-0.2570,-0.0298,0.0008,0.0268
1779479277.168630,0.1560,circle,0.0325,0.1272,1.4571,0.0154,0.0140,-0.0008,-1.5782,0.0012,0.0341,0.0317,-1.4541,0.1963,2.4554,-0.0003,0.0176,0.0005,-1.6115,0.0105,-1.9674,0.1419,2.4571,-0.5133,-0.0544,0.0017,0.5162,0.0017,0.0333,1.4882,0.9983,-0.0000,-0.0024,-0.2567,-0.0272,0.0009,-0.0000,-0.0000,0.0000,0.0000,-0.0000,-0.0000,-0.2567,-0.0296,0.0009,0.0257
1779479277.212984,0.2030,circle,0.0325,0.1272,1.4571,0.0154,0.0140,-0.0008,-1.5782,0.0012,0.0350,0.0077,-1.4543,0.1964,2.4554,-0.0054,0.0171,0.0005,-1.6112,0.0132,-1.9674,0.1419,2.4571,-0.5131,-0.0545,0.0017,0.5160,0.0017,0.0330,1.4885,0.9983,-0.0000,-0.0024,-0.2565,-0.0272,0.0009,-0.0000,-0.0000,0.0000,0.0000,-0.0000,-0.0000,-0.2566,-0.0297,0.0009,0.0252
1779479277.260435,0.2500,circle,0.0325,0.1272,1.4571,0.0154,0.0140,-0.0008,-1.5782,0.0012,0.0361,-0.0163,-1.4560,0.1963,2.4553,-0.0257,0.0147,0.0006,-1.6100,0.0214,-1.9674,0.1419,2.4571,-0.5114,-0.0543,0.0018,0.5143,0.0018,0.0319,1.4901,0.9982,-0.0000,-0.0024,-0.2557,-0.0272,0.0009,-0.0000,-0.0000,0.0000,0.0000,-0.0000,-0.0000,-0.2557,-0.0296,0.0009,0.0235
1779479277.311297,0.2970,circle,0.0321,0.1253,1.4570,0.0110,-0.0066,0.0002,-1.5664,0.1170,0.0380,-0.0522,-1.4577,0.1963,2.4553,-0.0417,0.0130,0.0007,-1.6084,0.0286,-1.9679,0.1165,2.4570,-0.5101,-0.0798,0.0017,0.5163,0.0017,0.0421,1.4915,0.9983,0.0010,-0.2340,-0.2551,-0.0399,0.0009,-0.0000,-0.0000,0.0000,0.0000,-0.0000,-0.0000,-0.2540,-0.2739,0.0009,0.0425
1779479277.364845,0.3590,circle,0.0321,0.1253,1.4570,0.0110,-0.0066,0.0002,-1.5664,0.1170,0.0395,-0.0762,-1.4623,0.1956,2.4553,-0.0672,0.0099,0.0007,-1.6072,0.0325,-1.9679,0.1165,2.4570,-0.5055,-0.0791,0.0018,0.5117,0.0018,0.0408,1.4961,0.9982,0.0010,-0.2340,-0.2528,-0.0396,0.0009,-0.0000,-0.0000,0.0000,0.0000,-0.0000,-0.0000,-0.2517,-0.2735,0.0009,0.0411
1779479277.406187,0.3910,circle,0.0321,0.1253,1.4570,0.0110,-0.0066,0.0002,-1.5664,0.1170,0.0413,-0.1001,-1.4661,0.1951,2.4552,-0.0838,0.0069,0.0009,-1.6056,0.0365,-1.9679,0.1165,2.4570,-0.5018,-0.0787,0.0018,0.5079,0.0018,0.0392,1.4999,0.9982,0.0010,-0.2340,-0.2509,-0.0393,0.0009,-0.0000,-0.0000,0.0000,0.0000,-0.0000,-0.0000,-0.2498,-0.2733,0.0009,0.0394
1779479277.465755,0.4530,circle,0.0321,0.1253,1.4570,0.0110,-0.0066,0.0002,-1.5664,0.1170,0.0442,-0.1360,-1.4729,0.1942,2.4552,-0.1069,-0.0032,0.0011,-1.6026,0.0431,-1.9679,0.1165,2.4570,-0.4949,-0.0777,0.0018,0.5010,0.0018,0.0362,1.5066,0.9982,0.0010,-0.2340,-0.2475,-0.0389,0.0009,-0.0000,-0.0000,0.0000,0.0000,-0.0000,-0.0000,-0.2464,-0.2728,0.0009,0.0363
