variable,iae,ise,itae,duration_s
ex,30.236774,36.017627,553.763375
ey,31.259104,40.637655,559.976753
ez,2.192363,1.303949,4.340533
e_yaw,8.793332,3.724954,132.759407
err_xy,48.089014,76.655282,868.637578
dist_err,15.549630,8.935918,281.153050
duration,,,,34.500
