timestamp_unix,t,phase,event,lx,ly,lz,l_yaw,sx,sy,sz,s_yaw
1780338421.092950,0.0000,init,,0.0000,0.0000,0.8380,0.0141,0.0000,0.0000,0.0000,0.0000
1780338421.204995,0.1100,init,,0.0000,0.0000,0.8380,0.0141,0.0000,0.0000,0.0000,0.0000
1780338421.320133,0.2190,init,,-3.9474,-0.0314,0.8381,0.0140,-4.9815,-0.0314,0.8569,0.0137
1780338421.426545,0.3280,init,,-3.9474,-0.0314,0.8381,0.0140,-4.9815,-0.0314,0.8569,0.0137
1780338421.535053,0.4380,init,,-3.9474,-0.0314,0.8381,0.0140,-4.9815,-0.0314,0.8569,0.0137
1780338421.637008,0.5310,init,,-3.9474,-0.0314,0.8381,0.0140,-4.9815,-0.0314,0.8569,0.0137
1780338421.760216,0.6560,takeoff_L,,-3.9474,-0.0314,0.8381,0.0140,-4.9815,-0.0314,0.8569,0.0137
1780338421.869669,0.7660,takeoff_L,,-3.9474,-0.0314,0.8381,0.0140,-4.9815,-0.0314,0.8569,0.0136
1780338421.988533,0.8910,takeoff_L,,-3.9474,-0.0314,0.8381,0.0140,-4.9815,-0.0314,0.8569,0.0136
1780338422.095789,1.0000,takeoff_L,,-3.9474,-0.0314,0.8381,0.0140,-4.9815,-0.0314,0.8569,0.0136
1780338422.202310,1.1100,takeoff_L,,-3.9474,-0.0314,0.8381,0.0140,-4.9815,-0.0314,0.8569,0.0136
1780338422.305920,1.2030,takeoff_L,,-3.9474,-0.0314,0.8381,0.0140,-4.9815,-0.0314,0.8570,0.0136
1780338422.422061,1.3280,takeoff_L,,-3.9474,-0.0314,0.8381,0.0140,-4.9815,-0.0314,0.8570,0.0136
1780338422.537865,1.4380,takeoff_L,,-3.9474,-0.0314,0.8381,0.0140,-4.9815,-0.0314,0.8570,0.0136
1780338422.687990,1.5940,takeoff_L,,-3.9474,-0.0314,0.8381,0.0140,-4.9815,-0.0314,0.8570,0.0136
1780338422.836417,1.7350,takeoff_L,,-3.9474,-0.0314,0.8381,0.0140,-4.9815,-0.0314,0.8570,0.0136
1780338422.954587,1.8600,takeoff_L,,-3.9474,-0.0314,0.8381,0.0140,-4.9815,-0.0314,0.8570,0.0136
1780338423.057918,1.9530,takeoff_L,,-3.9474,-0.0314,0.8381,0.0140,-4.9815,-0.0314,0.8570,0.0136
1780338423.170038,2.0780,takeoff_L,,-3.9474,-0.0314,0.8381,0.0140,-4.9815,-0.0314,0.8570,0.0136
1780338423.284865,2.1880,takeoff_L,,-3.9474,-0.0314,0.8380,0.0140,-4.9815,-0.0314,0.8570,0.0136
1780338423.388639,2.2810,takeoff_L,,-3.9474,-0.0314,0.8380,0.0140,-4.9815,-0.0314,0.8570,0.0136
1780338423.500683,2.4060,takeoff_L,,-3.9474,-0.0314,0.8380,0.0140,-4.9815,-0.0314,0.8570,0.0136
