t,x,y,z,vx,vy,vz,yaw,yaw_rate,x_sp,y_sp,z_sp,ex_L,ey_L
0.00000,-3.997350,0.013235,2.999112,-0.002778,-0.011950,0.001450,2.060669,0.000294,-3.997350,0.013235,2.999112,0.000000,0.000000
0.02000,-3.997350,0.013235,2.999112,-0.002778,-0.011950,0.001450,2.060669,0.000294,-3.996550,-0.066760,2.999112,0.000800,-0.079995
0.04000,-3.997350,0.013235,2.999112,-0.002778,-0.011950,0.001450,2.060669,0.000294,-3.994150,-0.146723,2.999112,0.003200,-0.159957
0.06000,-3.997350,0.013235,2.999112,-0.002778,-0.011950,0.001450,2.060669,0.000294,-3.990152,-0.226621,2.999112,0.007198,-0.239856
0.08000,-3.997350,0.013235,2.999112,-0.002778,-0.011950,0.001450,2.060669,0.000294,-3.984556,-0.306424,2.999112,0.012793,-0.319659
0.10000,-3.997350,0.013235,2.999112,-0.002778,-0.011950,0.001450,2.060669,0.000294,-3.977366,-0.386099,2.999112,0.019983,-0.399334
0.12000,-3.997350,0.013235,2.999112,-0.002778,-0.011950,0.001450,2.060669,0.000294,-3.968584,-0.465614,2.999112,0.028765,-0.478849
0.14000,-3.997350,0.013235,2.999112,-0.002778,-0.011950,0.001450,2.060669,0.000294,-3.958213,-0.544938,2.999112,0.039136,-0.558172
0.16000,-3.997350,0.013235,2.999112,-0.002778,-0.011950,0.001450,2.060669,0.000294,-3.946259,-0.624038,2.999112,0.051091,-0.637273
0.18000,-3.997350,0.013235,2.999112,-0.002778,-0.011950,0.001450,2.060669,0.000294,-3.932724,-0.702883,2.999112,0.064625,-0.716118
0.20000,-3.997350,0.013235,2.999112,-0.002778,-0.011950,0.001450,2.071720,0.183953,-3.917616,-0.781442,2.999112,0.079734,-0.794677
0.22000,-3.997350,0.013235,2.999112,-0.002778,-0.011950,0.001450,2.071720,0.183953,-3.900939,-0.859684,2.999112,0.096410,-0.872918
0.24000,-3.997952,0.012367,2.999556,-0.000524,-0.039884,-0.000524,2.071720,0.183953,-3.882701,-0.937576,2.999112,0.115251,-0.949942
0.26000,-3.997952,0.012367,2.999556,-0.000524,-0.039884,-0.000524,2.071720,0.183953,-3.862909,-1.015087,2.999112,0.135043,-1.027454
0.28000,-3.997952,0.012367,2.999556,-0.000524,-0.039884,-0.000524,2.071720,0.183953,-3.841571,-1.092188,2.999112,0.156381,-1.104554
0.30000,-3.997952,0.012367,2.999556,-0.000524,-0.039884,-0.000524,2.071720,0.183953,-3.818695,-1.168846,2.999112,0.179257,-1.181213
0.32000,-3.997952,0.012367,2.999556,-0.000524,-0.039884,-0.000524,2.071720,0.183953,-3.794291,-1.245031,2.999112,0.203661,-1.257398
0.34000,-3.997952,0.012367,2.999556,-0.000524,-0.039884,-0.000524,2.071720,0.183953,-3.768368,-1.320714,2.999112,0.229584,-1.333080
0.36000,-3.997952,0.012367,2.999556,-0.000524,-0.039884,-0.000524,2.071720,0.183953,-3.740937,-1.395862,2.999112,0.257015,-1.408229
0.38000,-3.997952,0.012367,2.999556,-0.000524,-0.039884,-0.000524,2.071720,0.183953,-3.712008,-1.470447,2.999112,0.285944,-1.482814
0.40000,-3.997952,0.012367,2.999556,-0.000524,-0.039884,-0.000524,2.071720,0.183953,-3.681593,-1.544439,2.999112,0.316359,-1.556805
0.42000,-3.997952,0.012367,2.999556,-0.000524,-0.039884,-0.000524,2.071720,0.183953,-3.649705,-1.617807,2.999112,0.348247,-1.630174
0.44000,-3.997952,0.012367,2.999556,-0.000524,-0.039884,-0.000524,2.269552,1.255434,-3.616356,-1.690523,2.999112,0.381596,-1.702890
0.46000,-3.995141,-0.022870,2.999226,0.032769,-0.322525,-0.004701,2.269552,1.255434,-3.581559,-1.762558,2.999112,0.413582,-1.739687
0.48000,-3.995141,-0.022870,2.999226,0.032769,-0.322525,-0.004701,2.269552,1.255434,-3.545329,-1.833882,2.999112,0.449812,-1.811012
0.50000,-3.995141,-0.022870,2.999226,0.032769,-0.322525,-0.004701,2.269552,1.255434,-3.507680,-1.904467,2.999112,0.487462,-1.881597
0.52000,-3.995141,-0.022870,2.999226,0.032769,-0.322525,-0.004701,2.269552,1.255434,-3.468626,-1.974286,2.999112,0.526515,-1.951415
0.54000,-3.995141,-0.022870,2.999226,0.032769,-0.322525,-0.004701,2.269552,1.255434,-3.428184,-2.043309,2.999112,0.566957,-2.020439
0.56000,-3.995141,-0.022870,2.999226,0.032769,-0.322525,-0.004701,2.269552,1.255434,-3.386370,-2.111510,2.999112,0.608771,-2.088640
0.58000,-3.995141,-0.022870,2.999226,0.032769,-0.322525,-0.004701,2.269552,1.255434,-3.343200,-2.178861,2.999112,0.651941,-2.155991
