timestamp_unix,t,phase,lx,ly,lz,l_yaw,sx,sy,sz,s_yaw
1780122459.664252,0.0000,init,0.0000,0.0000,-0.0029,-0.0440,0.0000,0.0000,0.0000,-0.0338
1780122459.776223,0.1100,init,0.0000,0.0000,-0.0029,-0.0440,0.0000,0.0000,0.0737,-0.0338
1780122459.889119,0.2190,init,-3.9252,-0.0314,-0.0029,-0.0440,-4.9482,-0.0524,0.0737,-0.0338
1780122460.004543,0.3440,init,-3.9252,-0.0314,-0.0029,-0.0440,-4.9482,-0.0524,0.0737,-0.0338
1780122460.120633,0.4530,init,-3.9252,-0.0314,-0.0029,-0.0440,-4.9482,-0.0524,0.0736,-0.0338
1780122460.225188,0.5630,init,-3.9252,-0.0314,-0.0029,-0.0440,-4.9482,-0.0524,0.0736,-0.0338
1780122460.330136,0.6720,init,-3.9252,-0.0314,-0.0029,-0.0440,-4.9482,-0.0524,0.0736,-0.0338
1780122460.437711,0.7820,init,-3.9252,-0.0314,-0.0029,-0.0440,-4.9482,-0.0524,0.0736,-0.0338
1780122460.551061,0.8910,init,-3.9252,-0.0314,-0.0029,-0.0440,-4.9482,-0.0524,0.0736,-0.0338
1780122460.656927,1.0000,init,-3.9252,-0.0314,-0.0030,-0.0440,-4.9482,-0.0524,0.0736,-0.0338
1780122460.769739,1.1100,init,-3.9252,-0.0314,-0.0030,-0.0440,-4.9482,-0.0524,0.0736,-0.0338
1780122460.883421,1.2190,init,-3.9252,-0.0314,-0.0030,-0.0440,-4.9482,-0.0524,0.0736,-0.0338
1780122460.991577,1.3280,init,-3.9252,-0.0314,-0.0030,-0.0440,-4.9482,-0.0524,0.0736,-0.0338
1780122461.109243,1.4530,init,-3.9252,-0.0314,-0.0030,-0.0440,-4.9482,-0.0524,0.0736,-0.0338
1780122461.224478,1.5630,init,-3.9252,-0.0314,-0.0030,-0.0440,-4.9482,-0.0524,0.0736,-0.0338
1780122461.335985,1.6720,init,-3.9252,-0.0314,-0.0030,-0.0440,-4.9482,-0.0524,0.0736,-0.0338
1780122461.439994,1.7820,init,-3.9252,-0.0314,-0.0030,-0.0440,-4.9482,-0.0524,0.0736,-0.0337
1780122461.557090,1.8910,init,-3.9252,-0.0314,-0.0030,-0.0440,-4.9482,-0.0524,0.0736,-0.0337
1780122461.675092,2.0160,init,-3.9252,-0.0314,-0.0029,-0.0440,-4.9482,-0.0524,0.0736,-0.0337
1780122461.786138,2.1250,init,-3.9252,-0.0314,-0.0029,-0.0440,-4.9482,-0.0524,0.0736,-0.0337
1780122461.886878,2.2190,init,-3.9252,-0.0314,-0.0029,-0.0440,-4.9482,-0.0524,0.0736,-0.0337
1780122461.989614,2.3280,init,-3.9252,-0.0314,-0.0029,-0.0440,-4.9482,-0.0524,0.0736,-0.0337
1780122462.108241,2.4380,init,-3.9252,-0.0314,-0.0029,-0.0440,-4.9482,-0.0524,0.0736,-0.0337
1780122462.219757,2.5630,init,-3.9252,-0.0314,-0.0029,-0.0440,-4.9482,-0.0524,0.0736,-0.0337
1780122462.320315,2.6570,init,-3.9252,-0.0314,-0.0029,-0.0440,-4.9482,-0.0524,0.0736,-0.0337
1780122462.424965,2.7660,init,-3.9252,-0.0314,-0.0029,-0.0440,-4.9482,-0.0524,0.0736,-0.0337
1780122462.527567,2.8600,init,-3.9252,-0.0314,-0.0029,-0.0440,-4.9482,-0.0524,0.0736,-0.0337
