timestamp_unix,t,drone,label,tx,ty,tz,x,y,z,ex,ey,ez,dist_xy,dist_z,speed,in_zone
1780342366.220313,0.0000,follower,SEGUIDOR prepos,-5.0000,0.0000,4.0000,0.0222,0.9219,2.9499,-5.0222,-0.9219,1.0501,5.1061,1.0501,0.0141,0
1780342366.271163,0.0470,follower,SEGUIDOR prepos,-5.0000,0.0000,4.0000,0.0222,0.9219,2.9500,-5.0222,-0.9219,1.0500,5.1061,1.0500,0.0141,0
1780342366.324735,0.1090,follower,SEGUIDOR prepos,-5.0000,0.0000,4.0000,0.0222,0.9219,2.9503,-5.0222,-0.9219,1.0497,5.1061,1.0497,0.0141,0
1780342366.366434,0.1410,follower,SEGUIDOR prepos,-5.0000,0.0000,4.0000,0.0222,0.9219,2.9508,-5.0222,-0.9219,1.0492,5.1061,1.0492,0.0224,0
1780342366.426180,0.2030,follower,SEGUIDOR prepos,-5.0000,0.0000,4.0000,0.0222,0.9219,2.9524,-5.0222,-0.9219,1.0476,5.1061,1.0476,0.0400,0
1780342366.473960,0.2500,follower,SEGUIDOR prepos,-5.0000,0.0000,4.0000,0.0222,0.9219,2.9534,-5.0222,-0.9219,1.0466,5.1061,1.0466,0.0600,0
1780342366.524637,0.3130,follower,SEGUIDOR prepos,-5.0000,0.0000,4.0000,0.0222,0.9219,2.9623,-5.0222,-0.9219,1.0377,5.1061,1.0377,0.1300,0
1780342366.562052,0.3440,follower,SEGUIDOR prepos,-5.0000,0.0000,4.0000,0.0222,0.9219,2.9682,-5.0222,-0.9219,1.0318,5.1061,1.0318,0.1803,0
1780342366.618658,0.4060,follower,SEGUIDOR prepos,-5.0000,0.0000,4.0000,0.0000,0.9219,2.9797,-5.0000,-0.9219,1.0203,5.0843,1.0203,0.2717,0
1780342366.663015,0.4380,follower,SEGUIDOR prepos,-5.0000,0.0000,4.0000,0.0000,0.9219,2.9843,-5.0000,-0.9219,1.0157,5.0843,1.0157,0.3027,0
1780342366.731174,0.5160,follower,SEGUIDOR prepos,-5.0000,0.0000,4.0000,-0.0222,0.9114,2.9947,-4.9778,-0.9114,1.0053,5.0605,1.0053,0.4342,0
1780342366.773865,0.5630,follower,SEGUIDOR prepos,-5.0000,0.0000,4.0000,-0.0556,0.9114,3.0134,-4.9444,-0.9114,0.9866,5.0277,0.9866,0.5771,0
1780342366.811806,0.5940,follower,SEGUIDOR prepos,-5.0000,0.0000,4.0000,-0.0778,0.9009,3.0358,-4.9222,-0.9009,0.9642,5.0039,0.9642,0.6774,0
1780342366.870863,0.6560,follower,SEGUIDOR prepos,-5.0000,0.0000,4.0000,-0.1223,0.8904,3.0621,-4.8777,-0.8904,0.9379,4.9583,0.9379,0.8516,0
1780342366.925250,0.7030,follower,SEGUIDOR prepos,-5.0000,0.0000,4.0000,-0.1557,0.8904,3.0819,-4.8443,-0.8904,0.9181,4.9255,0.9181,0.9634,0
1780342366.973204,0.7500,follower,SEGUIDOR prepos,-5.0000,0.0000,4.0000,-0.1779,0.8904,3.0819,-4.8221,-0.8904,0.9181,4.9036,0.9181,1.0242,0
1780342367.023915,0.8130,follower,SEGUIDOR prepos,-5.0000,0.0000,4.0000,-0.2669,0.8695,3.1397,-4.7331,-0.8695,0.8603,4.8123,0.8603,1.2577,0
1780342367.061333,0.8440,follower,SEGUIDOR prepos,-5.0000,0.0000,4.0000,-0.2891,0.8590,3.1527,-4.7109,-0.8590,0.8473,4.7886,0.8473,1.3185,0
1780342367.117980,0.9060,follower,SEGUIDOR prepos,-5.0000,0.0000,4.0000,-0.4337,0.8380,3.2240,-4.5663,-0.8380,0.7760,4.6426,0.7760,1.5849,0
1780342367.162618,0.9380,follower,SEGUIDOR prepos,-5.0000,0.0000,4.0000,-0.4670,0.8276,3.2396,-4.5330,-0.8276,0.7604,4.6079,0.7604,1.6458,0
1780342367.225156,1.0000,follower,SEGUIDOR prepos,-5.0000,0.0000,4.0000,-0.6005,0.8066,3.2876,-4.3995,-0.8066,0.7124,4.4729,0.7124,1.8381,0
1780342367.275782,1.0630,follower,SEGUIDOR prepos,-5.0000,0.0000,4.0000,-0.6338,0.7961,3.3205,-4.3662,-0.7961,0.6795,4.4382,0.6795,1.8890,0
1780342367.313393,1.0940,follower,SEGUIDOR prepos,-5.0000,0.0000,4.0000,-0.7450,0.7752,3.3540,-4.2550,-0.7752,0.6460,4.3250,0.6460,2.0321,0
1780342367.369980,1.1560,follower,SEGUIDOR prepos,-5.0000,0.0000,4.0000,-0.8228,0.7647,3.4053,-4.1772,-0.7647,0.5947,4.2466,0.5947,2.1243,0
1780342367.414693,1.2030,follower,SEGUIDOR prepos,-5.0000,0.0000,4.0000,-0.9118,0.7438,3.4398,-4.0882,-0.7438,0.5602,4.1553,0.5602,2.2048,0
1780342367.462193,1.2500,follower,SEGUIDOR prepos,-5.0000,0.0000,4.0000,-1.0452,0.7228,3.4742,-3.9548,-0.7228,0.5258,4.0203,0.5258,2.3067,0
1780342367.512785,1.2970,follower,SEGUIDOR prepos,-5.0000,0.0000,4.0000,-1.1787,0.6914,3.5424,-3.8213,-0.6914,0.4576,3.8834,0.4576,2.3890,0
1780342367.566285,1.3440,follower,SEGUIDOR prepos,-5.0000,0.0000,4.0000,-1.3232,0.6704,3.5762,-3.6768,-0.6704,0.4238,3.7374,0.4238,2.4597,0
1780342367.623464,1.4060,follower,SEGUIDOR prepos,-5.0000,0.0000,4.0000,-1.4122,0.6495,3.6257,-3.5878,-0.6495,0.3743,3.6461,0.3743,2.4892,0
1780342367.668000,1.4530,follower,SEGUIDOR prepos,-5.0000,0.0000,4.0000,-1.5123,0.6285,3.6580,-3.4877,-0.6285,0.3420,3.5439,0.3420,2.5107,0
1780342367.715447,1.5000,follower,SEGUIDOR prepos,-5.0000,0.0000,4.0000,-1.6123,0.6181,3.6739,-3.3877,-0.6181,0.3261,3.4436,0.3261,2.5303,0
1780342367.766348,1.5470,follower,SEGUIDOR prepos,-5.0000,0.0000,4.0000,-1.6568,0.6076,3.7047,-3.3432,-0.6076,0.2953,3.3980,0.2953,2.5303,0
1780342367.819934,1.5940,follower,SEGUIDOR prepos,-5.0000,0.0000,4.0000,-1.8570,0.5657,3.7637,-3.1430,-0.5657,0.2363,3.1935,0.2363,2.5402,0
1780342367.876582,1.6560,follower,SEGUIDOR prepos,-5.0000,0.0000,4.0000,-2.0460,0.5343,3.8187,-2.9540,-0.5343,0.1813,3.0019,0.1813,2.5303,0
1780342367.921262,1.7030,follower,SEGUIDOR prepos,-5.0000,0.0000,4.0000,-2.1461,0.5133,3.8446,-2.8539,-0.5133,0.1554,2.8997,0.1554,2.5205,0
1780342367.968761,1.7500,follower,SEGUIDOR prepos,-5.0000,0.0000,4.0000,-2.1461,0.5133,3.8446,-2.8539,-0.5133,0.1554,2.8997,0.1554,2.5205,0
