t,x,y,z,vx,vy,vz,yaw,yaw_rate,x_sp,y_sp,z_sp,ex_L,ey_L
0.00000,-4.979196,-0.131034,3.995342,-0.022474,-0.018706,0.000736,-1.568008,-0.000168,-4.979196,-0.131034,3.995342,0.000000,0.000000
0.02000,-4.979196,-0.131034,3.995342,-0.022474,-0.018706,0.000736,-1.568008,-0.000168,-4.979068,-0.163034,3.995342,0.000128,-0.032000
0.04000,-4.979196,-0.131034,3.995342,-0.022474,-0.018706,0.000736,-1.568008,-0.000168,-4.978684,-0.195031,3.995342,0.000512,-0.063997
0.06000,-4.979196,-0.131034,3.995342,-0.022474,-0.018706,0.000736,-1.568008,-0.000168,-4.978044,-0.227025,3.995342,0.001152,-0.095991
0.08000,-4.979196,-0.131034,3.995342,-0.022474,-0.018706,0.000736,-1.568008,-0.000168,-4.977148,-0.259012,3.995342,0.002048,-0.127978
0.10000,-4.979196,-0.131034,3.995342,-0.022474,-0.018706,0.000736,-1.568008,-0.000168,-4.975996,-0.290992,3.995342,0.003200,-0.159957
0.12000,-4.979196,-0.131034,3.995342,-0.022474,-0.018706,0.000736,-1.568008,-0.000168,-4.974588,-0.322960,3.995342,0.004607,-0.191926
0.14000,-4.979196,-0.131034,3.995342,-0.022474,-0.018706,0.000736,-1.568008,-0.000168,-4.972925,-0.354917,3.995342,0.006270,-0.223883
0.16000,-4.979196,-0.131034,3.995342,-0.022474,-0.018706,0.000736,-1.568008,-0.000168,-4.971006,-0.386859,3.995342,0.008189,-0.255825
0.18000,-4.979196,-0.131034,3.995342,-0.022474,-0.018706,0.000736,-1.568008,-0.000168,-4.968832,-0.418785,3.995342,0.010364,-0.287751
0.20000,-4.979196,-0.131034,3.995342,-0.022474,-0.018706,0.000736,-1.584609,-0.258460,-4.966402,-0.450693,3.995342,0.012793,-0.319659
0.22000,-4.979196,-0.131034,3.995342,-0.022474,-0.018706,0.000736,-1.584609,-0.258460,-4.963718,-0.482580,3.995342,0.015478,-0.351546
0.24000,-4.981064,-0.130430,3.995372,-0.017518,-0.035155,0.000311,-1.584609,-0.258460,-4.960778,-0.514445,3.995342,0.020286,-0.384015
0.26000,-4.981064,-0.130430,3.995372,-0.017518,-0.035155,0.000311,-1.584609,-0.258460,-4.957583,-0.546285,3.995342,0.023481,-0.415855
0.28000,-4.981064,-0.130430,3.995372,-0.017518,-0.035155,0.000311,-1.584609,-0.258460,-4.954134,-0.578098,3.995342,0.026930,-0.447668
0.30000,-4.981064,-0.130430,3.995372,-0.017518,-0.035155,0.000311,-1.584609,-0.258460,-4.950430,-0.609883,3.995342,0.030634,-0.479453
0.32000,-4.981064,-0.130430,3.995372,-0.017518,-0.035155,0.000311,-1.584609,-0.258460,-4.946472,-0.641637,3.995342,0.034592,-0.511207
0.34000,-4.981064,-0.130430,3.995372,-0.017518,-0.035155,0.000311,-1.584609,-0.258460,-4.942261,-0.673359,3.995342,0.038803,-0.542929
0.36000,-4.981064,-0.130430,3.995372,-0.017518,-0.035155,0.000311,-1.584609,-0.258460,-4.937795,-0.705046,3.995342,0.043269,-0.574616
0.38000,-4.981064,-0.130430,3.995372,-0.017518,-0.035155,0.000311,-1.584609,-0.258460,-4.933076,-0.736696,3.995342,0.047987,-0.606266
0.40000,-4.981064,-0.130430,3.995372,-0.017518,-0.035155,0.000311,-1.584609,-0.258460,-4.928105,-0.768307,3.995342,0.052959,-0.637877
0.42000,-4.981064,-0.130430,3.995372,-0.017518,-0.035155,0.000311,-1.584609,-0.258460,-4.922880,-0.799878,3.995342,0.058184,-0.669448
0.44000,-4.981064,-0.130430,3.995372,-0.017518,-0.035155,0.000311,-1.584609,-0.258460,-4.917403,-0.831405,3.995342,0.063660,-0.700975
0.46000,-4.981064,-0.130430,3.995372,-0.017518,-0.035155,0.000311,-1.800422,-1.334800,-4.911674,-0.862888,3.995342,0.069389,-0.732458
0.48000,-4.980772,-0.147339,3.995411,-0.001743,-0.171102,-0.000623,-1.800422,-1.334800,-4.905694,-0.894324,3.995342,0.075078,-0.746985
0.50000,-4.980772,-0.147339,3.995411,-0.001743,-0.171102,-0.000623,-1.800422,-1.334800,-4.899462,-0.925711,3.995342,0.081310,-0.778372
0.52000,-4.980772,-0.147339,3.995411,-0.001743,-0.171102,-0.000623,-1.800422,-1.334800,-4.892979,-0.957048,3.995342,0.087793,-0.809709
0.54000,-4.980772,-0.147339,3.995411,-0.001743,-0.171102,-0.000623,-1.800422,-1.334800,-4.886246,-0.988331,3.995342,0.094526,-0.840992
0.56000,-4.980772,-0.147339,3.995411,-0.001743,-0.171102,-0.000623,-1.800422,-1.334800,-4.879262,-1.019560,3.995342,0.101510,-0.872221
0.58000,-4.980772,-0.147339,3.995411,-0.001743,-0.171102,-0.000623,-1.800422,-1.334800,-4.872030,-1.050732,3.995342,0.108742,-0.903393
0.60000,-4.980772,-0.147339,3.995411,-0.001743,-0.171102,-0.000623,-1.800422,-1.334800,-4.864547,-1.081845,3.995342,0.116225,-0.934506
0.62000,-4.980772,-0.147339,3.995411,-0.001743,-0.171102,-0.000623,-1.800422,-1.334800,-4.856817,-1.112897,3.995342,0.123955,-0.965558
0.64000,-4.980772,-0.147339,3.995411,-0.001743,-0.171102,-0.000623,-1.800422,-1.334800,-4.848838,-1.143886,3.995342,0.131934,-0.996547
0.66000,-4.980772,-0.147339,3.995411,-0.001743,-0.171102,-0.000623,-1.800422,-1.334800,-4.840611,-1.174810,3.995342,0.140161,-1.027471
0.68000,-4.980772,-0.147339,3.995411,-0.001743,-0.171102,-0.000623,-1.800422,-1.334800,-4.832138,-1.205668,3.995342,0.148634,-1.058329
0.70000,-4.980772,-0.147339,3.995411,-0.001743,-0.171102,-0.000623,-1.800422,-1.334800,-4.823417,-1.236457,3.995342,0.157355,-1.089118
0.72000,-4.980772,-0.147339,3.995411,-0.001743,-0.171102,-0.000623,-2.183064,-1.515057,-4.814451,-1.267175,3.995342,0.166321,-1.119836
0.74000,-4.975006,-0.213134,3.995360,0.028710,-0.412628,-0.000617,-2.183064,-1.515057,-4.805239,-1.297820,3.995342,0.169766,-1.084687
0.76000,-4.975006,-0.213134,3.995360,0.028710,-0.412628,-0.000617,-2.183064,-1.515057,-4.795783,-1.328391,3.995342,0.179223,-1.115257
0.78000,-4.975006,-0.213134,3.995360,0.028710,-0.412628,-0.000617,-2.183064,-1.515057,-4.786082,-1.358885,3.995342,0.188924,-1.145751
0.80000,-4.975006,-0.213134,3.995360,0.028710,-0.412628,-0.000617,-2.183064,-1.515057,-4.776137,-1.389300,3.995342,0.198868,-1.176167
