Archivo,Ruta Archivo,Tiempo total (min),Tiempo de Vuelo (min),Voltaje Inicial (V),Voltaje Final (V),Caída de Voltaje(sag) (V),Voltaje Mínimo (V),Voltaje Máximo (V),I Máxima (A),I Promedio (A),Potencia Promedio (W),Potencia Máxima (W),Energía Consumida (J),Energía Consumida (Wh),mAh Consumidos,C-rate Promedio,SOH,Eficiencia Energética (%)
Vuelo D2 tuning 12-dic B2.2.tlog,C:\Users\jhonn\Documents\Mission Planner\logs\Posibles\Vuelo D2 tuning 12-dic B2.2.tlog,28.267259983221688,2.1272235472997028,12.177,11.406,0.28506666666666547,10.544,12.206,22.150000000000002,16.26106723585913,183.79791389541106,244.49170000000004,81228.8677920529,22.56357438668136,576.5154188057205,2.5017026516706355,96.64285714285712,450.23594505998983
