timestamp_unix,t,wp_idx,wp_phase,lx,ly,lz,lvx,lvy,lvz,l_yaw,l_yawrate,lx_sp,ly_sp,lz_sp,sx,sy,sz,svx,svy,svz,s_yaw,s_yawrate,xd,yd,zd,ex,ey,ez,err_xy,err_z,e_yaw,dist_xy,dist_z,ff_x,ff_y,vx_p,vy_p,vz_p,vx_i,vy_i,vz_i,vx_d,vy_d,vz_d,vx_cmd,vy_cmd,vz_cmd,yaw_rate_cmd
1779480218.103267,0.0000,0,transit,0.0284,0.0347,3.9980,-0.0202,-0.0145,0.0009,-1.5743,-0.0001,0.0000,0.0000,0.0000,-0.0382,2.8010,4.9971,-0.0170,-0.0187,-0.0002,-1.6458,-0.0003,0.0353,2.0347,4.9980,0.0735,-0.7663,0.0009,0.7698,0.0009,0.0716,2.7671,0.9991,0.0003,-0.0000,0.0368,-0.3832,0.0004,0.0000,-0.0000,0.0000,-0.0006,0.0008,0.0002,0.0364,-0.3823,0.0007,0.0573
1779480218.188103,0.0780,0,transit,0.0261,0.0350,3.9978,-0.0183,-0.0141,0.0009,-1.5743,-0.0005,0.0299,0.0350,3.9998,-0.0372,2.8015,4.9970,-0.0173,-0.0191,-0.0003,-1.6458,0.0004,0.0330,2.0350,4.9978,0.0702,-0.7664,0.0007,0.7697,0.0007,0.0715,2.7672,0.9993,0.0010,-0.0000,0.0351,-0.3832,0.0004,0.0000,-0.0000,0.0000,-0.0002,0.0010,0.0002,0.0359,-0.3822,0.0006,0.0571
1779480218.210575,0.0930,0,transit,0.0261,0.0350,3.9978,-0.0183,-0.0141,0.0009,-1.5743,-0.0005,0.0299,0.0350,3.9998,-0.0371,2.8013,4.9970,-0.0175,-0.0213,-0.0003,-1.6456,0.0057,0.0330,2.0350,4.9978,0.0701,-0.7663,0.0008,0.7695,0.0008,0.0713,2.7670,0.9992,0.0010,-0.0000,0.0351,-0.3831,0.0004,0.0000,-0.0000,0.0000,-0.0002,0.0014,0.0002,0.0359,-0.3817,0.0006,0.0564
1779480218.271412,0.1560,0,transit,0.0261,0.0350,3.9978,-0.0183,-0.0141,0.0009,-1.5743,-0.0005,0.0299,0.0350,3.9998,-0.0366,2.8010,4.9970,-0.0170,-0.0317,-0.0004,-1.6447,0.0201,0.0330,2.0350,4.9978,0.0696,-0.7660,0.0008,0.7691,0.0008,0.0704,2.7667,0.9992,0.0010,-0.0000,0.0348,-0.3830,0.0004,0.0000,-0.0000,0.0000,-0.0003,0.0035,0.0002,0.0355,-0.3795,0.0006,0.0543
1779480218.322945,0.2180,0,transit,0.0261,0.0350,3.9978,-0.0183,-0.0141,0.0009,-1.5743,-0.0005,0.0299,0.0350,3.9998,-0.0365,2.8006,4.9970,-0.0166,-0.0380,-0.0004,-1.6442,0.0258,0.0330,2.0350,4.9978,0.0696,-0.7656,0.0008,0.7687,0.0008,0.0699,2.7663,0.9992,0.0010,-0.0000,0.0348,-0.3828,0.0004,0.0000,-0.0000,0.0000,-0.0003,0.0048,0.0003,0.0354,-0.3780,0.0006,0.0533
1779480218.356974,0.2500,0,transit,0.0261,0.0350,3.9978,-0.0183,-0.0141,0.0009,-1.5743,-0.0005,0.0299,0.0350,3.9998,-0.0361,2.7996,4.9970,-0.0153,-0.0544,-0.0005,-1.6420,0.0432,0.0330,2.0350,4.9978,0.0691,-0.7646,0.0008,0.7677,0.0008,0.0677,2.7653,0.9992,0.0010,-0.0000,0.0346,-0.3823,0.0004,0.0000,-0.0000,0.0000,-0.0006,0.0080,0.0003,0.0349,-0.3743,0.0007,0.0498
1779480218.412811,0.2960,0,transit,0.0261,0.0350,3.9978,-0.0183,-0.0141,0.0009,-1.5743,-0.0005,0.0299,0.0350,3.9998,-0.0354,2.7966,4.9970,-0.0127,-0.0867,-0.0006,-1.6399,0.0540,0.0330,2.0350,4.9978,0.0685,-0.7616,0.0008,0.7647,0.0008,0.0657,2.7623,0.9992,0.0010,-0.0000,0.0342,-0.3808,0.0004,0.0000,-0.0000,0.0000,-0.0011,0.0145,0.0003,0.0341,-0.3663,0.0007,0.0471
1779480218.467742,0.3590,0,transit,0.0261,0.0350,3.9978,-0.0183,-0.0141,0.0009,-1.5742,-0.0005,0.0299,0.0350,3.9998,-0.0349,2.7912,4.9970,-0.0099,-0.1236,-0.0005,-1.6361,0.0670,0.0330,2.0350,4.9978,0.0679,-0.7562,0.0008,0.7592,0.0008,0.0619,2.7569,0.9992,0.0011,-0.0000,0.0340,-0.3781,0.0004,0.0000,-0.0000,0.0000,-0.0017,0.0219,0.0003,0.0334,-0.3562,0.0007,0.0427
1779480218.512300,0.4060,0,transit,0.0255,0.0373,3.9980,-0.0101,-0.0088,0.0020,-1.5742,-0.0005,0.0299,0.0350,3.9998,-0.0341,2.7867,4.9970,-0.0077,-0.1480,-0.0003,-1.6332,0.0730,0.0324,2.0373,4.9980,0.0664,-0.7494,0.0010,0.7524,0.0010,0.0590,2.7501,0.9990,0.0011,-0.0000,0.0332,-0.3747,0.0005,0.0000,-0.0000,0.0000,-0.0005,0.0278,0.0005,0.0338,-0.3469,0.0010,0.0398
1779480218.557658,0.4530,0,transit,0.0255,0.0373,3.9980,-0.0101,-0.0088,0.0020,-1.5742,-0.0005,0.0299,0.0350,3.9998,-0.0335,2.7842,4.9969,-0.0066,-0.1597,-0.0003,-1.6301,0.0764,0.0324,2.0373,4.9980,0.0659,-0.7469,0.0010,0.7498,0.0010,0.0559,2.7475,0.9990,0.0011,-0.0000,0.0329,-0.3735,0.0005,0.0000,-0.0000,0.0000,-0.0007,0.0302,0.0005,0.0333,-0.3433,0.0010,0.0370
1779480218.605526,0.5000,0,transit,0.0255,0.0373,3.9980,-0.0101,-0.0088,0.0020,-1.5742,-0.0005,0.0299,0.0350,3.9998,-0.0321,2.7714,4.9970,-0.0033,-0.2013,0.0003,-1.6255,0.0768,0.0324,2.0373,4.9980,0.0644,-0.7341,0.0010,0.7369,0.0010,0.0513,2.7347,0.9990,0.0011,-0.0000,0.0322,-0.3671,0.0005,0.0000,-0.0000,0.0000,-0.0014,0.0385,0.0003,0.0320,-0.3286,0.0008,0.0333
1779480218.660220,0.5460,0,transit,0.0255,0.0373,3.9980,-0.0101,-0.0088,0.0020,-1.5742,-0.0005,0.0299,0.0350,3.9998,-0.0310,2.7594,4.9970,-0.0014,-0.2274,0.0007,-1.6196,0.0702,0.0324,2.0373,4.9980,0.0634,-0.7221,0.0010,0.7249,0.0010,0.0453,2.7227,0.9990,0.0011,-0.0000,0.0317,-0.3611,0.0005,0.0000,-0.0000,0.0000,-0.0017,0.0437,0.0003,0.0311,-0.3173,0.0007,0.0292
1779480218.714377,0.6090,0,transit,0.0270,0.0416,3.9986,-0.0028,-0.0053,0.0024,-1.5742,-0.0006,0.0299,0.0350,3.9998,-0.0299,2.7514,4.9970,-0.0001,-0.2413,0.0008,-1.6169,0.0644,0.0338,2.0416,4.9986,0.0638,-0.7098,0.0016,0.7127,0.0016,0.0427,2.7104,0.9984,0.0012,-0.0000,0.0319,-0.3549,0.0008,0.0000,-0.0000,0.0000,-0.0005,0.0472,0.0003,0.0326,-0.3077,0.0011,0.0276
1779480218.756032,0.6400,0,transit,0.0270,0.0416,3.9986,-0.0028,-0.0053,0.0024,-1.5742,-0.0006,0.0299,0.0350,3.9998,-0.0283,2.7384,4.9971,0.0013,-0.2581,0.0010,-1.6145,0.0573,0.0338,2.0416,4.9986,0.0622,-0.6968,0.0015,0.6995,0.0015,0.0403,2.6973,0.9985,0.0012,-0.0000,0.0311,-0.3484,0.0008,0.0000,-0.0000,0.0000,-0.0008,0.0506,0.0003,0.0315,-0.2978,0.0010,0.0264
1779480218.819618,0.7030,0,transit,0.0270,0.0416,3.9986,-0.0028,-0.0053,0.0024,-1.5742,-0.0006,0.0299,0.0350,3.9998,-0.0270,2.7240,4.9972,0.0023,-0.2709,0.0011,-1.6115,0.0455,0.0338,2.0416,4.9986,0.0608,-0.6824,0.0014,0.6851,0.0014,0.0373,2.6830,0.9986,0.0012,-0.0000,0.0304,-0.3412,0.0007,0.0000,-0.0000,0.0000,-0.0010,0.0531,0.0003,0.0306,-0.2881,0.0010,0.0252
1779480218.871269,0.7650,0,transit,0.0270,0.0416,3.9986,-0.0028,-0.0053,0.0024,-1.5742,-0.0006,0.0299,0.0350,3.9998,-0.0259,2.7088,4.9972,0.0028,-0.2802,0.0012,-1.6092,0.0334,0.0338,2.0416,4.9986,0.0597,-0.6672,0.0014,0.6698,0.0014,0.0350,2.6677,0.9986,0.0012,-0.0000,0.0299,-0.3336,0.0007,0.0000,-0.0000,0.0000,-0.0011,0.0550,0.0003,0.0299,-0.2786,0.0009,0.0246
1779480218.907258,0.7960,0,transit,0.0270,0.0416,3.9986,-0.0028,-0.0053,0.0024,-1.5742,-0.0006,0.0299,0.0350,3.9998,-0.0251,2.7041,4.9973,0.0032,-0.2822,0.0011,-1.6086,0.0296,0.0338,2.0416,4.9986,0.0590,-0.6625,0.0014,0.6651,0.0014,0.0344,2.6630,0.9986,0.0012,-0.0000,0.0295,-0.3313,0.0007,0.0000,-0.0000,0.0000,-0.0012,0.0554,0.0003,0.0295,-0.2759,0.0009,0.0245
1779480218.963090,0.8590,0,transit,0.0295,0.0459,3.9994,-0.0004,-0.0063,0.0019,-1.5742,-0.0008,0.0299,0.0350,3.9998,-0.0235,2.6891,4.9973,0.0039,-0.2870,0.0011,-1.6072,0.0193,0.0364,2.0459,4.9994,0.0599,-0.6432,0.0021,0.6460,0.0021,0.0330,2.6438,0.9979,0.0015,-0.0000,0.0299,-0.3216,0.0010,0.0000,-0.0000,0.0000,-0.0009,0.0561,0.0002,0.0306,-0.2655,0.0012,0.0244
1779480219.004565,0.8900,0,transit,0.0295,0.0459,3.9994,-0.0004,-0.0063,0.0019,-1.5742,-0.0008,0.0299,0.0350,3.9998,-0.0226,2.6787,4.9973,0.0040,-0.2892,0.0011,-1.6066,0.0138,0.0364,2.0459,4.9994,0.0590,-0.6328,0.0020,0.6355,0.0020,0.0324,2.6333,0.9980,0.0015,-0.0000,0.0295,-0.3164,0.0010,0.0000,-0.0000,0.0000,-0.0009,0.0566,0.0002,0.0302,-0.2598,0.0012,0.0244
1779480219.065256,0.9530,0,transit,0.0295,0.0459,3.9994,-0.0004,-0.0063,0.0019,-1.5742,-0.0008,0.0299,0.0350,3.9998,-0.0210,2.6574,4.9974,0.0041,-0.2911,0.0012,-1.6059,0.0062,0.0364,2.0459,4.9994,0.0574,-0.6115,0.0019,0.6142,0.0019,0.0316,2.6120,0.9981,0.0015,-0.0000,0.0287,-0.3057,0.0010,0.0000,-0.0000,0.0000,-0.0009,0.0570,0.0001,0.0293,-0.2488,0.0011,0.0246
1779480219.115067,1.0000,0,transit,0.0295,0.0459,3.9994,-0.0004,-0.0063,0.0019,-1.5742,-0.0008,0.0299,0.0350,3.9998,-0.0203,2.6525,4.9974,0.0043,-0.2909,0.0011,-1.6057,0.0052,0.0364,2.0459,4.9994,0.0567,-0.6066,0.0019,0.6092,0.0019,0.0315,2.6071,0.9981,0.0015,-0.0000,0.0283,-0.3033,0.0010,0.0000,-0.0000,0.0000,-0.0009,0.0569,0.0001,0.0289,-0.2464,0.0011,0.0246
1779480219.167536,1.0620,0,transit,0.0295,0.0459,3.9994,-0.0004,-0.0063,0.0019,-1.5742,-0.0008,0.0299,0.0350,3.9998,-0.0203,2.6525,4.9974,0.0043,-0.2909,0.0011,-1.6057,0.0052,0.0364,2.0459,4.9994,0.0567,-0.6066,0.0019,0.6092,0.0019,0.0315,2.6071,0.9981,0.0015,-0.0000,0.0283,-0.3033,0.0010,0.0000,-0.0000,0.0000,-0.0009,0.0569,0.0001,0.0289,-0.2464,0.0011,0.0246
1779480219.207205,1.0930,0,transit,0.0295,0.0459,3.9994,-0.0004,-0.0063,0.0019,-1.5743,-0.0004,0.0299,0.0350,3.9998,-0.0203,2.6525,4.9974,0.0043,-0.2909,0.0011,-1.6057,0.0052,0.0366,2.0459,4.9994,0.0569,-0.6066,0.0019,0.6093,0.0019,0.0314,2.6071,0.9981,0.0007,-0.0000,0.0284,-0.3033,0.0010,0.0000,-0.0000,0.0000,-0.0009,0.0569,0.0001,0.0282,-0.2464,0.0011,0.0246
1779480219.266414,1.1560,0,transit,0.0295,0.0459,3.9994,-0.0004,-0.0063,0.0019,-1.5743,-0.0004,0.0299,0.0350,3.9998,-0.0203,2.6525,4.9974,0.0043,-0.2909,0.0011,-1.6057,0.0052,0.0366,2.0459,4.9994,0.0569,-0.6066,0.0019,0.6093,0.0019,0.0314,2.6071,0.9981,0.0007,-0.0000,0.0284,-0.3033,0.0010,0.0000,-0.0000,0.0000,-0.0009,0.0569,0.0001,0.0282,-0.2464,0.0011,0.0246
1779480219.310900,1.2030,1,transit,0.0322,0.0494,3.9999,-0.0009,-0.0090,0.0009,-1.5743,-0.0004,5.0299,0.0350,3.9998,-0.0175,2.6212,4.9976,0.0046,-0.2880,0.0012,-1.6050,0.0057,0.0392,2.0494,4.9999,0.0567,-0.5718,0.0023,0.5746,0.0023,0.0307,2.5723,0.9977,0.0007,-0.0000,0.0283,-0.2859,0.0012,0.0000,-0.0000,0.0000,-0.0011,0.0558,-0.0001,0.0279,-0.2301,0.0011,0.0240
1779480219.358546,1.2500,1,transit,0.0322,0.0494,3.9999,-0.0009,-0.0090,0.0009,-1.5743,-0.0004,5.0299,0.0350,3.9998,-0.0172,2.6158,4.9976,0.0045,-0.2874,0.0012,-1.6049,0.0066,0.0392,2.0494,4.9999,0.0564,-0.5663,0.0023,0.5691,0.0023,0.0306,2.5668,0.9977,0.0007,-0.0000,0.0282,-0.2832,0.0012,0.0000,-0.0000,0.0000,-0.0011,0.0557,-0.0001,0.0278,-0.2275,0.0011,0.0238
1779480219.409374,1.2960,1,transit,0.0322,0.0494,3.9999,-0.0009,-0.0090,0.0009,-1.5743,-0.0004,5.0299,0.0350,3.9998,-0.0140,2.5852,4.9977,0.0046,-0.2819,0.0012,-1.6038,0.0130,0.0392,2.0494,4.9999,0.0532,-0.5358,0.0022,0.5384,0.0022,0.0295,2.5362,0.9978,0.0007,-0.0000,0.0266,-0.2679,0.0011,0.0000,-0.0000,0.0000,-0.0011,0.0546,-0.0001,0.0262,-0.2133,0.0010,0.0223
1779480219.464611,1.3590,1,transit,0.0359,0.0521,4.0002,0.0266,-0.0121,-0.0003,-1.5742,-0.0005,5.0299,0.0350,3.9998,-0.0127,2.5698,4.9978,0.0045,-0.2789,0.0013,-1.6028,0.0172,0.0427,2.0520,5.0002,0.0554,-0.5178,0.0024,0.5207,0.0024,0.0286,2.5182,0.9976,0.0011,-0.0000,0.0277,-0.2589,0.0012,0.0000,-0.0000,0.0000,0.0044,0.0534,-0.0003,0.0332,-0.2055,0.0009,0.0211
