timestamp_unix,t,leader_phase,lx,ly,lz,lvx,lvy,lvz,l_yaw,l_yawrate,lx_sp,ly_sp,l_lat,l_lon,l_alt,sx,sy,sz,svx,svy,svz,s_yaw,s_yawrate,s_lat,s_lon,s_alt,xd,yd,zd,ex,ey,ez,err_xy,err_z,e_yaw,dist_xy,dist_z,ff_x,ff_y,vx_p,vy_p,vz_p,vx_i,vy_i,vz_i,vx_d,vy_d,vz_d,vx_cmd,vy_cmd,vz_cmd,yaw_rate_cmd
1780122821.292353,0.0000,circle,-3.9808,-0.0210,1.9994,0.0000,0.0100,0.0002,-1.5706,-0.0001,-3.9808,-0.0210,19.59419830,-99.22808730,1.999,-4.9815,-0.0210,2.0108,0.0000,0.0100,-0.0007,-0.0001,0.0012,19.59418930,-99.22808730,2.011,-4.9808,-0.0212,2.9994,0.0008,-0.0002,0.9886,0.0008,0.9886,-1.5705,1.0008,0.0114,-0.0000,0.0001,0.0004,-0.0001,0.4943,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,0.0004,0.0000,0.4943,-1.0000
1780122821.343518,0.0470,circle,-3.9808,-0.0210,1.9994,0.0000,0.0100,0.0008,-1.5707,-0.0002,-3.9999,-0.0320,19.59419830,-99.22808730,1.999,-4.9815,-0.0210,2.0108,0.0000,0.0100,-0.0006,-0.0001,0.0003,19.59418930,-99.22808730,2.011,-4.9808,-0.0211,2.9994,0.0008,-0.0001,0.9886,0.0008,0.9886,-1.5706,1.0008,0.0114,-0.0000,0.0002,0.0004,-0.0001,0.4943,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,0.0004,0.0001,0.4943,-1.0000
1780122821.457672,0.1720,circle,-3.9808,-0.0210,1.9994,0.0000,0.0100,0.0007,-1.5707,-0.0003,-3.9997,-0.0480,19.59419830,-99.22808730,1.999,-4.9815,-0.0210,2.0111,0.0000,0.0100,0.0095,-0.0015,-0.0344,19.59418930,-99.22808730,2.011,-4.9808,-0.0210,2.9994,0.0008,-0.0001,0.9883,0.0008,0.9883,-1.5693,1.0008,0.0117,-0.0000,0.0003,0.0004,-0.0000,0.4942,0.0000,-0.0000,0.0000,0.0000,0.0000,-0.0000,0.0004,0.0002,0.4942,-1.0000
1780122821.488951,0.2030,circle,-3.9808,-0.0210,1.9994,0.0000,0.0100,0.0007,-1.5707,-0.0003,-3.9997,-0.0480,19.59419830,-99.22808730,1.999,-4.9815,-0.0210,2.0111,0.0000,0.0100,0.0095,-0.0015,-0.0344,19.59418930,-99.22808730,2.011,-4.9808,-0.0210,2.9994,0.0008,-0.0001,0.9883,0.0008,0.9883,-1.5693,1.0008,0.0117,-0.0000,0.0003,0.0004,-0.0000,0.4942,0.0000,-0.0000,0.0000,0.0000,0.0000,-0.0000,0.0004,0.0002,0.4942,-1.0000
1780122821.492951,0.2030,circle,-3.9808,-0.0210,1.9995,0.0000,0.0100,0.0006,-1.5699,0.0188,-3.9992,-0.0800,19.59419830,-99.22808730,1.999,-4.9815,-0.0210,2.0111,0.0000,0.0100,0.0095,-0.0015,-0.0344,19.59418930,-99.22808730,2.011,-4.9808,-0.0218,2.9995,0.0008,-0.0009,0.9883,0.0011,0.9883,-1.5685,1.0008,0.0117,0.0000,-0.0188,0.0004,-0.0004,0.4942,0.0000,-0.0000,0.0000,0.0000,0.0000,-0.0000,0.0004,-0.0192,0.4942,-1.0000
1780122821.541934,0.2500,circle,-3.9808,-0.0210,1.9995,0.0000,0.0000,0.0006,-1.5680,0.0386,-3.9954,-0.1919,19.59419830,-99.22808730,1.999,-4.9815,-0.0210,2.0124,0.0000,0.0100,0.0326,-0.0076,-0.1405,19.59418930,-99.22808730,2.012,-4.9808,-0.0237,2.9995,0.0008,-0.0028,0.9871,0.0029,0.9871,-1.5604,1.0008,0.0129,0.0001,-0.0386,0.0004,-0.0014,0.4936,0.0000,-0.0000,0.0000,0.0000,-0.0000,-0.0000,0.0005,-0.0400,0.4936,-1.0000
1780122821.592553,0.2970,circle,-3.9808,-0.0210,1.9995,0.0000,0.0000,0.0006,-1.5646,0.0672,-3.9928,-0.2399,19.59419830,-99.22808730,1.999,-4.9815,-0.0210,2.0154,0.0000,0.0000,0.0708,-0.0238,-0.3367,19.59418930,-99.22808730,2.015,-4.9808,-0.0271,2.9995,0.0008,-0.0062,0.9840,0.0062,0.9840,-1.5408,1.0008,0.0160,0.0004,-0.0672,0.0004,-0.0031,0.4920,0.0000,-0.0000,0.0000,0.0000,0.0000,-0.0000,0.0008,-0.0703,0.4920,-1.0000
1780122821.646293,0.3600,circle,-3.9808,-0.0210,1.9995,-0.0100,-0.0100,0.0005,-1.5586,0.1168,-3.9908,-0.2718,19.59419830,-99.22808730,2.000,-4.9815,-0.0210,2.0238,0.0000,0.0000,0.1378,-0.0695,-0.7100,19.59418930,-99.22808730,2.024,-4.9807,-0.0331,2.9995,0.0008,-0.0122,0.9757,0.0122,0.9757,-1.4891,1.0008,0.0243,0.0014,-0.1168,0.0004,-0.0061,0.4878,0.0000,-0.0000,0.0000,-0.0000,-0.0000,-0.0000,0.0018,-0.1229,0.4878,-1.0000
1780122821.686730,0.3910,circle,-3.9808,-0.0210,1.9995,-0.0100,-0.0200,0.0004,-1.5528,0.1550,-3.9885,-0.3037,19.59419830,-99.22808730,2.000,-4.9815,-0.0210,2.0269,0.0000,0.0000,0.1559,-0.0858,-0.8079,19.59418930,-99.22808730,2.027,-4.9806,-0.0390,2.9995,0.0009,-0.0180,0.9727,0.0181,0.9727,-1.4670,1.0008,0.0273,0.0028,-0.1550,0.0005,-0.0090,0.4863,0.0000,-0.0000,0.0000,-0.0000,-0.0000,-0.0000,0.0033,-0.1640,0.4863,-1.0000
1780122821.746593,0.4530,circle,-3.9808,-0.0210,1.9995,-0.0100,-0.0400,0.0004,-1.5454,0.1917,-3.9845,-0.3515,19.59419830,-99.22808730,2.000,-4.9815,-0.0210,2.0381,0.0000,0.0000,0.2128,-0.1457,-1.0802,19.59418930,-99.22808730,2.038,-4.9805,-0.0463,2.9995,0.0011,-0.0254,0.9615,0.0254,0.9615,-1.3997,1.0008,0.0385,0.0049,-0.1916,0.0005,-0.0127,0.4807,0.0000,-0.0000,0.0000,-0.0000,-0.0000,-0.0000,0.0054,-0.2043,0.4807,-0.9926
1780122821.797796,0.5160,circle,-3.9808,-0.0210,1.9995,-0.0100,-0.0600,0.0004,-1.5319,0.2403,-3.9800,-0.3993,19.59419830,-99.22808730,2.000,-4.9815,-0.0210,2.0527,0.0000,-0.0100,0.2711,-0.2196,-1.2951,19.59418930,-99.22808730,2.053,-4.9800,-0.0598,2.9995,0.0015,-0.0389,0.9468,0.0389,0.9468,-1.3123,1.0008,0.0532,0.0093,-0.2401,0.0008,-0.0194,0.4734,0.0000,-0.0000,0.0000,-0.0000,-0.0000,-0.0000,0.0101,-0.2596,0.4734,-0.8963
1780122821.832738,0.5470,circle,-3.9808,-0.0210,1.9995,-0.0100,-0.0700,0.0003,-1.5268,0.2542,-3.9767,-0.4312,19.59419830,-99.22808730,2.000,-4.9815,-0.0210,2.0584,0.0000,-0.0200,0.2892,-0.2746,-1.3969,19.59418930,-99.22808730,2.058,-4.9798,-0.0649,2.9995,0.0017,-0.0440,0.9411,0.0440,0.9411,-1.2522,1.0008,0.0589,0.0112,-0.2539,0.0009,-0.0220,0.4706,0.0000,-0.0000,0.0000,-0.0000,-0.0000,-0.0000,0.0120,-0.2759,0.4706,-0.8366
1780122821.887647,0.5940,circle,-3.9808,-0.0210,1.9995,0.0000,-0.1000,0.0003,-1.5103,0.2844,-3.9712,-0.4788,19.59419830,-99.22808730,2.000,-4.9815,-0.0210,2.0772,0.0000,-0.0400,0.3373,-0.3325,-1.4585,19.59418930,-99.22808730,2.077,-4.9789,-0.0814,2.9995,0.0026,-0.0605,0.9224,0.0605,0.9224,-1.1778,1.0008,0.0776,0.0172,-0.2839,0.0013,-0.0302,0.4612,0.0000,-0.0000,0.0000,0.0000,-0.0000,-0.0000,0.0185,-0.3141,0.4612,-0.7680
1780122821.944784,0.6570,circle,-3.9808,-0.0419,1.9996,0.0000,-0.1500,0.0004,-1.4867,0.2996,-3.9673,-0.5106,19.59419830,-99.22808750,2.000,-4.9815,-0.0210,2.0979,0.0000,-0.0600,0.3759,-0.4182,-1.4691,19.59418930,-99.22808730,2.098,-4.9772,-0.1259,2.9996,0.0043,-0.1050,0.9016,0.1051,0.9016,-1.0685,1.0010,0.0984,0.0252,-0.2985,0.0021,-0.0525,0.4508,0.0000,-0.0000,0.0000,0.0000,-0.0000,-0.0000,0.0273,-0.3510,0.4508,-0.6779
1780122821.989939,0.7030,circle,-3.9808,-0.0419,1.9996,0.0000,-0.1700,0.0003,-1.4746,0.3011,-3.9609,-0.5582,19.59419830,-99.22808750,2.000,-4.9815,-0.0210,2.1134,0.0000,-0.0800,0.3982,-0.4756,-1.4248,19.59418930,-99.22808730,2.113,-4.9762,-0.1379,2.9996,0.0054,-0.1170,0.8861,0.1171,0.8861,-0.9991,1.0010,0.1139,0.0289,-0.2997,0.0027,-0.0585,0.4431,0.0000,-0.0000,0.0000,0.0000,-0.0000,-0.0000,0.0316,-0.3582,0.4431,-0.6267
