timestamp_unix,t,leader_phase,lx,ly,lz,lvx,lvy,lvz,l_yaw,l_yawrate,lx_sp,ly_sp,l_lat,l_lon,l_alt,sx,sy,sz,svx,svy,svz,s_yaw,s_yawrate,s_lat,s_lon,s_alt,xd,yd,zd,ex,ey,ez,err_xy,err_z,e_yaw,dist_xy,dist_z,ff_x,ff_y,vx_p,vy_p,vz_p,vx_i,vy_i,vz_i,vx_d,vy_d,vz_d,vx_cmd,vy_cmd,vz_cmd,yaw_rate_cmd
1780123066.336115,0.0000,circle,-4.0030,0.0314,2.0004,0.0000,-0.0100,0.0003,-1.5705,-0.0013,-4.0030,0.0314,19.59419810,-99.22808680,2.000,-5.0260,0.0314,2.0085,0.0100,-0.0100,-0.0013,0.0002,-0.0010,19.59418890,-99.22808680,2.009,-5.0030,0.0312,3.0004,0.0230,-0.0003,0.9919,0.0230,0.9919,-1.5707,1.0230,0.0081,-0.0000,0.0013,0.0115,-0.0001,0.4959,0.0000,-0.0000,0.0000,-0.0000,0.0000,0.0000,0.0115,0.0012,0.4959,-1.0000
1780123066.389235,0.0470,circle,-4.0030,0.0314,2.0004,0.0000,-0.0100,0.0003,-1.5705,-0.0013,-3.9999,-0.0320,19.59419810,-99.22808680,2.000,-5.0260,0.0314,2.0085,0.0100,-0.0100,-0.0013,0.0002,-0.0010,19.59418890,-99.22808680,2.009,-5.0030,0.0312,3.0004,0.0230,-0.0003,0.9919,0.0230,0.9919,-1.5707,1.0230,0.0081,-0.0000,0.0013,0.0115,-0.0001,0.4959,0.0000,-0.0000,0.0000,-0.0000,0.0000,0.0000,0.0115,0.0012,0.4959,-1.0000
1780123066.490744,0.1560,circle,-4.0030,0.0314,2.0004,0.0000,-0.0100,0.0003,-1.5705,-0.0013,-3.9992,-0.0800,19.59419810,-99.22808680,2.000,-5.0260,0.0314,2.0085,0.0100,-0.0100,-0.0013,0.0002,-0.0010,19.59418890,-99.22808680,2.009,-5.0030,0.0312,3.0004,0.0230,-0.0003,0.9919,0.0230,0.9919,-1.5707,1.0230,0.0081,-0.0000,0.0013,0.0115,-0.0001,0.4959,0.0000,-0.0000,0.0000,-0.0000,0.0000,0.0000,0.0115,0.0012,0.4959,-1.0000
1780123066.490744,0.1560,circle,-4.0030,0.0314,2.0004,0.0000,-0.0100,0.0003,-1.5705,-0.0013,-3.9988,-0.0960,19.59419810,-99.22808680,2.000,-5.0260,0.0314,2.0085,0.0100,-0.0100,-0.0013,0.0002,-0.0010,19.59418890,-99.22808680,2.009,-5.0030,0.0312,3.0004,0.0230,-0.0003,0.9919,0.0230,0.9919,-1.5707,1.0230,0.0081,-0.0000,0.0013,0.0115,-0.0001,0.4959,0.0000,-0.0000,0.0000,-0.0000,0.0000,0.0000,0.0115,0.0012,0.4959,-1.0000
1780123066.547334,0.2190,circle,-4.0030,0.0314,2.0009,0.0000,-0.0200,-0.0005,-1.5706,0.0018,-3.9968,-0.1600,19.59419810,-99.22808680,2.001,-5.0260,0.0314,2.0085,0.0100,-0.0100,-0.0013,0.0002,-0.0010,19.59418890,-99.22808680,2.009,-5.0030,0.0313,3.0009,0.0230,-0.0002,0.9924,0.0230,0.9924,-1.5708,1.0230,0.0076,0.0000,-0.0018,0.0115,-0.0001,0.4962,0.0000,-0.0000,0.0000,-0.0000,-0.0000,0.0000,0.0115,-0.0019,0.4962,-1.0000
1780123066.579445,0.2500,circle,-4.0030,0.0314,2.0009,0.0000,-0.0200,-0.0005,-1.5706,0.0018,-3.9954,-0.1919,19.59419810,-99.22808680,2.001,-5.0260,0.0314,2.0085,0.0100,-0.0100,-0.0013,0.0002,-0.0010,19.59418890,-99.22808680,2.009,-5.0030,0.0313,3.0009,0.0230,-0.0002,0.9924,0.0230,0.9924,-1.5708,1.0230,0.0076,0.0000,-0.0018,0.0115,-0.0001,0.4962,0.0000,-0.0000,0.0000,-0.0000,-0.0000,0.0000,0.0115,-0.0019,0.4962,-1.0000
1780123066.633165,0.2970,circle,-4.0030,0.0314,2.0009,0.0000,-0.0200,-0.0005,-1.5706,0.0018,-3.9937,-0.2239,19.59419810,-99.22808680,2.001,-5.0260,0.0314,2.0156,0.0100,-0.0100,0.0937,-0.0369,-0.4698,19.59418890,-99.22808680,2.016,-5.0030,0.0313,3.0009,0.0230,-0.0002,0.9853,0.0230,0.9853,-1.5337,1.0230,0.0147,0.0000,-0.0018,0.0115,-0.0001,0.4927,0.0000,-0.0000,0.0000,-0.0000,-0.0000,-0.0000,0.0115,-0.0019,0.4927,-1.0000
1780123066.686524,0.3440,circle,-4.0030,0.0314,2.0009,0.0000,-0.0200,-0.0005,-1.5706,0.0018,-3.9908,-0.2718,19.59419810,-99.22808680,2.001,-5.0260,0.0314,2.0156,0.0100,-0.0100,0.0937,-0.0369,-0.4698,19.59418890,-99.22808680,2.016,-5.0030,0.0313,3.0009,0.0230,-0.0002,0.9853,0.0230,0.9853,-1.5337,1.0230,0.0147,0.0000,-0.0018,0.0115,-0.0001,0.4927,0.0000,-0.0000,0.0000,-0.0000,-0.0000,-0.0000,0.0115,-0.0019,0.4927,-1.0000
1780123066.742991,0.4060,circle,-4.0030,0.0314,2.0009,0.0000,-0.0200,-0.0005,-1.5706,0.0018,-3.9872,-0.3197,19.59419810,-99.22808680,2.001,-5.0260,0.0314,2.0156,0.0100,-0.0100,0.0937,-0.0369,-0.4698,19.59418890,-99.22808680,2.016,-5.0030,0.0313,3.0009,0.0230,-0.0002,0.9853,0.0230,0.9853,-1.5337,1.0230,0.0147,0.0000,-0.0018,0.0115,-0.0001,0.4927,0.0000,-0.0000,0.0000,-0.0000,-0.0000,-0.0000,0.0115,-0.0019,0.4927,-1.0000
1780123066.787847,0.4530,circle,-4.0030,0.0314,2.0009,0.0000,-0.0600,-0.0005,-1.5551,0.1408,-3.9845,-0.3515,19.59419810,-99.22808680,2.001,-5.0260,0.0314,2.0156,0.0100,-0.0100,0.0937,-0.0369,-0.4698,19.59418890,-99.22808680,2.016,-5.0029,0.0158,3.0009,0.0231,-0.0157,0.9853,0.0279,0.9853,-1.5182,1.0230,0.0147,0.0022,-0.1408,0.0116,-0.0078,0.4927,0.0000,-0.0000,0.0000,-0.0000,-0.0000,-0.0000,0.0138,-0.1487,0.4927,-1.0000
