timestamp_unix,t,leader_phase,lx,ly,lz,lvx,lvy,lvz,l_yaw,l_yawrate,lx_sp,ly_sp,sx,sy,sz,svx,svy,svz,s_yaw,s_yawrate,xd,yd,zd,ex,ey,ez,err_xy,err_z,e_yaw,dist_xy,dist_z,ff_x,ff_y,vx_p,vy_p,vz_p,vx_i,vy_i,vz_i,vx_d,vy_d,vz_d,vx_cmd,vy_cmd,vz_cmd,yaw_rate_cmd
1779478879.801649,0.0000,circle,0.0373,0.0462,1.4579,-0.0175,-0.0199,0.0007,-1.5780,-0.0005,0.0373,0.0462,-1.4321,-0.2741,2.4598,-0.0123,-0.0091,0.0003,-1.6685,-0.0007,-1.9627,0.0606,2.4579,-0.5306,0.3346,-0.0019,0.6273,0.0019,0.0905,1.5039,1.0019,0.0000,0.0009,-0.2653,0.1673,-0.0009,-0.0000,0.0000,-0.0000,-0.0000,-0.0000,0.0000,-0.2653,0.1683,-0.0009,0.0724
1779478879.853247,0.0460,circle,0.0373,0.0458,1.4579,-0.0175,-0.0198,0.0006,-1.5780,0.0004,0.0374,0.0222,-1.4321,-0.2741,2.4598,-0.0123,-0.0091,0.0003,-1.6685,-0.0007,-1.9627,0.0603,2.4579,-0.5306,0.3344,-0.0019,0.6272,0.0019,0.0904,1.5038,1.0019,-0.0000,-0.0008,-0.2653,0.1672,-0.0010,-0.0000,0.0000,-0.0000,-0.0000,-0.0000,0.0000,-0.2653,0.1664,-0.0010,0.0725
1779478879.907928,0.1090,circle,0.0373,0.0458,1.4579,-0.0175,-0.0198,0.0006,-1.5780,0.0004,0.0379,-0.0138,-1.4321,-0.2741,2.4598,-0.0123,-0.0091,0.0003,-1.6685,-0.0007,-1.9627,0.0603,2.4579,-0.5306,0.3344,-0.0019,0.6272,0.0019,0.0904,1.5038,1.0019,-0.0000,-0.0008,-0.2653,0.1672,-0.0010,-0.0000,0.0000,-0.0000,-0.0000,-0.0000,0.0000,-0.2653,0.1664,-0.0010,0.0725
1779478879.949284,0.1560,circle,0.0373,0.0458,1.4579,-0.0175,-0.0198,0.0006,-1.5780,0.0004,0.0385,-0.0377,-1.4321,-0.2741,2.4598,-0.0123,-0.0091,0.0003,-1.6685,-0.0007,-1.9627,0.0603,2.4579,-0.5306,0.3344,-0.0019,0.6272,0.0019,0.0904,1.5038,1.0019,-0.0000,-0.0008,-0.2653,0.1672,-0.0010,-0.0000,0.0000,-0.0000,-0.0000,-0.0000,0.0000,-0.2653,0.1664,-0.0010,0.0725
1779478879.993800,0.1870,circle,0.0373,0.0458,1.4579,-0.0175,-0.0198,0.0006,-1.5780,0.0004,0.0392,-0.0617,-1.4318,-0.2735,2.4599,-0.0216,-0.0030,-0.0006,-1.6673,0.0238,-1.9627,0.0603,2.4579,-0.5308,0.3338,-0.0021,0.6271,0.0021,0.0893,1.5034,1.0021,-0.0000,-0.0008,-0.2654,0.1669,-0.0010,-0.0000,0.0000,-0.0000,0.0000,-0.0000,0.0000,-0.2654,0.1661,-0.0010,0.0691
1779478880.057540,0.2500,circle,0.0373,0.0458,1.4579,-0.0175,-0.0198,0.0006,-1.5780,0.0004,0.0413,-0.1097,-1.4318,-0.2735,2.4599,-0.0216,-0.0030,-0.0006,-1.6673,0.0238,-1.9627,0.0603,2.4579,-0.5308,0.3338,-0.0021,0.6271,0.0021,0.0893,1.5034,1.0021,-0.0000,-0.0008,-0.2654,0.1669,-0.0010,-0.0000,0.0000,-0.0000,0.0000,-0.0000,0.0000,-0.2654,0.1661,-0.0010,0.0691
1779478880.108166,0.3120,circle,0.0376,0.0448,1.4577,-0.0123,-0.0290,-0.0004,-1.5676,0.1098,0.0427,-0.1337,-1.4318,-0.2735,2.4599,-0.0216,-0.0030,-0.0006,-1.6673,0.0238,-1.9624,0.0384,2.4577,-0.5306,0.3119,-0.0022,0.6155,0.0022,0.0997,1.5035,1.0022,0.0007,-0.2197,-0.2653,0.1560,-0.0011,-0.0000,0.0000,-0.0000,0.0000,-0.0000,0.0000,-0.2646,-0.0637,-0.0011,0.0884
1779478880.146665,0.3430,circle,0.0376,0.0448,1.4577,-0.0123,-0.0290,-0.0004,-1.5676,0.1098,0.0442,-0.1576,-1.4318,-0.2735,2.4599,-0.0216,-0.0030,-0.0006,-1.6673,0.0238,-1.9624,0.0384,2.4577,-0.5306,0.3119,-0.0022,0.6155,0.0022,0.0997,1.5035,1.0022,0.0007,-0.2197,-0.2653,0.1560,-0.0011,-0.0000,0.0000,-0.0000,0.0000,-0.0000,0.0000,-0.2646,-0.0637,-0.0011,0.0884
1779478880.204338,0.4060,circle,0.0376,0.0448,1.4577,-0.0123,-0.0290,-0.0004,-1.5676,0.1098,0.0459,-0.1815,-1.4318,-0.2735,2.4599,-0.0216,-0.0030,-0.0006,-1.6673,0.0238,-1.9624,0.0384,2.4577,-0.5306,0.3119,-0.0022,0.6155,0.0022,0.0997,1.5035,1.0022,0.0007,-0.2197,-0.2653,0.1560,-0.0011,-0.0000,0.0000,-0.0000,0.0000,-0.0000,0.0000,-0.2646,-0.0637,-0.0011,0.0884
1779478880.248928,0.4530,circle,0.0376,0.0448,1.4577,-0.0123,-0.0290,-0.0004,-1.5676,0.1098,0.0489,-0.2174,-1.4318,-0.2735,2.4599,-0.0216,-0.0030,-0.0006,-1.6495,0.1033,-1.9624,0.0384,2.4577,-0.5306,0.3119,-0.0022,0.6155,0.0022,0.0819,1.5035,1.0022,0.0007,-0.2197,-0.2653,0.1560,-0.0011,-0.0000,0.0000,-0.0000,0.0000,-0.0000,0.0000,-0.2646,-0.0637,-0.0011,0.0662
1779478880.296303,0.5000,circle,0.0376,0.0448,1.4577,-0.0123,-0.0290,-0.0004,-1.5676,0.1098,0.0523,-0.2533,-1.4318,-0.2735,2.4599,-0.0216,-0.0030,-0.0006,-1.6495,0.1033,-1.9624,0.0384,2.4577,-0.5306,0.3119,-0.0022,0.6155,0.0022,0.0819,1.5035,1.0022,0.0007,-0.2197,-0.2653,0.1560,-0.0011,-0.0000,0.0000,-0.0000,0.0000,-0.0000,0.0000,-0.2646,-0.0637,-0.0011,0.0662
1779478880.347014,0.5460,circle,0.0376,0.0448,1.4577,-0.0123,-0.0290,-0.0004,-1.5169,0.2636,0.0548,-0.2771,-1.4447,-0.2632,2.4598,-0.1188,0.0537,-0.0015,-1.6495,0.1033,-1.9595,-0.0629,2.4577,-0.5149,0.2003,-0.0021,0.5524,0.0021,0.1326,1.5139,1.0021,0.0284,-0.5265,-0.2574,0.1001,-0.0011,-0.0000,0.0000,-0.0000,0.0000,-0.0000,0.0000,-0.2290,-0.4264,-0.0011,0.1221
1779478880.403510,0.6090,circle,0.0399,0.0357,1.4575,-0.0048,-0.0901,-0.0006,-1.5169,0.2636,0.0589,-0.3129,-1.4447,-0.2632,2.4598,-0.1188,0.0537,-0.0015,-1.6495,0.1033,-1.9572,-0.0720,2.4575,-0.5125,0.1912,-0.0024,0.5470,0.0024,0.1326,1.5144,1.0024,0.0284,-0.5265,-0.2563,0.0956,-0.0012,-0.0000,0.0000,-0.0000,0.0000,-0.0000,0.0000,-0.2279,-0.4309,-0.0012,0.1221
1779478880.445412,0.6400,circle,0.0399,0.0357,1.4575,-0.0048,-0.0901,-0.0006,-1.5169,0.2636,0.0618,-0.3367,-1.4447,-0.2632,2.4598,-0.1188,0.0537,-0.0015,-1.6495,0.1033,-1.9572,-0.0720,2.4575,-0.5125,0.1912,-0.0024,0.5470,0.0024,0.1326,1.5144,1.0024,0.0284,-0.5265,-0.2563,0.0956,-0.0012,-0.0000,0.0000,-0.0000,0.0000,-0.0000,0.0000,-0.2279,-0.4309,-0.0012,0.1221
1779478880.505804,0.7030,circle,0.0399,0.0357,1.4575,-0.0048,-0.0901,-0.0006,-1.5169,0.2636,0.0666,-0.3724,-1.4808,-0.2480,2.4598,-0.1965,0.0213,-0.0015,-1.6179,0.1225,-1.9572,-0.0720,2.4575,-0.4764,0.1760,-0.0023,0.5079,0.0023,0.1009,1.5469,1.0023,0.0284,-0.5265,-0.2382,0.0880,-0.0012,-0.0000,0.0000,-0.0000,0.0000,-0.0000,0.0000,-0.2098,-0.4385,-0.0012,0.0949
1779478880.553257,0.7500,circle,0.0399,0.0357,1.4575,-0.0048,-0.0901,-0.0006,-1.5169,0.2636,0.0701,-0.3961,-1.4808,-0.2480,2.4598,-0.1965,0.0213,-0.0015,-1.6179,0.1225,-1.9572,-0.0720,2.4575,-0.4764,0.1760,-0.0023,0.5079,0.0023,0.1009,1.5469,1.0023,0.0284,-0.5265,-0.2382,0.0880,-0.0012,-0.0000,0.0000,-0.0000,0.0000,-0.0000,0.0000,-0.2098,-0.4385,-0.0012,0.0949
1779478880.603928,0.7960,circle,0.0399,0.0357,1.4575,-0.0048,-0.0901,-0.0006,-1.4504,0.2485,0.0756,-0.4317,-1.4808,-0.2480,2.4598,-0.1965,0.0213,-0.0015,-1.6179,0.1225,-1.9456,-0.2045,2.4575,-0.4648,0.0435,-0.0023,0.4669,0.0023,0.1674,1.5469,1.0023,0.0597,-0.4933,-0.2324,0.0217,-0.0012,-0.0000,0.0000,-0.0000,0.0000,-0.0000,0.0000,-0.1727,-0.4716,-0.0012,0.1465
1779478880.658432,0.8590,circle,0.0399,0.0357,1.4575,-0.0048,-0.0901,-0.0006,-1.4504,0.2485,0.0815,-0.4672,-1.4808,-0.2480,2.4598,-0.1965,0.0213,-0.0015,-1.6179,0.1225,-1.9456,-0.2045,2.4575,-0.4648,0.0435,-0.0023,0.4669,0.0023,0.1674,1.5469,1.0023,0.0597,-0.4933,-0.2324,0.0217,-0.0012,-0.0000,0.0000,-0.0000,0.0000,-0.0000,0.0000,-0.1727,-0.4716,-0.0012,0.1465
1779478880.700269,0.9060,circle,0.0399,0.0357,1.4575,-0.0048,-0.0901,-0.0006,-1.4504,0.2485,0.0836,-0.4790,-1.4808,-0.2480,2.4598,-0.1965,0.0213,-0.0015,-1.6179,0.1225,-1.9456,-0.2045,2.4575,-0.4648,0.0435,-0.0023,0.4669,0.0023,0.1674,1.5469,1.0023,0.0597,-0.4933,-0.2324,0.0217,-0.0012,-0.0000,0.0000,-0.0000,0.0000,-0.0000,0.0000,-0.1727,-0.4716,-0.0012,0.1465
