timestamp_unix,t,phase,lx,ly,lz,l_yaw,sx,sy,sz,s_yaw
1780122028.551847,0.0000,init,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0086
1780122028.655251,0.1090,init,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0739,0.0086
1780122028.764616,0.2190,init,-3.0356,0.4085,-0.0340,-1.5935,0.0000,0.0000,0.0739,0.0086
1780122028.921124,0.3750,init,-3.0356,0.4085,-0.0340,-1.5935,-4.9927,-0.0314,0.0739,0.0087
1780122029.033201,0.4840,init,-3.0356,0.4085,-0.0340,-1.5934,-4.9927,-0.0314,0.0739,0.0087
1780122029.141497,0.5940,init,-3.0356,0.4085,-0.0340,-1.5934,-4.9927,-0.0314,0.0739,0.0088
1780122029.241743,0.6870,init,-3.0356,0.4085,-0.0340,-1.5934,-4.9927,-0.0314,0.0739,0.0088
1780122029.344757,0.7970,init,-3.0356,0.4085,-0.0340,-1.5934,-4.9927,-0.0314,0.0739,0.0089
1780122029.456631,0.9060,init,-3.0356,0.4085,-0.0340,-1.5932,-4.9927,-0.0314,0.0739,0.0089
1780122029.815158,1.2660,init,-3.0356,0.4085,-0.0340,-1.5932,-4.9927,-0.0314,0.0739,0.0089
1780122029.940799,1.3910,init,-3.0356,0.4085,-0.0340,-1.5931,-4.9927,-0.0314,0.0739,0.0090
1780122030.045881,1.5000,init,-3.0356,0.4085,-0.0340,-1.5931,-4.9927,-0.0314,0.0739,0.0091
1780122030.160522,1.6090,init,-3.0356,0.4085,-0.0340,-1.5930,-4.9927,-0.0314,0.0739,0.0091
1780122030.268998,1.7190,init,-3.0356,0.4085,-0.0340,-1.5930,-4.9927,-0.0314,0.0739,0.0092
1780122030.380037,1.8280,init,-3.0356,0.4085,-0.0340,-1.5929,-4.9927,-0.0314,0.0739,0.0092
1780122030.488199,1.9370,init,-3.0356,0.4085,-0.0340,-1.5929,-4.9927,-0.0314,0.0739,0.0093
1780122030.597347,2.0470,init,-3.0356,0.4085,-0.0340,-1.5927,-4.9927,-0.0314,0.0739,0.0093
1780122030.802572,2.2500,init,-3.0356,0.4085,-0.0340,-1.5927,-4.9927,-0.0314,0.0739,0.0093
1780122030.918046,2.3590,init,-3.0356,0.4085,-0.0340,-1.5926,-4.9927,-0.0314,0.0739,0.0094
1780122031.030607,2.4840,init,-3.0356,0.4085,-0.0340,-1.5926,-4.9927,-0.0314,0.0739,0.0095
1780122031.138454,2.5780,init,-3.0356,0.4085,-0.0341,-1.5925,-4.9927,-0.0314,0.0739,0.0095
1780122031.246488,2.6870,init,-3.0356,0.4085,-0.0341,-1.5925,-4.9927,-0.0314,0.0739,0.0096
1780122031.355336,2.7970,init,-3.0356,0.4085,-0.0341,-1.5924,-4.9927,-0.0314,0.0739,0.0096
1780122031.464486,2.9060,init,-3.0356,0.4085,-0.0341,-1.5924,-4.9927,-0.0314,0.0739,0.0096
1780122031.572558,3.0160,init,-3.0356,0.4085,-0.0341,-1.5924,-4.9927,-0.0314,0.0739,0.0097
1780122031.779368,3.2340,init,-3.0356,0.4085,-0.0341,-1.5924,-4.9927,-0.0314,0.0739,0.0097
1780122031.896254,3.3440,init,-3.0356,0.4085,-0.0341,-1.5923,-4.9927,-0.0314,0.0739,0.0098
1780122032.016301,3.4690,init,-3.0356,0.4085,-0.0341,-1.5922,-4.9927,-0.0314,0.0739,0.0099
1780122032.119446,3.5620,init,-3.0356,0.4085,-0.0341,-1.5922,-4.9927,-0.0314,0.0739,0.0099
1780122032.227537,3.6720,init,-3.0356,0.4085,-0.0341,-1.5921,-4.9927,-0.0314,0.0739,0.0099
1780122032.340061,3.7810,init,-3.0356,0.4085,-0.0341,-1.5921,-4.9927,-0.0314,0.0739,0.0100
1780122032.446826,3.8910,init,-3.0356,0.4085,-0.0341,-1.5921,-4.9927,-0.0314,0.0739,0.0100
