variable,iae,ise,itae,duration_s
ex,32.197657,40.105410,575.683070
ey,31.372897,36.140936,555.265846
ez,2.165961,1.350105,4.011793
e_yaw,8.935720,3.628035,133.211965
err_xy,49.571762,76.246346,882.472720
dist_err,15.576156,7.873690,277.527858
duration,,,,34.344
