timestamp_unix,t,leader_phase,lx,ly,lz,lvx,lvy,lvz,l_yaw,l_yawrate,lx_sp,ly_sp,l_lat,l_lon,l_alt,sx,sy,sz,svx,svy,svz,s_yaw,s_yawrate,s_lat,s_lon,s_alt,xd,yd,zd,ex,ey,ez,err_xy,err_z,e_yaw,dist_xy,dist_z,ff_x,ff_y,vx_p,vy_p,vz_p,vx_i,vy_i,vz_i,vx_d,vy_d,vz_d,vx_cmd,vy_cmd,vz_cmd,yaw_rate_cmd
1780341294.174800,0.0000,circle,-4.0030,-0.0314,3.9987,0.0100,0.0200,0.0022,-1.5709,0.0010,-4.0030,-0.0314,19.59484560,-99.22727650,3.999,-4.9815,-0.0210,3.9991,-0.0100,0.0200,0.0012,-0.0000,0.0007,19.59483680,-99.22727640,3.999,-5.0030,-0.0313,4.9987,-0.0215,-0.0104,0.9996,0.0239,0.9996,-1.5708,0.9786,0.0004,-0.0000,-0.0010,-0.0107,-0.0052,0.4998,-0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,-0.0107,-0.0062,0.4998,-1.0000
1780341294.225070,0.0620,circle,-4.0030,-0.0314,3.9986,0.0100,0.0200,0.0022,-1.5709,0.0010,-3.9999,-0.0320,19.59484560,-99.22727650,3.999,-4.9815,-0.0210,3.9993,-0.0100,0.0200,0.0008,-0.0001,-0.0000,19.59483680,-99.22727640,3.999,-5.0030,-0.0313,4.9986,-0.0215,-0.0104,0.9993,0.0239,0.9993,-1.5708,0.9786,0.0007,-0.0000,-0.0010,-0.0107,-0.0052,0.4997,-0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,-0.0107,-0.0062,0.4997,-1.0000
1780341294.263943,0.0940,circle,-4.0030,-0.0314,3.9986,0.0100,0.0200,0.0022,-1.5709,0.0010,-3.9995,-0.0640,19.59484560,-99.22727650,3.999,-4.9815,-0.0210,3.9993,-0.0100,0.0200,0.0008,-0.0001,-0.0000,19.59483680,-99.22727640,3.999,-5.0030,-0.0313,4.9986,-0.0215,-0.0104,0.9993,0.0239,0.9993,-1.5708,0.9786,0.0007,-0.0000,-0.0010,-0.0107,-0.0052,0.4996,-0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,-0.0107,-0.0062,0.4996,-1.0000
1780341294.337471,0.1720,circle,-4.0030,-0.0314,3.9986,0.0100,0.0200,0.0022,-1.5709,0.0010,-3.9988,-0.0960,19.59484560,-99.22727650,3.999,-4.9815,-0.0210,3.9993,-0.0100,0.0200,0.0008,-0.0001,-0.0004,19.59483680,-99.22727640,3.999,-5.0030,-0.0313,4.9986,-0.0215,-0.0104,0.9993,0.0239,0.9993,-1.5708,0.9786,0.0007,-0.0000,-0.0010,-0.0107,-0.0052,0.4996,-0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,-0.0107,-0.0062,0.4996,-1.0000
1780341294.373611,0.2030,circle,-4.0030,-0.0314,3.9986,0.0100,0.0200,0.0022,-1.5709,0.0010,-3.9968,-0.1600,19.59484560,-99.22727650,3.999,-4.9815,-0.0210,3.9996,-0.0100,0.0200,0.0079,-0.0018,-0.0436,19.59483680,-99.22727640,4.000,-5.0030,-0.0313,4.9986,-0.0215,-0.0104,0.9990,0.0239,0.9990,-1.5691,0.9786,0.0010,-0.0000,-0.0010,-0.0107,-0.0052,0.4995,-0.0000,-0.0000,0.0000,0.0000,0.0000,-0.0000,-0.0107,-0.0062,0.4995,-1.0000
1780341294.421753,0.2500,circle,-4.0030,-0.0314,3.9985,0.0000,0.0100,0.0009,-1.5694,0.0260,-3.9954,-0.1919,19.59484560,-99.22727650,3.998,-4.9815,-0.0210,4.0022,-0.0100,0.0100,0.0492,-0.0133,-0.2195,19.59483680,-99.22727640,4.002,-5.0030,-0.0328,4.9985,-0.0215,-0.0119,0.9963,0.0246,0.9963,-1.5561,0.9786,0.0037,0.0000,-0.0260,-0.0107,-0.0059,0.4981,-0.0000,-0.0000,0.0000,0.0000,0.0000,-0.0000,-0.0107,-0.0320,0.4981,-1.0000
1780341294.474036,0.3120,circle,-4.0030,-0.0314,3.9985,0.0000,0.0100,0.0009,-1.5694,0.0260,-3.9928,-0.2399,19.59484560,-99.22727650,3.998,-4.9815,-0.0210,4.0034,-0.0100,0.0100,0.0626,-0.0192,-0.2889,19.59483680,-99.22727640,4.003,-5.0030,-0.0328,4.9985,-0.0215,-0.0119,0.9951,0.0246,0.9951,-1.5502,0.9786,0.0049,0.0000,-0.0260,-0.0107,-0.0059,0.4976,-0.0000,-0.0000,0.0000,0.0000,0.0000,-0.0000,-0.0107,-0.0320,0.4976,-1.0000
1780341294.512707,0.3440,circle,-4.0030,-0.0314,3.9985,0.0000,0.0100,0.0009,-1.5694,0.0260,-3.9908,-0.2718,19.59484560,-99.22727650,3.998,-4.9815,-0.0210,4.0110,-0.0100,0.0100,0.1273,-0.0600,-0.6484,19.59483680,-99.22727640,4.011,-5.0030,-0.0328,4.9985,-0.0215,-0.0119,0.9875,0.0246,0.9875,-1.5093,0.9786,0.0125,0.0000,-0.0260,-0.0107,-0.0059,0.4937,-0.0000,-0.0000,0.0000,0.0000,0.0000,-0.0000,-0.0107,-0.0320,0.4937,-1.0000
1780341294.569331,0.4060,circle,-4.0030,-0.0314,3.9985,0.0000,0.0100,0.0009,-1.5694,0.0260,-3.9885,-0.3037,19.59484560,-99.22727650,3.998,-4.9815,-0.0210,4.0138,-0.0100,0.0100,0.1451,-0.0920,-0.8436,19.59483680,-99.22727640,4.014,-5.0030,-0.0328,4.9985,-0.0215,-0.0119,0.9846,0.0246,0.9846,-1.4773,0.9786,0.0154,0.0000,-0.0260,-0.0107,-0.0059,0.4923,-0.0000,-0.0000,0.0000,0.0000,0.0000,-0.0000,-0.0107,-0.0320,0.4923,-1.0000
1780341294.616025,0.4530,circle,-4.0030,-0.0314,3.9985,0.0000,-0.0300,0.0009,-1.5403,0.2055,-3.9845,-0.3515,19.59484560,-99.22727650,3.998,-4.9815,-0.0210,4.0285,-0.0100,0.0000,0.2200,-0.1528,-1.1062,19.59483680,-99.22727640,4.029,-5.0026,-0.0619,4.9985,-0.0210,-0.0409,0.9699,0.0460,0.9699,-1.3876,0.9786,0.0301,0.0063,-0.2054,-0.0105,-0.0205,0.4850,-0.0000,-0.0000,0.0000,0.0000,-0.0000,-0.0000,-0.0042,-0.2259,0.4850,-0.9789
1780341294.689908,0.5160,circle,-4.0030,-0.0314,3.9983,0.0000,-0.0300,0.0002,-1.5403,0.2055,-3.9800,-0.3993,19.59484560,-99.22727650,3.998,-4.9815,-0.0210,4.0332,-0.0100,0.0000,0.2398,-0.1765,-1.1831,19.59483680,-99.22727640,4.033,-5.0026,-0.0619,4.9983,-0.0210,-0.0409,0.9650,0.0460,0.9650,-1.3638,0.9786,0.0350,0.0063,-0.2054,-0.0105,-0.0205,0.4825,-0.0000,-0.0000,0.0000,0.0000,-0.0000,-0.0000,-0.0042,-0.2259,0.4825,-0.9522
