timestamp_unix,t,phase,lx,ly,lz,l_yaw,sx,sy,sz,s_yaw
1780123513.334675,0.0000,init,0.0000,0.0000,0.0000,0.0446,0.0000,0.0000,0.0000,0.0248
1780123513.450412,0.1100,init,-4.0475,0.0629,-0.0027,0.0445,0.0000,0.0000,0.0545,0.0248
1780123513.558734,0.2190,init,-4.0475,0.0629,-0.0027,0.0445,0.0000,0.0000,0.0545,0.0248
1780123513.663934,0.3280,init,-4.0475,0.0629,-0.0027,0.0445,-5.0260,0.0314,0.0544,0.0247
1780123513.772945,0.4380,init,-4.0475,0.0629,-0.0027,0.0445,-5.0260,0.0314,0.0544,0.0247
1780123513.881484,0.5470,init,-4.0475,0.0629,-0.0027,0.0445,-5.0260,0.0314,0.0544,0.0246
1780123513.993043,0.6560,init,-4.0475,0.0629,-0.0027,0.0445,-5.0260,0.0314,0.0544,0.0246
1780123514.109147,0.7660,init,-4.0475,0.0629,-0.0027,0.0445,-5.0260,0.0314,0.0544,0.0244
1780123514.232718,0.8910,init,-4.0475,0.0629,-0.0027,0.0445,-5.0260,0.0314,0.0544,0.0244
1780123514.432037,1.0940,init,-4.0475,0.0629,-0.0027,0.0445,-5.0260,0.0314,0.0544,0.0244
1780123514.574465,1.2350,init,-4.0475,0.0629,-0.0026,0.0445,-5.0260,0.0314,0.0545,0.0243
1780123514.684017,1.3440,init,-4.0475,0.0629,-0.0026,0.0445,-5.0260,0.0314,0.0545,0.0242
1780123514.794369,1.4530,init,-4.0475,0.0629,-0.0026,0.0445,-5.0260,0.0314,0.0545,0.0242
1780123514.894757,1.5630,init,-4.0475,0.0629,-0.0026,0.0445,-5.0260,0.0314,0.0545,0.0241
1780123515.002852,1.6720,init,-4.0475,0.0629,-0.0026,0.0445,-5.0260,0.0314,0.0545,0.0241
1780123515.112476,1.7810,init,-4.0475,0.0629,-0.0026,0.0445,-5.0260,0.0314,0.0545,0.0240
1780123515.223459,1.8910,init,-4.0475,0.0629,-0.0026,0.0445,-5.0260,0.0314,0.0545,0.0240
1780123515.332577,2.0000,init,-4.0475,0.0629,-0.0025,0.0445,-5.0260,0.0314,0.0545,0.0240
1780123515.442065,2.1100,init,-4.0475,0.0629,-0.0025,0.0445,-5.0260,0.0314,0.0545,0.0238
1780123515.551567,2.2190,init,-4.0475,0.0629,-0.0025,0.0445,-5.0260,0.0314,0.0545,0.0238
1780123515.659315,2.3280,init,-4.0475,0.0629,-0.0025,0.0445,-5.0260,0.0314,0.0545,0.0237
1780123515.761768,2.4220,init,-4.0475,0.0629,-0.0025,0.0445,-5.0260,0.0314,0.0545,0.0237
1780123515.875974,2.5310,init,-4.0475,0.0629,-0.0024,0.0445,-5.0260,0.0314,0.0545,0.0236
1780123515.989324,2.6560,init,-4.0475,0.0629,-0.0024,0.0445,-5.0260,0.0314,0.0545,0.0236
1780123516.095561,2.7660,init,-4.0475,0.0629,-0.0024,0.0444,-5.0260,0.0314,0.0545,0.0236
1780123516.204401,2.8750,init,-4.0475,0.0629,-0.0024,0.0444,-5.0260,0.0314,0.0545,0.0235
1780123516.312290,2.9690,init,-4.0475,0.0629,-0.0024,0.0444,-5.0260,0.0314,0.0545,0.0235
1780123516.420278,3.0780,init,-4.0475,0.0629,-0.0024,0.0444,-5.0260,0.0314,0.0545,0.0233
1780123516.529193,3.1880,init,-4.0475,0.0629,-0.0024,0.0444,-5.0260,0.0314,0.0545,0.0233
1780123516.637014,3.2970,init,-4.0475,0.0629,-0.0024,0.0444,-5.0260,0.0314,0.0545,0.0232
1780123516.746289,3.4060,init,-4.0475,0.0629,-0.0024,0.0443,-5.0260,0.0314,0.0545,0.0232
1780123516.854865,3.5160,init,-4.0475,0.0629,-0.0024,0.0443,-5.0260,0.0314,0.0545,0.0232
1780123516.976931,3.6410,init,-4.0475,0.0629,-0.0024,0.0443,-5.0260,0.0314,0.0545,0.0231
