t,x,y,z,vx,vy,vz,yaw,yaw_rate,x_sp,y_sp,z_sp,ex_L,ey_L
0.00000,-2.415285,-0.309731,0.421329,-0.007913,-0.051034,0.010538,-1.584713,0.003646,-2.415285,-0.309731,0.421329,0.000000,0.000000
0.02000,-2.415285,-0.309731,0.421329,-0.007913,-0.051034,0.010538,-1.584713,0.003646,-2.415125,-0.349730,0.421329,0.000160,-0.040000
0.04000,-2.415285,-0.309731,0.421329,-0.007913,-0.051034,0.010538,-1.584713,0.003646,-2.414645,-0.389727,0.421329,0.000640,-0.079997
0.06000,-2.415285,-0.309731,0.421329,-0.007913,-0.051034,0.010538,-1.583579,-0.057495,-2.413845,-0.429719,0.421329,0.001440,-0.119988
0.08000,-2.413717,-0.307230,0.434121,-0.002067,-0.018338,0.019528,-1.583579,-0.057495,-2.412726,-0.469703,0.421329,0.000991,-0.162473
0.10000,-2.413717,-0.307230,0.434121,-0.002067,-0.018338,0.019528,-1.583579,-0.057495,-2.411286,-0.509677,0.421329,0.002431,-0.202447
0.12000,-2.413717,-0.307230,0.434121,-0.002067,-0.018338,0.019528,-1.583579,-0.057495,-2.409526,-0.549638,0.421329,0.004191,-0.242408
0.14000,-2.413717,-0.307230,0.434121,-0.002067,-0.018338,0.019528,-1.583579,-0.057495,-2.407447,-0.589584,0.421329,0.006270,-0.282354
0.16000,-2.413717,-0.307230,0.434121,-0.002067,-0.018338,0.019528,-1.583579,-0.057495,-2.405049,-0.629512,0.421329,0.008668,-0.322282
0.18000,-2.413717,-0.307230,0.434121,-0.002067,-0.018338,0.019528,-1.583579,-0.057495,-2.402331,-0.669420,0.421329,0.011386,-0.362189
0.20000,-2.413717,-0.307230,0.434121,-0.002067,-0.018338,0.019528,-1.583579,-0.057495,-2.399294,-0.709304,0.421329,0.014423,-0.402074
0.22000,-2.413717,-0.307230,0.434121,-0.002067,-0.018338,0.019528,-1.583579,-0.057495,-2.395938,-0.749163,0.421329,0.017779,-0.441933
0.24000,-2.413717,-0.307230,0.434121,-0.002067,-0.018338,0.019528,-1.583579,-0.057495,-2.392263,-0.788994,0.421329,0.021454,-0.481763
0.26000,-2.413717,-0.307230,0.434121,-0.002067,-0.018338,0.019528,-1.583579,-0.057495,-2.388270,-0.828794,0.421329,0.025447,-0.521564
0.28000,-2.413717,-0.307230,0.434121,-0.002067,-0.018338,0.019528,-1.583579,-0.057495,-2.383958,-0.868561,0.421329,0.029759,-0.561330
0.30000,-2.413717,-0.307230,0.434121,-0.002067,-0.018338,0.019528,-1.583579,-0.057495,-2.379329,-0.908292,0.421329,0.034389,-0.601061
0.32000,-2.413717,-0.307230,0.434121,-0.002067,-0.018338,0.019528,-1.583579,-0.057495,-2.374381,-0.947984,0.421329,0.039336,-0.640754
0.34000,-2.413717,-0.307230,0.434121,-0.002067,-0.018338,0.019528,-1.583579,-0.057495,-2.369117,-0.987636,0.421329,0.044600,-0.680406
0.36000,-2.413717,-0.307230,0.434121,-0.002067,-0.018338,0.019528,-1.583579,-0.057495,-2.363535,-1.027245,0.421329,0.050182,-0.720015
0.38000,-2.413717,-0.307230,0.434121,-0.002067,-0.018338,0.019528,-1.585323,-0.240943,-2.357636,-1.066807,0.421329,0.056081,-0.759577
0.40000,-2.413717,-0.307230,0.434121,-0.002067,-0.018338,0.019528,-1.585323,-0.240943,-2.351422,-1.106322,0.421329,0.062295,-0.799091
0.42000,-2.413717,-0.307230,0.434121,-0.002067,-0.018338,0.019528,-1.585323,-0.240943,-2.344891,-1.145785,0.421329,0.068826,-0.838555
0.44000,-2.413717,-0.307230,0.434121,-0.002067,-0.018338,0.019528,-1.585323,-0.240943,-2.338045,-1.185195,0.421329,0.075672,-0.877964
0.46000,-2.408368,-0.303033,0.449127,-0.025819,0.020659,0.007507,-1.585323,-0.240943,-2.330884,-1.224548,0.421329,0.077484,-0.921515
0.48000,-2.408368,-0.303033,0.449127,-0.025819,0.020659,0.007507,-1.585323,-0.240943,-2.323408,-1.263843,0.421329,0.084960,-0.960811
