t,x,y,z,vx,vy,vz,yaw,yaw_rate,x_sp,y_sp,z_sp,ex_L,ey_L
0.00000,-3.974686,0.026784,2.998592,-0.010289,0.007282,0.001090,3.130502,0.000030,-3.974686,0.026784,2.998592,0.000000,0.000000
0.02000,-3.974686,0.026784,2.998592,-0.010289,0.007282,0.001090,3.130502,0.000030,-3.974558,-0.005215,2.998592,0.000128,-0.032000
0.04000,-3.974686,0.026784,2.998592,-0.010289,0.007282,0.001090,3.130502,0.000030,-3.974174,-0.037213,2.998592,0.000512,-0.063997
0.06000,-3.974686,0.026784,2.998592,-0.010289,0.007282,0.001090,3.130502,0.000030,-3.973534,-0.069206,2.998592,0.001152,-0.095991
0.08000,-3.974686,0.026784,2.998592,-0.010289,0.007282,0.001090,3.130502,0.000030,-3.972638,-0.101194,2.998592,0.002048,-0.127978
0.10000,-3.974686,0.026784,2.998592,-0.010289,0.007282,0.001090,3.130502,0.000030,-3.971486,-0.133173,2.998592,0.003200,-0.159957
0.12000,-3.974686,0.026784,2.998592,-0.010289,0.007282,0.001090,3.130502,0.000030,-3.970079,-0.165142,2.998592,0.004607,-0.191926
0.14000,-3.974686,0.026784,2.998592,-0.010289,0.007282,0.001090,3.130502,0.000030,-3.968415,-0.197099,2.998592,0.006270,-0.223883
0.16000,-3.974686,0.026784,2.998592,-0.010289,0.007282,0.001090,3.130502,0.000030,-3.966496,-0.229041,2.998592,0.008189,-0.255825
0.18000,-3.974686,0.026784,2.998592,-0.010289,0.007282,0.001090,3.130502,0.000030,-3.964322,-0.260967,2.998592,0.010364,-0.287751
0.20000,-3.974686,0.026784,2.998592,-0.010289,0.007282,0.001090,3.130502,0.000030,-3.961892,-0.292874,2.998592,0.012793,-0.319659
0.22000,-3.974686,0.026784,2.998592,-0.010289,0.007282,0.001090,-3.141488,0.140937,-3.959208,-0.324762,2.998592,0.015478,-0.351546
0.24000,-3.974785,0.025253,2.998908,-0.007288,-0.015861,-0.000475,-3.141488,0.140937,-3.956268,-0.356626,2.998592,0.018517,-0.381879
0.26000,-3.974785,0.025253,2.998908,-0.007288,-0.015861,-0.000475,-3.141488,0.140937,-3.953073,-0.388466,2.998592,0.021712,-0.413720
0.28000,-3.974785,0.025253,2.998908,-0.007288,-0.015861,-0.000475,-3.141488,0.140937,-3.949624,-0.420280,2.998592,0.025161,-0.445533
0.30000,-3.974785,0.025253,2.998908,-0.007288,-0.015861,-0.000475,-3.141488,0.140937,-3.945920,-0.452064,2.998592,0.028865,-0.477318
0.32000,-3.974785,0.025253,2.998908,-0.007288,-0.015861,-0.000475,-3.141488,0.140937,-3.941962,-0.483819,2.998592,0.032823,-0.509072
0.34000,-3.974785,0.025253,2.998908,-0.007288,-0.015861,-0.000475,-3.141488,0.140937,-3.937751,-0.515540,2.998592,0.037034,-0.540794
0.36000,-3.974785,0.025253,2.998908,-0.007288,-0.015861,-0.000475,-3.141488,0.140937,-3.933285,-0.547227,2.998592,0.041500,-0.572480
0.38000,-3.974785,0.025253,2.998908,-0.007288,-0.015861,-0.000475,-3.141488,0.140937,-3.928567,-0.578877,2.998592,0.046219,-0.604131
0.40000,-3.974785,0.025253,2.998908,-0.007288,-0.015861,-0.000475,-3.141488,0.140937,-3.923595,-0.610488,2.998592,0.051190,-0.635742
0.42000,-3.974785,0.025253,2.998908,-0.007288,-0.015861,-0.000475,-3.141488,0.140937,-3.918370,-0.642059,2.998592,0.056415,-0.667312
0.44000,-3.974785,0.025253,2.998908,-0.007288,-0.015861,-0.000475,-3.141488,0.140937,-3.912893,-0.673587,2.998592,0.061892,-0.698840
0.46000,-3.974785,0.025253,2.998908,-0.007288,-0.015861,-0.000475,-3.056580,0.486073,-3.907164,-0.705070,2.998592,0.067621,-0.730323
0.48000,-3.974061,0.002476,2.998793,0.005091,-0.174103,-0.001632,-3.056580,0.486073,-3.901184,-0.736506,2.998592,0.072877,-0.738982
0.50000,-3.974061,0.002476,2.998793,0.005091,-0.174103,-0.001632,-3.056580,0.486073,-3.894952,-0.767893,2.998592,0.079109,-0.770369
0.52000,-3.974061,0.002476,2.998793,0.005091,-0.174103,-0.001632,-3.056580,0.486073,-3.888469,-0.799229,2.998592,0.085591,-0.801705
0.54000,-3.974061,0.002476,2.998793,0.005091,-0.174103,-0.001632,-3.056580,0.486073,-3.881736,-0.830513,2.998592,0.092325,-0.832989
0.56000,-3.974061,0.002476,2.998793,0.005091,-0.174103,-0.001632,-3.056580,0.486073,-3.874753,-0.861741,2.998592,0.099308,-0.864217
0.58000,-3.974061,0.002476,2.998793,0.005091,-0.174103,-0.001632,-3.056580,0.486073,-3.867520,-0.892913,2.998592,0.106541,-0.895389
0.60000,-3.974061,0.002476,2.998793,0.005091,-0.174103,-0.001632,-3.056580,0.486073,-3.860038,-0.924026,2.998592,0.114023,-0.926502
