timestamp_unix,t,phase,event,lx,ly,lz,l_yaw,sx,sy,sz,s_yaw
1780340058.408423,0.0000,init,,0.0000,0.0000,0.8297,0.0148,0.0000,0.0000,0.0000,0.0000
1780340058.511790,0.1100,init,,0.0000,0.0000,0.8297,0.0148,0.0000,0.0000,0.0000,0.0000
1780340058.615993,0.2190,init,,0.0000,0.0000,0.8297,0.0148,-5.0482,0.0210,0.8576,0.0129
1780340058.729462,0.3290,init,,-4.0364,0.0733,0.8297,0.0149,-5.0482,0.0210,0.8576,0.0129
1780340058.835690,0.4380,init,,-4.0364,0.0733,0.8297,0.0149,-5.0482,0.0210,0.8576,0.0130
1780340058.944993,0.5470,init,,-4.0364,0.0733,0.8297,0.0150,-5.0482,0.0210,0.8576,0.0130
1780340059.053179,0.6570,init,,-4.0364,0.0733,0.8297,0.0150,-5.0482,0.0210,0.8576,0.0130
1780340059.158761,0.7500,takeoff_L,,-4.0364,0.0733,0.8297,0.0152,-5.0482,0.0210,0.8576,0.0131
1780340059.265706,0.8600,takeoff_L,,-4.0364,0.0733,0.8297,0.0152,-5.0482,0.0210,0.8576,0.0131
1780340059.375527,0.9690,takeoff_L,,-4.0364,0.0733,0.8297,0.0153,-5.0482,0.0210,0.8575,0.0132
1780340059.479452,1.0790,takeoff_L,,-4.0364,0.0733,0.8297,0.0153,-5.0482,0.0210,0.8575,0.0132
1780340059.587821,1.1880,takeoff_L,,-4.0364,0.0733,0.8297,0.0153,-5.0482,0.0210,0.8575,0.0134
1780340059.697679,1.2970,takeoff_L,,-4.0364,0.0733,0.8297,0.0154,-5.0482,0.0210,0.8575,0.0134
1780340059.813974,1.4070,takeoff_L,,-4.0364,0.0733,0.8297,0.0154,-5.0482,0.0210,0.8575,0.0135
1780340059.915171,1.5160,takeoff_L,,-4.0364,0.0733,0.8297,0.0155,-5.0482,0.0210,0.8575,0.0135
1780340060.024777,1.6250,takeoff_L,,-4.0364,0.0733,0.8297,0.0155,-5.0482,0.0210,0.8575,0.0135
1780340060.136321,1.7350,takeoff_L,,-4.0364,0.0733,0.8297,0.0155,-5.0482,0.0210,0.8575,0.0136
1780340060.258981,1.8600,takeoff_L,,-4.0364,0.0733,0.8298,0.0156,-5.0482,0.0210,0.8575,0.0136
1780340060.367120,1.9690,takeoff_L,,-4.0364,0.0733,0.8298,0.0157,-5.0482,0.0210,0.8575,0.0137
