timestamp_unix,t,phase,lx,ly,lz,l_yaw,sx,sy,sz,s_yaw
1780119448.151877,0.0000,init,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0175
1780119448.259338,0.1100,init,-4.0030,0.0210,-0.0025,-0.0172,0.0000,0.0000,0.0545,-0.0175
1780119448.371989,0.2190,init,-4.0030,0.0210,-0.0025,-0.0172,0.0000,0.0000,0.0545,-0.0175
1780119448.473313,0.3280,init,-4.0030,0.0210,-0.0025,-0.0172,-5.0149,0.0210,0.0545,-0.0175
1780119448.585874,0.4380,init,-4.0030,0.0210,-0.0025,-0.0172,-5.0149,0.0210,0.0545,-0.0175
1780119448.693040,0.5470,init,-4.0030,0.0210,-0.0025,-0.0172,-5.0149,0.0210,0.0545,-0.0175
1780119448.803647,0.6570,init,-4.0030,0.0210,-0.0025,-0.0172,-5.0149,0.0210,0.0545,-0.0175
1780119448.913382,0.7660,init,-4.0030,0.0210,-0.0025,-0.0172,-5.0149,0.0210,0.0545,-0.0175
1780119449.018634,0.8750,init,-4.0030,0.0210,-0.0024,-0.0172,-5.0149,0.0210,0.0545,-0.0175
1780119449.293606,1.1410,init,-4.0030,0.0210,-0.0024,-0.0172,-5.0149,0.0210,0.0546,-0.0175
1780119449.420007,1.2660,init,-4.0030,0.0210,-0.0024,-0.0172,-5.0149,0.0210,0.0546,-0.0175
1780119449.536148,1.3910,init,-4.0030,0.0210,-0.0024,-0.0172,-5.0149,0.0210,0.0546,-0.0175
1780119449.644310,1.5000,init,-4.0030,0.0210,-0.0024,-0.0172,-5.0149,0.0210,0.0546,-0.0175
1780119449.748897,1.5940,init,-4.0030,0.0210,-0.0024,-0.0172,-5.0149,0.0210,0.0546,-0.0175
1780119449.859395,1.7030,init,-4.0030,0.0210,-0.0024,-0.0172,-5.0149,0.0210,0.0546,-0.0175
1780119449.962713,1.8130,init,-4.0030,0.0210,-0.0023,-0.0172,-5.0149,0.0210,0.0546,-0.0175
1780119450.063457,1.9070,init,-4.0030,0.0210,-0.0023,-0.0172,-5.0149,0.0210,0.0546,-0.0175
1780119450.169601,2.0160,init,-4.0030,0.0210,-0.0023,-0.0172,-5.0149,0.0210,0.0546,-0.0175
1780119450.289725,2.1410,init,-4.0030,0.0210,-0.0023,-0.0172,-5.0149,0.0210,0.0546,-0.0175
1780119450.401800,2.2500,init,-4.0030,0.0210,-0.0023,-0.0172,-5.0149,0.0210,0.0546,-0.0175
1780119450.513120,2.3600,init,-4.0030,0.0210,-0.0023,-0.0172,-5.0149,0.0210,0.0546,-0.0175
1780119450.613617,2.4690,init,-4.0030,0.0210,-0.0023,-0.0172,-5.0149,0.0210,0.0545,-0.0175
1780119450.717188,2.5630,init,-4.0030,0.0210,-0.0023,-0.0172,-5.0149,0.0210,0.0545,-0.0175
1780119450.833722,2.6880,init,-4.0030,0.0210,-0.0023,-0.0172,-5.0149,0.0210,0.0545,-0.0175
1780119450.951659,2.7970,init,-4.0030,0.0210,-0.0024,-0.0172,-5.0149,0.0210,0.0545,-0.0175
1780119451.066140,2.9220,takeoff_L,-4.0030,0.0210,-0.0024,-0.0172,-5.0149,0.0210,0.0545,-0.0175
1780119451.170341,3.0160,takeoff_L,-4.0030,0.0210,-0.0024,-0.0172,-5.0149,0.0210,0.0545,-0.0175
1780119451.280370,3.1250,takeoff_L,-4.0030,0.0210,-0.0024,-0.0172,-5.0149,0.0210,0.0545,-0.0175
1780119451.395008,3.2500,takeoff_L,-4.0030,0.0210,-0.0024,-0.0172,-5.0149,0.0210,0.0545,-0.0175
1780119451.515796,3.3600,takeoff_L,-4.0030,0.0210,-0.0024,-0.0171,-5.0149,0.0210,0.0545,-0.0174
1780119451.633563,3.4850,takeoff_L,-4.0030,0.0210,-0.0024,-0.0171,-5.0149,0.0210,0.0545,-0.0174
1780119451.750956,3.6100,takeoff_L,-4.0030,0.0210,-0.0024,-0.0171,-5.0149,0.0210,0.0545,-0.0174
1780119451.867184,3.7190,takeoff_L,-4.0030,0.0210,-0.0024,-0.0171,-5.0149,0.0210,0.0545,-0.0174
1780119451.978038,3.8280,takeoff_L,-4.0030,0.0210,-0.0024,-0.0171,-5.0149,0.0210,0.0545,-0.0174
1780119452.080890,3.9380,takeoff_L,-4.0030,0.0210,-0.0024,-0.0171,-5.0149,0.0210,0.0545,-0.0174
1780119452.196617,4.0470,takeoff_L,-4.0030,0.0210,-0.0024,-0.0171,-5.0149,0.0210,0.0544,-0.0174
1780119452.316139,4.1720,takeoff_L,-4.0030,0.0210,-0.0024,-0.0171,-5.0149,0.0210,0.0544,-0.0174
1780119452.537783,4.3910,takeoff_L,-4.0030,0.0210,-0.0024,-0.0171,-5.0149,0.0210,0.0544,-0.0174
1780119452.654513,4.5000,takeoff_L,-4.0030,0.0210,-0.0024,-0.0171,-5.0149,0.0210,0.0544,-0.0174
1780119452.775577,4.6250,takeoff_L,-4.0030,0.0210,-0.0024,-0.0171,-5.0149,0.0210,0.0544,-0.0174
1780119452.884466,4.7350,takeoff_L,-4.0030,0.0210,-0.0024,-0.0171,-5.0149,0.0210,0.0544,-0.0174
1780119452.991884,4.8440,takeoff_L,-4.0030,0.0210,-0.0024,-0.0171,-5.0149,0.0210,0.0543,-0.0174
1780119453.100988,4.9530,takeoff_L,-4.0030,0.0210,-0.0024,-0.0171,-5.0149,0.0210,0.0543,-0.0174
1780119453.209816,5.0630,takeoff_L,-4.0030,0.0210,-0.0024,-0.0171,-5.0149,0.0210,0.0543,-0.0174
1780119453.318045,5.1720,takeoff_L,-4.0030,0.0210,-0.0024,-0.0171,-5.0149,0.0210,0.0543,-0.0174
1780119453.428030,5.2820,takeoff_L,-4.0030,0.0210,-0.0024,-0.0171,-5.0149,0.0210,0.0543,-0.0174
1780119453.536886,5.3910,takeoff_L,-4.0030,0.0210,-0.0024,-0.0171,-5.0149,0.0210,0.0543,-0.0174
1780119453.647973,5.5000,takeoff_L,-4.0030,0.0210,-0.0024,-0.0171,-5.0149,0.0210,0.0543,-0.0174
1780119453.756958,5.6100,takeoff_L,-4.0030,0.0210,-0.0024,-0.0171,-5.0149,0.0210,0.0543,-0.0174
1780119453.868556,5.7190,takeoff_L,-4.0030,0.0210,-0.0024,-0.0171,-5.0149,0.0210,0.0543,-0.0174
1780119453.976187,5.8280,takeoff_L,-4.0030,0.0210,-0.0023,-0.0171,-5.0149,0.0210,0.0543,-0.0174
