time,lx,ly,lz,lvx,lvy,lvz,l_yaw,l_yawrate,lx_sp,ly_sp,lz_sp,lex,ley,sx,sy,sz,svx,svy,svz,s_yaw,s_yawrate,xd,yd,zd,ex,ey,ez,e_yaw,ff_x,ff_y,ff_z,vx_p,vy_p,vz_p,vx_i,vy_i,vz_i,vx_d,vy_d,vz_d,vx_cmd,vy_cmd,vz_cmd,yaw_rate_cmd
0.0500,-4.04949,0.413235,3.001,0.013161,-0.010617,-0.001043,3.098355,0.000742,-4.04949,0.413235,3.001,0.0,0.0,-5.033895015716553,0.4444294273853302,3.0007975101470947,-0.01429634541273117,0.010270914994180202,0.0006640107603743672,3.0985665321350098,-0.0011951654450967908,-5.0485553982723825,0.45645918275508646,4.0009999999999994,-0.014660382555829798,0.012029755369756256,1.0002024898529047,-0.00021153213500957335,-3.207234360427416e-05,-0.0007413065255181081,0.0,-0.014660382555829798,0.012029755369756256,1.0002024898529047,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.014692454899434073,0.011288448844238148,1.0002024898529047,-0.0004230642700191467
0.1000,-4.04949,0.413235,3.001,0.013161,-0.010617,-0.001043,3.098355,0.000742,-4.032043399978332,0.041787499794392134,3.001,0.01744660002166778,-0.37144750020560785,-5.033792972564697,0.44431760907173157,3.0008504390716553,-0.01465765479952097,0.01080134604126215,0.001067562261596322,3.0985405445098877,-0.0008016664069145918,-5.0485553982723825,0.45645918275508646,4.0009999999999994,-0.014762425707685267,0.01214157368335489,1.0001495609283442,-0.00018554450988750304,-3.207234360427416e-05,-0.0007413065255181081,0.0,-0.014762425707685267,0.01214157368335489,1.0001495609283442,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.014794498051289542,0.01140026715783678,1.0001495609283442,-0.0003710890197750061
0.1500,-4.04949,0.413235,3.001,0.013161,-0.010617,-0.001043,3.098355,0.000742,-4.009419299966908,-0.14884610024362147,3.001,0.04007070003309193,-0.5620818002436235,-5.033754348754883,0.44427943229675293,3.0009748935699463,-0.014951429329812527,0.011163704097270966,0.005461721681058407,3.0985336303710938,-0.0007640312542207539,-5.0485553982723825,0.45645918275508646,4.0009999999999994,-0.01480104951749972,0.012179750458333527,1.0000251064300532,-0.00017863037109355773,-3.207234360427416e-05,-0.0007413065255181081,0.0,-0.01480104951749972,0.012179750458333527,1.0000251064300532,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.014833121861103995,0.011438443932815418,1.0000251064300532,-0.00035726074218711545
0.2000,-4.04949,0.413235,3.001,0.013161,-0.010617,-0.001043,3.098355,0.000742,-3.94019639989902,-0.5141810004411941,3.001,0.10929360010098013,-0.9274168004411978,-5.033304214477539,0.44396719336509705,3.0018060207366943,-0.015199821442365646,0.011528265662491322,0.02283027395606041,3.098517894744873,-0.0007747343624942005,-5.0485553982723825,0.45645918275508646,4.0009999999999994,-0.01525118379484347,0.01249198938998941,0.9991939792633051,-0.0001628947448728546,-3.207234360427416e-05,-0.0007413065255181081,0.0,-0.01525118379484347,0.01249198938998941,0.9991939792633051,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.015283256138447745,0.011750682864471302,0.9991939792633051,-0.0003257894897457092
0.2500,-4.04949,0.413235,3.001,0.013161,-0.010617,-0.001043,3.120602,0.319509,-3.865259449821688,-0.785959650547216,3.001,0.18423055017831244,-1.199194650547216,-5.033156871795654,0.44385677576065063,3.0023715496063232,-0.015344480983912945,0.011680115945637226,0.03183780610561371,3.0984983444213867,-0.00094026536680758,-5.049269704319776,0.43422411218371787,4.0009999999999994,-0.016112832524121323,-0.009632663576932765,0.9986284503936762,0.022103655578613157,-0.006706210244707511,-0.31943861354750736,0.0,-0.016112832524121323,-0.009632663576932765,0.9986284503936762,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.022819042768828835,-0.3290712771244401,0.9986284503936762,0.044207311157226314
0.3000,-4.049577,0.411584,3.001066,0.01178,-0.043083,-0.00031,3.120602,0.319509,-3.7711015,-1.0516904999999999,3.001,0.2784755,-1.463274,-5.033320426940918,0.4439522922039032,3.0069360733032227,-0.01653169095516205,0.012691766023635864,0.08454751968383789,3.0984785556793213,-0.0009075557463802397,-5.049356704319776,0.43257311218371786,4.001066,-0.016036277378858266,-0.011379180020185342,0.9941299266967771,0.022123444320678587,-0.006706210244707511,-0.31943861354750736,0.0,-0.016036277378858266,-0.011379180020185342,0.9941299266967771,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.022742487623565778,-0.3308177935676927,0.9941299266967771,0.044246888641357174
0.3500,-4.049577,0.411584,3.001066,0.01178,-0.043083,-0.00031,3.120602,0.319509,-3.6588631999481955,-1.3103040001114812,3.001,0.39071380005180467,-1.7218878501114823,-5.033359527587891,0.4439616799354553,3.0088162422180176,-0.016828136518597603,0.01276350487023592,0.1008906289935112,3.0985193252563477,0.001288933795876801,-5.049356704319776,0.43257311218371786,4.001066,-0.01599717673188561,-0.011388567751737466,0.9922497577819822,0.022082674743652223,-0.006706210244707511,-0.31943861354750736,0.0,-0.01599717673188561,-0.011388567751737466,0.9922497577819822,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.02270338697659312,-0.3308271812992448,0.9922497577819822,0.044165349487304446
0.4000,-4.049577,0.411584,3.001066,0.01178,-0.043083,-0.00031,3.120602,0.319509,-3.5284393998767727,-1.5602410002127485,3.001,0.5211378001232296,-1.9718250002127484,-5.033048629760742,0.44367101788520813,3.016874313354492,-0.017667196691036224,0.009062673896551132,0.15442140400409698,3.098776340484619,0.007192585617303848,-5.049356704319776,0.43257311218371786,4.001066,-0.016308074559034047,-0.011097905701490274,0.9841916866455076,0.021825659515380735,-0.006706210244707511,-0.31943861354750736,0.0,-0.016308074559034047,-0.011097905701490274,0.9841916866455076,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.02301428480374156,-0.33053651924899763,0.9841916866455076,0.04365131903076147
0.4500,-4.049577,0.411584,3.001066,0.01178,-0.043083,-0.00031,3.120602,0.319509,-3.3300623997388668,-1.8747377003696757,3.001,0.7195146002611331,-2.2863217003696756,-5.033287525177002,0.44273051619529724,3.032609462738037,-0.019455986097455025,-0.012585747055709362,0.23079271614551544,3.1002988815307617,0.025189047679305077,-5.049356704319776,0.43257311218371786,4.001066,-0.01606917914277428,-0.010157404011579385,0.9684565372619627,0.020303118469238157,-0.006706210244707511,-0.31943861354750736,0.0,-0.01606917914277428,-0.010157404011579385,0.9684565372619627,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.022775389387481793,-0.32959601755908674,0.9684565372619627,0.040606236938476314
0.5000,-4.049577,0.411584,3.001066,0.01178,-0.043083,-0.00031,3.272308300786163,1.009875305094171,-3.1607187496403486,-2.100125300449328,3.001,0.8888582503596514,-2.511708650449323,-5.033346652984619,0.4421226680278778,3.0375752449035645,-0.019950607791543007,-0.021398179233074188,0.25077274441719055,3.1009225845336914,0.03001817688345909,-5.041045867497336,0.2812402821477329,4.001066,-0.007699214512716601,-0.16088238588014492,0.9634907550964353,0.17138571625247145,0.13163090183316675,-1.0012599250552436,0.0,-0.007699214512716601,-0.16088238588014492,0.9634907550964353,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.12393168732045015,-1.1621423109353886,0.9634907550964353,0.3427714325049429
