timestamp_unix,t,phase,event,lx,ly,lz,l_yaw,sx,sy,sz,s_yaw
1780341226.528005,0.0000,init,,0.0000,0.0000,0.0000,0.0184,0.0000,0.0000,0.0000,0.0000
1780341226.632281,0.1100,init,,-41.5202,1.1837,0.0000,0.0183,0.0000,0.0000,0.0000,0.0000
1780341226.739786,0.2030,init,,-41.5202,1.1837,0.0000,0.0183,-45.2452,0.9323,0.0000,0.0017
1780341226.851466,0.3280,init,,-41.5202,1.1837,0.0000,0.0183,-45.2452,0.9323,0.0000,0.0017
1780341226.959273,0.4220,init,,-41.5202,1.1837,0.0000,0.0183,-45.2452,0.9323,0.0000,0.0017
1780341227.068831,0.5320,init,,-41.5202,1.1837,0.0000,0.0183,-45.2452,0.9323,0.0000,0.0017
1780341227.179235,0.6570,init,,-41.5202,1.1837,0.0000,0.0182,-45.2452,0.9323,0.0000,0.0017
1780341227.288932,0.7660,init,,-41.5202,1.1837,0.0000,0.0182,-45.2452,0.9323,0.0000,0.0017
1780341227.397718,0.8750,init,,-41.5202,1.1837,0.0000,0.0182,-45.2452,0.9323,0.0000,0.0017
1780341227.506545,0.9690,init,,-41.5202,1.1837,0.0000,0.0182,-45.2452,0.9323,0.0000,0.0017
1780341227.613985,1.0780,init,,-41.5202,1.1837,0.0000,0.0182,-45.2452,0.9323,0.0000,0.0017
1780341227.722189,1.1880,init,,-41.5202,1.1837,0.0000,0.0181,-45.2452,0.9323,0.0000,0.0018
1780341227.831439,1.2970,init,,-41.5202,1.1837,0.0000,0.0181,-45.2452,0.9323,0.0000,0.0018
1780341227.939731,1.4070,init,,-41.5202,1.1837,0.0000,0.0180,-45.2452,0.9323,0.0000,0.0018
1780341228.052624,1.5160,init,,-41.5202,1.1837,0.0000,0.0180,-45.2452,0.9323,0.0000,0.0018
1780341228.159117,1.6250,init,,-41.5202,1.1837,0.0000,0.0180,-45.2452,0.9323,0.0000,0.0018
1780341228.267903,1.7350,init,,-41.5202,1.1837,0.0000,0.0180,-45.2452,0.9323,0.0000,0.0018
1780341228.375946,1.8440,init,,-41.5202,1.1837,0.0000,0.0179,-45.2452,0.9323,0.0000,0.0018
1780341228.486044,1.9530,init,,-41.5202,1.1837,0.0000,0.0179,-45.2452,0.9323,0.0000,0.0019
1780341228.605346,2.0780,init,,-41.5202,1.1837,0.0000,0.0179,-45.2452,0.9323,0.0000,0.0019
