time,lx,ly,lz,lvx,lvy,lvz,l_yaw,l_yawrate,sx,sy,sz,svx,svy,svz,s_yaw,s_yawrate,xd,yd,zd,ex,ey,ez,e_yaw,ff_x,ff_y,ff_z,vx_p,vy_p,vz_p,vx_i,vy_i,vz_i,vx_d,vy_d,vz_d,vx_cmd,vy_cmd,vz_cmd,yaw_rate_cmd
0.0000,1.0145384073257446,5.320810794830322,1.961608648300171,-0.01965525560081005,-0.017847418785095215,-0.0011482184054329991,-1.577818751335144,-0.0017084419960156083,-0.8263849020004272,5.6865386962890625,2.8115813732147217,0.05909319594502449,-0.08640502393245697,0.020395858213305473,-1.7054238319396973,-0.11534979194402695,1.0285831409708648,7.320761480586558,2.961608648300171,1.854968042971292,1.6342227842974957,0.15002727508544922,0.12760508060455322,0.003416799741506168,-2.3994612782176622e-05,0.0,0.927484021485646,0.8171113921487478,0.07501363754272461,0.0,0.0,0.0,-0.0,0.0,-0.0,0.9309008212271522,0.8170873975359657,0.07501363754272461,0.11344819947844373
0.6250,1.0144052505493164,5.320742607116699,1.9616271257400513,-0.01950591616332531,-0.017125792801380157,-0.0012484317412599921,-1.5778441429138184,-0.0017585218884050846,-0.7916216850280762,5.6213202476501465,2.810950994491577,0.07348838448524475,-0.06249101087450981,0.015201893635094166,-1.6926747560501099,0.10277963429689407,1.0285007660950858,7.320692935610259,2.9616271257400513,1.820122451123162,1.6993726879601123,0.15067613124847412,0.1148306131362915,0.0035169564283788644,-2.4787272615589403e-05,0.0,0.910061225561581,0.8496863439800562,0.07533806562423706,0.0,0.0,0.0,-0.0,0.0,-0.0,0.9135781819899599,0.8496615567074406,0.07533806562423706,0.0814106748905033
0.6570,1.0144052505493164,5.320742607116699,1.9616271257400513,-0.01950591616332531,-0.017125792801380157,-0.0012484317412599921,-1.5778441429138184,-0.0017585218884050846,-0.7916216850280762,5.6213202476501465,2.810950994491577,0.07348838448524475,-0.06249101087450981,0.015201893635094166,-1.6926747560501099,0.10277963429689407,1.0285007660950858,7.320692935610259,2.9616271257400513,1.820122451123162,1.6993726879601123,0.15067613124847412,0.1148306131362915,0.0035169564283788644,-2.4787272615589403e-05,0.0,0.910061225561581,0.8496863439800562,0.07533806562423706,0.0,0.0,0.0,-0.0,0.0,-0.0,0.9135781819899599,0.8496615567074406,0.07533806562423706,0.0814106748905033
0.8290,1.0144052505493164,5.320742607116699,1.9616271257400513,-0.01950591616332531,-0.017125792801380157,-0.0012484317412599921,-1.577808141708374,-0.00041122676339000463,-0.7676888704299927,5.616927623748779,2.818755626678467,0.1644471138715744,0.038767505437135696,0.04132232815027237,-1.6164851188659668,-0.06622080504894257,1.0284287654633122,7.320693441769755,2.9616271257400513,1.7961176358933049,1.703765818020976,0.14287149906158447,0.03867697715759277,0.0008224333086735147,-5.7668446494339325e-06,0.0,0.8980588179466524,0.851882909010488,0.07143574953079224,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.8988812512553259,0.8518771421658385,0.07143574953079224,0.037522539554629475
0.8440,1.0133976936340332,5.3209075927734375,1.9613027572631836,-0.0196201354265213,-0.016852186992764473,-0.001085691968910396,-1.577808141708374,-0.00041122676339000463,-0.7676888704299927,5.616927623748779,2.818755626678467,0.1644471138715744,0.038767505437135696,0.04132232815027237,-1.6164851188659668,-0.06622080504894257,1.027421208548029,7.320858427426494,2.9613027572631836,1.7951100789780217,1.7039308036777143,0.1425471305847168,0.03867697715759277,0.0008224333086735147,-5.7668446494339325e-06,0.0,0.8975550394890108,0.8519654018388572,0.0712735652923584,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.8983774727976843,0.8519596349942077,0.0712735652923584,0.037522539554629475
0.8750,1.0133976936340332,5.3209075927734375,1.9613027572631836,-0.0196201354265213,-0.016852186992764473,-0.001085691968910396,-1.577808141708374,-0.00041122676339000463,-0.7676888704299927,5.616927623748779,2.818755626678467,0.1644471138715744,0.038767505437135696,0.04132232815027237,-1.6164851188659668,-0.06622080504894257,1.027421208548029,7.320858427426494,2.9613027572631836,1.7951100789780217,1.7039308036777143,0.1425471305847168,0.03867697715759277,0.0008224333086735147,-5.7668446494339325e-06,0.0,0.8975550394890108,0.8519654018388572,0.0712735652923584,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.8983774727976843,0.8519596349942077,0.0712735652923584,0.037522539554629475
0.8910,1.0133976936340332,5.3209075927734375,1.9613027572631836,-0.0196201354265213,-0.016852186992764473,-0.001085691968910396,-1.577808141708374,-0.00041122676339000463,-0.7676888704299927,5.616927623748779,2.818755626678467,0.1644471138715744,0.038767505437135696,0.04132232815027237,-1.6164851188659668,-0.06622080504894257,1.027421208548029,7.320858427426494,2.9613027572631836,1.7951100789780217,1.7039308036777143,0.1425471305847168,0.03867697715759277,0.0008224333086735147,-5.7668446494339325e-06,0.0,0.8975550394890108,0.8519654018388572,0.0712735652923584,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.8983774727976843,0.8519596349942077,0.0712735652923584,0.037522539554629475
0.9070,1.0133976936340332,5.3209075927734375,1.9613027572631836,-0.0196201354265213,-0.016852186992764473,-0.001085691968910396,-1.577808141708374,-0.00041122676339000463,-0.7676888704299927,5.616927623748779,2.818755626678467,0.1644471138715744,0.038767505437135696,0.04132232815027237,-1.6164851188659668,-0.06622080504894257,1.027421208548029,7.320858427426494,2.9613027572631836,1.7951100789780217,1.7039308036777143,0.1425471305847168,0.03867697715759277,0.0008224333086735147,-5.7668446494339325e-06,0.0,0.8975550394890108,0.8519654018388572,0.0712735652923584,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.8983774727976843,0.8519596349942077,0.0712735652923584,0.037522539554629475
0.9220,1.0133976936340332,5.3209075927734375,1.9613027572631836,-0.0196201354265213,-0.016852186992764473,-0.001085691968910396,-1.577808141708374,-0.00041122676339000463,-0.7676888704299927,5.616927623748779,2.818755626678467,0.1644471138715744,0.038767505437135696,0.04132232815027237,-1.6164851188659668,-0.06622080504894257,1.027421208548029,7.320858427426494,2.9613027572631836,1.7951100789780217,1.7039308036777143,0.1425471305847168,0.03867697715759277,0.0008224333086735147,-5.7668446494339325e-06,0.0,0.8975550394890108,0.8519654018388572,0.0712735652923584,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.8983774727976843,0.8519596349942077,0.0712735652923584,0.037522539554629475
0.9380,1.0133976936340332,5.3209075927734375,1.9613027572631836,-0.0196201354265213,-0.016852186992764473,-0.001085691968910396,-1.577808141708374,-0.00041122676339000463,-0.6945672035217285,5.6667680740356445,2.827131748199463,0.4390476644039154,0.33828163146972656,0.07590292394161224,-1.6164851188659668,-0.06622080504894257,1.027421208548029,7.320858427426494,2.9613027572631836,1.7219884120697575,1.654090353390849,0.1341710090637207,0.03867697715759277,0.0008224333086735147,-5.7668446494339325e-06,0.0,0.8609942060348788,0.8270451766954245,0.06708550453186035,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.8618166393435522,0.8270394098507751,0.06708550453186035,0.037522539554629475
