t,x,y,z,vx,vy,vz,yaw,yaw_rate,x_sp,y_sp,z_sp,er_L,et_L
3.58000,1.700310,-3.103891,2.957743,1.259275,-0.999238,-0.002577,-0.245316,0.393837,3.466434,-3.905224,2.956111,-0.079914,-1.977495
3.60000,1.700310,-3.103891,2.957743,1.259275,-0.999238,-0.002577,-0.245316,0.393837,3.498143,-3.909524,2.956111,-0.079914,-2.009495
3.62000,1.700310,-3.103891,2.957743,1.259275,-0.999238,-0.002577,-0.245316,0.393837,3.529886,-3.913571,2.956111,-0.079914,-2.041495
3.64000,1.700310,-3.103891,2.957743,1.259275,-0.999238,-0.002577,-0.245316,0.393837,3.561661,-3.917363,2.956111,-0.079914,-2.073495
3.66000,1.700310,-3.103891,2.957743,1.259275,-0.999238,-0.002577,-0.245316,0.393837,3.593464,-3.920901,2.956111,-0.079914,-2.105495
3.68000,1.700310,-3.103891,2.957743,1.259275,-0.999238,-0.002577,-0.245316,0.393837,3.625295,-3.924185,2.956111,-0.079914,-2.137495
3.70000,1.700310,-3.103891,2.957743,1.259275,-0.999238,-0.002577,-0.245316,0.393837,3.657152,-3.927214,2.956111,-0.079914,-2.169495
3.72000,1.700310,-3.103891,2.957743,1.259275,-0.999238,-0.002577,-0.245316,0.393837,3.689031,-3.929988,2.956111,-0.079914,-2.201495
3.74000,1.700310,-3.103891,2.957743,1.259275,-0.999238,-0.002577,-0.147431,0.401012,3.720932,-3.932507,2.956111,-0.079914,-2.233495
3.76000,2.027929,-3.334783,2.957007,1.353338,-0.866500,-0.001868,-0.147431,0.401012,3.752851,-3.934771,2.956111,-0.067162,-1.857212
3.78000,2.027929,-3.334783,2.957007,1.353338,-0.866500,-0.001868,-0.147431,0.401012,3.784788,-3.936779,2.956111,-0.067162,-1.889212
3.80000,2.027929,-3.334783,2.957007,1.353338,-0.866500,-0.001868,-0.147431,0.401012,3.816740,-3.938531,2.956111,-0.067162,-1.921212
3.82000,2.027929,-3.334783,2.957007,1.353338,-0.866500,-0.001868,-0.147431,0.401012,3.848705,-3.940028,2.956111,-0.067162,-1.953212
3.84000,2.027929,-3.334783,2.957007,1.353338,-0.866500,-0.001868,-0.147431,0.401012,3.880681,-3.941269,2.956111,-0.067162,-1.985212
3.86000,2.027929,-3.334783,2.957007,1.353338,-0.866500,-0.001868,-0.147431,0.401012,3.912666,-3.942255,2.956111,-0.067162,-2.017212
3.88000,2.027929,-3.334783,2.957007,1.353338,-0.866500,-0.001868,-0.147431,0.401012,3.944657,-3.942984,2.956111,-0.067162,-2.049212
3.90000,2.027929,-3.334783,2.957007,1.353338,-0.866500,-0.001868,-0.147431,0.401012,3.976654,-3.943458,2.956111,-0.067162,-2.081212
3.92000,2.027929,-3.334783,2.957007,1.353338,-0.866500,-0.001868,-0.147431,0.401012,4.008653,-3.943675,2.956111,-0.067162,-2.113212
3.94000,2.027929,-3.334783,2.957007,1.353338,-0.866500,-0.001868,-0.147431,0.401012,4.040653,-3.943637,2.956111,-0.067162,-2.145212
3.96000,2.027929,-3.334783,2.957007,1.353338,-0.866500,-0.001868,-0.147431,0.401012,4.072651,-3.943342,2.956111,-0.067162,-2.177212
3.98000,2.381582,-3.532826,2.956460,1.436142,-0.721299,-0.001078,-0.044693,0.404259,4.104646,-3.942792,2.956111,-0.054652,-1.797629
4.00000,2.381582,-3.532826,2.956460,1.436142,-0.721299,-0.001078,-0.044693,0.404259,4.136636,-3.941985,2.956111,-0.054652,-1.829629
4.02000,2.381582,-3.532826,2.956460,1.436142,-0.721299,-0.001078,-0.044693,0.404259,4.168618,-3.940923,2.956111,-0.054652,-1.861629
4.04000,2.381582,-3.532826,2.956460,1.436142,-0.721299,-0.001078,-0.044693,0.404259,4.200591,-3.939605,2.956111,-0.054652,-1.893629
4.06000,2.381582,-3.532826,2.956460,1.436142,-0.721299,-0.001078,-0.044693,0.404259,4.232552,-3.938031,2.956111,-0.054652,-1.925629
4.08000,2.381582,-3.532826,2.956460,1.436142,-0.721299,-0.001078,-0.044693,0.404259,4.264500,-3.936201,2.956111,-0.054652,-1.957629
4.10000,2.381582,-3.532826,2.956460,1.436142,-0.721299,-0.001078,-0.044693,0.404259,4.296432,-3.934116,2.956111,-0.054652,-1.989629
4.12000,2.381582,-3.532826,2.956460,1.436142,-0.721299,-0.001078,-0.044693,0.404259,4.328346,-3.931776,2.956111,-0.054652,-2.021629
4.14000,2.381582,-3.532826,2.956460,1.436142,-0.721299,-0.001078,-0.044693,0.404259,4.360241,-3.929180,2.956111,-0.054652,-2.053629
4.16000,2.381582,-3.532826,2.956460,1.436142,-0.721299,-0.001078,-0.044693,0.404259,4.392113,-3.926329,2.956111,-0.054652,-2.085629
4.18000,2.381582,-3.532826,2.956460,1.436142,-0.721299,-0.001078,-0.044693,0.404259,4.423962,-3.923224,2.956111,-0.054652,-2.117629
4.20000,2.381582,-3.532826,2.956460,1.436142,-0.721299,-0.001078,-0.044693,0.404259,4.455785,-3.919864,2.956111,-0.054652,-2.149629
4.22000,2.381582,-3.532826,2.956460,1.436142,-0.721299,-0.001078,-0.044693,0.404259,4.487580,-3.916249,2.956111,-0.054652,-2.181629
4.24000,2.381582,-3.532826,2.956460,1.436142,-0.721299,-0.001078,0.055652,0.393986,4.519345,-3.912380,2.956111,-0.054652,-2.213629
4.26000,2.750963,-3.692194,2.956125,1.499965,-0.568655,-0.000390,0.055652,0.393986,4.551079,-3.908257,2.956111,-0.042561,-1.838394
4.28000,2.750963,-3.692194,2.956125,1.499965,-0.568655,-0.000390,0.055652,0.393986,4.582778,-3.903880,2.956111,-0.042561,-1.870394
4.30000,2.750963,-3.692194,2.956125,1.499965,-0.568655,-0.000390,0.055652,0.393986,4.614441,-3.899250,2.956111,-0.042561,-1.902394
4.32000,2.750963,-3.692194,2.956125,1.499965,-0.568655,-0.000390,0.055652,0.393986,4.646066,-3.894366,2.956111,-0.042561,-1.934394
4.34000,2.750963,-3.692194,2.956125,1.499965,-0.568655,-0.000390,0.055652,0.393986,4.677651,-3.889230,2.956111,-0.042561,-1.966394
4.36000,2.750963,-3.692194,2.956125,1.499965,-0.568655,-0.000390,0.055652,0.393986,4.709194,-3.883842,2.956111,-0.042561,-1.998394
4.38000,2.750963,-3.692194,2.956125,1.499965,-0.568655,-0.000390,0.055652,0.393986,4.740693,-3.878201,2.956111,-0.042561,-2.030394
4.40000,2.750963,-3.692194,2.956125,1.499965,-0.568655,-0.000390,0.055652,0.393986,4.772145,-3.872308,2.956111,-0.042561,-2.062394
4.42000,2.750963,-3.692194,2.956125,1.499965,-0.568655,-0.000390,0.055652,0.393986,4.803550,-3.866164,2.956111,-0.042561,-2.094394
4.44000,2.750963,-3.692194,2.956125,1.499965,-0.568655,-0.000390,0.055652,0.393986,4.834904,-3.859769,2.956111,-0.042561,-2.126394
4.46000,2.750963,-3.692194,2.956125,1.499965,-0.568655,-0.000390,0.055652,0.393986,4.866207,-3.853123,2.956111,-0.042561,-2.158394
4.48000,2.750963,-3.692194,2.956125,1.499965,-0.568655,-0.000390,0.154528,0.401282,4.897455,-3.846227,2.956111,-0.042561,-2.190394
4.50000,3.133794,-3.812147,2.955929,1.548222,-0.409910,-0.000015,0.154528,0.401282,4.928646,-3.839081,2.956111,-0.031369,-1.817453
4.52000,3.133794,-3.812147,2.955929,1.548222,-0.409910,-0.000015,0.154528,0.401282,4.959780,-3.831686,2.956111,-0.031369,-1.849453
4.54000,3.133794,-3.812147,2.955929,1.548222,-0.409910,-0.000015,0.154528,0.401282,4.990854,-3.824042,2.956111,-0.031369,-1.881453
4.56000,3.133794,-3.812147,2.955929,1.548222,-0.409910,-0.000015,0.154528,0.401282,5.021865,-3.816150,2.956111,-0.031369,-1.913453
4.58000,3.133794,-3.812147,2.955929,1.548222,-0.409910,-0.000015,0.154528,0.401282,5.052812,-3.808010,2.956111,-0.031369,-1.945453
4.60000,3.133794,-3.812147,2.955929,1.548222,-0.409910,-0.000015,0.154528,0.401282,5.083694,-3.799623,2.956111,-0.031369,-1.977453
4.62000,3.133794,-3.812147,2.955929,1.548222,-0.409910,-0.000015,0.154528,0.401282,5.114507,-3.790989,2.956111,-0.031369,-2.009453
4.64000,3.133794,-3.812147,2.955929,1.548222,-0.409910,-0.000015,0.154528,0.401282,5.145250,-3.782108,2.956111,-0.031369,-2.041453
4.66000,3.133794,-3.812147,2.955929,1.548222,-0.409910,-0.000015,0.154528,0.401282,5.175921,-3.772982,2.956111,-0.031369,-2.073453
4.68000,3.133794,-3.812147,2.955929,1.548222,-0.409910,-0.000015,0.154528,0.401282,5.206518,-3.763611,2.956111,-0.031369,-2.105453
4.70000,3.133794,-3.812147,2.955929,1.548222,-0.409910,-0.000015,0.154528,0.401282,5.237039,-3.753995,2.956111,-0.031369,-2.137453
4.72000,3.133794,-3.812147,2.955929,1.548222,-0.409910,-0.000015,0.154528,0.401282,5.267482,-3.744136,2.956111,-0.031369,-2.169453
4.74000,3.133794,-3.812147,2.955929,1.548222,-0.409910,-0.000015,0.256014,0.400992,5.297845,-3.734033,2.956111,-0.031369,-2.201453
4.76000,3.526575,-3.891173,2.955853,1.581856,-0.247155,0.000293,0.256014,0.400992,5.328127,-3.723688,2.956111,-0.021819,-1.830063
4.78000,3.526575,-3.891173,2.955853,1.581856,-0.247155,0.000293,0.256014,0.400992,5.358325,-3.713101,2.956111,-0.021819,-1.862063
4.80000,3.526575,-3.891173,2.955853,1.581856,-0.247155,0.000293,0.256014,0.400992,5.388437,-3.702273,2.956111,-0.021819,-1.894063
4.82000,3.526575,-3.891173,2.955853,1.581856,-0.247155,0.000293,0.256014,0.400992,5.418461,-3.691204,2.956111,-0.021819,-1.926063
4.84000,3.526575,-3.891173,2.955853,1.581856,-0.247155,0.000293,0.256014,0.400992,5.448396,-3.679895,2.956111,-0.021819,-1.958063
4.86000,3.526575,-3.891173,2.955853,1.581856,-0.247155,0.000293,0.256014,0.400992,5.478240,-3.668347,2.956111,-0.021819,-1.990063
4.88000,3.526575,-3.891173,2.955853,1.581856,-0.247155,0.000293,0.256014,0.400992,5.507990,-3.656561,2.956111,-0.021819,-2.022063
4.90000,3.526575,-3.891173,2.955853,1.581856,-0.247155,0.000293,0.256014,0.400992,5.537645,-3.644537,2.956111,-0.021819,-2.054063
4.92000,3.526575,-3.891173,2.955853,1.581856,-0.247155,0.000293,0.256014,0.400992,5.567203,-3.632276,2.956111,-0.021819,-2.086063
4.94000,3.526575,-3.891173,2.955853,1.581856,-0.247155,0.000293,0.256014,0.400992,5.596662,-3.619779,2.956111,-0.021819,-2.118063
4.96000,3.526575,-3.891173,2.955853,1.581856,-0.247155,0.000293,0.256014,0.400992,5.626020,-3.607047,2.956111,-0.021819,-2.150063
4.98000,3.526575,-3.891173,2.955853,1.581856,-0.247155,0.000293,0.356232,0.400665,5.655275,-3.594081,2.956111,-0.021819,-2.182063
5.00000,3.526575,-3.891173,2.955853,1.581856,-0.247155,0.000293,0.356232,0.400665,5.684425,-3.580880,2.956111,-0.021819,-2.214063
5.02000,3.925354,-3.929168,2.955814,1.597809,-0.083122,0.000274,0.356232,0.400665,5.713469,-3.567447,2.956111,-0.013402,-1.843625
5.04000,3.925354,-3.929168,2.955814,1.597809,-0.083122,0.000274,0.356232,0.400665,5.742405,-3.553783,2.956111,-0.013402,-1.875625
5.06000,3.925354,-3.929168,2.955814,1.597809,-0.083122,0.000274,0.356232,0.400665,5.771230,-3.539887,2.956111,-0.013402,-1.907625
5.08000,3.925354,-3.929168,2.955814,1.597809,-0.083122,0.000274,0.356232,0.400665,5.799943,-3.525761,2.956111,-0.013402,-1.939625
5.10000,3.925354,-3.929168,2.955814,1.597809,-0.083122,0.000274,0.356232,0.400665,5.828543,-3.511405,2.956111,-0.013402,-1.971625
5.12000,3.925354,-3.929168,2.955814,1.597809,-0.083122,0.000274,0.356232,0.400665,5.857026,-3.496822,2.956111,-0.013402,-2.003625
5.14000,3.925354,-3.929168,2.955814,1.597809,-0.083122,0.000274,0.356232,0.400665,5.885392,-3.482011,2.956111,-0.013402,-2.035625
5.16000,3.925354,-3.929168,2.955814,1.597809,-0.083122,0.000274,0.356232,0.400665,5.913639,-3.466973,2.956111,-0.013402,-2.067625
5.18000,3.925354,-3.929168,2.955814,1.597809,-0.083122,0.000274,0.356232,0.400665,5.941764,-3.451710,2.956111,-0.013402,-2.099625
5.20000,3.925354,-3.929168,2.955814,1.597809,-0.083122,0.000274,0.356232,0.400665,5.969767,-3.436223,2.956111,-0.013402,-2.131625
5.22000,3.925354,-3.929168,2.955814,1.597809,-0.083122,0.000274,0.455634,0.392295,5.997644,-3.420512,2.956111,-0.013402,-2.163625
5.24000,3.925354,-3.929168,2.955814,1.597809,-0.083122,0.000274,0.455634,0.392295,6.025395,-3.404578,2.956111,-0.013402,-2.195625
5.26000,4.325667,-3.925547,2.955770,1.596004,0.080313,0.000341,0.455634,0.392295,6.053018,-3.388423,2.956111,-0.006416,-1.826194
5.28000,4.325667,-3.925547,2.955770,1.596004,0.080313,0.000341,0.455634,0.392295,6.080510,-3.372048,2.956111,-0.006416,-1.858194
5.30000,4.325667,-3.925547,2.955770,1.596004,0.080313,0.000341,0.455634,0.392295,6.107871,-3.355453,2.956111,-0.006416,-1.890194
5.32000,4.325667,-3.925547,2.955770,1.596004,0.080313,0.000341,0.455634,0.392295,6.135098,-3.338639,2.956111,-0.006416,-1.922194
5.34000,4.325667,-3.925547,2.955770,1.596004,0.080313,0.000341,0.455634,0.392295,6.162189,-3.321609,2.956111,-0.006416,-1.954194
5.36000,4.325667,-3.925547,2.955770,1.596004,0.080313,0.000341,0.455634,0.392295,6.189144,-3.304362,2.956111,-0.006416,-1.986194
5.38000,4.325667,-3.925547,2.955770,1.596004,0.080313,0.000341,0.455634,0.392295,6.215960,-3.286900,2.956111,-0.006416,-2.018194
5.40000,4.607656,-3.898331,2.955742,1.582753,0.194167,0.000294,0.524549,0.384571,6.242635,-3.269225,2.956111,-0.001912,-1.766577
5.42000,4.607656,-3.898331,2.955742,1.582753,0.194167,0.000294,0.524549,0.384571,6.269168,-3.251336,2.956111,-0.001912,-1.798577
5.44000,4.607656,-3.898331,2.955742,1.582753,0.194167,0.000294,0.532273,0.386143,6.295556,-3.233236,2.956111,-0.001912,-1.830577
5.46000,4.670800,-3.889621,2.955740,1.578932,0.219640,0.000328,0.540054,0.387993,6.321800,-3.214925,2.956111,-0.000735,-1.798824
5.48000,4.702295,-3.884723,2.955734,1.576896,0.232538,0.000257,0.547845,0.389792,6.347896,-3.196405,2.956111,-0.000314,-1.798948
5.50000,4.702295,-3.884723,2.955734,1.576896,0.232538,0.000257,0.555710,0.391816,6.373843,-3.177676,2.956111,-0.000314,-1.830948
5.52000,4.765174,-3.874231,2.955724,1.572569,0.258200,0.000259,0.563609,0.393508,6.399639,-3.158741,2.956111,0.000584,-1.799208
5.54000,4.796530,-3.868536,2.955717,1.570168,0.271025,0.000342,0.579480,0.392858,6.425283,-3.139600,2.956111,0.000958,-1.799347
5.56000,4.827865,-3.862805,2.955719,1.567530,0.283496,0.000398,0.579480,0.392858,6.450773,-3.120254,2.956111,0.001545,-1.799508
5.58000,4.859112,-3.856660,2.955714,1.564645,0.296000,0.000304,0.587290,0.389316,6.476107,-3.100705,2.956111,0.001964,-1.799678
5.60000,4.859112,-3.856660,2.955714,1.564645,0.296000,0.000304,0.595006,0.385681,6.501285,-3.080954,2.956111,0.001964,-1.831678
5.62000,4.921460,-3.843862,2.955711,1.558719,0.320790,0.000321,0.610373,0.384339,6.526303,-3.061003,2.956111,0.003031,-1.800079
5.64000,4.983567,-3.830137,2.955708,1.552701,0.345634,0.000348,0.618103,0.385924,6.551161,-3.040851,2.956111,0.004152,-1.768540
5.66000,4.983567,-3.830137,2.955708,1.552701,0.345634,0.000348,0.625873,0.387712,6.575857,-3.020502,2.956111,0.004152,-1.800540
5.68000,5.014542,-3.822786,2.955703,1.549574,0.358141,0.000403,0.625873,0.387712,6.600389,-2.999956,2.956111,0.004600,-1.800742
5.70000,5.076354,-3.807431,2.955696,1.543168,0.383143,0.000328,0.641502,0.391226,6.624757,-2.979214,2.956111,0.005586,-1.769140
5.72000,5.076354,-3.807431,2.955696,1.543168,0.383143,0.000328,0.649364,0.393346,6.648957,-2.958277,2.956111,0.005586,-1.801140
5.74000,5.107153,-3.799330,2.955689,1.539913,0.395717,0.000309,0.649364,0.393346,6.672990,-2.937148,2.956111,0.006021,-1.801341
5.76000,5.168557,-3.782588,2.955684,1.533242,0.420713,0.000351,0.665286,0.398178,6.696852,-2.915827,2.956111,0.007080,-1.769809
5.78000,5.168557,-3.782588,2.955684,1.533242,0.420713,0.000351,0.673331,0.399564,6.720543,-2.894316,2.956111,0.007080,-1.801809
5.80000,5.199160,-3.773927,2.955685,1.529703,0.433022,0.000319,0.681342,0.399411,6.744062,-2.872616,2.956111,0.007682,-1.802068
5.82000,5.229673,-3.764911,2.955680,1.525971,0.445375,0.000385,0.681342,0.399411,6.767406,-2.850729,2.956111,0.008170,-1.802317
5.84000,5.290483,-3.746308,2.955681,1.518212,0.469726,0.000432,0.697332,0.397763,6.790574,-2.828656,2.956111,0.009294,-1.770873
5.86000,5.290483,-3.746308,2.955681,1.518212,0.469726,0.000432,0.705283,0.396971,6.813565,-2.806398,2.956111,0.009294,-1.802873
5.88000,5.320733,-3.736526,2.955677,1.514119,0.481972,0.000445,0.705283,0.396971,6.836377,-2.783957,2.956111,0.009729,-1.803159
5.90000,5.380975,-3.716281,2.955673,1.505581,0.506209,0.000474,0.721155,0.395565,6.859008,-2.761334,2.956111,0.010628,-1.771773
5.92000,5.410946,-3.705751,2.955669,1.501238,0.518430,0.000441,0.729069,0.395784,6.881458,-2.738530,2.956111,0.011020,-1.772094
5.94000,5.410946,-3.705751,2.955669,1.501238,0.518430,0.000441,0.729069,0.395784,6.903725,-2.715548,2.956111,0.011020,-1.804094
5.96000,5.410946,-3.705751,2.955669,1.501238,0.518430,0.000441,0.729069,0.395784,6.925808,-2.692389,2.956111,0.011020,-1.836094
5.98000,5.410946,-3.705751,2.955669,1.501238,0.518430,0.000441,0.750330,0.400273,6.947704,-2.669053,2.956111,0.011020,-1.868094
6.00000,5.490498,-3.676754,2.955667,1.489442,0.550804,0.000396,0.750330,0.400273,6.969413,-2.645543,2.956111,0.012307,-1.815677
6.02000,5.490498,-3.676754,2.955667,1.489442,0.550804,0.000396,0.750330,0.400273,6.990933,-2.621861,2.956111,0.012307,-1.847677
6.04000,5.490498,-3.676754,2.955667,1.489442,0.550804,0.000396,0.750330,0.400273,7.012263,-2.598006,2.956111,0.012307,-1.879677
6.06000,5.490498,-3.676754,2.955667,1.489442,0.550804,0.000396,0.750330,0.400273,7.033402,-2.573982,2.956111,0.012307,-1.911677
6.08000,5.490498,-3.676754,2.955667,1.489442,0.550804,0.000396,0.750330,0.400273,7.054347,-2.549790,2.956111,0.012307,-1.943677
6.10000,5.490498,-3.676754,2.955667,1.489442,0.550804,0.000396,0.750330,0.400273,7.075099,-2.525431,2.956111,0.012307,-1.975677
6.12000,5.490498,-3.676754,2.955667,1.489442,0.550804,0.000396,0.750330,0.400273,7.095655,-2.500906,2.956111,0.012307,-2.007677
6.14000,5.490498,-3.676754,2.955667,1.489442,0.550804,0.000396,0.750330,0.400273,7.116014,-2.476218,2.956111,0.012307,-2.039677
6.16000,5.490498,-3.676754,2.955667,1.489442,0.550804,0.000396,0.750330,0.400273,7.136175,-2.451368,2.956111,0.012307,-2.071677
6.18000,5.490498,-3.676754,2.955667,1.489442,0.550804,0.000396,0.750330,0.400273,7.156136,-2.426357,2.956111,0.012307,-2.103677
6.20000,5.490498,-3.676754,2.955667,1.489442,0.550804,0.000396,0.750330,0.400273,7.175897,-2.401188,2.956111,0.012307,-2.135677
6.22000,5.490498,-3.676754,2.955667,1.489442,0.550804,0.000396,0.854307,0.417809,7.195456,-2.375861,2.956111,0.012307,-2.167677
6.24000,5.490498,-3.676754,2.955667,1.489442,0.550804,0.000396,0.854307,0.417809,7.214811,-2.350378,2.956111,0.012307,-2.199677
6.26000,5.854281,-3.517806,2.955618,1.429004,0.702808,0.000394,0.854307,0.417809,7.233962,-2.324742,2.956111,0.017397,-1.836024
6.28000,5.854281,-3.517806,2.955618,1.429004,0.702808,0.000394,0.854307,0.417809,7.252908,-2.298953,2.956111,0.017397,-1.868024
6.30000,5.854281,-3.517806,2.955618,1.429004,0.702808,0.000394,0.854307,0.417809,7.271646,-2.273013,2.956111,0.017397,-1.900024
6.32000,5.854281,-3.517806,2.955618,1.429004,0.702808,0.000394,0.854307,0.417809,7.290177,-2.246925,2.956111,0.017397,-1.932024
6.34000,5.854281,-3.517806,2.955618,1.429004,0.702808,0.000394,0.854307,0.417809,7.308498,-2.220688,2.956111,0.017397,-1.964024
6.36000,5.854281,-3.517806,2.955618,1.429004,0.702808,0.000394,0.854307,0.417809,7.326608,-2.194307,2.956111,0.017397,-1.996024
6.38000,5.854281,-3.517806,2.955618,1.429004,0.702808,0.000394,0.854307,0.417809,7.344507,-2.167781,2.956111,0.017397,-2.028024
6.40000,5.854281,-3.517806,2.955618,1.429004,0.702808,0.000394,0.854307,0.417809,7.362193,-2.141112,2.956111,0.017397,-2.060024
6.42000,5.854281,-3.517806,2.955618,1.429004,0.702808,0.000394,0.854307,0.417809,7.379665,-2.114304,2.956111,0.017397,-2.092024
6.44000,5.854281,-3.517806,2.955618,1.429004,0.702808,0.000394,0.854307,0.417809,7.396923,-2.087356,2.956111,0.017397,-2.124024
6.46000,5.854281,-3.517806,2.955618,1.429004,0.702808,0.000394,0.854307,0.417809,7.413964,-2.060271,2.956111,0.017397,-2.156024
6.48000,5.854281,-3.517806,2.955618,1.429004,0.702808,0.000394,0.854307,0.417809,7.430788,-2.033050,2.956111,0.017397,-2.188024
6.50000,5.854281,-3.517806,2.955618,1.429004,0.702808,0.000394,0.954726,0.393762,7.447393,-2.005696,2.956111,0.017397,-2.220024
6.52000,6.201005,-3.321798,2.955587,1.351965,0.844597,0.000433,0.954726,0.393762,7.463779,-1.978210,2.956111,0.021082,-1.855493
6.54000,6.201005,-3.321798,2.955587,1.351965,0.844597,0.000433,0.954726,0.393762,7.479945,-1.950594,2.956111,0.021082,-1.887493
6.56000,6.201005,-3.321798,2.955587,1.351965,0.844597,0.000433,0.954726,0.393762,7.495889,-1.922849,2.956111,0.021082,-1.919493
6.58000,6.201005,-3.321798,2.955587,1.351965,0.844597,0.000433,0.954726,0.393762,7.511611,-1.894978,2.956111,0.021082,-1.951493
6.60000,6.201005,-3.321798,2.955587,1.351965,0.844597,0.000433,0.954726,0.393762,7.527110,-1.866981,2.956111,0.021082,-1.983493
6.62000,6.201005,-3.321798,2.955587,1.351965,0.844597,0.000433,0.954726,0.393762,7.542384,-1.838862,2.956111,0.021082,-2.015493
6.64000,6.201005,-3.321798,2.955587,1.351965,0.844597,0.000433,0.954726,0.393762,7.557432,-1.810621,2.956111,0.021082,-2.047493
6.66000,6.201005,-3.321798,2.955587,1.351965,0.844597,0.000433,0.954726,0.393762,7.572254,-1.782261,2.956111,0.021082,-2.079493
6.68000,6.201005,-3.321798,2.955587,1.351965,0.844597,0.000433,0.954726,0.393762,7.586849,-1.753783,2.956111,0.021082,-2.111493
6.70000,6.201005,-3.321798,2.955587,1.351965,0.844597,0.000433,0.954726,0.393762,7.601215,-1.725189,2.956111,0.021082,-2.143493
6.72000,6.201005,-3.321798,2.955587,1.351965,0.844597,0.000433,0.954726,0.393762,7.615353,-1.696482,2.956111,0.021082,-2.175493
6.74000,6.201005,-3.321798,2.955587,1.351965,0.844597,0.000433,1.053914,0.399053,7.629260,-1.667662,2.956111,0.021082,-2.207493
6.76000,6.526222,-3.090123,2.955549,1.262544,0.980226,0.000532,1.053914,0.399053,7.642936,-1.638731,2.956111,0.022686,-1.842207
6.78000,6.526222,-3.090123,2.955549,1.262544,0.980226,0.000532,1.053914,0.399053,7.656380,-1.609693,2.956111,0.022686,-1.874207
6.80000,6.526222,-3.090123,2.955549,1.262544,0.980226,0.000532,1.053914,0.399053,7.669592,-1.580547,2.956111,0.022686,-1.906207
6.82000,6.526222,-3.090123,2.955549,1.262544,0.980226,0.000532,1.053914,0.399053,7.682569,-1.551297,2.956111,0.022686,-1.938207
6.84000,6.526222,-3.090123,2.955549,1.262544,0.980226,0.000532,1.053914,0.399053,7.695313,-1.521944,2.956111,0.022686,-1.970207
6.86000,6.526222,-3.090123,2.955549,1.262544,0.980226,0.000532,1.053914,0.399053,7.707821,-1.492490,2.956111,0.022686,-2.002207
6.88000,6.526222,-3.090123,2.955549,1.262544,0.980226,0.000532,1.053914,0.399053,7.720094,-1.462937,2.956111,0.022686,-2.034207
6.90000,6.526222,-3.090123,2.955549,1.262544,0.980226,0.000532,1.053914,0.399053,7.732129,-1.433287,2.956111,0.022686,-2.066207
6.92000,6.526222,-3.090123,2.955549,1.262544,0.980226,0.000532,1.053914,0.399053,7.743927,-1.403541,2.956111,0.022686,-2.098207
6.94000,6.526222,-3.090123,2.955549,1.262544,0.980226,0.000532,1.053914,0.399053,7.755486,-1.373702,2.956111,0.022686,-2.130207
6.96000,6.526222,-3.090123,2.955549,1.262544,0.980226,0.000532,1.053914,0.399053,7.766807,-1.343771,2.956111,0.022686,-2.162207
6.98000,6.526222,-3.090123,2.955549,1.262544,0.980226,0.000532,1.155255,0.408012,7.777887,-1.313751,2.956111,0.022686,-2.194207
7.00000,6.826836,-2.825779,2.955526,1.160562,1.106243,0.000456,1.155255,0.408012,7.788727,-1.283643,2.956111,0.023142,-1.828015
7.02000,6.826836,-2.825779,2.955526,1.160562,1.106243,0.000456,1.155255,0.408012,7.799326,-1.253450,2.956111,0.023142,-1.860015
7.04000,6.826836,-2.825779,2.955526,1.160562,1.106243,0.000456,1.155255,0.408012,7.809683,-1.223172,2.956111,0.023142,-1.892015
7.06000,6.826836,-2.825779,2.955526,1.160562,1.106243,0.000456,1.155255,0.408012,7.819798,-1.192813,2.956111,0.023142,-1.924015
7.08000,6.826836,-2.825779,2.955526,1.160562,1.106243,0.000456,1.155255,0.408012,7.829669,-1.162373,2.956111,0.023142,-1.956015
7.10000,6.826836,-2.825779,2.955526,1.160562,1.106243,0.000456,1.155255,0.408012,7.839297,-1.131856,2.956111,0.023142,-1.988015
7.12000,6.826836,-2.825779,2.955526,1.160562,1.106243,0.000456,1.155255,0.408012,7.848680,-1.101263,2.956111,0.023142,-2.020015
7.14000,6.826836,-2.825779,2.955526,1.160562,1.106243,0.000456,1.155255,0.408012,7.857818,-1.070595,2.956111,0.023142,-2.052015
7.16000,6.826836,-2.825779,2.955526,1.160562,1.106243,0.000456,1.155255,0.408012,7.866710,-1.039856,2.956111,0.023142,-2.084015
7.18000,6.826836,-2.825779,2.955526,1.160562,1.106243,0.000456,1.155255,0.408012,7.875356,-1.009046,2.956111,0.023142,-2.116015
7.20000,6.826836,-2.825779,2.955526,1.160562,1.106243,0.000456,1.155255,0.408012,7.883755,-0.978168,2.956111,0.023142,-2.148015
7.22000,6.826836,-2.825779,2.955526,1.160562,1.106243,0.000456,1.155255,0.408012,7.891907,-0.947224,2.956111,0.023142,-2.180015
7.24000,6.826836,-2.825779,2.955526,1.160562,1.106243,0.000456,1.256679,0.401311,7.899812,-0.916216,2.956111,0.023142,-2.212015
7.26000,7.100208,-2.532137,2.955493,1.045957,1.219196,0.000403,1.256679,0.401311,7.907468,-0.885145,2.956111,0.023523,-1.844981
7.28000,7.100208,-2.532137,2.955493,1.045957,1.219196,0.000403,1.256679,0.401311,7.914875,-0.854014,2.956111,0.023523,-1.876981
7.30000,7.100208,-2.532137,2.955493,1.045957,1.219196,0.000403,1.256679,0.401311,7.922033,-0.822825,2.956111,0.023523,-1.908981
