t,x,y,z,vx,vy,vz,yaw,yaw_rate
0.00000,-3.013097,0.513552,4.963684,-0.013320,-0.017492,-0.000315,-1.581848,-0.000368
0.02000,-3.013150,0.513466,4.963671,-0.013373,-0.017565,-0.000265,-1.581842,-0.000331
0.04000,-3.013017,0.513609,4.963653,-0.013297,-0.017474,-0.000315,-1.581809,0.000646
0.06000,-3.013097,0.513490,4.963640,-0.013325,-0.017473,-0.000412,-1.581809,0.000646
0.08000,-3.013097,0.513490,4.963640,-0.013325,-0.017473,-0.000412,-1.581723,0.003410
0.10000,-3.012959,0.513610,4.963596,-0.012990,-0.017389,-0.000526,-1.581528,0.008627
0.12000,-3.013072,0.513438,4.963577,-0.012897,-0.017860,-0.000536,-1.581167,0.016736
0.14000,-3.013072,0.513438,4.963577,-0.012897,-0.017860,-0.000536,-1.581167,0.016736
0.16000,-3.013180,0.513174,4.963533,-0.012454,-0.020201,-0.000491,-1.579678,0.043212
0.18000,-3.013180,0.513174,4.963533,-0.012454,-0.020201,-0.000491,-1.579678,0.043212
0.20000,-3.012826,0.513275,4.963490,-0.011498,-0.025083,-0.000590,-1.576695,0.083778
0.22000,-3.012645,0.512844,4.963449,-0.010485,-0.034047,-0.000543,-1.571702,0.136959
0.24000,-3.012645,0.512844,4.963449,-0.010485,-0.034047,-0.000543,-1.571702,0.136959
0.26000,-3.012660,0.512327,4.963433,-0.010019,-0.040243,-0.000551,-1.568332,0.166703
0.28000,-3.012660,0.512327,4.963433,-0.010019,-0.040243,-0.000551,-1.564348,0.197492
0.30000,-3.012359,0.511217,4.963385,-0.008630,-0.055700,-0.000658,-1.559727,0.229146
0.32000,-3.012250,0.509100,4.963337,-0.007155,-0.075626,-0.000651,-1.548569,0.292693
0.34000,-3.012250,0.509100,4.963337,-0.007155,-0.075626,-0.000651,-1.548569,0.292693
0.36000,-3.012257,0.507624,4.963316,-0.006357,-0.087170,-0.000752,-1.542058,0.323445
0.38000,-3.012007,0.506193,4.963291,-0.005313,-0.099432,-0.000841,-1.534955,0.353017
0.40000,-3.011644,0.504615,4.963255,-0.004093,-0.112616,-0.000900,-1.527278,0.381382
0.42000,-3.011644,0.504615,4.963255,-0.004093,-0.112616,-0.000900,-1.527278,0.381382
0.44000,-3.011148,0.500259,4.963177,-0.001581,-0.141806,-0.000843,-1.510331,0.433442
0.46000,-3.010980,0.497486,4.963146,-0.000220,-0.157660,-0.000882,-1.501137,0.456683
0.48000,-3.010980,0.497486,4.963146,-0.000220,-0.157660,-0.000882,-1.501137,0.456683
0.50000,-3.010262,0.491292,4.963052,0.003038,-0.191344,-0.000899,-1.481523,0.496501
0.52000,-3.010038,0.487455,4.963012,0.004784,-0.209418,-0.000971,-1.471171,0.513765
