timestamp_unix,t,leader_phase,lx,ly,lz,lvx,lvy,lvz,l_yaw,l_yawrate,lx_sp,ly_sp,l_lat,l_lon,l_alt,sx,sy,sz,svx,svy,svz,s_yaw,s_yawrate,s_lat,s_lon,s_alt,xd,yd,zd,ex,ey,ez,err_xy,err_z,e_yaw,dist_xy,dist_z,ff_x,ff_y,vx_p,vy_p,vz_p,vx_i,vy_i,vz_i,vx_d,vy_d,vz_d,vx_cmd,vy_cmd,vz_cmd,yaw_rate_cmd
1779993743.255939,0.0000,circle,-4.0030,-0.0419,2.2688,-0.0900,0.0800,0.0016,-1.5895,-0.0452,-4.0030,-0.0419,19.59419820,-99.22808760,2.269,-5.9378,0.0210,1.9197,0.0400,-0.1000,0.0309,-0.0211,-0.1805,19.59418080,-99.22808700,1.920,-6.0027,-0.0045,3.2688,-0.0649,-0.0255,1.3491,0.0697,1.3491,-1.5684,1.9358,0.3491,0.0017,0.0903,-0.0324,-0.0127,0.6746,-0.0000,-0.0000,0.0000,-0.0000,0.0000,-0.0000,-0.0307,0.0776,0.6746,-1.0000
1779993743.312373,0.0630,circle,-4.0030,-0.0419,2.2688,-0.0900,0.0800,0.0016,-1.5895,-0.0452,-4.0000,-0.0160,19.59419820,-99.22808760,2.269,-5.9378,0.0210,1.9197,0.0400,-0.1000,0.0309,-0.0211,-0.1805,19.59418080,-99.22808700,1.920,-6.0027,-0.0045,3.2688,-0.0649,-0.0255,1.3491,0.0697,1.3491,-1.5684,1.9358,0.3491,0.0017,0.0903,-0.0324,-0.0127,0.6746,-0.0000,-0.0000,0.0000,-0.0000,0.0000,-0.0000,-0.0307,0.0776,0.6746,-1.0000
1779993743.364102,0.1100,circle,-4.0030,-0.0419,2.2688,-0.0900,0.0800,0.0016,-1.5895,-0.0452,-3.9995,-0.0640,19.59419820,-99.22808760,2.269,-5.9267,0.0000,1.9197,0.0800,-0.1400,0.0309,-0.0090,-0.0059,19.59418090,-99.22808720,1.920,-6.0027,-0.0045,3.2688,-0.0760,-0.0045,1.3491,0.0761,1.3491,-1.5805,1.9241,0.3491,0.0017,0.0903,-0.0380,-0.0022,0.6746,-0.0000,-0.0000,0.0000,-0.0000,0.0000,-0.0000,-0.0363,0.0881,0.6746,-1.0000
1779993743.475549,0.2190,circle,-4.0030,-0.0419,2.2675,-0.0900,0.0800,-0.0463,-1.5895,-0.0452,-3.9992,-0.0800,19.59419820,-99.22808760,2.268,-5.9267,0.0000,1.9197,0.0800,-0.1400,0.0309,-0.0090,-0.0059,19.59418090,-99.22808720,1.920,-6.0027,-0.0045,3.2675,-0.0760,-0.0045,1.3479,0.0761,1.3479,-1.5805,1.9241,0.3479,0.0017,0.0903,-0.0380,-0.0022,0.6739,-0.0000,-0.0000,0.0000,-0.0000,0.0000,-0.0000,-0.0363,0.0881,0.6739,-1.0000
1779993743.475549,0.2190,circle,-4.0030,-0.0419,2.2675,-0.0900,0.0800,-0.0463,-1.5895,-0.0452,-3.9992,-0.0800,19.59419820,-99.22808760,2.268,-5.9267,0.0000,1.9197,0.0800,-0.1400,0.0309,-0.0090,-0.0059,19.59418090,-99.22808720,1.920,-6.0027,-0.0045,3.2675,-0.0760,-0.0045,1.3479,0.0761,1.3479,-1.5805,1.9241,0.3479,0.0017,0.0903,-0.0380,-0.0022,0.6739,-0.0000,-0.0000,0.0000,-0.0000,0.0000,-0.0000,-0.0363,0.0881,0.6739,-1.0000
1779993743.525758,0.2810,circle,-4.0253,-0.0419,2.2675,-0.0100,0.0000,-0.0463,-1.5963,-0.2473,-3.9961,-0.1759,19.59419800,-99.22808760,2.268,-5.9267,0.0000,1.9176,0.0800,-0.1400,0.0043,-0.0090,-0.0059,19.59418090,-99.22808720,1.918,-6.0246,0.0090,3.2675,-0.0979,0.0090,1.3499,0.0983,1.3499,-1.5873,1.9019,0.3499,0.0126,0.4945,-0.0490,0.0045,0.6750,-0.0000,-0.0000,0.0000,-0.0000,0.0000,-0.0000,-0.0364,0.4990,0.6750,-1.0000
1779993743.564446,0.3130,circle,-4.0253,-0.0419,2.2675,-0.0100,0.0000,-0.0463,-1.5963,-0.2473,-3.9946,-0.2079,19.59419800,-99.22808760,2.268,-5.9267,0.0000,1.9176,0.0800,-0.1400,0.0043,-0.0090,-0.0059,19.59418090,-99.22808720,1.918,-6.0246,0.0090,3.2675,-0.0979,0.0090,1.3499,0.0983,1.3499,-1.5873,1.9019,0.3499,0.0126,0.4945,-0.0490,0.0045,0.6750,-0.0000,-0.0000,0.0000,-0.0000,0.0000,-0.0000,-0.0364,0.4990,0.6750,-1.0000
1779993743.607396,0.3600,circle,-4.0253,-0.0419,2.2675,-0.0100,0.0000,-0.0463,-1.5963,-0.2473,-3.9918,-0.2558,19.59419800,-99.22808760,2.268,-5.9045,-0.0210,1.9176,0.0200,-0.0100,0.0043,0.0099,-0.0881,19.59418110,-99.22808740,1.918,-6.0246,0.0090,3.2675,-0.1202,0.0300,1.3499,0.1238,1.3499,-1.6062,1.8793,0.3499,0.0126,0.4945,-0.0601,0.0150,0.6750,-0.0000,-0.0000,0.0000,-0.0000,0.0000,-0.0000,-0.0475,0.5095,0.6750,-1.0000
1779993743.652917,0.4060,circle,-4.0253,-0.0419,2.2675,-0.0100,0.0000,-0.0463,-1.5963,-0.2473,-3.9896,-0.2878,19.59419800,-99.22808760,2.268,-5.9045,-0.0210,1.9159,0.0200,-0.0100,0.0342,0.0099,-0.0881,19.59418110,-99.22808740,1.916,-6.0246,0.0090,3.2675,-0.1202,0.0300,1.3516,0.1238,1.3516,-1.6062,1.8793,0.3516,0.0126,0.4945,-0.0601,0.0150,0.6758,-0.0000,0.0000,0.0000,-0.0000,0.0000,-0.0000,-0.0475,0.5095,0.6758,-1.0000
1779993743.698381,0.4530,circle,-4.0253,-0.0419,2.2541,-0.0100,0.0000,-0.0597,-1.5923,0.3095,-3.9859,-0.3356,19.59419800,-99.22808760,2.254,-5.9045,-0.0210,1.9159,0.0200,-0.0100,0.0342,0.0099,-0.0881,19.59418110,-99.22808740,1.916,-6.0248,0.0012,3.2541,-0.1203,0.0221,1.3381,0.1224,1.3381,-1.6022,1.8793,0.3381,-0.0133,-0.6189,-0.0602,0.0111,0.6691,-0.0000,0.0000,0.0000,-0.0000,0.0000,-0.0000,-0.0735,-0.6078,0.6691,-1.0000
