timestamp_unix,t,drone,label,tx,ty,tz,x,y,z,ex,ey,ez,dist_xy,dist_z,speed,in_zone
1780358520.338367,0.0000,follower,SEGUIDOR prepos,-5.0000,0.0000,2.0000,-1.5790,1.3618,1.8167,-3.4210,-1.3618,0.1833,3.6821,0.1833,0.0900,0
1780358520.389327,0.0620,follower,SEGUIDOR prepos,-5.0000,0.0000,2.0000,-1.5790,1.3618,1.8167,-3.4210,-1.3618,0.1833,3.6821,0.1833,0.0900,0
1780358520.430674,0.0940,follower,SEGUIDOR prepos,-5.0000,0.0000,2.0000,-1.5790,1.3618,1.8167,-3.4210,-1.3618,0.1833,3.6821,0.1833,0.0900,0
1780358520.487545,0.1560,follower,SEGUIDOR prepos,-5.0000,0.0000,2.0000,-1.5790,1.3618,1.8140,-3.4210,-1.3618,0.1860,3.6821,0.1860,0.0900,0
1780358520.532562,0.2030,follower,SEGUIDOR prepos,-5.0000,0.0000,2.0000,-1.5678,1.3723,1.8140,-3.4322,-1.3723,0.1860,3.6963,0.1860,0.0806,0
1780358520.580362,0.2500,follower,SEGUIDOR prepos,-5.0000,0.0000,2.0000,-1.5678,1.3723,1.8140,-3.4322,-1.3723,0.1860,3.6963,0.1860,0.0806,0
1780358520.630853,0.2970,follower,SEGUIDOR prepos,-5.0000,0.0000,2.0000,-1.5678,1.3723,1.8140,-3.4322,-1.3723,0.1860,3.6963,0.1860,0.0806,0
1780358520.684655,0.3590,follower,SEGUIDOR prepos,-5.0000,0.0000,2.0000,-1.5678,1.3723,1.8140,-3.4322,-1.3723,0.1860,3.6963,0.1860,0.0806,0
1780358520.726213,0.3910,follower,SEGUIDOR prepos,-5.0000,0.0000,2.0000,-1.5678,1.3723,1.8140,-3.4322,-1.3723,0.1860,3.6963,0.1860,0.0806,0
1780358520.786800,0.4530,follower,SEGUIDOR prepos,-5.0000,0.0000,2.0000,-1.5678,1.3723,1.8205,-3.4322,-1.3723,0.1795,3.6963,0.1795,0.0806,0
1780358520.834306,0.5000,follower,SEGUIDOR prepos,-5.0000,0.0000,2.0000,-1.5678,1.3723,1.8205,-3.4322,-1.3723,0.1795,3.6963,0.1795,0.0806,0
1780358520.885604,0.5470,follower,SEGUIDOR prepos,-5.0000,0.0000,2.0000,-1.5678,1.3723,1.8205,-3.4322,-1.3723,0.1795,3.6963,0.1795,0.0806,0
1780358520.939034,0.6090,follower,SEGUIDOR prepos,-5.0000,0.0000,2.0000,-1.5678,1.3723,1.8205,-3.4322,-1.3723,0.1795,3.6963,0.1795,0.0806,0
1780358520.981560,0.6560,follower,SEGUIDOR prepos,-5.0000,0.0000,2.0000,-1.5678,1.3723,1.8205,-3.4322,-1.3723,0.1795,3.6963,0.1795,0.0806,0
1780358521.027854,0.6870,follower,SEGUIDOR prepos,-5.0000,0.0000,2.0000,-1.5678,1.3723,1.8205,-3.4322,-1.3723,0.1795,3.6963,0.1795,0.0806,0
1780358521.092379,0.7660,follower,SEGUIDOR prepos,-5.0000,0.0000,2.0000,-1.5678,1.3723,1.8205,-3.4322,-1.3723,0.1795,3.6963,0.1795,0.0806,0
1780358521.127218,0.7970,follower,SEGUIDOR prepos,-5.0000,0.0000,2.0000,-1.5678,1.3723,1.8205,-3.4322,-1.3723,0.1795,3.6963,0.1795,0.0806,0
1780358521.180953,0.8440,follower,SEGUIDOR prepos,-5.0000,0.0000,2.0000,-1.5678,1.3723,1.8205,-3.4322,-1.3723,0.1795,3.6963,0.1795,0.0806,0
1780358521.248204,0.9220,follower,SEGUIDOR prepos,-5.0000,0.0000,2.0000,-1.6123,1.3409,1.9497,-3.3877,-1.3409,0.0503,3.6434,0.0503,0.3920,0
1780358521.277932,0.9370,follower,SEGUIDOR prepos,-5.0000,0.0000,2.0000,-1.6123,1.3409,1.9497,-3.3877,-1.3409,0.0503,3.6434,0.0503,0.3920,0
1780358521.341885,1.0160,follower,SEGUIDOR prepos,-5.0000,0.0000,2.0000,-1.6123,1.3409,1.9497,-3.3877,-1.3409,0.0503,3.6434,0.0503,0.3920,0
1780358521.377294,1.0470,follower,SEGUIDOR prepos,-5.0000,0.0000,2.0000,-1.6123,1.3409,1.9497,-3.3877,-1.3409,0.0503,3.6434,0.0503,0.3920,0
1780358521.443276,1.1090,follower,SEGUIDOR prepos,-5.0000,0.0000,2.0000,-1.6123,1.3409,1.9497,-3.3877,-1.3409,0.0503,3.6434,0.0503,0.3920,0
1780358521.491592,1.1560,follower,SEGUIDOR prepos,-5.0000,0.0000,2.0000,-1.8458,1.2885,1.9878,-3.1542,-1.2885,0.0122,3.4072,0.0122,1.2003,0
1780358521.536545,1.2030,follower,SEGUIDOR prepos,-5.0000,0.0000,2.0000,-1.8458,1.2885,1.9878,-3.1542,-1.2885,0.0122,3.4072,0.0122,1.2003,0
1780358521.585523,1.2500,follower,SEGUIDOR prepos,-5.0000,0.0000,2.0000,-1.8458,1.2885,1.9878,-3.1542,-1.2885,0.0122,3.4072,0.0122,1.2003,0
1780358521.636305,1.2970,follower,SEGUIDOR prepos,-5.0000,0.0000,2.0000,-1.8458,1.2885,1.9878,-3.1542,-1.2885,0.0122,3.4072,0.0122,1.2003,0
