Archivo,Ruta Archivo,Tiempo total (min),Tiempo total (formateado),Tiempo total de vuelo (min),Tiempo total de vuelo (formateado),Número de vuelos detectados,Voltaje Inicial (V),Voltaje Final (V),Caída Total Voltaje (V),Voltaje Mínimo (V),Voltaje Máximo (V),I Máxima Global (A),I Promedio Global (A),I Promedio en Vuelo (A),Potencia Máxima Global (W),Potencia Promedio Global (W),Energía Consumida Total (Wh),Energía Consumida en Vuelo (Wh),mAh Consumidos Totales,Capacidad Batería (mAh),Porcentaje Capacidad Usada (%),C-rate Promedio Global,C-rate Promedio en Vuelo,Pendiente Descarga Promedio (V/s),Pendiente Descarga Promedio (V/min),SOH,Eficiencia Energética (%)
D2 Vuelo Guided con RTK 17-dic.tlog,C:\Users\jhonn\Documents\Mission Planner\logs\Posibles\D2 Vuelo Guided con RTK 17-dic.tlog,31.714957797527312,31:42,6.5510872522989905,6:33,8,12.491,11.596,0.8949999999999996,10.822000000000001,12.502,22.13,3.4104534774435185,16.50109881724533,240.97356999999997,38.433299729793184,20.605314604868386,20.460024002038907,1800.4540701376523,6500,27.69929338673311,0.5246851503759259,2.5386305872685124,-0.011499708345686635,-0.689982500741198,99.13492063492062,103.10369366686025
