variable,iae,ise,itae,duration_s
ex,31.304050,71.018183,320.503011
ey,28.896328,57.351227,294.129810
ez,2.044440,1.249621,3.519500
e_yaw,8.381662,4.796960,71.980270
err_xy,46.660523,128.369410,476.516128
dist_err,20.202690,25.513418,210.033912
duration,,,,19.110
