timestamp_unix,t,phase,event,lx,ly,lz,l_yaw,sx,sy,sz,s_yaw
1780358421.447681,0.0000,init,,0.0000,0.0000,0.0000,-1.5172,0.0000,0.0000,0.0000,0.0000
1780358421.558024,0.1100,init,,0.2780,-0.3562,0.0000,-1.5172,0.0000,0.0000,0.0000,0.0000
1780358421.660498,0.2190,init,,0.2780,-0.3562,0.0000,-1.5172,0.0000,0.0000,0.0000,0.0000
1780358421.767192,0.3280,init,,0.2780,-0.3562,0.0000,-1.5172,-1.8458,1.0476,-0.2096,-1.4069
1780358421.872632,0.4380,init,,0.2780,-0.3562,-0.9379,-1.5172,-1.8458,1.0476,-0.2096,-1.4069
1780358421.974654,0.5320,init,,0.2780,-0.3562,-0.9379,-1.5172,-1.8458,1.0476,-0.2108,-1.4069
1780358422.084731,0.6410,init,,0.2780,-0.3562,-0.9379,-1.5172,-1.8458,1.0476,-0.2108,-1.4069
1780358422.198344,0.7500,init,,0.2780,-0.3562,-0.9379,-1.5172,-1.8347,1.0476,-0.2108,-1.4074
1780358422.316216,0.8750,init,,0.2780,-0.3562,-0.9379,-1.5172,-1.8347,1.0476,-0.2050,-1.4069
1780358422.427058,0.9850,init,,0.2780,-0.3562,-0.9379,-1.5172,-1.8347,1.0476,-0.2050,-1.4069
1780358422.531689,1.0940,init,,0.2780,-0.3562,-0.9379,-1.5172,-1.8236,1.0476,-0.2050,-1.4069
1780358422.640603,1.2030,init,,0.2780,-0.3562,-0.9379,-1.5172,-1.8236,1.0476,-0.2050,-1.4069
1780358422.749346,1.3130,takeoff_L,,0.2891,-0.3457,-0.9379,-1.5172,-1.8236,1.0476,-0.1994,-1.4066
1780358422.856733,1.4220,takeoff_L,,0.2891,-0.3457,-0.9379,-1.5172,-1.8236,1.0371,-0.1994,-1.4066
1780358422.968081,1.5320,takeoff_L,,0.2891,-0.3457,-0.9379,-1.5172,-1.8236,1.0371,-0.2041,-1.4066
1780358423.077201,1.6410,takeoff_L,,0.2891,-0.3457,-0.9379,-1.5173,-1.8125,1.0371,-0.2041,-1.4076
1780358423.178798,1.7350,takeoff_L,,0.2891,-0.3457,-0.9379,-1.5173,-1.8125,1.0371,-0.2041,-1.4076
1780358423.284450,1.8440,takeoff_L,,0.2891,-0.3457,-0.9379,-1.5173,-1.8125,1.0371,-0.2024,-1.4074
1780358423.395880,1.9530,takeoff_L,,0.2891,-0.3457,-0.9379,-1.5173,-1.8125,1.0266,-0.2024,-1.4074
1780358423.504017,2.0630,takeoff_L,,0.2891,-0.3457,-0.9379,-1.5173,-1.8125,1.0266,-0.2024,-1.4074
1780358423.606229,2.1720,takeoff_L,,0.2891,-0.3457,-0.9298,-1.5173,-1.8125,1.0266,-0.2024,-1.4074
1780358423.718633,2.2820,takeoff_L,,0.2891,-0.3457,-0.9298,-1.5173,-1.8125,1.0266,-0.1875,-1.4076
1780358423.823910,2.3750,takeoff_L,,0.2891,-0.3457,-0.9298,-1.5173,-1.8125,1.0266,-0.1875,-1.4076
1780358423.935713,2.5000,takeoff_L,,0.2891,-0.3457,-0.9298,-1.5173,-1.8125,1.0266,-0.1784,-1.4076
1780358424.038535,2.5940,takeoff_L,,0.3002,-0.3457,-0.9187,-1.5173,-1.8125,1.0266,-0.1784,-1.4076
1780358424.145939,2.7030,takeoff_L,,0.3002,-0.3457,-0.9187,-1.5173,-1.8125,1.0266,-0.1784,-1.4076
1780358424.258041,2.8130,takeoff_L,,0.3002,-0.3457,-0.9187,-1.5173,-1.8014,1.0161,-0.1784,-1.4078
1780358424.360011,2.9220,takeoff_L,,0.3002,-0.3457,-0.9151,-1.5173,-1.8014,1.0161,-0.1784,-1.4078
1780358424.462462,3.0160,takeoff_L,,0.3002,-0.3457,-0.9151,-1.5173,-1.8014,1.0161,-0.1803,-1.4078
1780358424.574087,3.1250,takeoff_L,,0.3002,-0.3457,-0.9151,-1.5173,-1.7902,1.0161,-0.1803,-1.4076
1780358424.675961,3.2350,takeoff_L,,0.3002,-0.3457,-0.9151,-1.5173,-1.7902,1.0161,-0.1803,-1.4076
1780358424.787405,3.3440,takeoff_L,,0.3113,-0.3457,-0.9151,-1.5172,-1.7902,1.0161,-0.1832,-1.4076
1780358424.895723,3.4530,takeoff_L,,0.3113,-0.3457,-0.9151,-1.5172,-1.7902,1.0161,-0.1832,-1.4076
1780358425.006109,3.5630,takeoff_L,,0.3113,-0.3457,-0.8876,-1.5172,-1.7902,1.0161,-0.1871,-1.4076
1780358425.118506,3.6720,takeoff_L,,0.3113,-0.3457,-0.8876,-1.5172,-1.7791,1.0161,-0.1871,-1.4075
1780358425.237937,3.7970,takeoff_L,,0.3113,-0.3457,-0.8876,-1.5172,-1.7791,1.0161,-0.1860,-1.4075
1780358425.349246,3.9070,takeoff_L,,0.3113,-0.3457,-0.8876,-1.5172,-1.7791,1.0161,-0.1860,-1.4075
1780358425.460822,4.0160,takeoff_L,,0.3225,-0.3457,-0.8876,-1.5172,-1.7791,1.0057,-0.1861,-1.4080
1780358425.576255,4.1410,takeoff_L,,0.3225,-0.3457,-0.8876,-1.5172,-1.7791,1.0057,-0.1861,-1.4080
1780358425.686694,4.2500,takeoff_L,,0.3225,-0.3457,-0.8779,-1.5172,-1.7680,1.0057,-0.1921,-1.4078
1780358425.791857,4.3440,takeoff_L,,0.3225,-0.3457,-0.8779,-1.5172,-1.7680,1.0057,-0.1921,-1.4078
1780358425.904771,4.4690,takeoff_L,,0.3225,-0.3457,-0.8684,-1.5172,-1.7680,1.0057,-0.1921,-1.4078
1780358426.012488,4.5780,takeoff_L,,0.3225,-0.3457,-0.8684,-1.5172,-1.7569,0.9952,-0.1990,-1.4079
1780358426.114729,4.6720,takeoff_L,,0.3225,-0.3457,-0.8657,-1.5172,-1.7569,0.9952,-0.1990,-1.4079
1780358426.225740,4.7820,takeoff_L,,0.3225,-0.3457,-0.8657,-1.5172,-1.7569,0.9952,-0.2008,-1.4084
1780358426.332657,4.8910,takeoff_L,,0.3225,-0.3457,-0.8672,-1.5172,-1.7458,0.9952,-0.2008,-1.4084
1780358426.442572,5.0000,takeoff_L,,0.3225,-0.3457,-0.8672,-1.5172,-1.7458,0.9952,-0.2008,-1.4084
1780358426.557468,5.1100,takeoff_L,,0.3225,-0.3457,-0.8672,-1.5172,-1.7458,0.9952,-0.2008,-1.4084
1780358426.669674,5.2350,takeoff_L,,0.3225,-0.3457,-0.8672,-1.5172,-1.7458,0.9952,-0.2008,-1.4084
1780358426.772642,5.3280,takeoff_L,,0.3225,-0.3457,-0.8672,-1.5172,-1.7458,0.9952,-0.2008,-1.4084
1780358426.873447,5.4380,takeoff_L,,0.3225,-0.3457,-0.8672,-1.5172,-1.7458,0.9952,-0.2008,-1.4084
1780358426.986825,5.5470,takeoff_L,,0.3225,-0.3457,-0.8672,-1.5172,-1.7458,0.9952,-0.1774,-1.4084
1780358427.092865,5.6570,takeoff_L,,0.3225,-0.3457,-0.8672,-1.5172,-1.7458,0.9952,-0.1774,-1.4084
1780358427.201177,5.7660,takeoff_L,,0.3113,-0.3457,-0.8672,-1.5172,-1.7458,0.9952,-0.1774,-1.4084
1780358427.304541,5.8600,takeoff_L,,0.3113,-0.3457,-0.8672,-1.5172,-1.7458,0.9952,-0.1774,-1.4084
1780358427.420748,5.9850,takeoff_L,,0.3113,-0.3457,-0.8672,-1.5172,-1.7346,0.9952,-0.1774,-1.4081
1780358427.521982,6.0780,takeoff_L,,0.3113,-0.3457,-0.8672,-1.5172,-1.7346,0.9952,-0.1887,-1.4081
