timestamp_unix,t,wp_idx,wp_phase,lx,ly,lz,lvx,lvy,lvz,l_yaw,l_yawrate,lx_sp,ly_sp,lz_sp,sx,sy,sz,svx,svy,svz,s_yaw,s_yawrate,xd,yd,zd,ex,ey,ez,err_xy,err_z,e_yaw,dist_xy,dist_z,ff_x,ff_y,vx_p,vy_p,vz_p,vx_i,vy_i,vz_i,vx_d,vy_d,vz_d,vx_cmd,vy_cmd,vz_cmd,yaw_rate_cmd
1779480409.649666,0.0000,0,transit,3.0203,0.0569,4.0006,0.0152,0.0164,-0.0005,-1.5713,-0.0005,0.0000,0.0000,0.0000,3.0045,2.0814,5.0011,0.0170,0.0157,-0.0009,-1.5732,0.0007,3.0192,-1.9431,5.0006,0.0148,-4.0245,-0.0005,4.0245,0.0005,0.0018,2.0246,1.0005,-0.0011,0.0000,0.0074,-2.0123,-0.0003,0.0000,-0.0000,-0.0000,-0.0004,0.0001,0.0001,0.0059,-2.0000,-0.0002,0.0013
1779480409.731612,0.0780,0,transit,3.0203,0.0570,4.0005,0.0152,0.0168,-0.0009,-1.5714,0.0009,3.0189,0.0568,4.0005,3.0042,2.0812,5.0011,0.0173,0.0151,-0.0011,-1.5731,0.0004,3.0192,-1.9430,5.0005,0.0150,-4.0242,-0.0006,4.0242,0.0006,0.0018,2.0243,1.0006,0.0017,-0.0000,0.0075,-2.0121,-0.0003,0.0000,-0.0000,-0.0000,-0.0004,0.0003,0.0000,0.0087,-2.0000,-0.0002,0.0015
1779480409.754068,0.0930,0,transit,3.0203,0.0570,4.0005,0.0152,0.0168,-0.0009,-1.5714,0.0009,3.0189,0.0568,4.0005,3.0042,2.0812,5.0011,0.0177,0.0131,-0.0012,-1.5731,0.0004,3.0192,-1.9430,5.0005,0.0150,-4.0242,-0.0006,4.0243,0.0006,0.0018,2.0243,1.0006,0.0017,-0.0000,0.0075,-2.0121,-0.0003,0.0000,-0.0000,-0.0000,-0.0005,0.0007,0.0001,0.0086,-2.0000,-0.0002,0.0015
1779480409.812925,0.1560,0,transit,3.0203,0.0570,4.0005,0.0152,0.0168,-0.0009,-1.5714,0.0009,3.0189,0.0568,4.0005,3.0044,2.0812,5.0011,0.0180,0.0076,-0.0013,-1.5732,0.0005,3.0192,-1.9430,5.0005,0.0148,-4.0242,-0.0006,4.0242,0.0006,0.0018,2.0242,1.0006,0.0017,-0.0000,0.0074,-2.0121,-0.0003,0.0000,-0.0000,-0.0000,-0.0006,0.0018,0.0001,0.0085,-2.0000,-0.0002,0.0015
1779480409.860581,0.2030,0,transit,3.0203,0.0570,4.0005,0.0152,0.0168,-0.0009,-1.5714,0.0009,3.0189,0.0568,4.0005,3.0044,2.0802,5.0011,0.0184,-0.0113,-0.0017,-1.5732,0.0008,3.0192,-1.9430,5.0005,0.0148,-4.0231,-0.0005,4.0232,0.0005,0.0018,2.0232,1.0005,0.0017,-0.0000,0.0074,-2.0116,-0.0003,0.0000,-0.0000,-0.0000,-0.0007,0.0056,0.0002,0.0084,-2.0000,-0.0001,0.0014
1779480409.908235,0.2500,0,transit,3.0203,0.0570,4.0005,0.0152,0.0168,-0.0009,-1.5714,0.0009,3.0189,0.0568,4.0005,3.0043,2.0772,5.0010,0.0187,-0.0476,-0.0022,-1.5732,0.0010,3.0192,-1.9430,5.0005,0.0150,-4.0202,-0.0005,4.0202,0.0005,0.0018,2.0202,1.0005,0.0017,-0.0000,0.0075,-2.0101,-0.0002,0.0000,-0.0000,-0.0000,-0.0007,0.0129,0.0003,0.0085,-1.9972,0.0000,0.0014
1779480409.959651,0.3120,0,transit,3.0198,0.0566,4.0006,0.0100,0.0115,-0.0002,-1.5713,0.0005,3.0189,0.0568,4.0005,3.0044,2.0759,5.0010,0.0189,-0.0637,-0.0024,-1.5732,0.0011,3.0189,-1.9434,5.0006,0.0145,-4.0193,-0.0004,4.0193,0.0004,0.0019,2.0193,1.0004,0.0010,-0.0000,0.0072,-2.0096,-0.0002,0.0000,-0.0000,-0.0000,-0.0018,0.0150,0.0004,0.0065,-1.9946,0.0002,0.0015
1779480410.004227,0.3430,0,transit,3.0198,0.0566,4.0006,0.0100,0.0115,-0.0002,-1.5713,0.0005,3.0189,0.0568,4.0005,3.0044,2.0718,5.0009,0.0193,-0.1027,-0.0029,-1.5732,0.0011,3.0189,-1.9434,5.0006,0.0145,-4.0152,-0.0003,4.0152,0.0003,0.0019,2.0152,1.0003,0.0010,-0.0000,0.0073,-2.0076,-0.0002,0.0000,-0.0000,-0.0000,-0.0019,0.0228,0.0005,0.0064,-1.9848,0.0004,0.0015
1779480410.065325,0.4060,0,transit,3.0198,0.0566,4.0006,0.0100,0.0115,-0.0002,-1.5713,0.0005,3.0189,0.0568,4.0005,3.0049,2.0585,5.0007,0.0202,-0.2080,-0.0042,-1.5732,0.0016,3.0189,-1.9434,5.0006,0.0140,-4.0019,-0.0001,4.0019,0.0001,0.0019,2.0020,1.0001,0.0010,-0.0000,0.0070,-2.0010,-0.0001,0.0000,-0.0000,-0.0000,-0.0020,0.0439,0.0008,0.0060,-1.9570,0.0007,0.0014
1779480410.110559,0.4530,0,transit,3.0198,0.0566,4.0006,0.0100,0.0115,-0.0002,-1.5713,0.0005,3.0189,0.0568,4.0005,3.0049,2.0480,5.0005,0.0205,-0.2748,-0.0048,-1.5732,0.0018,3.0189,-1.9434,5.0006,0.0140,-3.9914,0.0001,3.9915,0.0001,0.0019,1.9915,0.9999,0.0010,-0.0000,0.0070,-1.9957,0.0000,0.0000,-0.0000,-0.0000,-0.0021,0.0573,0.0009,0.0059,-1.9385,0.0009,0.0014
