timestamp_unix,t,phase,lx,ly,lz,l_yaw,sx,sy,sz,s_yaw
1780125860.790390,0.0000,init,0.0000,0.0000,-0.0025,0.0442,0.0000,0.0000,0.0000,0.0263
1780125860.904253,0.1100,init,0.0000,0.0000,-0.0025,0.0442,0.0000,0.0000,0.0732,0.0263
1780125861.008914,0.2190,init,-4.0475,0.0629,-0.0025,0.0442,0.0000,0.0000,0.0732,0.0263
1780125861.117277,0.3280,init,-4.0475,0.0629,-0.0025,0.0442,-5.0038,-0.0105,0.0732,0.0263
1780125861.226121,0.4380,init,-4.0475,0.0629,-0.0025,0.0442,-5.0038,-0.0105,0.0732,0.0263
1780125861.336700,0.5470,init,-4.0475,0.0629,-0.0024,0.0442,-5.0038,-0.0105,0.0733,0.0263
1780125861.447563,0.6570,init,-4.0475,0.0629,-0.0024,0.0442,-5.0038,-0.0105,0.0733,0.0263
1780125861.561753,0.7660,init,-4.0475,0.0629,-0.0024,0.0441,-5.0038,-0.0105,0.0733,0.0263
1780125861.669317,0.8750,init,-4.0475,0.0629,-0.0024,0.0441,-5.0038,-0.0105,0.0733,0.0263
1780125861.832401,1.0470,init,-4.0475,0.0629,-0.0024,0.0441,-5.0038,-0.0105,0.0733,0.0263
1780125861.959272,1.1720,init,-4.0475,0.0629,-0.0024,0.0441,-5.0038,-0.0105,0.0733,0.0263
1780125862.068480,1.2820,init,-4.0475,0.0629,-0.0024,0.0441,-5.0038,-0.0105,0.0733,0.0263
1780125862.178424,1.3910,init,-4.0475,0.0629,-0.0024,0.0441,-5.0038,-0.0105,0.0732,0.0263
1780125862.288280,1.5000,init,-4.0475,0.0629,-0.0024,0.0441,-5.0038,-0.0105,0.0732,0.0263
1780125862.398418,1.6100,init,-4.0475,0.0629,-0.0024,0.0441,-5.0038,-0.0105,0.0732,0.0263
1780125862.507622,1.7190,init,-4.0475,0.0629,-0.0024,0.0441,-5.0038,-0.0105,0.0732,0.0263
1780125862.617283,1.8280,init,-4.0475,0.0629,-0.0024,0.0441,-5.0038,-0.0105,0.0732,0.0263
1780125862.724064,1.9380,init,-4.0475,0.0629,-0.0024,0.0441,-5.0038,-0.0105,0.0732,0.0263
1780125862.832874,2.0470,init,-4.0475,0.0629,-0.0024,0.0441,-5.0038,-0.0105,0.0732,0.0263
1780125862.942779,2.1570,init,-4.0475,0.0629,-0.0024,0.0441,-5.0038,-0.0105,0.0732,0.0263
1780125863.046607,2.2500,init,-4.0475,0.0629,-0.0024,0.0441,-5.0038,-0.0105,0.0732,0.0263
1780125863.160146,2.3600,init,-4.0475,0.0629,-0.0024,0.0441,-5.0038,-0.0105,0.0732,0.0263
1780125863.262943,2.4690,init,-4.0475,0.0629,-0.0024,0.0441,-5.0038,-0.0105,0.0732,0.0263
1780125863.378316,2.5780,init,-4.0475,0.0629,-0.0023,0.0441,-5.0038,-0.0105,0.0732,0.0263
1780125863.486866,2.6880,init,-4.0475,0.0629,-0.0023,0.0441,-5.0038,-0.0105,0.0732,0.0263
1780125863.595397,2.7970,init,-4.0475,0.0629,-0.0023,0.0441,-5.0038,-0.0105,0.0732,0.0263
1780125863.710423,2.9220,init,-4.0475,0.0629,-0.0023,0.0441,-5.0038,-0.0105,0.0732,0.0263
1780125863.815405,3.0160,init,-4.0475,0.0629,-0.0023,0.0441,-5.0038,-0.0105,0.0732,0.0263
1780125863.922255,3.1250,init,-4.0475,0.0629,-0.0023,0.0441,-5.0038,-0.0105,0.0731,0.0263
1780125864.033487,3.2350,init,-4.0475,0.0629,-0.0023,0.0441,-5.0038,-0.0105,0.0731,0.0263
1780125864.136280,3.3440,init,-4.0475,0.0629,-0.0023,0.0441,-5.0038,-0.0105,0.0731,0.0263
1780125864.249618,3.4530,init,-4.0475,0.0629,-0.0023,0.0441,-5.0038,-0.0105,0.0731,0.0263
1780125864.360421,3.5630,init,-4.0475,0.0629,-0.0023,0.0441,-5.0038,-0.0105,0.0731,0.0263
1780125864.469516,3.6720,init,-4.0475,0.0629,-0.0023,0.0441,-5.0038,-0.0105,0.0731,0.0263
1780125864.583853,3.7970,init,-4.0475,0.0629,-0.0023,0.0441,-5.0038,-0.0105,0.0731,0.0263
