t,x,y,z,vx,vy,vz,yaw,yaw_rate,x_sp,y_sp,z_sp,ex_L,ey_L
0.00000,0.003188,-0.007824,2.956467,-0.006947,0.010868,0.003523,0.003239,0.000877,0.003188,-0.007824,2.956467,0.000000,0.000000
0.02000,0.003188,-0.007824,2.956467,-0.006947,0.010868,0.003523,0.003239,0.000877,0.003316,-0.039823,2.956467,0.000128,-0.032000
0.04000,0.003188,-0.007824,2.956467,-0.006947,0.010868,0.003523,0.003239,0.000877,0.003700,-0.071821,2.956467,0.000512,-0.063997
0.06000,0.003188,-0.007824,2.956467,-0.006947,0.010868,0.003523,0.003239,0.000877,0.004340,-0.103814,2.956467,0.001152,-0.095991
0.08000,0.003188,-0.007824,2.956467,-0.006947,0.010868,0.003523,0.002869,-0.012494,0.005236,-0.135802,2.956467,0.002048,-0.127978
0.10000,0.003188,-0.007824,2.956467,-0.006947,0.010868,0.003523,0.002869,-0.012494,0.006388,-0.167781,2.956467,0.003200,-0.159957
0.12000,0.003839,-0.008429,2.956471,-0.006551,0.009921,0.002587,0.002869,-0.012494,0.007795,-0.199750,2.956467,0.003956,-0.191321
0.14000,0.003839,-0.008429,2.956471,-0.006551,0.009921,0.002587,0.002869,-0.012494,0.009458,-0.231706,2.956467,0.005619,-0.223278
0.16000,0.003839,-0.008429,2.956471,-0.006551,0.009921,0.002587,0.002869,-0.012494,0.011377,-0.263649,2.956467,0.007538,-0.255220
0.18000,0.003839,-0.008429,2.956471,-0.006551,0.009921,0.002587,0.002869,-0.012494,0.013551,-0.295575,2.956467,0.009712,-0.287146
0.20000,0.003839,-0.008429,2.956471,-0.006551,0.009921,0.002587,0.002869,-0.012494,0.015981,-0.327482,2.956467,0.012142,-0.319054
0.22000,0.003839,-0.008429,2.956471,-0.006551,0.009921,0.002587,0.002869,-0.012494,0.018666,-0.359369,2.956467,0.014827,-0.350941
0.24000,0.003839,-0.008429,2.956471,-0.006551,0.009921,0.002587,0.002869,-0.012494,0.021606,-0.391234,2.956467,0.017766,-0.382805
0.26000,0.003839,-0.008429,2.956471,-0.006551,0.009921,0.002587,0.002869,-0.012494,0.024800,-0.423074,2.956467,0.020961,-0.414646
0.28000,0.003839,-0.008429,2.956471,-0.006551,0.009921,0.002587,0.002869,-0.012494,0.028250,-0.454888,2.956467,0.024410,-0.446459
0.30000,0.003839,-0.008429,2.956471,-0.006551,0.009921,0.002587,0.002869,-0.012494,0.031953,-0.486672,2.956467,0.028114,-0.478244
