timestamp_unix,t,drone,label,tx,ty,tz,x,y,z,ex,ey,ez,dist_xy,dist_z,speed,in_zone
1780338481.397492,0.0000,follower,SEGUIDOR prepos,-5.0000,0.0000,4.0000,-4.9704,-0.0419,3.8479,-0.0296,0.0419,0.1521,0.0513,0.1521,0.0141,1
1780338481.450872,0.0630,follower,SEGUIDOR prepos,-5.0000,0.0000,4.0000,-4.9704,-0.0419,3.8479,-0.0296,0.0419,0.1521,0.0513,0.1521,0.0141,1
1780338481.488739,0.0940,follower,SEGUIDOR prepos,-5.0000,0.0000,4.0000,-4.9704,-0.0419,3.8479,-0.0296,0.0419,0.1521,0.0513,0.1521,0.0141,1
1780338481.544965,0.1560,follower,SEGUIDOR prepos,-5.0000,0.0000,4.0000,-4.9704,-0.0419,3.8484,-0.0296,0.0419,0.1516,0.0513,0.1516,0.0141,1
1780338481.589657,0.2030,follower,SEGUIDOR prepos,-5.0000,0.0000,4.0000,-4.9704,-0.0419,3.8484,-0.0296,0.0419,0.1516,0.0513,0.1516,0.0141,1
1780338481.637105,0.2500,follower,SEGUIDOR prepos,-5.0000,0.0000,4.0000,-4.9704,-0.0419,3.8484,-0.0296,0.0419,0.1516,0.0513,0.1516,0.0141,1
1780338481.687730,0.2970,follower,SEGUIDOR prepos,-5.0000,0.0000,4.0000,-4.9704,-0.0419,3.8484,-0.0296,0.0419,0.1516,0.0513,0.1516,0.0141,1
1780338481.741325,0.3440,follower,SEGUIDOR prepos,-5.0000,0.0000,4.0000,-4.9704,-0.0419,3.8484,-0.0296,0.0419,0.1516,0.0513,0.1516,0.0141,1
1780338481.797709,0.4060,follower,SEGUIDOR prepos,-5.0000,0.0000,4.0000,-4.9704,-0.0419,3.8484,-0.0296,0.0419,0.1516,0.0513,0.1516,0.0283,1
1780338481.842420,0.4530,follower,SEGUIDOR prepos,-5.0000,0.0000,4.0000,-4.9704,-0.0419,3.8702,-0.0296,0.0419,0.1298,0.0513,0.1298,0.0283,1
1780338481.889791,0.5000,follower,SEGUIDOR prepos,-5.0000,0.0000,4.0000,-4.9704,-0.0419,3.8702,-0.0296,0.0419,0.1298,0.0513,0.1298,0.0283,1
