timestamp,lat,lon,alt_gps,alt_ned,north,east,down,rtk_x,rtk_y,rtk_z
1749760662.200977625,19.5942338,-99.2280872,2329.10,0.11,-0.03,-0.01,-0.10,-0.01,-0.03,0.11
1749760662.340435844,19.5942338,-99.2280872,2329.10,0.11,-0.03,-0.01,-0.10,-0.01,-0.03,0.11
1749760662.460823192,19.5942338,-99.2280872,2329.10,0.11,-0.03,-0.01,-0.10,-0.01,-0.03,0.11
1749760662.581271917,19.5942338,-99.2280872,2329.10,0.11,-0.03,-0.01,-0.10,-0.01,-0.03,0.11
1749760662.720958974,19.5942338,-99.2280872,2329.10,0.11,-0.03,-0.01,-0.10,-0.01,-0.03,0.11
1749760662.841115564,19.5942338,-99.2280872,2329.10,0.11,-0.03,-0.01,-0.10,-0.01,-0.03,0.11
1749760662.960845905,19.5942338,-99.2280872,2329.10,0.11,-0.03,-0.01,-0.10,-0.01,-0.03,0.11
1749760663.80835196,19.5942338,-99.2280872,2329.10,0.11,-0.03,-0.01,-0.10,-0.01,-0.03,0.11
1749760663.220667695,19.5942338,-99.2280872,2329.10,0.11,-0.03,-0.01,-0.10,-0.01,-0.03,0.11
1749760663.340863774,19.5942338,-99.2280872,2329.10,0.11,-0.03,-0.01,-0.10,-0.01,-0.03,0.11
1749760663.480881942,19.5942338,-99.2280872,2329.10,0.11,-0.03,-0.01,-0.10,-0.01,-0.03,0.11
1749760663.580965142,19.5942338,-99.2280872,2329.10,0.11,-0.03,-0.01,-0.10,-0.01,-0.03,0.11
1749760663.720919628,19.5942338,-99.2280872,2329.10,0.11,-0.03,-0.01,-0.10,-0.01,-0.03,0.11
1749760663.862198849,19.5942338,-99.2280872,2329.10,0.11,-0.03,-0.01,-0.10,-0.01,-0.03,0.11
1749760663.960442838,19.5942338,-99.2280872,2329.10,0.11,-0.03,-0.01,-0.10,-0.01,-0.03,0.11
1749760664.81125968,19.5942338,-99.2280872,2329.10,0.11,-0.03,-0.01,-0.10,-0.01,-0.03,0.11
1749760664.201463843,19.5942338,-99.2280872,2329.10,0.11,-0.03,-0.01,-0.10,-0.01,-0.03,0.11
1749760664.340692231,19.5942338,-99.2280872,2329.10,0.11,-0.03,-0.01,-0.10,-0.01,-0.03,0.11
1749760664.460853717,19.5942338,-99.2280872,2329.10,0.11,-0.03,-0.01,-0.10,-0.01,-0.03,0.11
1749760664.581398444,19.5942338,-99.2280872,2329.10,0.11,-0.03,-0.01,-0.10,-0.01,-0.03,0.11
1749760664.720524623,19.5942338,-99.2280872,2329.10,0.11,-0.03,-0.01,-0.10,-0.01,-0.03,0.11
1749760664.842150622,19.5942338,-99.2280872,2329.10,0.11,-0.03,-0.01,-0.10,-0.01,-0.03,0.11
1749760664.960784681,19.5942338,-99.2280872,2329.10,0.11,-0.03,-0.01,-0.10,-0.01,-0.03,0.11
1749760665.101543857,19.5942338,-99.2280872,2329.10,0.11,-0.03,-0.01,-0.10,-0.01,-0.03,0.11
1749760665.220884716,19.5942338,-99.2280872,2329.10,0.11,-0.03,-0.01,-0.10,-0.01,-0.03,0.11
1749760665.341043993,19.5942338,-99.2280872,2329.10,0.11,-0.03,-0.01,-0.10,-0.01,-0.03,0.11
1749760665.482504241,19.5942338,-99.2280872,2329.10,0.11,-0.03,-0.01,-0.10,-0.01,-0.03,0.11
1749760665.601025657,19.5942338,-99.2280872,2329.10,0.11,-0.03,-0.01,-0.10,-0.01,-0.03,0.11
1749760665.701026102,19.5942338,-99.2280872,2329.10,0.11,-0.03,-0.01,-0.10,-0.01,-0.03,0.11
1749760665.842763765,19.5942338,-99.2280872,2329.10,0.11,-0.03,-0.01,-0.10,-0.01,-0.03,0.11
1749760665.960493738,19.5942338,-99.2280872,2329.10,0.11,-0.03,-0.01,-0.10,-0.01,-0.03,0.11
1749760666.81837011,19.5942338,-99.2280872,2329.10,0.11,-0.03,-0.01,-0.10,-0.01,-0.03,0.11
1749760666.201265807,19.5942338,-99.2280872,2329.10,0.11,-0.03,-0.01,-0.10,-0.01,-0.03,0.11
1749760666.341242980,19.5942338,-99.2280872,2329.10,0.11,-0.03,-0.01,-0.10,-0.01,-0.03,0.11
1749760666.460807620,19.5942338,-99.2280872,2329.10,0.11,-0.03,-0.01,-0.10,-0.01,-0.03,0.11
1749760666.600903804,19.5942338,-99.2280872,2329.10,0.11,-0.03,-0.01,-0.10,-0.01,-0.03,0.11
1749760666.841153876,19.5942338,-99.2280872,2329.10,0.11,-0.03,-0.01,-0.10,-0.01,-0.03,0.11
1749760667.100872173,19.5942338,-99.2280872,2329.10,0.11,-0.03,-0.01,-0.10,-0.01,-0.03,0.11
1749760667.340961825,19.5942338,-99.2280872,2329.10,0.11,-0.03,-0.01,-0.10,-0.01,-0.03,0.11
1749760667.601004896,19.5942338,-99.2280872,2329.10,0.11,-0.03,-0.01,-0.10,-0.01,-0.03,0.11
1749760667.860812378,19.5942338,-99.2280872,2329.10,0.11,-0.03,-0.01,-0.10,-0.01,-0.03,0.11
1749760668.101807811,19.5942338,-99.2280872,2329.10,0.11,-0.03,-0.01,-0.10,-0.01,-0.03,0.11
1749760668.360974061,19.5942338,-99.2280872,2329.10,0.11,-0.03,-0.01,-0.10,-0.01,-0.03,0.11
1749760668.620913097,19.5942338,-99.2280872,2329.10,0.11,-0.03,-0.01,-0.10,-0.01,-0.03,0.11
1749760668.840786251,19.5942338,-99.2280872,2329.10,0.11,-0.03,-0.01,-0.10,-0.01,-0.03,0.11
1749760669.101385398,19.5942338,-99.2280872,2329.10,0.11,-0.03,-0.01,-0.10,-0.01,-0.03,0.11
1749760669.340908283,19.5942338,-99.2280872,2329.10,0.11,-0.03,-0.01,-0.10,-0.01,-0.03,0.11
1749760669.600730036,19.5942338,-99.2280872,2329.10,0.11,-0.03,-0.01,-0.10,-0.01,-0.03,0.11
1749760669.840754789,19.5942338,-99.2280872,2329.10,0.11,-0.03,-0.01,-0.10,-0.01,-0.03,0.11
1749760670.100871652,19.5942338,-99.2280872,2329.10,0.11,-0.03,-0.01,-0.10,-0.01,-0.03,0.11
1749760670.340766481,19.5942338,-99.2280872,2329.10,0.11,-0.03,-0.01,-0.10,-0.01,-0.03,0.11
1749760670.601127157,19.5942338,-99.2280872,2329.10,0.11,-0.03,-0.01,-0.10,-0.01,-0.03,0.11
1749760670.841245704,19.5942338,-99.2280872,2329.10,0.11,-0.03,-0.01,-0.10,-0.01,-0.03,0.11
1749760671.100986973,19.5942338,-99.2280872,2329.10,0.11,-0.03,-0.01,-0.10,-0.01,-0.03,0.11
1749760671.340779143,19.5942338,-99.2280872,2329.10,0.11,-0.03,-0.01,-0.10,-0.01,-0.03,0.11
1749760671.601593813,19.5942338,-99.2280872,2329.10,0.11,-0.03,-0.01,-0.10,-0.01,-0.03,0.11
1749760671.860783133,19.5942338,-99.2280872,2329.10,0.11,-0.03,-0.01,-0.10,-0.01,-0.03,0.11
1749760672.101794883,19.5942338,-99.2280872,2329.10,0.11,-0.03,-0.01,-0.10,-0.01,-0.03,0.11
1749760672.361054891,19.5942338,-99.2280872,2329.10,0.11,-0.03,-0.01,-0.10,-0.01,-0.03,0.11
1749760672.620935523,19.5942338,-99.2280872,2329.10,0.11,-0.03,-0.01,-0.10,-0.01,-0.03,0.11
1749760672.860892560,19.5942338,-99.2280872,2329.10,0.11,-0.03,-0.01,-0.10,-0.01,-0.03,0.11
1749760673.121648571,19.5942338,-99.2280872,2329.10,0.11,-0.03,-0.01,-0.10,-0.01,-0.03,0.11
1749760673.360879990,19.5942338,-99.2280872,2329.10,0.11,-0.03,-0.01,-0.10,-0.01,-0.03,0.11
1749760673.601129385,19.5942338,-99.2280872,2329.10,0.11,-0.03,-0.01,-0.10,-0.01,-0.03,0.11
1749760673.840744270,19.5942338,-99.2280872,2329.10,0.11,-0.03,-0.01,-0.10,-0.01,-0.03,0.11
1749760674.100942475,19.5942338,-99.2280872,2329.10,0.11,-0.03,-0.01,-0.10,-0.01,-0.03,0.11
1749760674.360803712,19.5942338,-99.2280872,2329.10,0.11,-0.03,-0.01,-0.10,-0.01,-0.03,0.11
1749760674.601118996,19.5942338,-99.2280872,2329.10,0.11,-0.03,-0.01,-0.10,-0.01,-0.03,0.11
1749760674.860976265,19.5942338,-99.2280872,2329.10,0.11,-0.03,-0.01,-0.10,-0.01,-0.03,0.11
1749760675.100852370,19.5942338,-99.2280872,2329.10,0.11,-0.03,-0.01,-0.10,-0.01,-0.03,0.11
1749760675.360636132,19.5942338,-99.2280872,2329.10,0.11,-0.03,-0.01,-0.10,-0.01,-0.03,0.11
1749760675.621094854,19.5942338,-99.2280872,2329.10,0.11,-0.03,-0.01,-0.10,-0.01,-0.03,0.11
1749760675.860724265,19.5942338,-99.2280872,2329.10,0.11,-0.03,-0.01,-0.10,-0.01,-0.03,0.11
1749760676.120769505,19.5942338,-99.2280872,2329.10,0.11,-0.03,-0.01,-0.10,-0.01,-0.03,0.11
1749760676.380943612,19.5942338,-99.2280872,2329.10,0.11,-0.03,-0.01,-0.10,-0.01,-0.03,0.11
1749760676.600981436,19.5942338,-99.2280872,2329.10,0.11,-0.03,-0.01,-0.10,-0.01,-0.03,0.11
1749760676.860652043,19.5942338,-99.2280872,2329.10,0.11,-0.03,-0.01,-0.10,-0.01,-0.03,0.11
1749760677.101127489,19.5942338,-99.2280872,2329.10,0.11,-0.03,-0.01,-0.10,-0.01,-0.03,0.11
1749760677.360933650,19.5942338,-99.2280872,2329.10,0.11,-0.03,-0.01,-0.10,-0.01,-0.03,0.11
1749760677.600996701,19.5942338,-99.2280872,2329.10,0.11,-0.03,-0.01,-0.10,-0.01,-0.03,0.11
1749760677.860932049,19.5942338,-99.2280872,2329.10,0.11,-0.03,-0.01,-0.10,-0.01,-0.03,0.11
1749760678.121313327,19.5942338,-99.2280872,2329.10,0.11,-0.03,-0.01,-0.10,-0.01,-0.03,0.11
1749760678.381099679,19.5942338,-99.2280872,2329.10,0.11,-0.03,-0.01,-0.10,-0.01,-0.03,0.11
1749760678.600912633,19.5942338,-99.2280872,2329.10,0.11,-0.03,-0.01,-0.10,-0.01,-0.03,0.11
1749760678.840910690,19.5942338,-99.2280872,2329.10,0.11,-0.03,-0.01,-0.10,-0.01,-0.03,0.11
1749760679.101000985,19.5942338,-99.2280872,2329.10,0.11,-0.03,-0.01,-0.10,-0.01,-0.03,0.11
1749760679.360619108,19.5942338,-99.2280872,2329.10,0.11,-0.03,-0.01,-0.10,-0.01,-0.03,0.11
1749760679.620808348,19.5942338,-99.2280872,2329.10,0.11,-0.03,-0.01,-0.10,-0.01,-0.03,0.11
1749760679.860675938,19.5942338,-99.2280872,2329.10,0.11,-0.03,-0.01,-0.10,-0.01,-0.03,0.11
1749760680.121627115,19.5942338,-99.2280872,2329.10,0.11,-0.03,-0.01,-0.10,-0.01,-0.03,0.11
1749760680.381139219,19.5942338,-99.2280872,2329.10,0.11,-0.03,-0.01,-0.10,-0.01,-0.03,0.11
1749760680.601355924,19.5942338,-99.2280872,2329.10,0.11,-0.03,-0.01,-0.10,-0.01,-0.03,0.11
1749760680.841208953,19.5942338,-99.2280872,2329.10,0.11,-0.03,-0.01,-0.10,-0.01,-0.03,0.11
1749760681.100937765,19.5942338,-99.2280872,2329.10,0.11,-0.03,-0.01,-0.10,-0.01,-0.03,0.11
1749760681.360576911,19.5942338,-99.2280872,2329.10,0.11,-0.03,-0.01,-0.10,-0.01,-0.03,0.11
1749760681.601610222,19.5942338,-99.2280872,2329.10,0.11,-0.03,-0.01,-0.10,-0.01,-0.03,0.11
1749760681.860814958,19.5942338,-99.2280872,2329.10,0.11,-0.03,-0.01,-0.10,-0.01,-0.03,0.11
1749760682.120745854,19.5942338,-99.2280872,2329.10,0.11,-0.03,-0.01,-0.10,-0.01,-0.03,0.11
1749760682.381624131,19.5942338,-99.2280872,2329.10,0.11,-0.03,-0.01,-0.10,-0.01,-0.03,0.11
1749760682.600842284,19.5942338,-99.2280872,2329.10,0.11,-0.03,-0.01,-0.10,-0.01,-0.03,0.11
1749760682.840419017,19.5942338,-99.2280872,2329.10,0.11,-0.03,-0.01,-0.10,-0.01,-0.03,0.11
1749760683.101304878,19.5942338,-99.2280872,2329.10,0.11,-0.03,-0.01,-0.10,-0.01,-0.03,0.11
1749760683.360812979,19.5942338,-99.2280872,2329.10,0.11,-0.03,-0.01,-0.10,-0.01,-0.03,0.11
1749760683.620812804,19.5942338,-99.2280872,2329.10,0.11,-0.03,-0.01,-0.10,-0.01,-0.03,0.11
1749760683.860927500,19.5942338,-99.2280872,2329.10,0.11,-0.03,-0.01,-0.10,-0.01,-0.03,0.11
1749760684.121185794,19.5942338,-99.2280872,2329.10,0.11,-0.03,-0.01,-0.10,-0.01,-0.03,0.11
1749760684.361009347,19.5942338,-99.2280872,2329.10,0.11,-0.03,-0.01,-0.10,-0.01,-0.03,0.11
1749760684.601373712,19.5942338,-99.2280872,2329.10,0.11,-0.03,-0.01,-0.10,-0.01,-0.03,0.11
1749760684.860957590,19.5942338,-99.2280872,2329.10,0.11,-0.03,-0.01,-0.10,-0.01,-0.03,0.11
1749760685.100726741,19.5942338,-99.2280872,2329.10,0.11,-0.03,-0.01,-0.10,-0.01,-0.03,0.11
1749760685.360652546,19.5942338,-99.2280872,2329.10,0.11,-0.03,-0.01,-0.10,-0.01,-0.03,0.11
1749760685.621194429,19.5942338,-99.2280872,2329.10,0.11,-0.03,-0.01,-0.10,-0.01,-0.03,0.11
1749760685.860696437,19.5942338,-99.2280872,2329.10,0.11,-0.03,-0.01,-0.10,-0.01,-0.03,0.11
1749760686.120896520,19.5942338,-99.2280872,2329.10,0.11,-0.03,-0.01,-0.10,-0.01,-0.03,0.11
1749760686.380620272,19.5942338,-99.2280872,2329.10,0.11,-0.03,-0.01,-0.10,-0.01,-0.03,0.11
1749760686.620807063,19.5942338,-99.2280872,2329.10,0.11,-0.03,-0.01,-0.10,-0.01,-0.03,0.11
1749760686.841103126,19.5942338,-99.2280872,2329.10,0.11,-0.03,-0.01,-0.10,-0.01,-0.03,0.11
1749760687.101275464,19.5942338,-99.2280872,2329.10,0.11,-0.03,-0.01,-0.10,-0.01,-0.03,0.11
1749760687.340995044,19.5942338,-99.2280872,2329.10,0.11,-0.03,-0.01,-0.10,-0.01,-0.03,0.11
1749760687.601038226,19.5942338,-99.2280872,2329.10,0.11,-0.03,-0.01,-0.10,-0.01,-0.03,0.11
1749760687.860699511,19.5942338,-99.2280872,2329.10,0.11,-0.03,-0.01,-0.10,-0.01,-0.03,0.11
1749760688.121127278,19.5942338,-99.2280872,2329.10,0.11,-0.03,-0.01,-0.10,-0.01,-0.03,0.11
1749760688.360790344,19.5942338,-99.2280872,2329.10,0.11,-0.03,-0.01,-0.10,-0.01,-0.03,0.11
1749760688.620992536,19.5942338,-99.2280872,2329.10,0.11,-0.03,-0.01,-0.10,-0.01,-0.03,0.11
1749760688.840605702,19.5942338,-99.2280872,2329.10,0.11,-0.03,-0.01,-0.10,-0.01,-0.03,0.11
1749760689.100490192,19.5942338,-99.2280872,2329.10,0.11,-0.03,-0.01,-0.10,-0.01,-0.03,0.11
1749760689.360570205,19.5942338,-99.2280872,2329.10,0.11,-0.03,-0.01,-0.10,-0.01,-0.03,0.11
1749760689.600994375,19.5942338,-99.2280872,2329.10,0.11,-0.03,-0.01,-0.10,-0.01,-0.03,0.11
1749760689.860704396,19.5942338,-99.2280872,2329.10,0.11,-0.03,-0.01,-0.10,-0.01,-0.03,0.11
1749760690.100916401,19.5942338,-99.2280872,2329.10,0.11,-0.03,-0.01,-0.10,-0.01,-0.03,0.11
1749760690.360752312,19.5942338,-99.2280872,2329.10,0.11,-0.03,-0.01,-0.10,-0.01,-0.03,0.11
1749760690.620886086,19.5942338,-99.2280872,2329.10,0.11,-0.03,-0.01,-0.10,-0.01,-0.03,0.11
1749760690.880747629,19.5942338,-99.2280872,2329.10,0.11,-0.03,-0.01,-0.10,-0.01,-0.03,0.11
1749760691.140543091,19.5942338,-99.2280872,2329.10,0.11,-0.03,-0.01,-0.10,-0.01,-0.03,0.11
1749760691.360956977,19.5942338,-99.2280872,2329.10,0.11,-0.03,-0.01,-0.10,-0.01,-0.03,0.11
1749760691.620550097,19.5942338,-99.2280872,2329.10,0.11,-0.03,-0.01,-0.10,-0.01,-0.03,0.11
1749760691.860460910,19.5942338,-99.2280872,2329.10,0.11,-0.03,-0.01,-0.10,-0.01,-0.03,0.11
1749760692.121317900,19.5942338,-99.2280872,2329.10,0.11,-0.03,-0.01,-0.10,-0.01,-0.03,0.11
1749760692.360430870,19.5942338,-99.2280872,2329.10,0.11,-0.03,-0.01,-0.10,-0.01,-0.03,0.11
1749760692.601948855,19.5942338,-99.2280872,2329.10,0.11,-0.03,-0.01,-0.10,-0.01,-0.03,0.11
1749760692.980807429,19.5942338,-99.2280872,2329.10,0.11,-0.03,-0.01,-0.10,-0.01,-0.03,0.11
1749760693.101133259,19.5942338,-99.2280872,2329.10,0.11,-0.03,-0.01,-0.10,-0.01,-0.03,0.11
1749760693.240275873,19.5942338,-99.2280872,2329.10,0.11,-0.03,-0.01,-0.10,-0.01,-0.03,0.11
1749760693.360859117,19.5942338,-99.2280872,2329.10,0.11,-0.03,-0.01,-0.10,-0.01,-0.03,0.11
1749760693.461160168,19.5942338,-99.2280872,2329.10,0.11,-0.03,-0.01,-0.10,-0.01,-0.03,0.11
1749760693.601127217,19.5942338,-99.2280872,2329.10,0.11,-0.03,-0.01,-0.10,-0.01,-0.03,0.11
1749760693.721265683,19.5942338,-99.2280872,2329.10,0.11,-0.03,-0.01,-0.10,-0.01,-0.03,0.11
1749760693.862458647,19.5942338,-99.2280872,2329.10,0.11,-0.03,-0.01,-0.10,-0.01,-0.03,0.11
1749760693.980708910,19.5942338,-99.2280872,2329.10,0.11,-0.03,-0.01,-0.10,-0.01,-0.03,0.11
1749760694.121240099,19.5942338,-99.2280872,2329.10,0.11,-0.03,-0.01,-0.10,-0.01,-0.03,0.11
1749760694.240704469,19.5942338,-99.2280872,2329.10,0.11,-0.03,-0.01,-0.10,-0.01,-0.03,0.11
1749760694.360783862,19.5942338,-99.2280872,2329.10,0.11,-0.03,-0.01,-0.10,-0.01,-0.03,0.11
1749760694.481031610,19.5942338,-99.2280872,2329.10,0.11,-0.03,-0.01,-0.10,-0.01,-0.03,0.11
1749760694.621305769,19.5942338,-99.2280872,2329.10,0.11,-0.03,-0.01,-0.10,-0.01,-0.03,0.11
1749760694.740820924,19.5942338,-99.2280872,2329.10,0.11,-0.03,-0.01,-0.10,-0.01,-0.03,0.11
1749760694.882141699,19.5942338,-99.2280872,2329.10,0.11,-0.03,-0.01,-0.10,-0.01,-0.03,0.11
1749760694.961398172,19.5942338,-99.2280872,2329.10,0.11,-0.03,-0.01,-0.10,-0.01,-0.03,0.11
1749760695.100594418,19.5942338,-99.2280872,2329.10,0.11,-0.03,-0.01,-0.10,-0.01,-0.03,0.11
1749760695.220907063,19.5942337,-99.2280872,2329.10,0.11,-0.04,-0.01,-0.10,-0.01,-0.04,0.11
1749760695.340943734,19.5942337,-99.2280872,2329.10,0.11,-0.04,-0.01,-0.10,-0.01,-0.04,0.11
1749760695.480908798,19.5942337,-99.2280872,2329.10,0.11,-0.04,-0.01,-0.10,-0.01,-0.04,0.11
1749760695.600668662,19.5942337,-99.2280872,2329.10,0.11,-0.04,-0.01,-0.10,-0.01,-0.04,0.11
1749760695.720953787,19.5942337,-99.2280872,2329.10,0.11,-0.04,-0.01,-0.10,-0.01,-0.04,0.11
1749760695.861526512,19.5942337,-99.2280872,2329.10,0.11,-0.04,-0.01,-0.10,-0.01,-0.04,0.11
1749760695.981460557,19.5942337,-99.2280872,2329.10,0.11,-0.04,-0.01,-0.10,-0.01,-0.04,0.11
1749760696.102670886,19.5942337,-99.2280872,2329.10,0.11,-0.04,-0.01,-0.10,-0.01,-0.04,0.11
1749760696.221240291,19.5942337,-99.2280872,2329.10,0.11,-0.04,-0.01,-0.10,-0.01,-0.04,0.11
1749760696.360636125,19.5942337,-99.2280872,2329.10,0.11,-0.04,-0.01,-0.10,-0.01,-0.04,0.11
1749760696.480635323,19.5942337,-99.2280872,2329.10,0.11,-0.04,-0.01,-0.10,-0.01,-0.04,0.11
1749760696.620836616,19.5942337,-99.2280872,2329.10,0.11,-0.04,-0.01,-0.10,-0.01,-0.04,0.11
1749760696.860641566,19.5942337,-99.2280872,2329.10,0.11,-0.04,-0.01,-0.10,-0.01,-0.04,0.11
1749760697.120700261,19.5942337,-99.2280872,2329.10,0.11,-0.04,-0.01,-0.10,-0.01,-0.04,0.11
1749760697.380635784,19.5942337,-99.2280872,2329.10,0.11,-0.04,-0.01,-0.10,-0.01,-0.04,0.11
1749760697.620574914,19.5942337,-99.2280872,2329.10,0.11,-0.04,-0.01,-0.10,-0.01,-0.04,0.11
1749760697.881038353,19.5942337,-99.2280873,2329.10,0.11,-0.04,-0.02,-0.10,-0.02,-0.04,0.11
1749760698.120651938,19.5942337,-99.2280873,2329.10,0.11,-0.04,-0.02,-0.10,-0.02,-0.04,0.11
1749760698.360596411,19.5942337,-99.2280873,2329.10,0.11,-0.04,-0.02,-0.10,-0.02,-0.04,0.11
1749760698.600422993,19.5942337,-99.2280873,2329.10,0.11,-0.04,-0.02,-0.10,-0.02,-0.04,0.11
1749760698.860375124,19.5942337,-99.2280873,2329.10,0.11,-0.04,-0.02,-0.10,-0.02,-0.04,0.11
1749760699.120609629,19.5942337,-99.2280873,2329.10,0.11,-0.04,-0.02,-0.10,-0.02,-0.04,0.11
1749760699.360751737,19.5942337,-99.2280873,2329.10,0.11,-0.04,-0.02,-0.10,-0.02,-0.04,0.11
1749760699.620418772,19.5942337,-99.2280873,2329.10,0.11,-0.04,-0.02,-0.10,-0.02,-0.04,0.11
1749760699.880365910,19.5942337,-99.2280873,2329.10,0.11,-0.04,-0.02,-0.10,-0.02,-0.04,0.11
1749760700.120702839,19.5942337,-99.2280873,2329.10,0.11,-0.04,-0.02,-0.10,-0.02,-0.04,0.11
1749760700.360487306,19.5942337,-99.2280873,2329.10,0.11,-0.04,-0.02,-0.10,-0.02,-0.04,0.11
1749760700.601476985,19.5942337,-99.2280873,2329.10,0.11,-0.04,-0.02,-0.10,-0.02,-0.04,0.11
1749760700.860632040,19.5942337,-99.2280873,2329.10,0.11,-0.04,-0.02,-0.10,-0.02,-0.04,0.11
1749760701.120849359,19.5942337,-99.2280873,2329.10,0.11,-0.04,-0.02,-0.10,-0.02,-0.04,0.11
1749760701.360633986,19.5942337,-99.2280873,2329.10,0.11,-0.04,-0.02,-0.10,-0.02,-0.04,0.11
1749760701.620991595,19.5942337,-99.2280873,2329.10,0.11,-0.04,-0.02,-0.10,-0.02,-0.04,0.11
1749760701.881059982,19.5942337,-99.2280873,2329.10,0.11,-0.04,-0.02,-0.10,-0.02,-0.04,0.11
1749760702.101626377,19.5942337,-99.2280873,2329.10,0.11,-0.04,-0.02,-0.10,-0.02,-0.04,0.11
1749760702.360636723,19.5942337,-99.2280873,2329.10,0.11,-0.04,-0.02,-0.10,-0.02,-0.04,0.11
1749760702.621322787,19.5942337,-99.2280873,2329.10,0.11,-0.04,-0.02,-0.10,-0.02,-0.04,0.11
1749760702.700854560,19.5942337,-99.2280873,2329.10,0.11,-0.04,-0.02,-0.10,-0.02,-0.04,0.11
1749760702.800863346,19.5942337,-99.2280873,2329.10,0.11,-0.04,-0.02,-0.10,-0.02,-0.04,0.11
1749760702.920939887,19.5942337,-99.2280873,2329.10,0.11,-0.04,-0.02,-0.10,-0.02,-0.04,0.11
1749760703.60818673,19.5942337,-99.2280873,2329.10,0.11,-0.04,-0.02,-0.10,-0.02,-0.04,0.11
1749760703.181552157,19.5942337,-99.2280873,2329.10,0.11,-0.04,-0.02,-0.10,-0.02,-0.04,0.11
1749760703.300816903,19.5942337,-99.2280873,2329.10,0.11,-0.04,-0.02,-0.10,-0.02,-0.04,0.11
1749760703.441382169,19.5942337,-99.2280873,2329.10,0.11,-0.04,-0.02,-0.10,-0.02,-0.04,0.11
1749760703.560834855,19.5942337,-99.2280873,2329.10,0.11,-0.04,-0.02,-0.10,-0.02,-0.04,0.11
1749760703.680718720,19.5942337,-99.2280873,2329.10,0.11,-0.04,-0.02,-0.10,-0.02,-0.04,0.11
1749760703.801460396,19.5942337,-99.2280873,2329.10,0.11,-0.04,-0.02,-0.10,-0.02,-0.04,0.11
1749760703.940448889,19.5942337,-99.2280873,2329.10,0.11,-0.04,-0.02,-0.10,-0.02,-0.04,0.11
1749760704.60750427,19.5942337,-99.2280873,2329.10,0.11,-0.04,-0.02,-0.10,-0.02,-0.04,0.11
1749760704.180778166,19.5942337,-99.2280873,2329.10,0.11,-0.04,-0.02,-0.10,-0.02,-0.04,0.11
1749760704.321104962,19.5942337,-99.2280873,2329.10,0.11,-0.04,-0.02,-0.10,-0.02,-0.04,0.11
1749760704.442105300,19.5942337,-99.2280873,2329.10,0.11,-0.04,-0.02,-0.10,-0.02,-0.04,0.11
1749760704.561352829,19.5942337,-99.2280873,2329.10,0.11,-0.04,-0.02,-0.10,-0.02,-0.04,0.11
1749760704.701791084,19.5942337,-99.2280873,2329.10,0.11,-0.04,-0.02,-0.10,-0.02,-0.04,0.11
1749760704.821186905,19.5942337,-99.2280873,2329.10,0.11,-0.04,-0.02,-0.10,-0.02,-0.04,0.11
1749760704.940869260,19.5942337,-99.2280873,2329.10,0.11,-0.04,-0.02,-0.10,-0.02,-0.04,0.11
1749760705.40410418,19.5942337,-99.2280873,2329.10,0.11,-0.04,-0.02,-0.10,-0.02,-0.04,0.11
1749760705.181231753,19.5942337,-99.2280873,2329.10,0.11,-0.04,-0.02,-0.10,-0.02,-0.04,0.11
1749760705.301040415,19.5942337,-99.2280873,2329.10,0.11,-0.04,-0.02,-0.10,-0.02,-0.04,0.11
1749760705.441109636,19.5942337,-99.2280873,2329.10,0.11,-0.04,-0.02,-0.10,-0.02,-0.04,0.11
1749760705.560344813,19.5942337,-99.2280873,2329.10,0.11,-0.04,-0.02,-0.10,-0.02,-0.04,0.11
1749760705.681194459,19.5942337,-99.2280873,2329.10,0.11,-0.04,-0.02,-0.10,-0.02,-0.04,0.11
1749760705.800870478,19.5942337,-99.2280873,2329.10,0.11,-0.04,-0.02,-0.10,-0.02,-0.04,0.11
1749760705.940997077,19.5942337,-99.2280873,2329.10,0.11,-0.04,-0.02,-0.10,-0.02,-0.04,0.11
1749760706.60706056,19.5942337,-99.2280873,2329.10,0.11,-0.04,-0.02,-0.10,-0.02,-0.04,0.11
1749760706.181328688,19.5942337,-99.2280873,2329.10,0.11,-0.04,-0.02,-0.10,-0.02,-0.04,0.11
1749760706.320671397,19.5942337,-99.2280873,2329.10,0.11,-0.04,-0.02,-0.10,-0.02,-0.04,0.11
1749760706.442036990,19.5942337,-99.2280873,2329.10,0.11,-0.04,-0.02,-0.10,-0.02,-0.04,0.11
1749760706.561441738,19.5942337,-99.2280873,2329.10,0.11,-0.04,-0.02,-0.10,-0.02,-0.04,0.11
1749760706.701293610,19.5942337,-99.2280873,2329.10,0.11,-0.04,-0.02,-0.10,-0.02,-0.04,0.11
1749760706.820733271,19.5942337,-99.2280873,2329.10,0.11,-0.04,-0.02,-0.10,-0.02,-0.04,0.11
1749760706.941871595,19.5942337,-99.2280873,2329.10,0.11,-0.04,-0.02,-0.10,-0.02,-0.04,0.11
1749760707.82314745,19.5942337,-99.2280873,2329.10,0.11,-0.04,-0.02,-0.10,-0.02,-0.04,0.11
1749760707.182062723,19.5942337,-99.2280873,2329.10,0.11,-0.04,-0.02,-0.10,-0.02,-0.04,0.11
1749760707.301869304,19.5942337,-99.2280873,2329.10,0.11,-0.04,-0.02,-0.10,-0.02,-0.04,0.11
