t,x,y,z,vx,vy,vz,yaw,yaw_rate
0.00000,0.010618,-0.014752,2.959886,-0.016013,0.021896,0.000282,0.002810,0.001034
0.02000,0.010618,-0.014752,2.959886,-0.016013,0.021896,0.000282,0.002810,0.001034
0.04000,0.010618,-0.014752,2.959886,-0.016013,0.021896,0.000282,0.002810,0.001034
0.06000,0.010618,-0.014752,2.959886,-0.016013,0.021896,0.000282,0.002810,0.001034
0.08000,0.010618,-0.014752,2.959886,-0.016013,0.021896,0.000282,0.002810,0.001034
0.10000,0.010618,-0.014752,2.959886,-0.016013,0.021896,0.000282,0.002810,0.001034
0.12000,0.010618,-0.014752,2.959886,-0.016013,0.021896,0.000282,0.002810,0.001034
0.14000,0.010618,-0.014752,2.959886,-0.016013,0.021896,0.000282,0.002810,0.001034
0.16000,0.010618,-0.014752,2.959886,-0.016013,0.021896,0.000282,0.002810,0.001034
0.18000,0.010618,-0.014752,2.959886,-0.016013,0.021896,0.000282,0.002810,0.001034
0.20000,0.010618,-0.014752,2.959886,-0.016013,0.021896,0.000282,0.002810,0.001034
0.22000,0.010618,-0.014752,2.959886,-0.016013,0.021896,0.000282,-0.008757,-0.197073
0.24000,0.011297,-0.015900,2.960233,-0.013601,-0.000888,-0.000382,-0.008757,-0.197073
0.26000,0.011297,-0.015900,2.960233,-0.013601,-0.000888,-0.000382,-0.008757,-0.197073
0.28000,0.011297,-0.015900,2.960233,-0.013601,-0.000888,-0.000382,-0.008757,-0.197073
0.30000,0.011297,-0.015900,2.960233,-0.013601,-0.000888,-0.000382,-0.008757,-0.197073
0.32000,0.011297,-0.015900,2.960233,-0.013601,-0.000888,-0.000382,-0.008757,-0.197073
0.34000,0.011297,-0.015900,2.960233,-0.013601,-0.000888,-0.000382,-0.008757,-0.197073
0.36000,0.011297,-0.015900,2.960233,-0.013601,-0.000888,-0.000382,-0.008757,-0.197073
0.38000,0.011297,-0.015900,2.960233,-0.013601,-0.000888,-0.000382,-0.008757,-0.197073
0.40000,0.011297,-0.015900,2.960233,-0.013601,-0.000888,-0.000382,-0.008757,-0.197073
0.42000,0.011297,-0.015900,2.960233,-0.013601,-0.000888,-0.000382,-0.008757,-0.197073
0.44000,0.011297,-0.015900,2.960233,-0.013601,-0.000888,-0.000382,-0.008757,-0.197073
0.46000,0.011297,-0.015900,2.960233,-0.013601,-0.000888,-0.000382,-0.200032,-1.266188
0.48000,0.011297,-0.015900,2.960233,-0.013601,-0.000888,-0.000382,-0.200032,-1.266188
0.50000,0.013324,-0.042016,2.960336,-0.000354,-0.200146,-0.002154,-0.200032,-1.266188
0.52000,0.013324,-0.042016,2.960336,-0.000354,-0.200146,-0.002154,-0.200032,-1.266188
0.54000,0.013324,-0.042016,2.960336,-0.000354,-0.200146,-0.002154,-0.200032,-1.266188
0.56000,0.013324,-0.042016,2.960336,-0.000354,-0.200146,-0.002154,-0.200032,-1.266188
0.58000,0.013324,-0.042016,2.960336,-0.000354,-0.200146,-0.002154,-0.200032,-1.266188
0.60000,0.013324,-0.042016,2.960336,-0.000354,-0.200146,-0.002154,-0.200032,-1.266188
0.62000,0.013324,-0.042016,2.960336,-0.000354,-0.200146,-0.002154,-0.200032,-1.266188
0.64000,0.013324,-0.042016,2.960336,-0.000354,-0.200146,-0.002154,-0.200032,-1.266188
0.66000,0.013324,-0.042016,2.960336,-0.000354,-0.200146,-0.002154,-0.200032,-1.266188
0.68000,0.013324,-0.042016,2.960336,-0.000354,-0.200146,-0.002154,-0.569952,-1.542988
0.70000,0.013324,-0.042016,2.960336,-0.000354,-0.200146,-0.002154,-0.569952,-1.542988
0.72000,0.021295,-0.140748,2.960155,0.036958,-0.564745,-0.002323,-0.569952,-1.542988
0.74000,0.021295,-0.140748,2.960155,0.036958,-0.564745,-0.002323,-0.569952,-1.542988
0.76000,0.021295,-0.140748,2.960155,0.036958,-0.564745,-0.002323,-0.569952,-1.542988
0.78000,0.021295,-0.140748,2.960155,0.036958,-0.564745,-0.002323,-0.569952,-1.542988
0.80000,0.021295,-0.140748,2.960155,0.036958,-0.564745,-0.002323,-0.569952,-1.542988
0.82000,0.021295,-0.140748,2.960155,0.036958,-0.564745,-0.002323,-0.569952,-1.542988
0.84000,0.021295,-0.140748,2.960155,0.036958,-0.564745,-0.002323,-0.569952,-1.542988
0.86000,0.021295,-0.140748,2.960155,0.036958,-0.564745,-0.002323,-0.569952,-1.542988
0.88000,0.021295,-0.140748,2.960155,0.036958,-0.564745,-0.002323,-0.569952,-1.542988
0.90000,0.021295,-0.140748,2.960155,0.036958,-0.564745,-0.002323,-0.569952,-1.542988
0.92000,0.021295,-0.140748,2.960155,0.036958,-0.564745,-0.002323,-0.569952,-1.542988
0.94000,0.021295,-0.140748,2.960155,0.036958,-0.564745,-0.002323,-0.569952,-1.542988
0.96000,0.021295,-0.140748,2.960155,0.036958,-0.564745,-0.002323,-0.902056,-1.125590
0.98000,0.021295,-0.140748,2.960155,0.036958,-0.564745,-0.002323,-0.902056,-1.125590
1.00000,0.042534,-0.334938,2.960000,0.110482,-0.961394,-0.000200,-0.902056,-1.125590
1.02000,0.042534,-0.334938,2.960000,0.110482,-0.961394,-0.000200,-0.902056,-1.125590
1.04000,0.042534,-0.334938,2.960000,0.110482,-0.961394,-0.000200,-0.902056,-1.125590
1.06000,0.042534,-0.334938,2.960000,0.110482,-0.961394,-0.000200,-0.902056,-1.125590
1.08000,0.042534,-0.334938,2.960000,0.110482,-0.961394,-0.000200,-0.902056,-1.125590
1.10000,0.042534,-0.334938,2.960000,0.110482,-0.961394,-0.000200,-0.902056,-1.125590
1.12000,0.042534,-0.334938,2.960000,0.110482,-0.961394,-0.000200,-0.902056,-1.125590
1.14000,0.042534,-0.334938,2.960000,0.110482,-0.961394,-0.000200,-0.902056,-1.125590
1.16000,0.042534,-0.334938,2.960000,0.110482,-0.961394,-0.000200,-0.902056,-1.125590
1.18000,0.042534,-0.334938,2.960000,0.110482,-0.961394,-0.000200,-1.143891,-0.805855
1.20000,0.042534,-0.334938,2.960000,0.110482,-0.961394,-0.000200,-1.143891,-0.805855
1.22000,0.042534,-0.334938,2.960000,0.110482,-0.961394,-0.000200,-1.143891,-0.805855
1.24000,0.086230,-0.622399,2.960068,0.219000,-1.303020,0.001532,-1.143891,-0.805855
1.26000,0.086230,-0.622399,2.960068,0.219000,-1.303020,0.001532,-1.143891,-0.805855
1.28000,0.086230,-0.622399,2.960068,0.219000,-1.303020,0.001532,-1.143891,-0.805855
1.30000,0.086230,-0.622399,2.960068,0.219000,-1.303020,0.001532,-1.143891,-0.805855
1.32000,0.086230,-0.622399,2.960068,0.219000,-1.303020,0.001532,-1.143891,-0.805855
1.34000,0.086230,-0.622399,2.960068,0.219000,-1.303020,0.001532,-1.143891,-0.805855
1.36000,0.086230,-0.622399,2.960068,0.219000,-1.303020,0.001532,-1.143891,-0.805855
1.38000,0.086230,-0.622399,2.960068,0.219000,-1.303020,0.001532,-1.143891,-0.805855
1.40000,0.086230,-0.622399,2.960068,0.219000,-1.303020,0.001532,-1.143891,-0.805855
1.42000,0.086230,-0.622399,2.960068,0.219000,-1.303020,0.001532,-1.143891,-0.805855
1.44000,0.086230,-0.622399,2.960068,0.219000,-1.303020,0.001532,-1.143891,-0.805855
1.46000,0.086230,-0.622399,2.960068,0.219000,-1.303020,0.001532,-1.229140,0.197503
1.48000,0.159162,-0.981405,2.959991,0.349310,-1.545911,0.001840,-1.229140,0.197503
1.50000,0.159162,-0.981405,2.959991,0.349310,-1.545911,0.001840,-1.229140,0.197503
1.52000,0.159162,-0.981405,2.959991,0.349310,-1.545911,0.001840,-1.229140,0.197503
1.54000,0.159162,-0.981405,2.959991,0.349310,-1.545911,0.001840,-1.229140,0.197503
1.56000,0.159162,-0.981405,2.959991,0.349310,-1.545911,0.001840,-1.229140,0.197503
1.58000,0.159162,-0.981405,2.959991,0.349310,-1.545911,0.001840,-1.229140,0.197503
1.60000,0.159162,-0.981405,2.959991,0.349310,-1.545911,0.001840,-1.229140,0.197503
1.62000,0.159162,-0.981405,2.959991,0.349310,-1.545911,0.001840,-1.229140,0.197503
1.64000,0.159162,-0.981405,2.959991,0.349310,-1.545911,0.001840,-1.229140,0.197503
1.66000,0.159162,-0.981405,2.959991,0.349310,-1.545911,0.001840,-1.229140,0.197503
1.68000,0.159162,-0.981405,2.959991,0.349310,-1.545911,0.001840,-1.229140,0.197503
1.70000,0.159162,-0.981405,2.959991,0.349310,-1.545911,0.001840,-1.054129,0.944420
1.72000,0.159162,-0.981405,2.959991,0.349310,-1.545911,0.001840,-1.054129,0.944420
1.74000,0.266998,-1.391758,2.959637,0.499746,-1.706913,0.000940,-1.054129,0.944420
1.76000,0.266998,-1.391758,2.959637,0.499746,-1.706913,0.000940,-1.054129,0.944420
1.78000,0.266998,-1.391758,2.959637,0.499746,-1.706913,0.000940,-1.054129,0.944420
1.80000,0.266998,-1.391758,2.959637,0.499746,-1.706913,0.000940,-1.054129,0.944420
1.82000,0.266998,-1.391758,2.959637,0.499746,-1.706913,0.000940,-1.054129,0.944420
1.84000,0.266998,-1.391758,2.959637,0.499746,-1.706913,0.000940,-1.054129,0.944420
1.86000,0.266998,-1.391758,2.959637,0.499746,-1.706913,0.000940,-1.054129,0.944420
1.88000,0.266998,-1.391758,2.959637,0.499746,-1.706913,0.000940,-1.054129,0.944420
1.90000,0.266998,-1.391758,2.959637,0.499746,-1.706913,0.000940,-1.054129,0.944420
1.92000,0.266998,-1.391758,2.959637,0.499746,-1.706913,0.000940,-1.054129,0.944420
1.94000,0.266998,-1.391758,2.959637,0.499746,-1.706913,0.000940,-1.054129,0.944420
1.96000,0.266998,-1.391758,2.959637,0.499746,-1.706913,0.000940,-0.835145,0.701890
1.98000,0.415940,-1.835211,2.959103,0.667413,-1.803463,0.000533,-0.835145,0.701890
2.00000,0.415940,-1.835211,2.959103,0.667413,-1.803463,0.000533,-0.835145,0.701890
2.02000,0.415940,-1.835211,2.959103,0.667413,-1.803463,0.000533,-0.835145,0.701890
2.04000,0.415940,-1.835211,2.959103,0.667413,-1.803463,0.000533,-0.835145,0.701890
2.06000,0.415940,-1.835211,2.959103,0.667413,-1.803463,0.000533,-0.835145,0.701890
2.08000,0.415940,-1.835211,2.959103,0.667413,-1.803463,0.000533,-0.835145,0.701890
2.10000,0.415940,-1.835211,2.959103,0.667413,-1.803463,0.000533,-0.835145,0.701890
2.12000,0.415940,-1.835211,2.959103,0.667413,-1.803463,0.000533,-0.835145,0.701890
2.14000,0.415940,-1.835211,2.959103,0.667413,-1.803463,0.000533,-0.835145,0.701890
2.16000,0.415940,-1.835211,2.959103,0.667413,-1.803463,0.000533,-0.835145,0.701890
2.18000,0.415940,-1.835211,2.959103,0.667413,-1.803463,0.000533,-0.835145,0.701890
2.20000,0.415940,-1.835211,2.959103,0.667413,-1.803463,0.000533,-0.722843,0.279634
2.22000,0.415940,-1.835211,2.959103,0.667413,-1.803463,0.000533,-0.722843,0.279634
2.24000,0.608216,-2.296320,2.958598,0.843170,-1.842329,0.000576,-0.722843,0.279634
2.26000,0.608216,-2.296320,2.958598,0.843170,-1.842329,0.000576,-0.722843,0.279634
2.28000,0.608216,-2.296320,2.958598,0.843170,-1.842329,0.000576,-0.722843,0.279634
2.30000,0.608216,-2.296320,2.958598,0.843170,-1.842329,0.000576,-0.722843,0.279634
2.32000,0.608216,-2.296320,2.958598,0.843170,-1.842329,0.000576,-0.722843,0.279634
2.34000,0.608216,-2.296320,2.958598,0.843170,-1.842329,0.000576,-0.722843,0.279634
2.36000,0.608216,-2.296320,2.958598,0.843170,-1.842329,0.000576,-0.722843,0.279634
2.38000,0.608216,-2.296320,2.958598,0.843170,-1.842329,0.000576,-0.722843,0.279634
2.40000,0.608216,-2.296320,2.958598,0.843170,-1.842329,0.000576,-0.722843,0.279634
2.42000,0.608216,-2.296320,2.958598,0.843170,-1.842329,0.000576,-0.722843,0.279634
