t,x,y,z,vx,vy,vz,yaw,yaw_rate
0.00000,1.432326,0.736397,5.654613,0.009879,-0.008035,0.051341,-1.771035,-0.063725
0.02000,1.432290,0.735899,5.654191,0.006019,-0.000339,-0.040374,-1.772595,-0.139429
0.04000,1.432290,0.735899,5.654191,0.006019,-0.000339,-0.040374,-1.772595,-0.139429
0.06000,1.432290,0.735899,5.654191,0.006019,-0.000339,-0.040374,-1.772595,-0.139429
0.08000,1.432290,0.735899,5.654191,0.006019,-0.000339,-0.040374,-1.772595,-0.139429
0.10000,1.432290,0.735899,5.654191,0.006019,-0.000339,-0.040374,-1.772595,-0.139429
0.12000,1.432290,0.735899,5.654191,0.006019,-0.000339,-0.040374,-1.772595,-0.139429
0.14000,1.432290,0.735899,5.654191,0.006019,-0.000339,-0.040374,-1.772595,-0.139429
0.16000,1.432290,0.735899,5.654191,0.006019,-0.000339,-0.040374,-1.773571,-0.179729
0.18000,1.427827,0.736761,5.650385,-0.006532,0.035128,-0.043869,-1.783190,-0.101054
0.20000,1.427827,0.736761,5.650385,-0.006532,0.035128,-0.043869,-1.783190,-0.101054
0.22000,1.427827,0.736761,5.650385,-0.006532,0.035128,-0.043869,-1.783190,-0.101054
0.24000,1.427827,0.736761,5.650385,-0.006532,0.035128,-0.043869,-1.783190,-0.101054
0.26000,1.427827,0.736761,5.650385,-0.006532,0.035128,-0.043869,-1.783190,-0.101054
0.28000,1.427827,0.736761,5.650385,-0.006532,0.035128,-0.043869,-1.783190,-0.101054
0.30000,1.427827,0.736761,5.650385,-0.006532,0.035128,-0.043869,-1.783190,-0.101054
0.32000,1.427827,0.736761,5.650385,-0.006532,0.035128,-0.043869,-1.783190,-0.101054
0.34000,1.427353,0.739165,5.649522,0.008148,-0.008903,-0.017449,-1.786750,0.067228
0.36000,1.427353,0.739165,5.649522,0.008148,-0.008903,-0.017449,-1.786750,0.067228
0.38000,1.427353,0.739165,5.649522,0.008148,-0.008903,-0.017449,-1.786750,0.067228
0.40000,1.427353,0.739165,5.649522,0.008148,-0.008903,-0.017449,-1.786750,0.067228
0.42000,1.427353,0.739165,5.649522,0.008148,-0.008903,-0.017449,-1.786750,0.067228
0.44000,1.428049,0.740917,5.649972,0.024874,-0.001043,-0.012916,-1.789530,-0.051945
0.46000,1.428049,0.740917,5.649972,0.024874,-0.001043,-0.012916,-1.789530,-0.051945
0.48000,1.428049,0.740917,5.649972,0.024874,-0.001043,-0.012916,-1.789530,-0.051945
0.50000,1.428049,0.740917,5.649972,0.024874,-0.001043,-0.012916,-1.789530,-0.051945
0.52000,1.428049,0.740917,5.649972,0.024874,-0.001043,-0.012916,-1.789530,-0.051945
0.54000,1.428049,0.740917,5.649972,0.024874,-0.001043,-0.012916,-1.789530,-0.051945
0.56000,1.428049,0.740917,5.649972,0.024874,-0.001043,-0.012916,-1.789530,-0.051945
0.58000,1.428049,0.740917,5.649972,0.024874,-0.001043,-0.012916,-1.789530,-0.051945
0.60000,1.428049,0.740917,5.649972,0.024874,-0.001043,-0.012916,-1.789530,-0.051945
0.62000,1.428049,0.740917,5.649972,0.024874,-0.001043,-0.012916,-1.789530,-0.051945
0.64000,1.428049,0.740917,5.649972,0.024874,-0.001043,-0.012916,-1.789530,-0.051945
0.66000,1.428049,0.740917,5.649972,0.024874,-0.001043,-0.012916,-1.789530,-0.051945
0.68000,1.428408,0.741842,5.650913,0.018056,0.005770,-0.056989,-1.791334,-0.046357
0.70000,1.431400,0.746253,5.655397,0.083442,0.018191,0.046901,-1.791812,0.066412
0.72000,1.436286,0.749424,5.659529,0.007980,0.020116,-0.007672,-1.791812,0.066412
0.74000,1.436286,0.749424,5.659529,0.007980,0.020116,-0.007672,-1.791812,0.066412
0.76000,1.436286,0.749424,5.659529,0.007980,0.020116,-0.007672,-1.791812,0.066412
0.78000,1.436286,0.749424,5.659529,0.007980,0.020116,-0.007672,-1.791812,0.066412
0.80000,1.436286,0.749424,5.659529,0.007980,0.020116,-0.007672,-1.791812,0.066412
0.82000,1.436286,0.749424,5.659529,0.007980,0.020116,-0.007672,-1.791812,0.066412
0.84000,1.436286,0.749424,5.659529,0.007980,0.020116,-0.007672,-1.791812,0.066412
0.86000,1.438094,0.750676,5.661309,0.066419,0.030570,0.106388,-1.791242,0.085716
0.88000,1.438094,0.750676,5.661309,0.066419,0.030570,0.106388,-1.791242,0.085716
0.90000,1.438094,0.750676,5.661309,0.066419,0.030570,0.106388,-1.790881,0.006644
0.92000,1.441953,0.751750,5.661874,0.012685,-0.000775,-0.010936,-1.785982,0.204770
0.94000,1.441953,0.751750,5.661874,0.012685,-0.000775,-0.010936,-1.785982,0.204770
0.96000,1.444081,0.752142,5.665208,0.045271,-0.029226,0.015058,-1.785982,0.204770
0.98000,1.444081,0.752142,5.665208,0.045271,-0.029226,0.015058,-1.785982,0.204770
1.00000,1.444081,0.752142,5.665208,0.045271,-0.029226,0.015058,-1.785982,0.204770
1.02000,1.444081,0.752142,5.665208,0.045271,-0.029226,0.015058,-1.785982,0.204770
1.04000,1.444081,0.752142,5.665208,0.045271,-0.029226,0.015058,-1.785982,0.204770
1.06000,1.444081,0.752142,5.665208,0.045271,-0.029226,0.015058,-1.785982,0.204770
1.08000,1.444081,0.752142,5.665208,0.045271,-0.029226,0.015058,-1.785982,0.204770
1.10000,1.444081,0.752142,5.665208,0.045271,-0.029226,0.015058,-1.785982,0.204770
1.12000,1.448636,0.751799,5.674821,0.068366,-0.041665,-0.001226,-1.757774,0.347682
1.14000,1.450831,0.751773,5.681067,0.031170,-0.021137,-0.025523,-1.745883,0.313685
1.16000,1.453151,0.751251,5.686945,0.093051,-0.016541,0.033518,-1.728681,0.316239
1.18000,1.453151,0.751251,5.686945,0.093051,-0.016541,0.033518,-1.728681,0.316239
1.20000,1.453151,0.751251,5.686945,0.093051,-0.016541,0.033518,-1.728681,0.316239
1.22000,1.453151,0.751251,5.686945,0.093051,-0.016541,0.033518,-1.728681,0.316239
1.24000,1.457241,0.749309,5.699273,0.038229,-0.058511,-0.014234,-1.709354,0.417808
1.26000,1.457241,0.749309,5.699273,0.038229,-0.058511,-0.014234,-1.688708,0.494988
1.28000,1.457241,0.749309,5.699273,0.038229,-0.058511,-0.014234,-1.688708,0.494988
1.30000,1.457241,0.749309,5.699273,0.038229,-0.058511,-0.014234,-1.688708,0.494988
1.32000,1.457241,0.749309,5.699273,0.038229,-0.058511,-0.014234,-1.688708,0.494988
1.34000,1.457241,0.749309,5.699273,0.038229,-0.058511,-0.014234,-1.688708,0.494988
1.36000,1.457241,0.749309,5.699273,0.038229,-0.058511,-0.014234,-1.624165,0.655323
1.38000,1.457241,0.749309,5.699273,0.038229,-0.058511,-0.014234,-1.624165,0.655323
1.40000,1.457241,0.749309,5.699273,0.038229,-0.058511,-0.014234,-1.624165,0.655323
1.42000,1.457241,0.749309,5.699273,0.038229,-0.058511,-0.014234,-1.624165,0.655323
1.44000,1.457241,0.749309,5.699273,0.038229,-0.058511,-0.014234,-1.624165,0.655323
1.46000,1.457241,0.749309,5.699273,0.038229,-0.058511,-0.014234,-1.624165,0.655323
1.48000,1.457241,0.749309,5.699273,0.038229,-0.058511,-0.014234,-1.624165,0.655323
1.50000,1.457241,0.749309,5.699273,0.038229,-0.058511,-0.014234,-1.624165,0.655323
1.52000,1.472296,0.727219,5.733924,0.084143,-0.141626,-0.044158,-1.557381,0.608642
1.54000,1.472296,0.727219,5.733924,0.084143,-0.141626,-0.044158,-1.557381,0.608642
1.56000,1.472296,0.727219,5.733924,0.084143,-0.141626,-0.044158,-1.557381,0.608642
1.58000,1.472296,0.727219,5.733924,0.084143,-0.141626,-0.044158,-1.557381,0.608642
1.60000,1.472296,0.727219,5.733924,0.084143,-0.141626,-0.044158,-1.557381,0.608642
1.62000,1.475953,0.673114,5.756665,0.071547,-0.233110,-0.103720,-1.557381,0.608642
1.64000,1.475953,0.673114,5.756665,0.071547,-0.233110,-0.103720,-1.371528,0.452234
1.66000,1.475953,0.673114,5.756665,0.071547,-0.233110,-0.103720,-1.371528,0.452234
1.68000,1.475953,0.673114,5.756665,0.071547,-0.233110,-0.103720,-1.371528,0.452234
1.70000,1.474633,0.645938,5.757046,0.058301,-0.278131,-0.115750,-1.326613,0.463725
1.72000,1.474633,0.645938,5.757046,0.058301,-0.278131,-0.115750,-1.326613,0.463725
1.74000,1.472647,0.614985,5.759414,0.059452,-0.313380,-0.114083,-1.326613,0.463725
1.76000,1.472647,0.614985,5.759414,0.059452,-0.313380,-0.114083,-1.326613,0.463725
1.78000,1.472647,0.614985,5.759414,0.059452,-0.313380,-0.114083,-1.326613,0.463725
1.80000,1.472647,0.614985,5.759414,0.059452,-0.313380,-0.114083,-1.326613,0.463725
1.82000,1.472647,0.614985,5.759414,0.059452,-0.313380,-0.114083,-1.326613,0.463725
1.84000,1.472647,0.614985,5.759414,0.059452,-0.313380,-0.114083,-1.326613,0.463725
1.86000,1.472647,0.614985,5.759414,0.059452,-0.313380,-0.114083,-1.326613,0.463725
1.88000,1.472647,0.614985,5.759414,0.059452,-0.313380,-0.114083,-1.326613,0.463725
1.90000,1.472647,0.614985,5.759414,0.059452,-0.313380,-0.114083,-1.326613,0.463725
1.92000,1.472647,0.614985,5.759414,0.059452,-0.313380,-0.114083,-1.326613,0.463725
1.94000,1.472647,0.614985,5.759414,0.059452,-0.313380,-0.114083,-1.326613,0.463725
1.96000,1.472647,0.614985,5.759414,0.059452,-0.313380,-0.114083,-1.326613,0.463725
1.98000,1.472647,0.614985,5.759414,0.059452,-0.313380,-0.114083,-1.326613,0.463725
2.00000,1.472647,0.614985,5.759414,0.059452,-0.313380,-0.114083,-1.326613,0.463725
2.02000,1.472647,0.614985,5.759414,0.059452,-0.313380,-0.114083,-1.287480,0.327493
2.04000,1.469967,0.543457,5.753939,0.031405,-0.378115,-0.038444,-1.253261,0.345411
2.06000,1.469266,0.504108,5.745873,0.036476,-0.402010,-0.078905,-1.227485,0.450174
2.08000,1.469934,0.462762,5.735367,0.036309,-0.409373,-0.052749,-1.199460,0.354491
2.10000,1.469934,0.462762,5.735367,0.036309,-0.409373,-0.052749,-1.199460,0.354491
2.12000,1.469934,0.462762,5.735367,0.036309,-0.409373,-0.052749,-1.199460,0.354491
2.14000,1.469934,0.462762,5.735367,0.036309,-0.409373,-0.052749,-1.199460,0.354491
2.16000,1.469934,0.462762,5.735367,0.036309,-0.409373,-0.052749,-1.199460,0.354491
2.18000,1.469934,0.462762,5.735367,0.036309,-0.409373,-0.052749,-1.199460,0.354491
2.20000,1.469934,0.462762,5.735367,0.036309,-0.409373,-0.052749,-1.199460,0.354491
2.22000,1.469934,0.462762,5.735367,0.036309,-0.409373,-0.052749,-1.199460,0.354491
2.24000,1.469934,0.462762,5.735367,0.036309,-0.409373,-0.052749,-1.199460,0.354491
2.26000,1.469934,0.462762,5.735367,0.036309,-0.409373,-0.052749,-1.199460,0.354491
2.28000,1.471080,0.418540,5.725088,0.004549,-0.448772,-0.151208,-1.164623,0.157378
2.30000,1.471080,0.418540,5.725088,0.004549,-0.448772,-0.151208,-1.164623,0.157378
2.32000,1.471080,0.418540,5.725088,0.004549,-0.448772,-0.151208,-1.153953,0.116343
2.34000,1.475009,0.316081,5.703651,0.072961,-0.503067,-0.113827,-1.153953,0.116343
2.36000,1.475009,0.316081,5.703651,0.072961,-0.503067,-0.113827,-1.153953,0.116343
2.38000,1.475009,0.316081,5.703651,0.072961,-0.503067,-0.113827,-1.153953,0.116343
2.40000,1.475009,0.316081,5.703651,0.072961,-0.503067,-0.113827,-1.153953,0.116343
2.42000,1.475009,0.316081,5.703651,0.072961,-0.503067,-0.113827,-1.153953,0.116343
2.44000,1.475009,0.316081,5.703651,0.072961,-0.503067,-0.113827,-1.153953,0.116343
2.46000,1.493179,0.184325,5.680452,0.114128,-0.601901,-0.107886,-1.132399,0.164858
2.48000,1.493179,0.184325,5.680452,0.114128,-0.601901,-0.107886,-1.132399,0.164858
2.50000,1.493179,0.184325,5.680452,0.114128,-0.601901,-0.107886,-1.132399,0.164858
2.52000,1.493179,0.184325,5.680452,0.114128,-0.601901,-0.107886,-1.108105,0.180416
2.54000,1.493179,0.184325,5.680452,0.114128,-0.601901,-0.107886,-1.108105,0.180416
2.56000,1.493179,0.184325,5.680452,0.114128,-0.601901,-0.107886,-1.108105,0.180416
2.58000,1.493179,0.184325,5.680452,0.114128,-0.601901,-0.107886,-1.108105,0.180416
2.60000,1.493179,0.184325,5.680452,0.114128,-0.601901,-0.107886,-1.108105,0.180416
2.62000,1.493179,0.184325,5.680452,0.114128,-0.601901,-0.107886,-1.108105,0.180416
2.64000,1.493179,0.184325,5.680452,0.114128,-0.601901,-0.107886,-1.108105,0.180416
2.66000,1.493179,0.184325,5.680452,0.114128,-0.601901,-0.107886,-1.108105,0.180416
2.68000,1.493179,0.184325,5.680452,0.114128,-0.601901,-0.107886,-1.108105,0.180416
2.70000,1.570615,-0.089729,5.649681,0.221641,-0.559918,-0.026845,-1.031710,0.284717
2.72000,1.570615,-0.089729,5.649681,0.221641,-0.559918,-0.026845,-1.031710,0.284717
2.74000,1.570615,-0.089729,5.649681,0.221641,-0.559918,-0.026845,-1.031710,0.284717
2.76000,1.570615,-0.089729,5.649681,0.221641,-0.559918,-0.026845,-1.031710,0.284717
2.78000,1.570615,-0.089729,5.649681,0.221641,-0.559918,-0.026845,-1.031710,0.284717
2.80000,1.570615,-0.089729,5.649681,0.221641,-0.559918,-0.026845,-1.031710,0.284717
2.82000,1.570615,-0.089729,5.649681,0.221641,-0.559918,-0.026845,-1.031710,0.284717
2.84000,1.570615,-0.089729,5.649681,0.221641,-0.559918,-0.026845,-1.031710,0.284717
2.86000,1.570615,-0.089729,5.649681,0.221641,-0.559918,-0.026845,-1.031710,0.284717
2.88000,1.570615,-0.089729,5.649681,0.221641,-0.559918,-0.026845,-1.031710,0.284717
2.90000,1.570615,-0.089729,5.649681,0.221641,-0.559918,-0.026845,-1.031710,0.284717
2.92000,1.570615,-0.089729,5.649681,0.221641,-0.559918,-0.026845,-1.031710,0.284717
2.94000,1.570615,-0.089729,5.649681,0.221641,-0.559918,-0.026845,-1.031710,0.284717
2.96000,1.570615,-0.089729,5.649681,0.221641,-0.559918,-0.026845,-1.031710,0.284717
2.98000,1.570615,-0.089729,5.649681,0.221641,-0.559918,-0.026845,-1.031710,0.284717
3.00000,1.570615,-0.089729,5.649681,0.221641,-0.559918,-0.026845,-1.031710,0.284717
3.02000,1.570615,-0.089729,5.649681,0.221641,-0.559918,-0.026845,-1.031710,0.284717
3.04000,1.570615,-0.089729,5.649681,0.221641,-0.559918,-0.026845,-1.031710,0.284717
3.06000,1.570615,-0.089729,5.649681,0.221641,-0.559918,-0.026845,-1.031710,0.284717
3.08000,1.570615,-0.089729,5.649681,0.221641,-0.559918,-0.026845,-1.031710,0.284717
3.10000,1.570615,-0.089729,5.649681,0.221641,-0.559918,-0.026845,-1.031710,0.284717
3.12000,1.570615,-0.089729,5.649681,0.221641,-0.559918,-0.026845,-1.031710,0.284717
3.14000,1.570615,-0.089729,5.649681,0.221641,-0.559918,-0.026845,-1.031710,0.284717
3.16000,1.570615,-0.089729,5.649681,0.221641,-0.559918,-0.026845,-1.031710,0.284717
3.18000,1.570615,-0.089729,5.649681,0.221641,-0.559918,-0.026845,-1.031710,0.284717
3.20000,1.570615,-0.089729,5.649681,0.221641,-0.559918,-0.026845,-1.031710,0.284717
3.22000,1.570615,-0.089729,5.649681,0.221641,-0.559918,-0.026845,-1.031710,0.284717
3.24000,1.646468,-0.247963,5.648460,0.399848,-0.578959,-0.009066,-0.895154,0.593678
3.26000,1.646468,-0.247963,5.648460,0.399848,-0.578959,-0.009066,-0.895154,0.593678
3.28000,1.646468,-0.247963,5.648460,0.399848,-0.578959,-0.009066,-0.895154,0.593678
3.30000,1.646468,-0.247963,5.648460,0.399848,-0.578959,-0.009066,-0.895154,0.593678
3.32000,1.646468,-0.247963,5.648460,0.399848,-0.578959,-0.009066,-0.895154,0.593678
3.34000,1.646468,-0.247963,5.648460,0.399848,-0.578959,-0.009066,-0.895154,0.593678
3.36000,1.646468,-0.247963,5.648460,0.399848,-0.578959,-0.009066,-0.895154,0.593678
3.38000,1.646468,-0.247963,5.648460,0.399848,-0.578959,-0.009066,-0.895154,0.593678
3.40000,1.646468,-0.247963,5.648460,0.399848,-0.578959,-0.009066,-0.895154,0.593678
3.42000,1.704387,-0.341524,5.655757,0.507196,-0.684244,0.012880,-0.795506,0.761254
3.44000,1.704387,-0.341524,5.655757,0.507196,-0.684244,0.012880,-0.678861,0.987719
3.46000,1.704387,-0.341524,5.655757,0.507196,-0.684244,0.012880,-0.678861,0.987719
3.48000,1.876372,-0.547689,5.666929,0.774892,-0.654779,0.001699,-0.549888,0.840454
3.50000,1.876372,-0.547689,5.666929,0.774892,-0.654779,0.001699,-0.549888,0.840454
3.52000,1.876372,-0.547689,5.666929,0.774892,-0.654779,0.001699,-0.549888,0.840454
3.54000,1.876372,-0.547689,5.666929,0.774892,-0.654779,0.001699,-0.549888,0.840454
3.56000,1.876372,-0.547689,5.666929,0.774892,-0.654779,0.001699,-0.549888,0.840454
3.58000,1.876372,-0.547689,5.666929,0.774892,-0.654779,0.001699,-0.549888,0.840454
3.60000,1.876372,-0.547689,5.666929,0.774892,-0.654779,0.001699,-0.549888,0.840454
3.62000,1.876372,-0.547689,5.666929,0.774892,-0.654779,0.001699,-0.549888,0.840454
3.64000,1.992872,-0.645681,5.667535,0.889070,-0.597194,-0.062317,-0.432719,0.791696
3.66000,1.992872,-0.645681,5.667535,0.889070,-0.597194,-0.062317,-0.432719,0.791696
3.68000,1.992872,-0.645681,5.667535,0.889070,-0.597194,-0.062317,-0.432719,0.791696
3.70000,1.992872,-0.645681,5.667535,0.889070,-0.597194,-0.062317,-0.432719,0.791696
3.72000,1.992872,-0.645681,5.667535,0.889070,-0.597194,-0.062317,-0.325566,0.627124
3.74000,1.992872,-0.645681,5.667535,0.889070,-0.597194,-0.062317,-0.325566,0.627124
3.76000,1.992872,-0.645681,5.667535,0.889070,-0.597194,-0.062317,-0.325566,0.627124
3.78000,2.130656,-0.733270,5.668499,1.000006,-0.527942,-0.088536,-0.325566,0.627124
3.80000,2.130656,-0.733270,5.668499,1.000006,-0.527942,-0.088536,-0.325566,0.627124
3.82000,2.130656,-0.733270,5.668499,1.000006,-0.527942,-0.088536,-0.325566,0.627124
3.84000,2.283364,-0.804051,5.672667,1.137194,-0.452160,0.036626,-0.220809,0.717808
3.86000,2.283364,-0.804051,5.672667,1.137194,-0.452160,0.036626,-0.220809,0.717808
3.88000,2.283364,-0.804051,5.672667,1.137194,-0.452160,0.036626,-0.220809,0.717808
3.90000,2.283364,-0.804051,5.672667,1.137194,-0.452160,0.036626,-0.220809,0.717808
3.92000,2.283364,-0.804051,5.672667,1.137194,-0.452160,0.036626,-0.220809,0.717808
3.94000,2.283364,-0.804051,5.672667,1.137194,-0.452160,0.036626,-0.220809,0.717808
3.96000,2.283364,-0.804051,5.672667,1.137194,-0.452160,0.036626,-0.220809,0.717808
3.98000,2.283364,-0.804051,5.672667,1.137194,-0.452160,0.036626,-0.220809,0.717808
4.00000,2.283364,-0.804051,5.672667,1.137194,-0.452160,0.036626,-0.220809,0.717808
4.02000,2.283364,-0.804051,5.672667,1.137194,-0.452160,0.036626,-0.220809,0.717808
4.04000,2.283364,-0.804051,5.672667,1.137194,-0.452160,0.036626,-0.220809,0.717808
4.06000,2.283364,-0.804051,5.672667,1.137194,-0.452160,0.036626,-0.220809,0.717808
4.08000,2.283364,-0.804051,5.672667,1.137194,-0.452160,0.036626,-0.220809,0.717808
4.10000,2.283364,-0.804051,5.672667,1.137194,-0.452160,0.036626,-0.118072,0.789658
4.12000,2.449716,-0.864537,5.682998,1.178441,-0.423032,-0.017844,-0.118072,0.789658
4.14000,2.449716,-0.864537,5.682998,1.178441,-0.423032,-0.017844,-0.118072,0.789658
4.16000,2.449716,-0.864537,5.682998,1.178441,-0.423032,-0.017844,-0.118072,0.789658
4.18000,2.449716,-0.864537,5.682998,1.178441,-0.423032,-0.017844,-0.008441,0.854899
4.20000,2.449716,-0.864537,5.682998,1.178441,-0.423032,-0.017844,-0.008441,0.854899
4.22000,2.449716,-0.864537,5.682998,1.178441,-0.423032,-0.017844,-0.008441,0.854899
