t,x,y,z,vx,vy,vz,yaw,yaw_rate
0.00000,1.247892,-0.070503,5.681835,0.069097,-0.015355,0.057538,1.369272,0.179219
0.02000,1.247892,-0.070503,5.681835,0.069097,-0.015355,0.057538,1.369272,0.179219
0.04000,1.247892,-0.070503,5.681835,0.069097,-0.015355,0.057538,1.369272,0.179219
0.06000,1.247892,-0.070503,5.681835,0.069097,-0.015355,0.057538,1.369272,0.179219
0.08000,1.247892,-0.070503,5.681835,0.069097,-0.015355,0.057538,1.410362,0.242056
0.10000,1.247892,-0.070503,5.681835,0.069097,-0.015355,0.057538,1.410362,0.242056
0.12000,1.247892,-0.070503,5.681835,0.069097,-0.015355,0.057538,1.410362,0.242056
0.14000,1.247892,-0.070503,5.681835,0.069097,-0.015355,0.057538,1.410362,0.242056
0.16000,1.247892,-0.070503,5.681835,0.069097,-0.015355,0.057538,1.410362,0.242056
0.18000,1.247892,-0.070503,5.681835,0.069097,-0.015355,0.057538,1.410362,0.242056
0.20000,1.247892,-0.070503,5.681835,0.069097,-0.015355,0.057538,1.410362,0.242056
0.22000,1.247892,-0.070503,5.681835,0.069097,-0.015355,0.057538,1.410362,0.242056
0.24000,1.247892,-0.070503,5.681835,0.069097,-0.015355,0.057538,1.410362,0.242056
0.26000,1.256972,-0.071567,5.693934,0.038185,-0.076458,0.045587,1.410362,0.242056
0.28000,1.256972,-0.071567,5.693934,0.038185,-0.076458,0.045587,1.410362,0.242056
0.30000,1.256972,-0.071567,5.693934,0.038185,-0.076458,0.045587,1.410362,0.242056
0.32000,1.256972,-0.071567,5.693934,0.038185,-0.076458,0.045587,1.410362,0.242056
0.34000,1.256972,-0.071567,5.693934,0.038185,-0.076458,0.045587,1.410362,0.242056
0.36000,1.256972,-0.071567,5.693934,0.038185,-0.076458,0.045587,1.410362,0.242056
0.38000,1.256972,-0.071567,5.693934,0.038185,-0.076458,0.045587,1.410362,0.242056
0.40000,1.256972,-0.071567,5.693934,0.038185,-0.076458,0.045587,1.410362,0.242056
0.42000,1.256972,-0.071567,5.693934,0.038185,-0.076458,0.045587,1.410362,0.242056
0.44000,1.256972,-0.071567,5.693934,0.038185,-0.076458,0.045587,1.410362,0.242056
0.46000,1.256972,-0.071567,5.693934,0.038185,-0.076458,0.045587,1.410362,0.242056
0.48000,1.256972,-0.071567,5.693934,0.038185,-0.076458,0.045587,1.410362,0.242056
0.50000,1.256972,-0.071567,5.693934,0.038185,-0.076458,0.045587,1.410362,0.242056
0.52000,1.256972,-0.071567,5.693934,0.038185,-0.076458,0.045587,1.410362,0.242056
0.54000,1.256972,-0.071567,5.693934,0.038185,-0.076458,0.045587,1.406547,-0.329975
0.56000,1.256972,-0.071567,5.693934,0.038185,-0.076458,0.045587,1.406547,-0.329975
0.58000,1.256972,-0.071567,5.693934,0.038185,-0.076458,0.045587,1.406547,-0.329975
0.60000,1.256972,-0.071567,5.693934,0.038185,-0.076458,0.045587,1.406547,-0.329975
0.62000,1.256972,-0.071567,5.693934,0.038185,-0.076458,0.045587,1.406547,-0.329975
0.64000,1.256972,-0.071567,5.693934,0.038185,-0.076458,0.045587,1.406547,-0.329975
0.66000,1.256972,-0.071567,5.693934,0.038185,-0.076458,0.045587,1.406547,-0.329975
0.68000,1.256972,-0.071567,5.693934,0.038185,-0.076458,0.045587,1.406547,-0.329975
0.70000,1.256972,-0.071567,5.693934,0.038185,-0.076458,0.045587,1.406547,-0.329975
0.72000,1.256972,-0.071567,5.693934,0.038185,-0.076458,0.045587,1.406547,-0.329975
0.74000,1.260879,-0.076628,5.711542,0.011609,0.021441,-0.078338,1.299899,-0.585923
0.76000,1.260879,-0.076628,5.711542,0.011609,0.021441,-0.078338,1.299899,-0.585923
0.78000,1.248414,-0.070884,5.725798,0.002243,0.110181,-0.066068,1.299899,-0.585923
0.80000,1.248414,-0.070884,5.725798,0.002243,0.110181,-0.066068,1.299899,-0.585923
0.82000,1.248414,-0.070884,5.725798,0.002243,0.110181,-0.066068,1.299899,-0.585923
0.84000,1.248414,-0.070884,5.725798,0.002243,0.110181,-0.066068,1.299899,-0.585923
0.86000,1.248414,-0.070884,5.725798,0.002243,0.110181,-0.066068,1.299899,-0.585923
0.88000,1.248414,-0.070884,5.725798,0.002243,0.110181,-0.066068,1.123502,-0.880018
0.90000,1.248414,-0.070884,5.725798,0.002243,0.110181,-0.066068,1.123502,-0.880018
0.92000,1.248414,-0.070884,5.725798,0.002243,0.110181,-0.066068,1.123502,-0.880018
0.94000,1.248414,-0.070884,5.725798,0.002243,0.110181,-0.066068,1.123502,-0.880018
0.96000,1.248414,-0.070884,5.725798,0.002243,0.110181,-0.066068,1.123502,-0.880018
0.98000,1.248414,-0.070884,5.725798,0.002243,0.110181,-0.066068,1.123502,-0.880018
1.00000,1.248414,-0.070884,5.725798,0.002243,0.110181,-0.066068,1.123502,-0.880018
1.02000,1.248414,-0.070884,5.725798,0.002243,0.110181,-0.066068,1.123502,-0.880018
1.04000,1.228319,-0.062974,5.722091,-0.036104,-0.011649,-0.122198,1.123502,-0.880018
1.06000,1.228319,-0.062974,5.722091,-0.036104,-0.011649,-0.122198,1.123502,-0.880018
1.08000,1.228319,-0.062974,5.722091,-0.036104,-0.011649,-0.122198,1.123502,-0.880018
1.10000,1.228319,-0.062974,5.722091,-0.036104,-0.011649,-0.122198,1.123502,-0.880018
1.12000,1.228319,-0.062974,5.722091,-0.036104,-0.011649,-0.122198,1.123502,-0.880018
1.14000,1.228319,-0.062974,5.722091,-0.036104,-0.011649,-0.122198,1.123502,-0.880018
1.16000,1.228319,-0.062974,5.722091,-0.036104,-0.011649,-0.122198,1.123502,-0.880018
1.18000,1.228319,-0.062974,5.722091,-0.036104,-0.011649,-0.122198,0.907995,-0.933741
1.20000,1.228319,-0.062974,5.722091,-0.036104,-0.011649,-0.122198,0.907995,-0.933741
1.22000,1.228319,-0.062974,5.722091,-0.036104,-0.011649,-0.122198,0.907995,-0.933741
1.24000,1.228319,-0.062974,5.722091,-0.036104,-0.011649,-0.122198,0.907995,-0.933741
1.26000,1.228319,-0.062974,5.722091,-0.036104,-0.011649,-0.122198,0.907995,-0.933741
1.28000,1.228319,-0.062974,5.722091,-0.036104,-0.011649,-0.122198,0.907995,-0.933741
1.30000,1.228319,-0.062974,5.722091,-0.036104,-0.011649,-0.122198,0.907995,-0.933741
1.32000,1.228319,-0.062974,5.722091,-0.036104,-0.011649,-0.122198,0.907995,-0.933741
1.34000,1.228319,-0.062974,5.722091,-0.036104,-0.011649,-0.122198,0.907995,-0.933741
1.36000,1.215892,-0.077756,5.722473,0.049995,-0.123349,-0.010368,0.907995,-0.933741
1.38000,1.215892,-0.077756,5.722473,0.049995,-0.123349,-0.010368,0.907995,-0.933741
1.40000,1.215892,-0.077756,5.722473,0.049995,-0.123349,-0.010368,0.907995,-0.933741
1.42000,1.215892,-0.077756,5.722473,0.049995,-0.123349,-0.010368,0.907995,-0.933741
1.44000,1.215892,-0.077756,5.722473,0.049995,-0.123349,-0.010368,0.671670,-0.988912
1.46000,1.215892,-0.077756,5.722473,0.049995,-0.123349,-0.010368,0.671670,-0.988912
1.48000,1.215892,-0.077756,5.722473,0.049995,-0.123349,-0.010368,0.671670,-0.988912
1.50000,1.215892,-0.077756,5.722473,0.049995,-0.123349,-0.010368,0.671670,-0.988912
1.52000,1.215892,-0.077756,5.722473,0.049995,-0.123349,-0.010368,0.671670,-0.988912
1.54000,1.215892,-0.077756,5.722473,0.049995,-0.123349,-0.010368,0.671670,-0.988912
1.56000,1.215892,-0.077756,5.722473,0.049995,-0.123349,-0.010368,0.671670,-0.988912
1.58000,1.215892,-0.077756,5.722473,0.049995,-0.123349,-0.010368,0.671670,-0.988912
1.60000,1.215892,-0.077756,5.722473,0.049995,-0.123349,-0.010368,0.671670,-0.988912
1.62000,1.215892,-0.077756,5.722473,0.049995,-0.123349,-0.010368,0.671670,-0.988912
1.64000,1.215892,-0.077756,5.722473,0.049995,-0.123349,-0.010368,0.671670,-0.988912
1.66000,1.220031,-0.113544,5.746665,0.055600,-0.176039,-0.048173,0.412950,-1.143132
1.68000,1.220031,-0.113544,5.746665,0.055600,-0.176039,-0.048173,0.412950,-1.143132
1.70000,1.220031,-0.113544,5.746665,0.055600,-0.176039,-0.048173,0.412950,-1.143132
1.72000,1.220031,-0.113544,5.746665,0.055600,-0.176039,-0.048173,0.412950,-1.143132
1.74000,1.220031,-0.113544,5.746665,0.055600,-0.176039,-0.048173,0.412950,-1.143132
1.76000,1.220031,-0.113544,5.746665,0.055600,-0.176039,-0.048173,0.412950,-1.143132
1.78000,1.220031,-0.113544,5.746665,0.055600,-0.176039,-0.048173,0.412950,-1.143132
1.80000,1.237651,-0.159119,5.764087,0.091239,-0.242528,-0.091962,0.412950,-1.143132
1.82000,1.237651,-0.159119,5.764087,0.091239,-0.242528,-0.091962,0.412950,-1.143132
1.84000,1.237651,-0.159119,5.764087,0.091239,-0.242528,-0.091962,0.412950,-1.143132
1.86000,1.237651,-0.159119,5.764087,0.091239,-0.242528,-0.091962,0.412950,-1.143132
1.88000,1.237651,-0.159119,5.764087,0.091239,-0.242528,-0.091962,0.412950,-1.143132
1.90000,1.237651,-0.159119,5.764087,0.091239,-0.242528,-0.091962,0.412950,-1.143132
1.92000,1.237651,-0.159119,5.764087,0.091239,-0.242528,-0.091962,0.412950,-1.143132
1.94000,1.237651,-0.159119,5.764087,0.091239,-0.242528,-0.091962,0.412950,-1.143132
1.96000,1.237651,-0.159119,5.764087,0.091239,-0.242528,-0.091962,0.412950,-1.143132
1.98000,1.237651,-0.159119,5.764087,0.091239,-0.242528,-0.091962,0.412950,-1.143132
2.00000,1.237651,-0.159119,5.764087,0.091239,-0.242528,-0.091962,0.412950,-1.143132
2.02000,1.237651,-0.159119,5.764087,0.091239,-0.242528,-0.091962,0.412950,-1.143132
2.04000,1.237651,-0.159119,5.764087,0.091239,-0.242528,-0.091962,0.145512,-1.200193
2.06000,1.237651,-0.159119,5.764087,0.091239,-0.242528,-0.091962,0.145512,-1.200193
2.08000,1.237651,-0.159119,5.764087,0.091239,-0.242528,-0.091962,0.145512,-1.200193
2.10000,1.237651,-0.159119,5.764087,0.091239,-0.242528,-0.091962,0.145512,-1.200193
2.12000,1.237651,-0.159119,5.764087,0.091239,-0.242528,-0.091962,0.145512,-1.200193
2.14000,1.237651,-0.159119,5.764087,0.091239,-0.242528,-0.091962,0.145512,-1.200193
2.16000,1.237651,-0.159119,5.764087,0.091239,-0.242528,-0.091962,0.145512,-1.200193
2.18000,1.237651,-0.159119,5.764087,0.091239,-0.242528,-0.091962,0.145512,-1.200193
2.20000,1.237651,-0.159119,5.764087,0.091239,-0.242528,-0.091962,0.145512,-1.200193
2.22000,1.237651,-0.159119,5.764087,0.091239,-0.242528,-0.091962,0.145512,-1.200193
2.24000,1.237651,-0.159119,5.764087,0.091239,-0.242528,-0.091962,0.145512,-1.200193
2.26000,1.237651,-0.159119,5.764087,0.091239,-0.242528,-0.091962,0.145512,-1.200193
